PC Name,No,Type,State,Winning Candidate,Party,Electors,Votes,Turnout,Margin,Margin %
Bansgaon,37,SC,Uttar Pradesh [1947 - 1999],Mahavir Prasad,Indian National Congress,771602,379185,49.1 %,174229,45.9%
Banswara,16,GEN,Rajasthan,Prabhulal Rawat,Indian National Congress,733798,410554,56.0 %,121125,29.5%
Bapatla,16,GEN,Andhra Pradesh,Chimata Sambu,Telugu Desam,817197,566622,69.3 %,34420,6.1%
Bara Banki,29,SC,Uttar Pradesh [1947 - 1999],Kamla Prasad,Indian National Congress,692717,387428,55.9 %,94661,24.4%
Baramati,43,GEN,Maharashtra,Pawar Sharadchandra Govindrao,Indian Congress (SOCIALIST),859626,608149,70.8 %,140532,23.1%
Baramulla,1,GEN,Jammu & Kashmir,Saif -Ud- Din Soz,Jammu & Kashmir National Conference,571205,348963,61.1 %,140419,40.2%
Barasat,13,SC,West Bengal,Tarun Kanti Ghosh,Indian National Congress,839673,703865,83.8 %,12612,1.8%
Bareilly,12,GEN,Uttar Pradesh [1947 - 1999],Abida Ahmad,Indian National Congress,646148,349085,54.0 %,55908,16.0%
Barh,18,GEN,Bihar [1947 - 1999],Prakash Chandra,Indian National Congress,853413,610745,71.6 %,222736,36.5%
Barmer,23,GEN,Rajasthan,Virdhi Chand,Indian National Congress,910267,498846,54.8 %,106713,21.4%
Baroda,22,GEN,Gujarat,Gaekwad Ranjitsinh Pratapshinh,Indian National Congress,860270,539616,62.7 %,152552,28.3%
Barpeta,6,GEN,Assam,Ataur Rahman,Independent,731285,651157,89.0 %,56296,8.6%
Barrackpore,19,SC,West Bengal,Debi Ghosal,Indian National Congress,778226,617101,79.3 %,53669,8.7%
Basirhat,14,SC,West Bengal,Indrajit Gupta,Communist Party Of India,754765,617980,81.9 %,39043,6.3%
Bastar,20,ST,Madhya Pradesh [1947 - 1999],Mankuram Sodi,Indian National Congress,590530,238843,40.5 %,76310,31.9%
Basti,34,SC,Uttar Pradesh [1947 - 1999],Ram Awadh Prasad,Indian National Congress,753818,346178,45.9 %,154602,44.7%
Bayana,10,SC,Rajasthan,Lala Ram Ken,Indian National Congress,739563,329388,44.5 %,78402,23.8%
Beed,34,GEN,Maharashtra,Kshirsagar Kehsarbai Sonajirao,Indian National Congress,866071,473212,54.6 %,110362,23.3%
Begusarai,33,GEN,Bihar [1947 - 1999],Krishna Shahi,Indian National Congress,834398,535039,64.1 %,281636,52.6%
Belgaum,25,GEN,Karnataka,Sidnal Shanmukhappa Basappa,Indian National Congress,771731,487773,63.2 %,35540,7.3%
Bellary,5,SC,Karnataka,Basavarajeswari,Indian National Congress,768267,510244,66.4 %,72286,14.2%
Berhampore,10,GEN,West Bengal,Atish Chandra Sinha,Indian National Congress,867180,663678,76.5 %,3047,0.5%
Berhampur,11,GEN,Orissa,R.Jagannath Rao,Indian National Congress,710421,358221,50.4 %,144860,40.4%
Bettiah,2,GEN,Bihar [1947 - 1999],Manoj Kumar Pande,Indian National Congress,748524,406295,54.3 %,135268,33.3%
Betul,28,GEN,Madhya Pradesh [1947 - 1999],Aslam Sherkhan,Indian National Congress,613591,330848,53.9 %,37950,11.5%
Bhadrachalam,5,ST,Andhra Pradesh,Sode Ramaiah,Communist Party Of India,735992,402058,54.6 %,24640,6.1%
Bhadrak,3,GEN,Orissa,Ananta Prasad Sethi,Indian National Congress,736023,471134,64.0 %,67419,14.3%
Bhagalpur,30,GEN,Bihar [1947 - 1999],Bhagwat Jha Azad,Indian National Congress,851928,571619,67.1 %,30485,5.3%
Bhandara,24,GEN,Maharashtra,Keshaorao Atmaramji Pardhi,Indian National Congress,709457,484438,68.3 %,121704,25.1%
Bharatpur,9,SC,Rajasthan,K.Natwar Singh,Indian National Congress,715907,455961,63.7 %,79309,17.4%
Bhatinda,11,GEN,Punjab,Teja Singh Dardi,Shiromani Akali Dal,842005,592839,70.4 %,83384,14.1%
Bhavnagar,8,SC,Gujarat,Gohil Gigabhai Bhavubhai,Indian National Congress,694984,363794,52.4 %,10995,3.0%
Bhilwara,20,ST,Rajasthan,Girdhari Lal Vyas,Indian National Congress,779185,417597,53.6 %,151636,36.3%
Bhind,2,GEN,Madhya Pradesh [1947 - 1999],Krishna Singh,Indian National Congress,771477,415884,53.9 %,87403,21.0%
Bhiwani,8,GEN,Haryana,Bansi Lal,Indian National Congress,782290,535634,68.5 %,187077,34.9%
Bhopal,30,GEN,Madhya Pradesh [1947 - 1999],K. N. Pradhan,Indian National Congress,797498,400419,50.2 %,128664,32.1%
Bhubaneswar,9,GEN,Orissa,Chintamoni Panigrahi,Indian National Congress,732752,404281,55.2 %,89854,22.2%
Bidar,1,GEN,Karnataka,Nasing Suryavansi,Indian National Congress,769422,346592,45.1 %,59615,17.2%
Bijapur,28,SC,Karnataka,Guraddi Shivashankareppa Mallappa,Janta Party,707905,437208,61.8 %,2419,0.6%
Bijnor,5,SC,Uttar Pradesh [1947 - 1999],Girdhar Lal,Indian National Congress,725760,395079,54.4 %,99813,25.3%
Bikaner,2,SC,Rajasthan,Manphool Singh,Indian National Congress,1005582,557794,55.5 %,126082,22.6%
Bikramganj,39,GEN,Bihar [1947 - 1999],Tapeshwar Singh,Indian National Congress,849458,589876,69.4 %,1413,0.2%
Bilaspur,15,SC,Madhya Pradesh [1947 - 1999],Khelan Ram Jangde,Indian National Congress,650819,351504,54.0 %,114267,32.5%
Bilhaur,64,GEN,Uttar Pradesh [1947 - 1999],Jagdish Awasthi,Indian National Congress,735505,434405,59.1 %,81610,18.8%
Birbhum,42,GEN,West Bengal,Gadahar Saha,Communist Party Of India (MARXIST),751344,563391,75.0 %,13481,2.4%
Bobbili,3,GEN,Andhra Pradesh,Anand Gajapathi Raju Poosapati,Telugu Desam,702204,524135,74.6 %,137583,26.2%
Bolangir,16,SC,Orissa,Nityanand Misra,Indian National Congress,647765,363455,56.1 %,34952,9.6%
Bolpur,41,SC,West Bengal,Saradish Roy,Communist Party Of India (MARXIST),752853,589186,78.3 %,60931,10.3%
Bombay North,9,SC,Maharashtra,Anoopchand Khimchand Shah,Indian National Congress,992937,502067,50.6 %,100124,19.9%
Bombay North Central,6,GEN,Maharashtra,Dighe Sharad Shankar,Indian National Congress,790090,444362,56.2 %,132098,29.7%
Bombay North East,7,SC,Maharashtra,Gurudas Kamat,Indian National Congress,1082419,654026,60.4 %,96274,14.7%
Bombay North West,8,GEN,Maharashtra,Sunil Dutt,Indian National Congress,878652,517328,58.9 %,154640,29.9%
Bombay South,4,GEN,Maharashtra,Deora Murli,Indian National Congress,653042,337582,51.7 %,105278,31.2%
Bombay South Central,5,GEN,Maharashtra,Datta Samant,Independent,648214,391308,60.4 %,72611,18.6%
Broach,23,ST,Gujarat,Patel Ahmedbhai Mohammedbhai,Indian National Congress,712414,444555,62.4 %,123069,27.7%
Budaun,10,GEN,Uttar Pradesh [1947 - 1999],Saleem Iqbal Sherwani,Indian National Congress,675019,418682,62.0 %,49742,11.9%
Bulandshahr,78,GEN,Uttar Pradesh [1947 - 1999],Kr. Surendra Pal,Indian National Congress,711066,406950,57.2 %,95900,23.6%
Buldhana,18,GEN,Maharashtra,Wasnik Mukul Balkrishna,Indian National Congress,743946,479412,64.4 %,48058,10.0%
Bulsar,26,ST,Gujarat,Patel Uttambhai Harjibhai,Indian National Congress,739221,411727,55.7 %,54690,13.3%
Burdwan,39,GEN,West Bengal,Sudhir Ray,Communist Party Of India (MARXIST),840465,697707,83.0 %,57684,8.3%
Buxar,37,GEN,Bihar [1947 - 1999],Kamla Kant Tiwari,Indian National Congress,881047,456203,51.8 %,55702,12.2%
Calcutta North East,22,GEN,West Bengal,Ajit Kumar Panja,Indian National Congress,709568,509101,71.8 %,88576,17.4%
Calcutta North West,21,GEN,West Bengal,Ashok Kumar Sen,Indian National Congress,598108,387146,64.7 %,132422,34.2%
Calcutta South,23,GEN,West Bengal,Bhola Nath Sen,Indian National Congress,803022,582369,72.5 %,88939,15.3%
Calicut,4,GEN,Kerala,K. G. Adiyodi,Indian National Congress,706343,562184,79.6 %,54061,9.6%
Cannanore,2,GEN,Kerala,Muliappalli Ramachandran,Indian National Congress,693093,567922,81.9 %,25053,4.4%
Chail,57,SC,Uttar Pradesh [1947 - 1999],Bihari Lal Shailesh,Indian National Congress,759882,327888,43.2 %,3418,1.0%
Chamarajanagar,15,GEN,Karnataka,V. Sreenivasa Prasad,Indian National Congress,719216,462181,64.3 %,80653,17.5%
Chandauli,51,GEN,Uttar Pradesh [1947 - 1999],Chanda Tripati,Indian National Congress,770457,457373,59.4 %,51101,11.2%
Chandigarh,1,GEN,Chandigarh,Jagan Nath Kaushal,Indian National Congress,229291,158050,68.9 %,66300,41.9%
Chandni Chowk,5,SC,Delhi [1977 Onwards],Jai Parkash Agarwal,Indian National Congress,283849,203899,71.8 %,47076,23.1%
Chandrapur,26,GEN,Maharashtra,Potdukhe Shantaram Rajeshwar,Indian National Congress,771242,462324,60.0 %,189155,40.9%
Chapra,7,GEN,Bihar [1947 - 1999],Ram Bahadur Singh,Janta Party,780710,460294,59.0 %,26006,5.6%
Chatra,44,GEN,Bihar [1947 - 1999],Yogeshwar Prasad Yogesh,Indian National Congress,729752,382616,52.4 %,156542,40.9%
Chengalpattu,5,GEN,Tamil Nadu,S. Jagathrakshakan,All India Anna Dravida Munnetra Kazhagam,737434,568599,77.1 %,58209,10.2%
Chhindwara,27,GEN,Madhya Pradesh [1947 - 1999],Kamal Nath,Indian National Congress,638430,369149,57.8 %,153825,41.7%
Chhota Udaipur,21,ST,Gujarat,Rathwa Amarsinh Viriyabhai,Indian National Congress,681795,366154,53.7 %,111987,30.6%
Chidambaram,12,GEN,Tamil Nadu,Vallalperuman P.,Indian National Congress,734012,565913,77.1 %,120891,21.4%
Chikballapur,9,ST,Karnataka,V. Krishna Rao,Indian National Congress,750841,557461,74.2 %,44314,7.9%
Chikkodi,26,GEN,Karnataka,B. Shankaranad,Indian National Congress,705279,489225,69.4 %,3645,0.7%
Chikmagalur,20,GEN,Karnataka,D. K. Taradevi,Indian National Congress,677667,444583,65.6 %,140040,31.5%
Chimur,25,GEN,Maharashtra,Muttemwar Vilas Baburao,Indian National Congress,751666,559668,74.5 %,172100,30.8%
Chirayinkil,19,GEN,Kerala,Thalekkunnil Basheer,Indian National Congress,728111,531321,73.0 %,31465,5.9%
Chitradurga,7,GEN,Karnataka,K. H. Ranganath,Indian National Congress,773621,545358,70.5 %,56811,10.4%
Chittoor,21,GEN,Andhra Pradesh,N.P.Jhansi Lakshmi,Telugu Desam,815085,622020,76.3 %,61211,9.8%
Chittorgarh,19,ST,Rajasthan,Nirmla Kumari,Indian National Congress,803392,439081,54.7 %,76389,17.4%
Churu,3,GEN,Rajasthan,Mohar Singh,Indian National Congress,831213,505986,60.9 %,111423,22.0%
Coimbatore,20,GEN,Tamil Nadu,Kuppuswamy C. K.,Indian National Congress,902773,643831,71.3 %,102519,15.9%
Contai,31,GEN,West Bengal,Phulrenu Guha,Indian National Congress,697117,564583,81.0 %,13758,2.4%
Cooch Behar,1,SC,West Bengal,Amar Roy Prodhan,All India Forward Bloc,777024,660863,85.1 %,45517,6.9%
Cuddalore,11,GEN,Tamil Nadu,Venkatesan P.R.S.,Indian National Congress,733050,565944,77.2 %,131954,23.3%
Cuddapah,23,GEN,Andhra Pradesh,D.N.Reddy,Telugu Desam,890757,649290,72.9 %,54308,8.4%
Cuttack,6,GEN,Orissa,Jayanti Pattanik,Indian National Congress,755436,485934,64.3 %,78921,16.2%
Dadra & Nagar Haveli,1,GEN,Dadra & Nagar Haveli,Gavli Sitaram Jivyabhai,Independent,54066,40331,74.6 %,5381,13.3%
Dahanu,11,GEN,Maharashtra,Shingada Damu Barku,Indian National Congress,774100,366780,47.4 %,69720,19.0%
Dahod,17,GEN,Gujarat,Damor Somjibhai Punjabhai,Indian National Congress,667758,265136,39.7 %,114737,43.3%
Daman And Diu,1,GEN,Daman & Diu,Data Not Available,-,-,-,-,-,-
Damoh,7,GEN,Madhya Pradesh [1947 - 1999],Dal Chandra Jain,Indian National Congress,771797,458902,59.5 %,50269,11.0%
Darbhanga,15,GEN,Bihar [1947 - 1999],Vijay Kumar Mishra,Lok Dal,770111,442007,57.4 %,72167,16.3%
Darjeeling,4,GEN,West Bengal,Ananda Prasad Pathak,Communist Party Of India (MARXIST),824564,561738,68.1 %,1389,0.2%
Dausa,7,GEN,Rajasthan,Rajesh Pilot,Indian National Congress,801509,466144,58.2 %,74343,15.9%
Davangere,6,ST,Karnataka,Channaiah Odeyar,Indian National Congress,790941,551048,69.7 %,65741,11.9%
Delhi Sadar,6,GEN,Delhi [1977 Onwards],Jagdish Tytler,Indian National Congress,367575,252696,68.8 %,65853,26.1%
Deogarh,18,GEN,Orissa,Sriballav Panigrahi,Indian National Congress,732492,402116,54.9 %,93522,23.3%
Deoria,41,GEN,Uttar Pradesh [1947 - 1999],Rajmangal Pandey,Indian National Congress,793421,439872,55.4 %,145101,33.0%
Dhanbad,47,GEN,Bihar [1947 - 1999],Shankar Dayal Singh,Indian National Congress,923926,503143,54.5 %,62295,12.4%
Dhandhuka,9,GEN,Gujarat,Narsinhbhai Karsanbhai Makwana,Indian National Congress,691033,390367,56.5 %,22616,5.8%
Dhar,36,ST,Madhya Pradesh [1947 - 1999],Pratapsingh Baghel,Indian National Congress,683486,435187,63.7 %,135355,31.1%
Dharmapuri,13,SC,Tamil Nadu,M. Thambi Duriai,All India Anna Dravida Munnetra Kazhagam,780371,552006,70.7 %,151252,27.4%
Dharwad North,24,GEN,Karnataka,Naikar Dyamappa Kallappa,Indian National Congress,719826,450810,62.6 %,44851,9.9%
Dharwad South,23,GEN,Karnataka,Azeez Sait,Indian National Congress,700921,500375,71.4 %,57607,11.5%
Dhenkanal,19,GEN,Orissa,Raja Kamakhya Prasad Singh Deo Mahindra Bahadur,Indian National Congress,696446,417650,60.0 %,203573,48.7%
Dhubri,4,GEN,Assam,Abdul Hamid,Independent,740858,642847,86.8 %,11818,1.8%
Dhule,14,GEN,Maharashtra,Bhoye Reshama Motiram,Indian National Congress,706445,404435,57.3 %,65932,16.3%
Diamond Harbour,17,GEN,West Bengal,Amal Datta,Communist Party Of India (MARXIST),795313,598286,75.2 %,4673,0.8%
Dibrugarh,13,GEN,Assam,Haren Bhumji,Indian National Congress,919207,480504,52.3 %,42055,8.8%
Dindigul,23,GEN,Tamil Nadu,K.R. Natarajan,All India Anna Dravida Munnetra Kazhagam,813821,579576,71.2 %,141318,24.4%
Domariaganj,35,GEN,Uttar Pradesh [1947 - 1999],Kazi Jalil Abbasi,Indian National Congress,783353,446841,57.0 %,112987,25.3%
Dum Dum,20,SC,West Bengal,Asutosh Law,Indian National Congress,1005879,778814,77.4 %,2703,0.3%
Dumka,27,ST,Bihar [1947 - 1999],Prithiwi Chand Kisku,Indian National Congress,708326,380961,53.8 %,97187,25.5%
Durg,21,GEN,Madhya Pradesh [1947 - 1999],Chandulal Chandrakar,Indian National Congress,754373,503048,66.7 %,172594,34.3%
Durgapur,37,SC,West Bengal,Purna Chandra Malik,Communist Party Of India (MARXIST),828869,645271,77.9 %,38768,6.0%
East Delhi,4,GEN,Delhi [1977 Onwards],H.K.L.Bhagat,Indian National Congress,832324,510643,61.4 %,312180,61.1%
Eluru,11,GEN,Andhra Pradesh,Bolla Bulli Ramaiah,Telugu Desam,790920,602968,76.2 %,111652,18.5%
Erandol,16,GEN,Maharashtra,Vijaykumar Naval Patil,Indian National Congress,778541,473313,60.8 %,65155,13.8%
Ernakulam,11,GEN,Kerala,K. V. Thomas,Indian National Congress,727741,551838,75.8 %,70324,12.7%
Etah,71,GEN,Uttar Pradesh [1947 - 1999],Muhammad Mehfooj Ali Khan Alias Pyarey Main,Lok Dal,655413,356446,54.4 %,3431,1.0%
Etawah,66,GEN,Uttar Pradesh [1947 - 1999],Raghuraj Singh,Indian National Congress,722895,434031,60.0 %,23068,5.3%
Faizabad,28,GEN,Uttar Pradesh [1947 - 1999],Nirmal Khatri,Indian National Congress,723860,398335,55.0 %,104492,26.2%
Faridabad,6,GEN,Haryana,Rahim Khan,Indian National Congress,869828,537552,61.8 %,134371,25.0%
Faridkot,12,GEN,Punjab,Shaminder Singh,Shiromani Akali Dal,848893,546304,64.4 %,35253,6.5%
Farrukhabad,68,GEN,Uttar Pradesh [1947 - 1999],Khurshed Alam Khan,Indian National Congress,774883,458919,59.2 %,126611,27.6%
Fatehpur,58,GEN,Uttar Pradesh [1947 - 1999],Hari Krishna Shastri,Indian National Congress,752578,382858,50.9 %,92883,24.3%
Ferozepur,13,GEN,Punjab,Gurdial Singh Dhillon,Indian National Congress,844964,577690,68.4 %,43356,7.5%
Firozabad,72,SC,Uttar Pradesh [1947 - 1999],Ganga Ram,Indian National Congress,717338,342816,47.8 %,63502,18.5%
Gandhinagar,11,GEN,Gujarat,G.I.Patel,Indian National Congress,929582,554174,59.6 %,2754,0.5%
Ganganagar,1,SC,Rajasthan,Birbal,Indian National Congress,829728,452831,54.6 %,165514,36.6%
Garhwal,2,GEN,Uttar Pradesh [1947 - 1999],Chandra Mohan Singh,Indian National Congress,662209,349684,52.8 %,118881,34.0%
Gauhati,7,GEN,Assam,Dinesh Goswami,Independent,874981,720667,82.4 %,303506,42.1%
Gaya,43,SC,Bihar [1947 - 1999],Ram Swaroop Ram,Indian National Congress,811699,539430,66.5 %,84435,15.7%
Ghatampur,63,SC,Uttar Pradesh [1947 - 1999],Askaran,Indian National Congress,728540,370096,50.8 %,48870,13.2%
Ghazipur,50,GEN,Uttar Pradesh [1947 - 1999],Zainul Basher,Indian National Congress,798528,468320,58.7 %,70561,15.1%
Ghosi,44,GEN,Uttar Pradesh [1947 - 1999],Raj Kumar,Indian National Congress,771606,420536,54.5 %,64846,15.4%
Giridih,46,GEN,Bihar [1947 - 1999],Sarfraj Ahmed,Indian National Congress,735849,377359,51.3 %,124753,33.1%
Gobichettipalayam,19,SC,Tamil Nadu,Kholandaivelu P.,All India Anna Dravida Munnetra Kazhagam,733501,548908,74.8 %,160627,29.3%
Godda,28,GEN,Bihar [1947 - 1999],Saminuddin,Indian National Congress,786972,435994,55.4 %,120373,27.6%
Godhra,18,GEN,Gujarat,Jaydeepsinhji,Indian National Congress,662634,352709,53.2 %,85847,24.3%
Gonda,33,GEN,Uttar Pradesh [1947 - 1999],Anand Singh Alias Annu Bhaiya,Indian National Congress,759335,393981,51.9 %,165976,42.1%
Gopalganj,4,GEN,Bihar [1947 - 1999],Kali Prasad Pandey,Independent,785919,493043,62.7 %,177092,35.9%
Gorakhpur,38,GEN,Uttar Pradesh [1947 - 1999],Madan Pandey,Indian National Congress,700548,381518,54.5 %,96600,25.3%
Gulbarga,2,GEN,Karnataka,Veerenira Patil,Indian National Congress,768520,415495,54.1 %,95490,23.0%
Guna,4,GEN,Madhya Pradesh [1947 - 1999],Mahendra Singh,Indian National Congress,784995,377498,48.1 %,140480,37.2%
Guntur,15,GEN,Andhra Pradesh,N.G.Ranga,Indian National Congress,896875,604181,67.4 %,11894,2.0%
Gurdaspur,1,GEN,Punjab,Sukhbuns Kaur,Indian National Congress,754117,514025,68.2 %,37677,7.3%
Gwalior,3,GEN,Madhya Pradesh [1947 - 1999],Madhav Rao Scindia,Indian National Congress,704433,471068,66.9 %,175594,37.3%
Hajipur,8,SC,Bihar [1947 - 1999],Ram Ratan Ram,Indian National Congress,834167,593853,71.2 %,51216,8.6%
Hamirpur,4,SC,Himachal Pradesh,Narain Chand,Indian National Congress,590980,391974,66.3 %,124933,31.9%
Hamirpur,60,GEN,Uttar Pradesh [1947 - 1999],Swami Prasad Singh,Indian National Congress,672800,389980,58.0 %,63311,16.2%
Hanamkonda,38,GEN,Andhra Pradesh,Chandupatla Janga Reddy,Bharatiya Janta Party,764721,517559,67.7 %,54198,10.5%
Hapur,79,GEN,Uttar Pradesh [1947 - 1999],Kedar Nath,Indian National Congress,768575,463376,60.3 %,150676,32.5%
Hardoi,19,SC,Uttar Pradesh [1947 - 1999],Kindar Lal,Indian National Congress,722243,371601,51.5 %,60403,16.3%
Hardwar,85,SC,Uttar Pradesh [1947 - 1999],Sunder Lal,Indian National Congress,692463,448654,64.8 %,135188,30.1%
Hassan,19,GEN,Karnataka,H. N. Nanjegowda,Indian National Congress,774758,546793,70.6 %,31969,5.8%
Hathras,75,SC,Uttar Pradesh [1947 - 1999],Puran Chand,Indian National Congress,744969,377037,50.6 %,44638,11.8%
Hazaribagh,48,GEN,Bihar [1947 - 1999],Damodar Pandey,Indian National Congress,794720,380727,47.9 %,60381,15.9%
