PC Name,No,Type,State,Winning Candidate,Party,Electors,Votes,Turnout,Margin,Margin %
Anand,20,GEN,Gujarat,Chavda Ishvarbhai Khodabhai,Indian National Congress,911580,457804,50.2 %,36039,7.9%
Anantapur,25,GEN,Andhra Pradesh,Anantha Venkata Reddy,Indian National Congress,1016053,628105,61.8 %,162284,25.8%
Anantnag,3,GEN,Jammu & Kashmir,Data Not Available,-,-,-,-,-,-
Andaman & Nicobar Islands,1,GEN,Andaman & Nicobar Islands,Manoranjan Bhakta,Indian National Congress,169120,108822,64.4 %,6701,6.2%
Aonla,11,GEN,Uttar Pradesh [1947 - 1999],Rajveer Singh,Bharatiya Janta Party,822940,430997,52.4 %,72480,16.8%
Arakkonam,6,SC,Tamil Nadu,Jeevarathinam R.,Indian National Congress,968764,670706,69.2 %,176710,26.3%
Arambagh,28,GEN,West Bengal,Anil Basu,Communist Party Of India (MARXIST),976896,810177,82.9 %,148272,18.3%
Araria,22,SC,Bihar [1947 - 1999],Sukdeo Paswan,Janata Dal,920630,553024,60.1 %,170994,30.9%
Arrah,36,GEN,Bihar [1947 - 1999],Ram Lakhan Singh Yadav,Janata Dal,1070495,689440,64.4 %,55348,8.0%
Arunachal East,2,GEN,Arunachal Pradesh,Laeta Umbrey,Indian National Congress,212830,119376,56.1 %,47863,40.1%
Arunachal West,1,GEN,Arunachal Pradesh,Prem Khandu Thungon,Indian National Congress,306485,146948,48.0 %,67581,46.0%
Asansol,38,SC,West Bengal,Haradhan Roy,Communist Party Of India (MARXIST),1126207,722290,64.1 %,94858,13.1%
Aska,10,GEN,Orissa,Ramachandra Rath,Indian National Congress,995423,497960,50.0 %,29764,6.0%
Aurangabad,40,GEN,Bihar [1947 - 1999],Ram Naresh Singh,Janata Dal,978604,494615,50.5 %,52856,10.7%
Aurangabad,33,GEN,Maharashtra,Moreshwar Save,Shiv Sena,1205538,583145,48.4 %,82419,14.1%
Autonomous District,3,ST,Assam,Jayanta Rongpi,Autonomous State Demand Committee,439888,314973,71.6 %,57781,18.3%
Azamgarh,45,GEN,Uttar Pradesh [1947 - 1999],Chandra Jeet,Janata Dal,981903,486272,49.5 %,46633,9.6%
Badagara,3,GEN,Kerala,Unnikrishnan K.P. (SCS),Indian Congress (SOCIALIST- SARAT CHANDRA SINHA),1030244,800229,77.7 %,17489,2.2%
Bagaha,1,SC,Bihar [1947 - 1999],Mahendra Baitha,Janata Dal,874889,397126,45.4 %,48575,12.2%
Bagalkot,27,GEN,Karnataka,Siddappa Bhimappa Nyamagoudar,Indian National Congress,952600,612827,64.3 %,21204,3.5%
Baghpat,81,GEN,Uttar Pradesh [1947 - 1999],Ajit Singh,Janata Dal,937210,482277,51.5 %,197108,40.9%
Bahraich,31,GEN,Uttar Pradesh [1947 - 1999],Rudrasen Choudhary,Bharatiya Janta Party,922738,430987,46.7 %,63209,14.7%
Balaghat,23,GEN,Madhya Pradesh [1947 - 1999],Vishveshwar Bhagat,Indian National Congress,810944,461260,56.9 %,56226,12.2%
Balasore,2,ST,Orissa,Kartikeswar Patra,Indian National Congress,995301,611825,61.5 %,13218,2.2%
Balia,19,GEN,Bihar [1947 - 1999],Surya Narayan Singh,Communist Party Of India,926690,492043,53.1 %,94852,19.3%
Ballia,43,GEN,Uttar Pradesh [1947 - 1999],Chandra Shekhar,Jharkhand Party,1003696,476635,47.5 %,58548,12.3%
Balrampur,32,GEN,Uttar Pradesh [1947 - 1999],Satya Deo Singh,Bharatiya Janta Party,942754,494978,52.5 %,109455,22.1%
Balurghat,6,GEN,West Bengal,Palas Barman,Revolutionary Socialist Party,968371,794795,82.1 %,86081,10.8%
Banaskantha,14,GEN,Gujarat,Chavda Harisinhji Patapsinhji,Bharatiya Janta Party,909163,429696,47.3 %,52042,12.1%
Banda,59,GEN,Uttar Pradesh [1947 - 1999],Prakash Narain,Bharatiya Janta Party,889615,387530,43.6 %,10184,2.6%
Bangalore North,12,GEN,Karnataka,C.K. Jaffer Sharief,Indian National Congress,1335138,617388,46.2 %,60317,9.8%
Bangalore South,13,GEN,Karnataka,K. Venkatgiri Gowda,Bharatiya Janta Party,1328381,607128,45.7 %,27248,4.5%
Banka,29,GEN,Bihar [1947 - 1999],Pratap Singh,Janata Dal,962029,487594,50.7 %,110387,22.6%
Bankura,35,GEN,West Bengal,Basudev Acharia,Communist Party Of India (MARXIST),942357,682903,72.5 %,182623,26.7%
Bansgaon,37,SC,Uttar Pradesh [1947 - 1999],Raj Naraiyan,Bharatiya Janta Party,963344,456627,47.4 %,26141,5.7%
Banswara,16,GEN,Rajasthan,Prabhulal Rawat,Indian National Congress,956533,480299,50.2 %,115007,23.9%
Bapatla,16,GEN,Andhra Pradesh,Venkateswara Rao Daggubati,Telugu Desam,999363,623289,62.4 %,1097,0.2%
Bara Banki,29,SC,Uttar Pradesh [1947 - 1999],Ram Sagar,Jharkhand Party,880429,450698,51.2 %,3798,0.8%
Baramati,43,GEN,Maharashtra,Ajit Annatrao Pawar,Indian National Congress,1261608,591795,46.9 %,336263,56.8%
Baramulla,1,GEN,Jammu & Kashmir,Data Not Available,-,-,-,-,-,-
Barasat,13,SC,West Bengal,Chitta Basu,All India Forward Bloc,1075164,893572,83.1 %,44421,5.0%
Bareilly,12,GEN,Uttar Pradesh [1947 - 1999],Santosh Kumar Gangwar,Bharatiya Janta Party,866698,505313,58.3 %,37746,7.5%
Barh,18,GEN,Bihar [1947 - 1999],Nitish Kumar,Janata Dal,1035217,718960,69.5 %,174539,24.3%
Barmer,23,GEN,Rajasthan,Ram Niwas Mirdha,Indian National Congress,1134522,572233,50.4 %,113052,19.8%
Baroda,22,GEN,Gujarat,Dipika Chikhliya (W),Bharatiya Janta Party,1150421,559779,48.7 %,34188,6.1%
Barpeta,6,GEN,Assam,Uddhab Barman,Communist Party Of India (MARXIST),869418,706507,81.3 %,53107,7.5%
Barrackpore,19,SC,West Bengal,Tarit Barban Topdar,Communist Party Of India (MARXIST),930330,695973,74.8 %,59852,8.6%
Basirhat,14,SC,West Bengal,Monoranjan Sur,Communist Party Of India,919022,774768,84.3 %,71642,9.2%
Bastar,20,ST,Madhya Pradesh [1947 - 1999],Mankuram Sodhi,Indian National Congress,760905,207034,27.2 %,17020,8.2%
Basti,34,SC,Uttar Pradesh [1947 - 1999],Shyam Lal Kamal,Bharatiya Janta Party,953551,451948,47.4 %,71465,15.8%
Bayana,10,SC,Rajasthan,Gangaram Koli,Bharatiya Janta Party,944735,371799,39.4 %,35436,9.5%
Beed,34,GEN,Maharashtra,Kshirsagar Kesharbai Sonajirao Alias Kaku (W),Indian National Congress,1137213,610555,53.7 %,87626,14.4%
Begusarai,33,GEN,Bihar [1947 - 1999],Krishna Sahi (W),Indian National Congress,1007437,675617,67.1 %,67946,10.1%
Belgaum,25,GEN,Karnataka,Sidnal Shanmukhappa Basappa,Indian National Congress,1025456,536165,52.3 %,46109,8.6%
Bellary,5,SC,Karnataka,Basavarajeshwari (W),Indian National Congress,1036202,531221,51.3 %,65981,12.4%
Berhampore,10,GEN,West Bengal,Nani Bhatacharyya,Revolutionary Socialist Party,1069213,812803,76.0 %,79209,9.7%
Berhampur,11,GEN,Orissa,Gopinath Gajapathi Naryandeo,Indian National Congress,937447,464429,49.5 %,73824,15.9%
Bettiah,2,GEN,Bihar [1947 - 1999],Faiyazulazam,Janata Dal,920104,530880,57.7 %,98358,18.5%
Betul,28,GEN,Madhya Pradesh [1947 - 1999],Aslam-Sher-Khan,Indian National Congress,819648,303755,37.1 %,22733,7.5%
Bhadrachalam,5,ST,Andhra Pradesh,Karreddula Kamalakumari (W),Indian National Congress,945933,519063,54.9 %,44171,8.5%
Bhadrak,3,GEN,Orissa,Arjun Charan Sethi,Janata Dal,980232,600132,61.2 %,10939,1.8%
Bhagalpur,30,GEN,Bihar [1947 - 1999],Chunchun Pra. Yadav,Janata Dal,1055616,613185,58.1 %,168624,27.5%
Bhandara,24,GEN,Maharashtra,Praful Manohar Bhai Patel,Indian National Congress,869165,567394,65.3 %,163558,28.8%
Bharatpur,9,SC,Rajasthan,Krashender Kaur (DEEPA) (W),Bharatiya Janta Party,909890,497779,54.7 %,95756,19.2%
Bhatinda,11,GEN,Punjab,Kewal Singh,Indian National Congress,997277,138845,13.9 %,10251,7.4%
Bhavnagar,8,SC,Gujarat,Mahavirsinh Harisinhji Gohil,Bharatiya Janta Party,909791,390439,42.9 %,90203,23.1%
Bhilwara,20,ST,Rajasthan,Shiv Charan Mathur,Indian National Congress,997385,509760,51.1 %,10761,2.1%
Bhind,2,GEN,Madhya Pradesh [1947 - 1999],Yoganand Saraswati,Bharatiya Janta Party,1005341,403013,40.1 %,38854,9.6%
Bhiwani,8,GEN,Haryana,Jangbir Singh,Haryana Vikas Party,949440,596369,62.8 %,30565,5.1%
Bhopal,30,GEN,Madhya Pradesh [1947 - 1999],Sushil Chandra Verma,Bharatiya Janta Party,1160113,584688,50.4 %,102208,17.5%
Bhubaneswar,9,GEN,Orissa,Shivaji Patnaik,Communist Party Of India (MARXIST),1016696,499831,49.2 %,7981,1.6%
Bidar,1,GEN,Karnataka,Ramchandra Veerappa,Bharatiya Janta Party,996676,459812,46.1 %,116225,25.3%
Bijapur,28,SC,Karnataka,Gudadinni Basagondappa Kadappa,Indian National Congress,957288,466598,48.7 %,67654,14.5%
Bijnor,5,SC,Uttar Pradesh [1947 - 1999],Mangal Ram Premi,Bharatiya Janta Party,937649,539018,57.5 %,87734,16.3%
Bikaner,2,SC,Rajasthan,Manphool,Indian National Congress,1437652,613583,42.7 %,37266,6.1%
Bikramganj,39,GEN,Bihar [1947 - 1999],Ram Prasad Singh,Janata Dal,992054,527174,53.1 %,177076,33.6%
Bilaspur,15,SC,Madhya Pradesh [1947 - 1999],Khelan Ram Jangde,Indian National Congress,910324,336115,36.9 %,37961,11.3%
Bilhaur,64,GEN,Uttar Pradesh [1947 - 1999],Shyam Bihari Mishra,Bharatiya Janta Party,985290,472478,48.0 %,41624,8.8%
Birbhum,42,GEN,West Bengal,Dome Ramchandra,Communist Party Of India (MARXIST),920781,692508,75.2 %,163031,23.5%
Bobbili,3,GEN,Andhra Pradesh,Ananda Gajapathi Raju Poosapathi,Indian National Congress,863311,583131,67.6 %,28124,4.8%
Bolangir,16,SC,Orissa,Sarat Chandra Pattanayak,Indian National Congress,852106,469129,55.1 %,12075,2.6%
Bolpur,41,SC,West Bengal,Somnath Chatterjee,Communist Party Of India (MARXIST),925057,713844,77.2 %,226624,31.7%
Bombay North,9,SC,Maharashtra,Ram Naik,Bharatiya Janta Party,1585616,640737,40.4 %,92313,14.4%
Bombay North Central,6,GEN,Maharashtra,Dighe Sharad Shankar,Indian National Congress,1033716,420179,40.7 %,14212,3.4%
Bombay North East,7,SC,Maharashtra,Guradas Kamat,Indian National Congress,1516164,664269,43.8 %,59124,8.9%
Bombay North West,8,GEN,Maharashtra,Sunil Dutt,Indian National Congress,1247057,531290,42.6 %,56745,10.7%
Bombay South,4,GEN,Maharashtra,Deora Murli,Indian National Congress,749380,289605,38.7 %,25756,8.9%
Bombay South Central,5,GEN,Maharashtra,Mohan Rawale,Shiv Sena,814338,345927,42.5 %,4402,1.3%
Broach,23,ST,Gujarat,Chandubhai Deshmukh,Bharatiya Janta Party,935113,555097,59.4 %,22173,4.0%
Budaun,10,GEN,Uttar Pradesh [1947 - 1999],Chinmaya Nand,Bharatiya Janta Party,879682,468266,53.2 %,15579,3.3%
Bulandshahr,78,GEN,Uttar Pradesh [1947 - 1999],Chhatterpal,Bharatiya Janta Party,930235,460292,49.5 %,48810,10.6%
Buldhana,18,GEN,Maharashtra,Wasnik Mukul Balkrishna,Indian National Congress,919037,467156,50.8 %,37091,7.9%
Bulsar,26,ST,Gujarat,Uttambhai Harjibhai Patel,Indian National Congress,975048,343529,35.2 %,65608,19.1%
Burdwan,39,GEN,West Bengal,Sudhir Ray,Communist Party Of India (MARXIST),1061300,855125,80.6 %,221892,25.9%
Buxar,37,GEN,Bihar [1947 - 1999],Tej Narain Singh,Communist Party Of India,1012148,583129,57.6 %,66000,11.3%
Calcutta North East,22,GEN,West Bengal,Ajit Kumar Panja,Indian National Congress,858170,573443,66.8 %,71456,12.5%
Calcutta North West,21,GEN,West Bengal,Debi Prosad Pal,Indian National Congress,704483,409564,58.1 %,31819,7.8%
Calcutta South,23,GEN,West Bengal,Mamata Banerjee (W),Indian National Congress,1042903,714395,68.5 %,93663,13.1%
Calicut,4,GEN,Kerala,K. Muraleedharan,Indian National Congress,1014583,754114,74.3 %,15884,2.1%
Cannanore,2,GEN,Kerala,Mullappally Ramachandran,Indian National Congress,968420,749811,77.4 %,41127,5.5%
Chail,57,SC,Uttar Pradesh [1947 - 1999],Shashi Prakash,Janata Dal,944049,376332,39.9 %,24375,6.5%
Chamarajanagar,15,GEN,Karnataka,V. Sreenivasa Prasad,Indian National Congress,944165,578291,61.3 %,68960,11.9%
Chandauli,51,GEN,Uttar Pradesh [1947 - 1999],Anand Ratan Mourya,Bharatiya Janta Party,1038904,448503,43.2 %,12297,2.7%
Chandigarh,1,GEN,Chandigarh,Pawan Kumar Bansal,Indian National Congress,372792,215637,57.8 %,15095,7.0%
Chandni Chowk,5,SC,Delhi [1977 Onwards],Tara Chand Khandelwal,Bharatiya Janta Party,399737,228439,57.2 %,2774,1.2%
Chandrapur,26,GEN,Maharashtra,Potdukhe Shantaram,Indian National Congress,1017275,518574,51.0 %,87697,16.9%
Chapra,7,GEN,Bihar [1947 - 1999],Lal Babu Rai,Janata Dal,994872,726792,73.1 %,124573,17.1%
Chatra,44,GEN,Bihar [1947 - 1999],Upendra Nath Verma,Janata Dal,885639,439587,49.6 %,41379,9.4%
Chengalpattu,5,GEN,Tamil Nadu,Rajemdra Kumar S.S.R.,All India Anna Dravida Munnetra Kazhagam,952050,657323,69.0 %,153206,23.3%
Chhindwara,27,GEN,Madhya Pradesh [1947 - 1999],Kamal Nath,Indian National Congress,842325,392708,46.6 %,79632,20.3%
Chhota Udaipur,21,ST,Gujarat,Naranbhai Jamlabhai Rathava,Janata Dal (Gujrat),855858,338172,39.5 %,44087,13.0%
Chidambaram,12,GEN,Tamil Nadu,Vallalperuman P.,Indian National Congress,933507,648403,69.5 %,136890,21.1%
Chikballapur,9,ST,Karnataka,V. Krishna Rao,Indian National Congress,989314,667734,67.5 %,103371,15.5%
Chikkodi,26,GEN,Karnataka,B Shankaranand,Indian National Congress,930070,500738,53.8 %,112616,22.5%
Chikmagalur,20,GEN,Karnataka,D.K. Tharadevi (W),Indian National Congress,949376,518992,54.7 %,31872,6.1%
Chimur,25,GEN,Maharashtra,Muttemwar Vilas Baburao,Indian National Congress,924966,596859,64.5 %,48009,8.0%
Chirayinkil,19,GEN,Kerala,Suseela Gopalan (W),Communist Party Of India (MARXIST),1003307,699598,69.7 %,1106,0.2%
Chitradurga,7,GEN,Karnataka,C.P. Mudalagiriyappa,Indian National Congress,1034317,590026,57.0 %,82512,14.0%
Chittoor,21,GEN,Andhra Pradesh,M. Gnanendra Reddy,Indian National Congress,1003113,682643,68.1 %,109982,16.1%
Chittorgarh,19,ST,Rajasthan,Jaswant Singh,Bharatiya Janta Party,1059815,531898,50.2 %,18418,3.5%
Churu,3,GEN,Rajasthan,Ram Singh,Bharatiya Janta Party,1065230,528335,49.6 %,168,0.0%
Coimbatore,20,GEN,Tamil Nadu,Kuppuswamy C.K.,Indian National Congress,1179032,717507,60.9 %,186064,25.9%
Contai,31,GEN,West Bengal,Sudhir Giri,Communist Party Of India (MARXIST),870090,696283,80.0 %,23116,3.3%
Cooch Behar,1,SC,West Bengal,Amar Roy Pradhan,All India Forward Bloc,981865,833066,84.9 %,132232,15.9%
Cuddalore,11,GEN,Tamil Nadu,Kaliaperumal P.P.,Indian National Congress,953560,651048,68.3 %,208057,32.0%
Cuddapah,23,GEN,Andhra Pradesh,Y.S. Rajasekhar Reddy,Indian National Congress,1138514,782760,68.8 %,418925,53.5%
Cuttack,6,GEN,Orissa,Srikanta Jena,Janata Dal,987764,586457,59.4 %,43693,7.5%
Dadra & Nagar Haveli,1,GEN,Dadra & Nagar Haveli,Delkar Mohanbhai Sanjibhai,Indian National Congress,75009,49863,66.5 %,12765,25.6%
Dahanu,11,GEN,Maharashtra,Damu Barku Shingda,Indian National Congress,1088103,456786,42.0 %,32916,7.2%
Dahod,17,GEN,Gujarat,Damor Somjibhai Punjabhai,Indian National Congress,844143,289793,34.3 %,49709,17.2%
Daman And Diu,1,GEN,Daman & Diu,Tandel Dev Ji Jogi Bhai,Bharatiya Janta Party,57892,38786,67.0 %,2287,5.9%
Damoh,7,GEN,Madhya Pradesh [1947 - 1999],Ramkrishna Kusmaria,Bharatiya Janta Party,1018753,434465,42.7 %,16158,3.7%
Darbhanga,15,GEN,Bihar [1947 - 1999],Md. Ali Asraf Fatmi,Janata Dal,926642,630414,68.0 %,139978,22.2%
Darjeeling,4,GEN,West Bengal,Inder Jeet,Indian National Congress,1096220,779568,71.1 %,51897,6.7%
Dausa,7,GEN,Rajasthan,Rajesh Pilot,Indian National Congress,1048801,489576,46.7 %,63281,12.9%
Davangere,6,ST,Karnataka,Channaiah Odeyar,Indian National Congress,1092655,614169,56.2 %,455,0.1%
Delhi Sadar,6,GEN,Delhi [1977 Onwards],Jagdish Tytler,Indian National Congress,534335,286254,53.6 %,14091,4.9%
Deogarh,18,GEN,Orissa,Sriballav Panigrahi,Indian National Congress,960124,482040,50.2 %,23383,4.9%
Deoria,41,GEN,Uttar Pradesh [1947 - 1999],Mohan Singh,Janata Dal,992715,502302,50.6 %,17177,3.4%
Dhanbad,47,GEN,Bihar [1947 - 1999],Rita Verma (W),Bharatiya Janta Party,1169411,592422,50.7 %,85299,14.4%
Dhandhuka,9,GEN,Gujarat,Ratilal Verma,Bharatiya Janta Party,898306,393725,43.8 %,30516,7.8%
Dhar,36,ST,Madhya Pradesh [1947 - 1999],Surajbhanu Solanki,Indian National Congress,913026,474340,52.0 %,39479,8.3%
Dharmapuri,13,SC,Tamil Nadu,Thangka Balu K.V.,Indian National Congress,1005354,653240,65.0 %,150489,23.0%
Dharwad North,24,GEN,Karnataka,D.K. Naikar,Indian National Congress,959555,488525,50.9 %,21791,4.5%
Dharwad South,23,GEN,Karnataka,B.M. Mujahid,Indian National Congress,941551,510423,54.2 %,73771,14.5%
Dhenkanal,19,GEN,Orissa,Raja Kamakhya Prasad Singhdeo Mahindr Bahadur,Indian National Congress,909337,537673,59.1 %,41686,7.8%
Dhubri,4,GEN,Assam,Nurul Islam,Indian National Congress,883429,749078,84.8 %,49452,6.6%
Dhule,14,GEN,Maharashtra,Chaure Bapu Hari,Indian National Congress,913875,372445,40.8 %,80859,21.7%
Diamond Harbour,17,GEN,West Bengal,Amal Dutta,Communist Party Of India (MARXIST),961802,720436,74.9 %,45512,6.3%
Dibrugarh,13,GEN,Assam,Paban Singh Ghatowar,Indian National Congress,801311,529721,66.1 %,137920,26.0%
Dindigul,23,GEN,Tamil Nadu,C. Srinivasan,All India Anna Dravida Munnetra Kazhagam,1031174,637229,61.8 %,224417,35.2%
Domariaganj,35,GEN,Uttar Pradesh [1947 - 1999],Rampal Singh,Bharatiya Janta Party,959298,532269,55.5 %,58117,10.9%
Dum Dum,20,SC,West Bengal,Nirmal Kanti Chatterjee,Communist Party Of India (MARXIST),1324332,989892,74.8 %,104865,10.6%
Dumka,27,ST,Bihar [1947 - 1999],Shibu Soren,Jharkhand Mukti Morcha,871904,454812,52.2 %,133641,29.4%
Durg,21,GEN,Madhya Pradesh [1947 - 1999],Chandulal Chandrakar,Indian National Congress,1062740,557871,52.5 %,87739,15.7%
Durgapur,37,SC,West Bengal,Purna Chandra Malik,Communist Party Of India (MARXIST),1041160,767870,73.8 %,184616,24.0%
East Delhi,4,GEN,Delhi [1977 Onwards],B.L. Sharma 'prem',Bharatiya Janta Party,1582516,763274,48.2 %,61825,8.1%
Eluru,11,GEN,Andhra Pradesh,Bolla Bulliramaiah,Telugu Desam,987245,702949,71.2 %,47655,6.8%
Erandol,16,GEN,Maharashtra,Patil Vijay Naval,Indian National Congress,972819,417271,42.9 %,81993,19.6%
Ernakulam,11,GEN,Kerala,K.V. Thomas,Indian National Congress,1019504,740866,72.7 %,47144,6.4%
Etah,71,GEN,Uttar Pradesh [1947 - 1999],Mahadeepak Singh,Bharatiya Janta Party,839807,466126,55.5 %,24232,5.2%
Etawah,66,GEN,Uttar Pradesh [1947 - 1999],Kanshi Ram,Bahujan Samaj Party,949081,473966,49.9 %,22466,4.7%
Faizabad,28,GEN,Uttar Pradesh [1947 - 1999],Vinaya Katiyar,Bharatiya Janta Party,945771,472224,49.9 %,57563,12.2%
Faridabad,6,GEN,Haryana,Avtar Singh Bhadana,Indian National Congress,1141760,715602,62.7 %,51522,7.2%
Faridkot,12,GEN,Punjab,Jagmeet Singh,Indian National Congress,1006515,258881,25.7 %,77696,30.0%
Farrukhabad,68,GEN,Uttar Pradesh [1947 - 1999],Salman Khurseed,Indian National Congress,959727,498644,52.0 %,38150,7.7%
Fatehpur,58,GEN,Uttar Pradesh [1947 - 1999],Vishwa Nath Pratap Singh,Janata Dal,921709,381258,41.4 %,136609,35.8%
Ferozepur,13,GEN,Punjab,Mohan Singh S/o Kansha Singh,Bahujan Samaj Party,1044442,456067,43.7 %,1296,0.3%
Firozabad,72,SC,Uttar Pradesh [1947 - 1999],Prabhu Dayal Katheria,Bharatiya Janta Party,931499,449710,48.3 %,1332,0.3%
Gandhinagar,11,GEN,Gujarat,Lal Krishna Advani,Bharatiya Janta Party,1375341,625226,45.5 %,125679,20.1%
Ganganagar,1,SC,Rajasthan,Birbal Ram,Indian National Congress,1116994,471975,42.3 %,111991,23.7%
Garhwal,2,GEN,Uttar Pradesh [1947 - 1999],Bhuwan Chand,Bharatiya Janta Party,885969,412072,46.5 %,25013,6.1%
Gauhati,7,GEN,Assam,Kirip Chaliha,Indian National Congress,1067490,746036,69.9 %,44805,6.0%
Gaya,43,SC,Bihar [1947 - 1999],Rajesh Kumar,Janata Dal,969299,629468,64.9 %,53795,8.5%
Ghatampur,63,SC,Uttar Pradesh [1947 - 1999],Keshari Lal,Janata Dal,922050,442513,48.0 %,43647,9.9%
Ghazipur,50,GEN,Uttar Pradesh [1947 - 1999],Bishva Nath Shastri,Communist Party Of India,1029180,531121,51.6 %,32294,6.1%
Ghosi,44,GEN,Uttar Pradesh [1947 - 1999],Kalp Nath,Indian National Congress,1000321,488031,48.8 %,4429,0.9%
Giridih,46,GEN,Bihar [1947 - 1999],Binod Bihari Mahto,Jharkhand Mukti Morcha,955994,483492,50.6 %,77803,16.1%
Gobichettipalayam,19,SC,Tamil Nadu,Narayanan P.G.,All India Anna Dravida Munnetra Kazhagam,908687,612546,67.4 %,249161,40.7%
Godda,28,GEN,Bihar [1947 - 1999],Suraj Mandal,Jharkhand Mukti Morcha,961709,534925,55.6 %,104148,19.5%
Godhra,18,GEN,Gujarat,Veghela Shankerji Laxmanji,Bharatiya Janta Party,842645,314288,37.3 %,111477,35.5%
Gonda,33,GEN,Uttar Pradesh [1947 - 1999],Brij Bhusan Saran Singh,Bharatiya Janta Party,944304,449774,47.6 %,102984,22.9%
Gopalganj,4,GEN,Bihar [1947 - 1999],Abdul Ghafoor,Janata Dal,948650,710378,74.9 %,112650,15.9%
Gorakhpur,38,GEN,Uttar Pradesh [1947 - 1999],Awaidya Nath,Bharatiya Janta Party,903188,479351,53.1 %,91359,19.1%
Gulbarga,2,GEN,Karnataka,B.G. Jawali,Indian National Congress,1042161,426525,40.9 %,62083,14.6%
Guna,4,GEN,Madhya Pradesh [1947 - 1999],Vijaya Raje Scindia (W),Bharatiya Janta Party,1024222,373662,36.5 %,55052,14.7%
Guntur,15,GEN,Andhra Pradesh,Lal Jan Basha S.M.,Telugu Desam,1114537,658179,59.1 %,14744,2.2%
Gurdaspur,1,GEN,Punjab,Sukhbuns Kaur (W),Indian National Congress,964014,350884,36.4 %,67997,19.4%
Gwalior,3,GEN,Madhya Pradesh [1947 - 1999],Madhav Rao Scindia,Indian National Congress,998174,372046,37.3 %,99056,26.6%
Hajipur,8,SC,Bihar [1947 - 1999],Ram Sunder Das,Janata Dal,980132,749558,76.5 %,367752,49.1%
Hamirpur,4,SC,Himachal Pradesh,Prem Kumar Dhumal,Bharatiya Janta Party,799292,457664,57.3 %,3738,0.8%
Hamirpur,60,GEN,Uttar Pradesh [1947 - 1999],Vishwanath Sharma,Bharatiya Janta Party,842960,404855,48.0 %,4045,1.0%
Hanamkonda,38,GEN,Andhra Pradesh,Kamaluddin Ahmed,Indian National Congress,959416,395963,41.3 %,64463,16.3%
Hapur,79,GEN,Uttar Pradesh [1947 - 1999],Ramesh Chandra Tomer,Bharatiya Janta Party,1084021,555473,51.2 %,24214,4.4%
