pc name,no,type,state,winning candidate,party,electors,votes,turnout,margin,margin %,father/husband name,gender,age,UID
Lakshadweep,1,,Lakshadweep,Muhammed Hamdullah Sayeed,Indian National Congress,57784,49200,85.10%,2647.0,5.40%,Muhammed Sayeed Padannatah,male,41.0,LD2024PC01
Balaghat,15,GEN,Madhya Pradesh [2000 Onwards],Bharti Pardhi,Bharatiya Janta Party,1873653,1382280,73.80%,174512.0,12.60%,KHIRSAGAR PARDHI,female,56.0,MP2024PC15
Betul,29,ST,Madhya Pradesh [2000 Onwards],Durgadas (D. D.) UIKEY,Bharatiya Janta Party,1895331,1396020,73.70%,379761.0,27.20%,SURATLAL UIKEY,male,60.0,MP2024PC29
Bhind,2,SC,Madhya Pradesh [2000 Onwards],Sandhya Ray,Bharatiya Janta Party,1900654,1049007,55.20%,64840.0,6.20%,SUMAN RAY,female,50.0,MP2024PC02
Bhopal,19,GEN,Madhya Pradesh [2000 Onwards],Alok Sharma,Bharatiya Janta Party,2339411,1498285,64.10%,501499.0,33.50%,SHRI GAURISHANKAR SHARMA,male,56.0,MP2024PC19
Chhindwara,16,GEN,Madhya Pradesh [2000 Onwards],Bunty Vivek Sahu,Bharatiya Janta Party,1632190,1304827,79.90%,113618.0,8.70%,Narendra Sahu,male,45.0,MP2024PC16
Damoh,7,GEN,Madhya Pradesh [2000 Onwards],Rahul Singh Lodhi,Bharatiya Janta Party,1925314,1088944,56.60%,406426.0,37.30%,VIJAY SINGH,male,40.0,MP2024PC07
Dewas,21,SC,Madhya Pradesh [2000 Onwards],Mahendra Singh Solanky,Bharatiya Janta Party,1940472,1469104,75.70%,425225.0,28.90%,SHRI RAMSINGH SOLANKY,male,40.0,MP2024PC21
Dhar,25,ST,Madhya Pradesh [2000 Onwards],Savitri Thakur,Bharatiya Janta Party,1953834,1425044,72.90%,218665.0,15.30%,TUKARAM THAKUR,female,45.0,MP2024PC25
Guna,4,GEN,Madhya Pradesh [2000 Onwards],Jyotiraditya M. Scindia,Bharatiya Janta Party,1889551,1373766,72.70%,540929.0,39.40%,LT. SHRI MADHAVRAO J. SCINDIA,male,53.0,MP2024PC04
Gwalior,3,GEN,Madhya Pradesh [2000 Onwards],Bharat Singh Kushwah,Bharatiya Janta Party,2154601,1343229,62.30%,70210.0,5.20%,SHRI HARIMUKH SINGH KUSHWAH,male,53.0,MP2024PC03
Hoshangabad,17,GEN,Madhya Pradesh [2000 Onwards],Darshan Singh Choudhary,Bharatiya Janta Party,1855692,1249692,67.30%,431696.0,34.50%,SHRI NARAYAN SINGH CHOUDHARY,male,48.0,MP2024PC17
Indore,26,GEN,Madhya Pradesh [2000 Onwards],Shankar Lalwani,Bharatiya Janta Party,2526803,1561968,61.80%,1175092.0,75.20%,JAMNADAS LALWANI,male,62.0,MP2024PC26
Jabalpur,13,GEN,Madhya Pradesh [2000 Onwards],Ashish Dubey,Bharatiya Janta Party,1896346,1158545,61.00%,486674.0,42.00%,LATE SHRI AMBIKESHWAR DUBEY,male,54.0,MP2024PC13
Khajuraho,8,GEN,Madhya Pradesh [2000 Onwards],Vishnu Datt Sharma (V.D.SHARMA),Bharatiya Janta Party,1997483,1140570,57.10%,541229.0,47.50%,Amar Singh Sharma,male,54.0,MP2024PC08
Khandwa,28,GEN,Madhya Pradesh [2000 Onwards],Gyaneshwar Patil,Bharatiya Janta Party,2112203,1512542,71.60%,269971.0,17.80%,Swargiya Natthu Patil,male,55.0,MP2024PC28
Khargone,27,ST,Madhya Pradesh [2000 Onwards],Gajendra Singh Patel,Bharatiya Janta Party,2046030,1558778,76.20%,135018.0,8.70%,UMRAV SINGH PATEL,male,49.0,MP2024PC27
Mandla,14,ST,Madhya Pradesh [2000 Onwards],Faggan Singh Kulaste,Bharatiya Janta Party,2101811,1535632,73.10%,103846.0,6.80%,SHOBHAN SINGH KULASTE,male,64.0,MP2024PC14
Mandsour,23,GEN,Madhya Pradesh [2000 Onwards],Sudheer Gupta,Bharatiya Janta Party,1898060,1433492,75.50%,500655.0,34.90%,RAMCHANDRA GUPTA,male,64.0,MP2024PC23
Morena,1,GEN,Madhya Pradesh [2000 Onwards],Shivmangal Singh Tomar,Bharatiya Janta Party,2006730,1187331,59.20%,52530.0,4.40%,LATE SHRI JANAK SINGH,male,64.0,MP2024PC01
Rajgarh,20,GEN,Madhya Pradesh [2000 Onwards],Rodmal Nagar,Bharatiya Janta Party,1875211,1428997,76.20%,146089.0,10.20%,BAPULAL NAGAR,male,63.0,MP2024PC20
Ratlam,24,ST,Madhya Pradesh [2000 Onwards],Anita Nagarsingh Chouhan,Bharatiya Janta Party,2094548,1532643,73.20%,207232.0,13.50%,NAGAR SINGH CHOUHAN,female,39.0,MP2024PC24
Rewa,10,GEN,Madhya Pradesh [2000 Onwards],Janardan Mishra,Bharatiya Janta Party,1852126,918129,49.50%,193374.0,21.10%,RAMADHAR PRASAD MISHRA,male,67.0,MP2024PC10
Sagar,5,GEN,Madhya Pradesh [2000 Onwards],Dr. Lata Wankhede,Bharatiya Janta Party,1745690,1150549,65.90%,471222.0,41.00%,NANDKISHORE WANKHEDE,female,54.0,MP2024PC05
Satna,9,GEN,Madhya Pradesh [2000 Onwards],Ganesh Singh,Bharatiya Janta Party,1705260,1058972,62.10%,84949.0,8.00%,KAMALBHAN SINGH,male,61.0,MP2024PC09
Shahdol,12,ST,Madhya Pradesh [2000 Onwards],Smt. Himadri Singh,Bharatiya Janta Party,1777185,1152013,64.80%,397340.0,34.50%,SHRI NARENDRA SINGH MARAVI,female,37.0,MP2024PC12
Sidhi,11,GEN,Madhya Pradesh [2000 Onwards],Dr. Rajesh Mishra,Bharatiya Janta Party,2028451,1147264,56.60%,206416.0,18.00%,LATE K.D. MISHRA,male,66.0,MP2024PC11
Tikamgarh,6,SC,Madhya Pradesh [2000 Onwards],Dr. Virendra Kumar,Bharatiya Janta Party,1826585,1098390,60.10%,403312.0,36.70%,AMAR SINGH,male,70.0,MP2024PC06
Ujjain,22,SC,Madhya Pradesh [2000 Onwards],Anil Firojiya,Bharatiya Janta Party,1798704,1328580,73.70%,375860.0,28.30%,SHRI BHURELAL FIROJIYA,male,52.0,MP2024PC22
Vidisha,18,GEN,Madhya Pradesh [2000 Onwards],Shivraj Singh Chouhan,Bharatiya Janta Party,1945404,1455658,74.80%,821408.0,56.40%,LATE SHRI PREM SINGH CHOUHAN,male,65.0,MP2024PC18
Ahmadnagar,37,GEN,Maharashtra,Nilesh Dnyandev Lanke,Nationalist Congress Party – Sharadchandra Pawar,1981866,1325477,66.90%,28929.0,2.20%,DNYANDEV BHAU LANKE,male,44.0,MH2024PC37
Akola,6,GEN,Maharashtra,Anup Sanjay Dhotre,Bharatiya Janta Party,1890814,1173072,62.00%,40626.0,3.50%,SANJAY DHOTRE,male,39.0,MH2024PC06
Amravati,7,SC,Maharashtra,Balwant Baswant Wankhade,Indian National Congress,1836078,1173579,63.90%,19731.0,1.70%,Baswant Shrawan Wankhade,male,56.0,MH2024PC07
Aurangabad,19,GEN,Maharashtra,Bhumare Sandipanrao Asaram,Shiv Sena,2059710,1302197,63.20%,134650.0,10.30%,ASARAM SARJERAO BHUMARE,male,62.0,MH2024PC19
Baramati,35,GEN,Maharashtra,Supriya Sule,Nationalist Congress Party – Sharadchandra Pawar,2372668,1412349,59.50%,158333.0,11.20%,Sadanand Bhalchandra Sule,female,54.0,MH2024PC35
Beed,39,GEN,Maharashtra,Bajrang Manohar Sonwane,Nationalist Congress Party – Sharadchandra Pawar,2142547,1522295,71.10%,6553.0,0.40%,MANOHAR BHUJANGRAO SONWANE,male,53.0,MH2024PC39
Bhandara - Gon,11,GEN,Maharashtra,Dr. Prashant Yadaorao Padole,Indian National Congress,1827188,1235073,67.60%,37380.0,3.00%,Yadaorao Shriram Padole,male,45.0,MH2024PC11
Bhiwandi,23,GEN,Maharashtra,Balya Mama - Suresh Gopinath Mhatre,Nationalist Congress Party – Sharadchandra Pawar,2087244,1253399,60.10%,66121.0,5.30%,Gopinath Pandu Mhatre,male,53.0,MH2024PC23
Buldhana,5,GEN,Maharashtra,Jadhav Prataprao Ganpatrao,Shiv Sena,1782700,1109496,62.20%,29479.0,2.70%,Ganpatrao Tulsiramji Jadhav,male,63.0,MH2024PC05
Chandrapur,13,GEN,Maharashtra,Dhanorkar Pratibha Suresh Alias Balubhau,Indian National Congress,1837906,1241304,67.50%,260406.0,21.00%,DHANORKAR SURESH NARAYAN,female,38.0,MH2024PC13
Dhule,2,GEN,Maharashtra,Bachhav Shobha Dinesh,Indian National Congress,2022061,1219295,60.30%,3831.0,0.30%,DINESH MOTIRAM BACHHAV,female,64.0,MH2024PC02
Dindori,20,ST,Maharashtra,Bhaskar Murlidhar Bhagare,Nationalist Congress Party – Sharadchandra Pawar,1853387,1240910,67.00%,113199.0,9.10%,MURLIDHAR TUKARAM BHAGARE,male,53.0,MH2024PC20
Gadchiroli-Chi,12,ST,Maharashtra,Dr. Kirsan Namdeo,Indian National Congress,1617207,1166360,72.10%,141696.0,12.10%,,,,MH2024PC12
Hatkanangle,48,GEN,Maharashtra,Dhairyasheel Sambhajirao Mane,Shiv Sena,1814277,1296024,71.40%,13426.0,1.00%,SAMBHAJIRAO RAJARAM MANE,male,43.0,MH2024PC48
Hingoli,15,GEN,Maharashtra,Aashtikar Patil Nagesh Bapurao,Shiv Sena (Uddhav Balasaheb Thackrey),1817734,1159300,63.80%,108602.0,9.40%,Aashtikar Patil Bapurao Shivram,male,52.0,MH2024PC15
Jalgaon,3,GEN,Maharashtra,Smita Uday Wagh,Bharatiya Janta Party,1994046,1169553,58.70%,251594.0,21.50%,Uday Bhikanrao Wagh,female,56.0,MH2024PC03
Jalna,18,GEN,Maharashtra,Kalyan Vaijinathrao Kale,Indian National Congress,1967574,1363409,69.30%,109958.0,8.10%,VAIJINATHRAO KISANRAO KALE,male,61.0,MH2024PC18
Kalyan,24,GEN,Maharashtra,Dr Shrikant Eknath Shinde,Shiv Sena,2082221,1045736,50.20%,209144.0,20.00%,Eknath Sambhaji Shinde,male,37.0,MH2024PC24
Kolhapur,47,GEN,Maharashtra,Chhatrapati Shahu Shahaji,Indian National Congress,1936403,1393326,72.00%,154964.0,11.10%,SHAHAJI RAJARAM CHHATRAPATI,male,76.0,MH2024PC47
Latur,41,SC,Maharashtra,Dr. Kalge Shivaji Bandappa,Indian National Congress,1977042,1239079,62.70%,61881.0,5.00%,Kalge Bandappa Mahalingappa,male,54.0,MH2024PC41
Madha,43,GEN,Maharashtra,Mohite-Patil Dhairyasheel Rajsinh,Nationalist Congress Party – Sharadchandra Pawar,1991454,1273418,63.90%,120837.0,9.50%,MOHITE-PATIL RAJSINH SHANKARRAO,male,46.0,MH2024PC43
Maval,33,GEN,Maharashtra,Shrirang Appa Chandu Barne,Shiv Sena,2585018,1419401,54.90%,96615.0,6.80%,CHANDU MALHARI BARNE,male,60.0,MH2024PC33
Mumbai North,26,GEN,Maharashtra,Piyush Goyal,Bharatiya Janta Party,1811942,1035493,57.20%,357608.0,34.50%,VEDPRAKASH PRITHVINATH GOYAL,male,59.0,MH2024PC26
Mumbai North Central,29,GEN,Maharashtra,Gaikwad Varsha Eknath,Indian National Congress,1744128,910562,52.20%,16514.0,1.80%,RAJU BABU GODSE,female,49.0,MH2024PC29
Mumbai North East,28,GEN,Maharashtra,Sanjay Dina Patil,Shiv Sena (Uddhav Balasaheb Thackrey),1636890,926469,56.60%,29861.0,3.20%,Dina Bama Patil,male,55.0,MH2024PC28
Mumbai North West,27,GEN,Maharashtra,Ravindra Dattaram Waikar,Shiv Sena,1735088,954939,55.00%,48.0,0.00%,Dattaram Govind Waikar,male,65.0,MH2024PC27
Mumbai South,31,GEN,Maharashtra,Arvind Ganpat Sawant,Shiv Sena (Uddhav Balasaheb Thackrey),1536168,773113,50.30%,52673.0,6.80%,GANPAT PANDURANG SAWANT,male,72.0,MH2024PC31
Mumbai South Central,30,GEN,Maharashtra,Anil Yeshwant Desai,Shiv Sena (Uddhav Balasaheb Thackrey),1474405,794524,53.90%,53384.0,6.70%,YESHWANT HARI DESAI,male,66.0,MH2024PC30
Nagpur,10,GEN,Maharashtra,Nitin Jairam Gadkari,Bharatiya Janta Party,2223281,1211321,54.50%,137603.0,11.40%,JAIRAM RAMCHANDRA GADKARI,male,67.0,MH2024PC10
Nanded,16,GEN,Maharashtra,Chavan Vasantrao Balwantrao,Indian National Congress,1851843,1128254,60.90%,59442.0,5.30%,Balwantrao Amrutrao Chavan,male,69.0,MH2024PC16
Nandurbar,1,ST,Maharashtra,Adv Gowaal Kagada Padavi,Indian National Congress,1970327,1393669,70.70%,159120.0,11.40%,ADV K C PADAVI,male,31.0,MH2024PC01
Nashik,21,GEN,Maharashtra,Rajabhau (PARAG) PRAKASH WAJE,Shiv Sena (Uddhav Balasaheb Thackrey),2030124,1237204,60.90%,162001.0,13.10%,PRAKASH SHANKARRAO WAJE,male,58.0,MH2024PC21
Osmanabad,40,GEN,Maharashtra,Omprakash Bhupalsinh Alias Pavan Rajenimbalkar,Shiv Sena (Uddhav Balasaheb Thackrey),1992737,1281052,64.30%,329846.0,25.70%,BHUPALSINH ALIAS PAVAN SANTAJI RAJENIMBALKAR,male,40.0,MH2024PC40
Palghar,22,ST,Maharashtra,Dr. Hemant Vishnu Savara,Bharatiya Janta Party,2148514,1376074,64.10%,183306.0,13.30%,Vishnu Rama Savara,male,47.0,MH2024PC22
Parbhani,17,GEN,Maharashtra,Jadhav Sanjay ( BANDU ) HARIBHAU,Shiv Sena (Uddhav Balasaheb Thackrey),2123056,1331176,62.70%,134061.0,10.10%,JADHAV HARIBHAU KISHANRAO,male,57.0,MH2024PC17
Pune,34,GEN,Maharashtra,Murlidhar Mohol,Bharatiya Janta Party,2061276,1104572,53.60%,123038.0,11.10%,Kisanrao Dagadoba Mohol,male,49.0,MH2024PC34
Raigad,32,GEN,Maharashtra,Tatkare Sunil Dattatrey,Nationalist Congress Party,1668372,1013272,60.70%,82784.0,8.20%,Dattatrey Ganpat Tatkare,male,69.0,MH2024PC32
Ramtek,9,SC,Maharashtra,Shyamkumar (Babalu) Daulat Barve,Indian National Congress,2049085,1252512,61.10%,76768.0,6.10%,Daulat Nago Barve,male,46.0,MH2024PC09
Ratnagiri - Si,46,GEN,Maharashtra,Narayan Tatu Rane,Bharatiya Janta Party,1451630,914038,63.00%,47858.0,5.20%,TATU SITARAM RANE,male,72.0,MH2024PC46
Raver,4,GEN,Maharashtra,Khadse Raksha Nikhil,Bharatiya Janta Party,1821750,1171666,64.30%,272183.0,23.20%,Nikhil Eknathrao Khadse,female,36.0,MH2024PC04
Sangli,44,GEN,Maharashtra,Vishal (DADA) PRAKASHBAPU PATIL,Independent,1868174,1168744,62.60%,100053.0,8.60%,,,,MH2024PC44
Satara,45,GEN,Maharashtra,Shrimant Chh Udayanraje Pratapsinhamaharaj Bhonsle,Bharatiya Janta Party,1889740,1198004,63.40%,32771.0,2.70%,BHONSLE SHRIMANT CHH PRATAPSINHAMAHARAJ SHAHUMAHARAJ,male,58.0,MH2024PC45
Shirdi,38,SC,Maharashtra,Bhausaheb Rajaram Wakchaure,Shiv Sena (Uddhav Balasaheb Thackrey),1677335,1059864,63.20%,50529.0,4.80%,RAJARAM GOVIND WAKCHAURE,male,74.0,MH2024PC38
Shirur,36,GEN,Maharashtra,Dr. Amol Ramsing Kolhe,Nationalist Congress Party – Sharadchandra Pawar,2539702,1374464,54.10%,140951.0,10.30%,Ramsing Bhaguji Kolhe,male,43.0,MH2024PC36
Solapur,42,SC,Maharashtra,Praniti Sushilkumar Shinde,Indian National Congress,2030119,1204485,59.30%,74197.0,6.20%,Sushilkumar Sambhajirao Shinde,female,43.0,MH2024PC42
Thane,25,GEN,Maharashtra,Naresh Ganpat Mhaske,Shiv Sena,2507372,1309068,52.20%,217011.0,16.60%,GANPAT TUKARAM MHASKE,male,54.0,MH2024PC25
Wardha,8,GEN,Maharashtra,Amar Sharadrao Kale,Nationalist Congress Party – Sharadchandra Pawar,1682771,1095012,65.10%,81648.0,7.50%,Sharadrao Dadaraoji Kale,male,50.0,MH2024PC08
Yavatmal-Washi,14,GEN,Maharashtra,Sanjay Uttamrao Deshmukh,Shiv Sena (Uddhav Balasaheb Thackrey),1940916,1225530,63.10%,94473.0,7.70%,UTTAMRAO KHUSHALRAO DESHMUKH,male,55.0,MH2024PC14
Inner Manipur,1,GEN,Manipur,Angomcha Bimol Akoijam,Indian National Congress,991574,796897,80.40%,109801.0,13.80%,Late Akoijam Birendra Singh,male,57.0,MN2024PC01
Outer Manipur,2,ST,Manipur,Alfred Kanngam S Arthur,Indian National Congress,1038027,796735,76.80%,85418.0,10.70%,AS ARTHUR,male,50.0,MN2024PC02
Shillong,1,ST,Meghalaya,Dr. Ricky Andrew J. Syngkon,Voice Of The People Party,1400411,1037911,74.10%,371910.0,35.80%,LATE SAINBOR JONES SYNGKONG,male,52.0,ML2024PC01
Tura,2,ST,Meghalaya,Saleng A Sangma,Indian National Congress,826156,674056,81.60%,155241.0,23.00%,LATE ATHELSTONE A SANGMA,male,45.0,ML2024PC02
Mizoram,1,ST,Mizoram,Richard Vanlalhmangaiha,Zoram People’s Movement,856364,491336,57.40%,68288.0,13.90%,Lalzawma,male,45.0,MZ2024PC01
Nagaland,1,ST,Nagaland,S Supongmeren Jamir,Indian National Congress,1317536,760796,57.70%,50984.0,6.70%,Late Shilu Jamir,male,61.0,NL2024PC01
Aska,19,GEN,Orissa,Anita Subhadarshini,Bharatiya Janta Party,1620974,1017914,62.80%,99974.0,9.80%,PRABHAT KUMAR MOHANTY,female,52.0,OR2024PC19
Balasore,6,GEN,Orissa,Pratap Chandra Sarangi,Bharatiya Janta Party,1608014,1239635,77.10%,147156.0,11.90%,S/O- LATE GOBINDA CHANDRA SARANGI,male,69.0,OR2024PC06
Bargarh,1,GEN,Orissa,Pradeep Purohit,Bharatiya Janta Party,1631974,1309864,80.30%,251667.0,19.20%,Late Radheshyam Purohit,male,58.0,OR2024PC01
Berhampur,20,GEN,Orissa,Dr. Pradeep Kumar Panigrahy,Bharatiya Janta Party,1591380,1042923,65.50%,165476.0,15.90%,Late Somanath Panigrahy,male,60.0,OR2024PC20
Bhadrak,7,SC,Orissa,Avimanyu Sethi,Bharatiya Janta Party,1770915,1297377,73.30%,91544.0,7.10%,LATE ARJUN CHARAN SETHI,male,53.0,OR2024PC07
Bhubaneswar,18,GEN,Orissa,Aparajita Sarangi,Bharatiya Janta Party,1672774,1082215,64.70%,35152.0,3.20%,SANTOSH KUMAR SARANGI,female,54.0,OR2024PC18
Bolangir,10,GEN,Orissa,Sangeeta Kumari Singh Deo,Bharatiya Janta Party,1801744,1400248,77.70%,132664.0,9.50%,KANAK VARDHAN SINGH DEO,female,62.0,OR2024PC10
Cuttack,14,GEN,Orissa,Bhartruhari Mahtab,Bharatiya Janta Party,1571622,1120795,71.30%,57077.0,5.10%,Late Harekrushna Mahtab,male,66.0,OR2024PC14
Dhenkanal,9,GEN,Orissa,Rudra Narayan Pany,Bharatiya Janta Party,1529785,1191673,77.90%,76567.0,6.40%,LATE MURALIDHAR PANY,male,65.0,OR2024PC09
Jagatsinghpur,16,SC,Orissa,Bibhu Prasad Tarai,Bharatiya Janta Party,1700814,1286287,75.60%,40696.0,3.20%,DINABANDHU TARAI,male,59.0,OR2024PC16
Jajpur,8,SC,Orissa,Rabindra Narayan Behera,Bharatiya Janta Party,1545664,1161208,75.10%,1587.0,0.10%,Late Harekrushna Behera,male,61.0,OR2024PC08
Kalahandi,11,GEN,Orissa,Malvika Devi,Bharatiya Janta Party,1700780,1334244,78.50%,133813.0,10.00%,Arka Keshari Deo,female,43.0,OR2024PC11
Kandhamal,13,GEN,Orissa,Sukanta Kumar Panigrahi,Bharatiya Janta Party,1339090,996091,74.40%,21371.0,2.10%,SURENDRANATH PANIGRAHI,male,57.0,OR2024PC13
Kendrapara,15,GEN,Orissa,Baijayant Panda,Bharatiya Janta Party,1792723,1277108,71.20%,66536.0,5.20%,BANSHIDHAR PANDA,male,60.0,OR2024PC15
Keonjhar,4,ST,Orissa,Ananta Nayak,Bharatiya Janta Party,1588179,1256615,79.10%,97042.0,7.70%,Late Panu Nayak,male,55.0,OR2024PC04
Koraput,21,ST,Orissa,Saptagiri Sankar Ulaka,Indian National Congress,1480922,1148842,77.60%,147744.0,12.90%,RAMA CHANDRA ULAKA,male,45.0,OR2024PC21
Mayurbhanj,5,ST,Orissa,Naba Charan Majhi,Bharatiya Janta Party,1542927,1174050,76.10%,219334.0,18.70%,LATE DHUMA MAJHI,male,62.0,OR2024PC05
Nabarangpur,12,ST,Orissa,Balabhadra Majhi,Bharatiya Janta Party,1514140,1242475,82.10%,87536.0,7.00%,CHANDRA MAJHI,male,63.0,OR2024PC12
Puri,17,GEN,Orissa,Sambit Patra,Bharatiya Janta Party,1586465,1196938,75.50%,104709.0,8.70%,RABINDRANATH PATRA,male,50.0,OR2024PC17
Sambalpur,3,GEN,Orissa,Dharmendra Pradhan,Bharatiya Janta Party,1499728,1196747,79.80%,119836.0,10.00%,DEBENDRA PRADHAN,male,54.0,OR2024PC03
Sundargarh,2,ST,Orissa,Jual Oram,Bharatiya Janta Party,1576105,1155777,73.30%,138808.0,12.00%,Dilga @ Teria Oram,male,63.0,OR2024PC02
Puducherry,1,GEN,Pondicherry,Ve Vaithilingam,Indian National Congress,1023699,807940,78.90%,136516.0,16.90%,,,,PY2024PC01
Amritsar,2,GEN,Punjab,Gurjeet Singh Aujla,Indian National Congress,1611263,905656,56.20%,40301.0,4.40%,SARABJIT SINGH AUJLA,male,51.0,PB2024PC02
Anandpur Sahib,6,GEN,Punjab,Malvinder Singh Kang,Aam Aadmi Party,1732211,1077123,62.20%,10846.0,1.00%,Sukattar Singh Kang,male,45.0,PB2024PC06
Bathinda,11,GEN,Punjab,Harsimrat Kaur Badal,Shiromani Akali Dal,1651188,1151170,69.70%,49656.0,4.30%,Sukhbir Singh Badal,female,57.0,PB2024PC11
Faridkot,9,SC,Punjab,Sarabjeet Singh Khalsa,Independent,1594033,1014455,63.60%,70053.0,6.90%,BEANT SINGH,male,45.0,PB2024PC09
Fatehgarh Sahi,8,SC,Punjab,Amar Singh,Indian National Congress,1552567,974256,62.80%,34202.0,3.50%,MALKIAT SINGH,male,70.0,PB2024PC08
Ferozpur,10,GEN,Punjab,Sher Singh Ghubaya,Indian National Congress,1670008,1125115,67.40%,3242.0,0.30%,NARAIN SINGH,male,61.0,PB2024PC10
Gurdaspur,1,GEN,Punjab,Sukhjinder Singh Randhawa,Indian National Congress,1605204,1077826,67.20%,82861.0,7.70%,SANTOKH SINGH RANDHAWA,male,65.0,PB2024PC01
Hoshiarpur,5,SC,Punjab,Dr. Raj Kumar Chabbewal,Aam Aadmi Party,1601826,948485,59.20%,44111.0,4.70%,Darshan Singh,male,54.0,PB2024PC05
Jalandhar,4,SC,Punjab,Charanjit Singh Channi,Indian National Congress,1654005,989107,59.80%,175993.0,17.80%,HARSA SINGH,male,61.0,PB2024PC04
Khadoor Sahib,3,GEN,Punjab,Amritpal Singh,Independent,1667797,1047165,62.80%,197120.0,18.80%,,,,PB2024PC03
Ludhiana,7,GEN,Punjab,Amrinder Singh Raja Warring,Indian National Congress,1758614,1059157,60.20%,20942.0,2.00%,KULDEEP SINGH,male,46.0,PB2024PC07
Patiala,13,GEN,Punjab,Dr Dharamvira Gandhi,Indian National Congress,1806424,1151743,63.80%,14831.0,1.30%,Bhagat Ram,male,73.0,PB2024PC13
Sangrur,12,GEN,Punjab,Gurmeet Singh Meet Hayer,Aam Aadmi Party,1556601,1009665,64.90%,172560.0,17.10%,CHAMKAUR SINGH,male,35.0,PB2024PC12
Ajmer,13,GEN,Rajasthan,Bhagirath Choudhary,Bharatiya Janta Party,1995699,1201179,60.20%,329991.0,27.50%,RAMCHANDRA,male,69.0,RJ2024PC13
Alwar,8,GEN,Rajasthan,Bhupender Yadav,Bharatiya Janta Party,2059888,1253438,60.90%,48282.0,3.90%,KADAM SINGH YADAV,male,55.0,RJ2024PC08
Banswara,20,ST,Rajasthan,Raj Kumar Roat,Bharat Adivasi Party,2200438,1636852,74.40%,247054.0,15.10%,,,,RJ2024PC20
Barmer,17,GEN,Rajasthan,Ummeda Ram Beniwal,Indian National Congress,2206237,1688051,76.50%,118176.0,7.00%,MOOLA RAM,male,46.0,RJ2024PC17
Bharatpur,9,SC,Rajasthan,Sanjna Jatav,Indian National Congress,2114916,1133000,53.60%,51983.0,4.60%,KAPTAN,female,26.0,RJ2024PC09
Bhilwara,23,GEN,Rajasthan,Damodar Agarwal,Bharatiya Janta Party,2147159,1304395,60.80%,354606.0,27.20%,RAMSWAROOP AGARWAL,male,68.0,RJ2024PC23
Bikaner,2,SC,Rajasthan,Arjun Ram Meghwal,Bharatiya Janta Party,2048399,1118282,54.60%,55711.0,5.00%,LAKHU RAM MEGHWAL,male,70.0,RJ2024PC02
Chittorgarh,21,GEN,Rajasthan,Chandra Prakash Joshi,Bharatiya Janta Party,2170167,1498733,69.10%,389877.0,26.00%,RAMCHANDRA JOSHI,male,48.0,RJ2024PC21
Churu,3,GEN,Rajasthan,Rahul Kaswan,Indian National Congress,2213187,1424645,64.40%,72737.0,5.10%,RAMSINGH,male,47.0,RJ2024PC03
Dausa,11,ST,Rajasthan,Murari Lal Meena,Indian National Congress,1899304,1072734,56.50%,237340.0,22.10%,NARAYAN,male,65.0,RJ2024PC11
Ganganagar,1,SC,Rajasthan,Kuldeep Indora,Indian National Congress,2102002,1413494,67.30%,88153.0,6.20%,HEERA LAL INDORA,male,54.0,RJ2024PC01
Jaipur,7,GEN,Rajasthan,Manju Sharma,Bharatiya Janta Party,2287350,1463258,64.00%,331767.0,22.70%,CHATURBHUJ SHARMA,female,64.0,RJ2024PC07
Jaipur Rural,6,GEN,Rajasthan,Rao Rajendra Singh,Bharatiya Janta Party,2184978,1262054,57.80%,1615.0,0.10%,RAO DHEER SINGH,male,65.0,RJ2024PC06
Jalore,18,GEN,Rajasthan,Lumbaram,Bharatiya Janta Party,2297328,1451126,63.20%,201543.0,13.90%,SHRI BHUDA,male,59.0,RJ2024PC18
Jhalawar-Baran,25,GEN,Rajasthan,Dushyant Singh,Bharatiya Janta Party,2030525,1421331,70.00%,370989.0,26.10%,HEMANT SINGH,male,53.0,RJ2024PC25
Jhunjhunu,4,GEN,Rajasthan,Brijendra Singh Ola,Indian National Congress,2068540,1118927,54.10%,18235.0,1.60%,Shish Ram Ola,male,72.0,RJ2024PC04
Jodhpur,16,GEN,Rajasthan,Gajendra Singh Shekhawat,Bharatiya Janta Party,2132713,1383838,64.90%,115677.0,8.40%,SHANKER SINGH SHEKHAWAT,male,56.0,RJ2024PC16
Karauli-Dholpu,10,SC,Rajasthan,Bhajan Lal Jatav,Indian National Congress,1975352,988122,50.00%,98945.0,10.00%,GULKANDI RAM JATAV,male,55.0,RJ2024PC10
Kota,24,GEN,Rajasthan,Om Birla,Bharatiya Janta Party,2088023,1500157,71.90%,41974.0,2.80%,SHRIKRISHN BIRLA,male,62.0,RJ2024PC24
Nagaur,14,GEN,Rajasthan,Hanuman Beniwal,Rashtriya Loktantrik Party,2146725,1238473,57.70%,42225.0,3.40%,RAMDEV,male,52.0,RJ2024PC14
Pali,15,GEN,Rajasthan,P. P. Chaudhary,Bharatiya Janta Party,2343232,1353842,57.80%,245351.0,18.10%,PRABHU RAM,male,70.0,RJ2024PC15
Rajsamand,22,GEN,Rajasthan,Mahima Kumari Mewar,Bharatiya Janta Party,2060942,1213130,58.90%,392223.0,32.30%,VISHVARAJ SINGH MEWAR,female,52.0,RJ2024PC22
