PC Name,No,Type,State,Winning Candidate,Party,Electors,Votes,Turnout,Margin,Margin %
Amritsar,2,GEN,Punjab,Daya Singh Sodhi,Bharatiya Janta Party,1198245,650837,54.3 %,91140,14.0%
Amroha,6,GEN,Uttar Pradesh [1947 - 1999],Chetan Chauhan,Bharatiya Janta Party,1202795,795861,66.2 %,65515,8.2%
Anakapalli,6,GEN,Andhra Pradesh,Gurunadha Rao Gudivada,Indian National Congress,1024801,743582,72.6 %,25925,3.5%
Anand,20,GEN,Gujarat,Chavda Ishvarbhai Khodabhai,Indian National Congress,1028911,674215,65.5 %,38056,5.6%
Anantapur,25,GEN,Andhra Pradesh,Anantha Venkatarami Reddy,Indian National Congress,1213025,688126,56.7 %,82398,12.0%
Anantnag,3,GEN,Jammu & Kashmir,Mufti Mohmad Sayeed,Indian National Congress,804983,226597,28.2 %,52000,22.9%
Andaman & Nicobar Islands,1,GEN,Andaman & Nicobar Islands,Manoranjan Bhakta,Indian National Congress,232013,147698,63.7 %,544,0.4%
Aonla,11,GEN,Uttar Pradesh [1947 - 1999],Rajveer Singh,Bharatiya Janta Party,1021105,567219,55.6 %,8022,1.4%
Arakkonam,6,SC,Tamil Nadu,Gopal C,All India Anna Dravida Munnetra Kazhagam,1072687,721536,67.3 %,49488,6.9%
Arambagh,28,GEN,West Bengal,Anil Basu,Communist Party Of India (MARXIST),1116151,940359,84.3 %,187300,19.9%
Araria,22,SC,Bihar [1947 - 1999],Ramje Das Rishideo,Bharatiya Janta Party,1044252,690540,66.1 %,33937,4.9%
Arrah,36,GEN,Bihar [1947 - 1999],H.P.Singh,Samata Party,1117509,736254,65.9 %,58164,7.9%
Arunachal East,2,GEN,Arunachal Pradesh,Wangcha Rajkumar,Arunachal Congress,241511,138059,57.2 %,27437,19.9%
Arunachal West,1,GEN,Arunachal Pradesh,Omak Apang,Arunachal Congress,324110,196646,60.7 %,45105,22.9%
Asansol,38,SC,West Bengal,Bikash Chowdhury,Communist Party Of India (MARXIST),1242690,883829,71.1 %,26149,3.0%
Aska,10,GEN,Orissa,Naveen Patnaik,Biju Janata Dal,1148338,585846,51.0 %,86211,14.7%
Aurangabad,40,GEN,Bihar [1947 - 1999],Sushil Kumar Singh,Samata Party,1091703,698062,63.9 %,86293,12.4%
Aurangabad,33,GEN,Maharashtra,Ramkrishna Baba Patil,Indian National Congress,1341648,823766,61.4 %,30126,3.7%
Autonomous District,3,ST,Assam,Dr. Jayanta Rongpi,Autonomous State Demand Committee,535347,405655,75.8 %,104864,25.9%
Azamgarh,45,GEN,Uttar Pradesh [1947 - 1999],Akbar Ahmad Dampy,Bahujan Samaj Party,1208030,667489,55.3 %,5365,0.8%
Badagara,3,GEN,Kerala,A.K. Premajam,Communist Party Of India (MARXIST),1125076,845229,75.1 %,59161,7.0%
Bagaha,1,SC,Bihar [1947 - 1999],Mahendra Baitha,Samata Party,1028588,547334,53.2 %,45743,8.4%
Bagalkot,27,GEN,Karnataka,Ajaykumar Sambasadashiv Sarnaik,Lok Shakti,1079932,724951,67.1 %,83632,11.5%
Baghpat,81,GEN,Uttar Pradesh [1947 - 1999],Sompal,Bharatiya Janta Party,1300891,723466,55.6 %,44706,6.2%
Bahraich,31,GEN,Uttar Pradesh [1947 - 1999],Arif Mohammad Khan,Bahujan Samaj Party,1208911,666944,55.2 %,38376,5.8%
Balaghat,23,GEN,Madhya Pradesh [1947 - 1999],Gaurishankar Chaturbhuj Bisen,Bharatiya Janta Party,867106,605480,69.8 %,25531,4.2%
Balasore,2,ST,Orissa,Mahameghabhan Aira Kharabela Swain,Bharatiya Janta Party,1199981,799468,66.6 %,84002,10.5%
Balia,19,GEN,Bihar [1947 - 1999],Rajbanshi Mahto,Rashtriya Janata Dal,996528,624626,62.7 %,52484,8.4%
Ballia,43,GEN,Uttar Pradesh [1947 - 1999],Chandra Shekhar,Samajwadi Janata Party (RASHTRIYA),1287802,642535,49.9 %,29484,4.6%
Balrampur,32,GEN,Uttar Pradesh [1947 - 1999],Rizwan Zaheer Khan Alias Rizoo Bhaiya,Samajwadi Party,1152311,685790,59.5 %,57259,8.3%
Balurghat,6,GEN,West Bengal,Ranen Barman,Revolutionary Socialist Party,1088350,892146,82.0 %,172175,19.3%
Banaskantha,14,GEN,Gujarat,Chaudhari Haribhai Parathibhai,Bharatiya Janta Party,1092477,762628,69.8 %,84755,11.1%
Banda,59,GEN,Uttar Pradesh [1947 - 1999],Ramesh Chandra Dwivedi,Bharatiya Janta Party,1127225,568613,50.4 %,17948,3.2%
Bangalore North,12,GEN,Karnataka,C.K.Jaffer Sharief,Indian National Congress,1664305,961717,57.8 %,72447,7.5%
Bangalore South,13,GEN,Karnataka,Ananth Kumar,Bharatiya Janta Party,1398070,810135,58.0 %,180047,22.2%
Banka,29,GEN,Bihar [1947 - 1999],Digvijay Singh,Samata Party,1061020,703951,66.4 %,11291,1.6%
Bankura,35,GEN,West Bengal,Acharia Basudeb,Communist Party Of India (MARXIST),1028834,766640,74.5 %,111583,14.6%
Bansgaon,37,SC,Uttar Pradesh [1947 - 1999],Raj Narain Pashi,Bharatiya Janta Party,1265578,599439,47.4 %,30540,5.1%
Banswara,16,GEN,Rajasthan,Mahendrajeet Singh,Indian National Congress,1139207,672037,59.0 %,114517,17.0%
Bapatla,16,GEN,Andhra Pradesh,Janardhana Reddy Nedurumalli,Indian National Congress,1069183,677781,63.4 %,40488,6.0%
Bara Banki,29,SC,Uttar Pradesh [1947 - 1999],Baijnath Rawat,Bharatiya Janta Party,1107117,582282,52.6 %,13785,2.4%
Baramati,43,GEN,Maharashtra,Pawar Sharadchandra Govindrao,Indian National Congress,1439302,819040,56.9 %,268184,32.7%
Baramulla,1,GEN,Jammu & Kashmir,Professor Saifuddin Soz,Jammu & Kashmir National Conference,762028,319591,41.9 %,37985,11.9%
Barasat,13,SC,West Bengal,Dr Ranjit Kumar Panja,West Bengal Trinamool Congress,1273400,1070946,84.1 %,66707,6.2%
Bareilly,12,GEN,Uttar Pradesh [1947 - 1999],Santosh Kumar Gangwar,Bharatiya Janta Party,1116414,688902,61.7 %,32440,4.7%
Barh,18,GEN,Bihar [1947 - 1999],Nitish Kumar,Samata Party,1093635,757799,69.3 %,15190,2.0%
Barmer,23,GEN,Rajasthan,Col.Sonaram Chowdhary,Indian National Congress,1323114,852994,64.5 %,85540,10.0%
Baroda,22,GEN,Gujarat,Thakkar Jayaben Bharatkumar,Bharatiya Janta Party,1404448,814838,58.0 %,52417,6.4%
Barpeta,6,GEN,Assam,A.F.Golam Osmani,"United Minorities Front, Assam",1022555,624733,61.1 %,224462,35.9%
Barrackpore,19,SC,West Bengal,Tarit Baran Topdar,Communist Party Of India (MARXIST),1025177,846373,82.6 %,27957,3.3%
Basirhat,14,SC,West Bengal,Ajay Chakraborty,Communist Party Of India,1053262,882985,83.8 %,120076,13.6%
Bastar,20,ST,Madhya Pradesh [1947 - 1999],Baliram Kashyap,Bharatiya Janta Party,931368,384935,41.3 %,16881,4.4%
Basti,34,SC,Uttar Pradesh [1947 - 1999],Shri Ram Chauhan,Bharatiya Janta Party,1173334,622433,53.1 %,70217,11.3%
Bayana,10,SC,Rajasthan,Gangaram Koli,Bharatiya Janta Party,1053793,559834,53.1 %,4550,0.8%
Beed,34,GEN,Maharashtra,Jaisingrao Gaikwad Patil,Bharatiya Janta Party,1170371,665594,56.9 %,6103,0.9%
Begusarai,33,GEN,Bihar [1947 - 1999],Rajo Singh,Indian National Congress,1106695,702549,63.5 %,52907,7.5%
Belgaum,25,GEN,Karnataka,Babagouda Rudragouda Patil,Bharatiya Janta Party,1201792,737740,61.4 %,97057,13.2%
Bellary,5,SC,Karnataka,K.C.Kondaiah,Indian National Congress,1179711,738610,62.6 %,63738,8.6%
Berhampore,10,GEN,West Bengal,Promothes Mukherjee,Revolutionary Socialist Party,1190096,881091,74.0 %,123369,14.0%
Berhampur,11,GEN,Orissa,Smt. Jayanti Patnaik,Indian National Congress,1111443,564119,50.8 %,35240,6.2%
Bettiah,2,GEN,Bihar [1947 - 1999],Dr.Madan Prasad Jaiswal,Bharatiya Janta Party,1098319,698213,63.6 %,41901,6.0%
Betul,28,GEN,Madhya Pradesh [1947 - 1999],Vijay Kumar Khandelwal (MUNNI BHAIYA),Bharatiya Janta Party,951991,579618,60.9 %,39666,6.8%
Bhadrachalam,5,ST,Andhra Pradesh,Ramaiah Sode,Communist Party Of India,1093137,692097,63.3 %,59440,8.6%
Bhadrak,3,GEN,Orissa,Arjun Charan Sethi,Biju Janata Dal,1163610,707522,60.8 %,33578,4.7%
Bhagalpur,30,GEN,Bihar [1947 - 1999],Prabhas Chandra Tiwari,Bharatiya Janta Party,1232585,798000,64.7 %,91847,11.5%
Bhandara,24,GEN,Maharashtra,Patel Praful Manoharbhai,Indian National Congress,928827,671799,72.3 %,19306,2.9%
Bharatpur,9,SC,Rajasthan,K. Natwar Singh,Indian National Congress,1034598,662892,64.1 %,68453,10.3%
Bhatinda,11,GEN,Punjab,Chatin Singh Samaon,Shiromani Akali Dal,1198394,684594,57.1 %,49856,7.3%
Bhavnagar,8,SC,Gujarat,Rana Rajendrasinh Ghanshyamsinh (RAJUBHAI RANA),Bharatiya Janta Party,973660,571101,58.7 %,79206,13.9%
Bhilwara,20,ST,Rajasthan,Rampal Upadhayaya,Indian National Congress,1112690,676000,60.8 %,79951,11.8%
Bhind,2,GEN,Madhya Pradesh [1947 - 1999],Dr. Ram Lakhan Singh,Bharatiya Janta Party,1224423,701128,57.3 %,98908,14.1%
Bhiwani,8,GEN,Haryana,Surender Singh S/o Bansi Lal,Haryana Vikas Party,1052297,759887,72.2 %,9711,1.3%
Bhopal,30,GEN,Madhya Pradesh [1947 - 1999],Sushil Chandra Verma,Bharatiya Janta Party,1483592,873162,58.9 %,193932,22.2%
Bhubaneswar,9,GEN,Orissa,Prasamna Kumar Patasani,Biju Janata Dal,1246119,662966,53.2 %,127908,19.3%
Bidar,1,GEN,Karnataka,Ramchandra Veerappa,Bharatiya Janta Party,1188479,610065,51.3 %,184633,30.3%
Bijapur,28,SC,Karnataka,Patil Mallanagouda Basanagouda,Indian National Congress,1133499,655370,57.8 %,52822,8.1%
Bijnor,5,SC,Uttar Pradesh [1947 - 1999],Omwati Devi,Samajwadi Party,1256924,767498,61.1 %,9212,1.2%
Bikaner,2,SC,Rajasthan,Balram Jakhar,Indian National Congress,1642091,1039717,63.3 %,190625,18.3%
Bikramganj,39,GEN,Bihar [1947 - 1999],Bashist Narayan Singh,Samata Party,1137002,755221,66.4 %,7851,1.0%
Bilaspur,15,SC,Madhya Pradesh [1947 - 1999],Punnulal Mohle,Bharatiya Janta Party,1054239,590501,56.0 %,48615,8.2%
Bilhaur,64,GEN,Uttar Pradesh [1947 - 1999],Shyam Bihari Mishra,Bharatiya Janta Party,1256554,686820,54.7 %,98547,14.3%
Birbhum,42,GEN,West Bengal,Dome Ram Chandra,Communist Party Of India (MARXIST),1028114,789909,76.8 %,161512,20.4%
Bobbili,3,GEN,Andhra Pradesh,Kondapalli Pydithalli Naidu,Telugu Desam,940039,693268,73.8 %,26908,3.9%
Bolangir,16,SC,Orissa,Sangeeta Kumari Singhdeo,Bharatiya Janta Party,1021226,594115,58.2 %,158531,26.7%
Bolpur,41,SC,West Bengal,Somnath Chatterjee,Communist Party Of India (MARXIST),1022735,803382,78.6 %,251092,31.3%
Broach,23,ST,Gujarat,Chandubhai Shanabhai Deshmukh,Bharatiya Janta Party,1049182,665444,63.4 %,11609,1.7%
Budaun,10,GEN,Uttar Pradesh [1947 - 1999],Saleem Iqbal Shervani,Samajwadi Party,1108600,638529,57.6 %,39658,6.2%
Bulandshahr,78,GEN,Uttar Pradesh [1947 - 1999],Chhattarpal,Bharatiya Janta Party,1119843,618710,55.3 %,78538,12.7%
Buldhana,18,GEN,Maharashtra,Wasnik Mukul Balkrushna,Indian National Congress,1033258,686939,66.5 %,53557,7.8%
Bulsar,26,ST,Gujarat,Chaudhari Manibhai Ramjibhai,Bharatiya Janta Party,1133266,640529,56.5 %,17276,2.7%
Burdwan,39,GEN,West Bengal,Sar Nikhilananda,Communist Party Of India (MARXIST),1190380,997277,83.8 %,272253,27.3%
Buxar,37,GEN,Bihar [1947 - 1999],Lalmuni Chaubey,Bharatiya Janta Party,1026575,657755,64.1 %,84316,12.8%
Calcutta North East,22,GEN,West Bengal,Ajit Kumar Panja,West Bengal Trinamool Congress,910738,668942,73.5 %,64872,9.7%
Calcutta North West,21,GEN,West Bengal,Sudip Bandyopadhyay,West Bengal Trinamool Congress,695698,469378,67.5 %,73483,15.7%
Calcutta South,23,GEN,West Bengal,Mamata Banerjee,West Bengal Trinamool Congress,1178748,877430,74.4 %,224081,25.5%
Calicut,4,GEN,Kerala,Adv. P. Sankaran,Indian National Congress,1082831,792249,73.2 %,18657,2.4%
Cannanore,2,GEN,Kerala,Mullappally Ramachandran,Indian National Congress,1071756,824208,76.9 %,2180,0.3%
Chail,57,SC,Uttar Pradesh [1947 - 1999],Shailendra Kumar,Samajwadi Party,1308996,560444,42.8 %,21346,3.8%
Chamarajanagar,15,GEN,Karnataka,Siddaraju. A.,Janata Dal,1082515,747221,69.0 %,70315,9.4%
Chandauli,51,GEN,Uttar Pradesh [1947 - 1999],Anand Ratna Maurya,Bharatiya Janta Party,1340169,715454,53.4 %,6482,0.9%
Chandigarh,1,GEN,Chandigarh,Satya Pal Jain,Bharatiya Janta Party,531146,285149,53.7 %,10366,3.6%
Chandni Chowk,5,SC,Delhi [1977 Onwards],Vijay Goel,Bharatiya Janta Party,368226,227411,61.8 %,4349,1.9%
Chandrapur,26,GEN,Maharashtra,Puglia Nareshkumar Chunnalal,Indian National Congress,1210757,827099,68.3 %,150355,18.2%
Chapra,7,GEN,Bihar [1947 - 1999],Heera Lal Rai,Rashtriya Janata Dal,1002577,745111,74.3 %,9327,1.3%
Chatra,44,GEN,Bihar [1947 - 1999],Dhirendra Agrawal,Bharatiya Janta Party,1018303,512291,50.3 %,33375,6.5%
Chengalpattu,5,GEN,Tamil Nadu,Kanchi Panneerselvam,All India Anna Dravida Munnetra Kazhagam,1148117,696567,60.7 %,22916,3.3%
Chhindwara,27,GEN,Madhya Pradesh [1947 - 1999],Kamal Nath,Indian National Congress,1009432,711753,70.5 %,153398,21.6%
Chhota Udaipur,21,ST,Gujarat,Naranbhai Jemalabhai Rathawa,Indian National Congress,943818,576123,61.0 %,61015,10.6%
Chidambaram,12,GEN,Tamil Nadu,Elumalai Alias Ezhilmalai R.,Pattali Makkal Katchi,1054642,684155,64.9 %,7955,1.2%
Chikballapur,9,ST,Karnataka,R.L.Jalappa,Indian National Congress,1144669,825229,72.1 %,127055,15.4%
Chikkodi,26,GEN,Karnataka,Jigajinagi Ramesh Chandappa,Lok Shakti,1069088,693358,64.9 %,131238,18.9%
Chikmagalur,20,GEN,Karnataka,Sreekantappa D.C.,Bharatiya Janta Party,1050631,727521,69.3 %,52496,7.2%
Chimur,25,GEN,Maharashtra,Prof. Jogendra Kawade,Republican Party Of India,1011322,753892,74.6 %,2122,0.3%
Chirayinkil,19,GEN,Kerala,Varkala Radhakrishnan,Communist Party Of India (MARXIST),1059243,695722,65.7 %,7542,1.1%
Chitradurga,7,GEN,Karnataka,C.P.Mudala Giriyappa,Indian National Congress,1152852,763214,66.2 %,58321,7.6%
Chittoor,21,GEN,Andhra Pradesh,Nuthanakalva Ramakrishna Reddy,Telugu Desam,1123338,785684,69.9 %,80081,10.2%
Chittorgarh,19,ST,Rajasthan,Udai Lal Anjana,Indian National Congress,1176978,818864,69.6 %,25377,3.1%
Churu,3,GEN,Rajasthan,Narendra Budania,Indian National Congress,1141518,729295,63.9 %,29732,4.1%
Coimbatore,20,GEN,Tamil Nadu,Radhakrishnan C.P.,Bharatiya Janta Party,1495356,826652,55.3 %,144676,17.5%
Contai,31,GEN,West Bengal,Sudhir Giri,Communist Party Of India (MARXIST),972382,834197,85.8 %,74858,9.0%
Cooch Behar,1,SC,West Bengal,Amar Roypradhan,All India Forward Bloc,1097193,916783,83.6 %,123166,13.4%
Cuddalore,11,GEN,Tamil Nadu,Dhamotharan M.C.,All India Anna Dravida Munnetra Kazhagam,1076266,658340,61.2 %,27129,4.1%
Cuddapah,23,GEN,Andhra Pradesh,Y.S.Rajasekhar Reddy,Indian National Congress,1107474,750722,67.8 %,53881,7.2%
Cuttack,6,GEN,Orissa,Bhartruhari Mahatab,Biju Janata Dal,1173209,668198,57.0 %,112694,16.9%
Dadra & Nagar Haveli,1,GEN,Dadra & Nagar Haveli,Delkar Mohanbhai Sanjibhai,Bharatiya Janta Party,95832,74205,77.4 %,8717,11.7%
Dahanu,11,GEN,Maharashtra,Nam Shankar Sakharam,Indian National Congress,1415918,580933,41.0 %,34558,5.9%
Dahod,17,GEN,Gujarat,Damor Somjibhai Punjabhai,Indian National Congress,1015317,542107,53.4 %,114280,21.1%
Daman And Diu,1,GEN,Daman & Diu,Devjibhai J. Tandel,Bharatiya Janta Party,71934,52389,72.8 %,1236,2.4%
Damoh,7,GEN,Madhya Pradesh [1947 - 1999],Dr. Ramkrishna Kusmaria,Bharatiya Janta Party,1184121,718054,60.6 %,130598,18.2%
Darbhanga,15,GEN,Bihar [1947 - 1999],Md.Ali Asharaf Fatmi,Rashtriya Janata Dal,1043327,740510,71.0 %,36108,4.9%
Darjeeling,4,GEN,West Bengal,Ananda Pathak,Communist Party Of India (MARXIST),1238587,641281,51.8 %,122556,19.1%
Dausa,7,GEN,Rajasthan,Rajesh Pilot,Indian National Congress,1223211,817754,66.9 %,61074,7.5%
Davangere,6,ST,Karnataka,Shamanur Shiva Shankarappa,Indian National Congress,1181787,828009,70.1 %,11332,1.4%
Delhi Sadar,6,GEN,Delhi [1977 Onwards],Madan Lal Khurana,Bharatiya Janta Party,511403,298919,58.5 %,48494,16.2%
Deogarh,18,GEN,Orissa,Debendra Pradhan,Bharatiya Janta Party,1132836,677421,59.8 %,105427,15.6%
Deoria,41,GEN,Uttar Pradesh [1947 - 1999],Mohan Singh,Samajwadi Party,1251198,678804,54.3 %,4068,0.6%
Dhanbad,47,GEN,Bihar [1947 - 1999],Rita Verma,Bharatiya Janta Party,1433645,887017,61.9 %,178689,20.1%
Dhandhuka,9,GEN,Gujarat,Varma Ratilal Kalidas,Bharatiya Janta Party,983991,607351,61.7 %,16395,2.7%
Dhar,36,ST,Madhya Pradesh [1947 - 1999],Gajendra Singh Rajukhedi,Indian National Congress,1106864,691075,62.4 %,21093,3.1%
Dharmapuri,13,SC,Tamil Nadu,Pary Mohan K.,Pattali Makkal Katchi,1175234,639529,54.4 %,99427,15.5%
Dharwad North,24,GEN,Karnataka,Vijay Sankeshwar,Bharatiya Janta Party,1084875,694185,64.0 %,129201,18.6%
Dharwad South,23,GEN,Karnataka,B.M.Menasinakai,Lok Shakti,1061612,718159,67.7 %,86962,12.1%
Dhenkanal,19,GEN,Orissa,Tathagata Satapathy,Biju Janata Dal,1090641,593670,54.4 %,32511,5.5%
Dhubri,4,GEN,Assam,Abdul Hamid,Indian National Congress,1049657,773082,73.7 %,193638,25.0%
Dhule,14,GEN,Maharashtra,D.S.Ahire,Indian National Congress,1086938,501150,46.1 %,57686,11.5%
Diamond Harbour,17,GEN,West Bengal,Samik Lahiri,Communist Party Of India (MARXIST),1122823,896052,79.8 %,60956,6.8%
Dibrugarh,13,GEN,Assam,Paban Singh Ghatowar,Indian National Congress,945206,381056,40.3 %,141122,37.0%
Dindigul,23,GEN,Tamil Nadu,Sreenivaasan C.,All India Anna Dravida Munnetra Kazhagam,1143880,611642,53.5 %,15199,2.5%
Domariaganj,35,GEN,Uttar Pradesh [1947 - 1999],Ram Pal Singh,Bharatiya Janta Party,1135814,625386,55.1 %,74091,11.8%
Dum Dum,20,SC,West Bengal,Tapan Sikdar,Bharatiya Janta Party,1559854,1262384,80.9 %,137405,10.9%
Dumka,27,ST,Bihar [1947 - 1999],Babu Lal Marandi,Bharatiya Janta Party,951918,601894,63.2 %,12556,2.1%
Durg,21,GEN,Madhya Pradesh [1947 - 1999],Tarachand Sahu,Bharatiya Janta Party,1260080,777861,61.7 %,68718,8.8%
Durgapur,37,SC,West Bengal,Khan Sunil,Communist Party Of India (MARXIST),1191697,921897,77.4 %,142029,15.4%
East Delhi,4,GEN,Delhi [1977 Onwards],Lal Bihari Tiwari,Bharatiya Janta Party,2264600,1164867,51.4 %,45362,3.9%
Eluru,11,GEN,Andhra Pradesh,Maganti Venkateswara Rao (BABU),Indian National Congress,1109524,819312,73.8 %,23807,2.9%
Erandol,16,GEN,Maharashtra,Annasaheb M.K.Patil,Bharatiya Janta Party,1059006,566334,53.5 %,24836,4.4%
Ernakulam,11,GEN,Kerala,Adv. George Eden,Indian National Congress,1127002,776105,68.9 %,74508,9.6%
Etah,71,GEN,Uttar Pradesh [1947 - 1999],Mahadeepak Singh,Bharatiya Janta Party,1029678,657622,63.9 %,12140,1.8%
Etawah,66,GEN,Uttar Pradesh [1947 - 1999],Sukhda Mishra,Bharatiya Janta Party,1136845,668828,58.8 %,31038,4.6%
Faizabad,28,GEN,Uttar Pradesh [1947 - 1999],Mitrasen Yadav,Samajwadi Party,1233835,669954,54.3 %,7737,1.2%
Faridabad,6,GEN,Haryana,Ramchander Bainda,Bharatiya Janta Party,1390542,913821,65.7 %,15343,1.7%
Faridkot,12,GEN,Punjab,Sukhbir Singh Badal,Shiromani Akali Dal,1202148,873572,72.7 %,34959,4.0%
Farrukhabad,68,GEN,Uttar Pradesh [1947 - 1999],Swami Sachchianand Hari Sakshi,Bharatiya Janta Party,1227779,715326,58.3 %,32211,4.5%
Fatehpur,58,GEN,Uttar Pradesh [1947 - 1999],Ashok Kumar Patel,Bharatiya Janta Party,1152768,594829,51.6 %,46436,7.8%
Ferozepur,13,GEN,Punjab,Zora Singh,Shiromani Akali Dal,1191975,751205,63.0 %,44467,5.9%
Firozabad,72,SC,Uttar Pradesh [1947 - 1999],Prabhu Dayal Katheria,Bharatiya Janta Party,1136685,596945,52.5 %,39950,6.7%
Gandhinagar,11,GEN,Gujarat,Lal Krishna Advani,Bharatiya Janta Party,1783182,929643,52.1 %,276701,29.8%
Ganganagar,1,SC,Rajasthan,Eng. Shankar Pannu,Indian National Congress,1196723,725690,60.6 %,42761,5.9%
Garhwal,2,GEN,Uttar Pradesh [1947 - 1999],Maj. Gen.(RTD) BHUWAN CHANDRA KHANDURI (A.V.S.M.),Bharatiya Janta Party,1001571,513318,51.3 %,174947,34.1%
Gauhati,7,GEN,Assam,Bhubaneswar Kalita,Indian National Congress,1352453,592536,43.8 %,128173,21.6%
Gaya,43,SC,Bihar [1947 - 1999],Krishna Kumar Chaudhary,Bharatiya Janta Party,1055017,709506,67.3 %,37446,5.3%
Ghatampur,63,SC,Uttar Pradesh [1947 - 1999],Kamal Rani,Bharatiya Janta Party,1097085,559674,51.0 %,42489,7.6%
Ghazipur,50,GEN,Uttar Pradesh [1947 - 1999],Om Prakash,Samajwadi Party,1282487,746070,58.2 %,17173,2.3%
Ghosi,44,GEN,Uttar Pradesh [1947 - 1999],Kalpnath Rai,Samata Party,1207083,681565,56.5 %,18374,2.7%
Giridih,46,GEN,Bihar [1947 - 1999],Rabindra Kumar Pandey,Bharatiya Janta Party,1115417,638383,57.2 %,68791,10.8%
Gobichettipalayam,19,SC,Tamil Nadu,Chinnasamy V.K.,All India Anna Dravida Munnetra Kazhagam,1021268,627372,61.4 %,114642,18.3%
Godda,28,GEN,Bihar [1947 - 1999],Jagdambi Prasad Yadav,Bharatiya Janta Party,1086643,719075,66.2 %,75680,10.5%
Godhra,18,GEN,Gujarat,Patel Shantilal Parshotamdas,Indian National Congress,1002945,609319,60.8 %,39248,6.4%
Gonda,33,GEN,Uttar Pradesh [1947 - 1999],Kirti Vadhan Singh Alias Kirti Vardhan Singh Alias Raja Bhaiya,Samajwadi Party,1169675,625187,53.5 %,25555,4.1%
Gopalganj,4,GEN,Bihar [1947 - 1999],Abdul Ghafoor,Samata Party,1176915,715380,60.8 %,68605,9.6%
Gorakhpur,38,GEN,Uttar Pradesh [1947 - 1999],Adityanath,Bharatiya Janta Party,1246190,638183,51.2 %,26206,4.1%
Gulbarga,2,GEN,Karnataka,Baswaraj Patil Sedam,Bharatiya Janta Party,1274111,751734,59.0 %,131798,17.5%
Guna,4,GEN,Madhya Pradesh [1947 - 1999],Rajmata Vijaya Raje Scindia,Bharatiya Janta Party,1216266,734181,60.4 %,102998,14.0%
Guntur,15,GEN,Andhra Pradesh,Rayapati Sambasiva Rao,Indian National Congress,1264693,760884,60.2 %,57347,7.5%
Gurdaspur,1,GEN,Punjab,Vinod Khanna,Bharatiya Janta Party,1091312,712706,65.3 %,106833,15.0%
Gwalior,3,GEN,Madhya Pradesh [1947 - 1999],Madhav Rao Scindia,Indian National Congress,1205016,725651,60.2 %,26279,3.6%
Hajipur,8,SC,Bihar [1947 - 1999],Ram Vilas Paswan,Janata Dal,1067712,802854,75.2 %,177561,22.1%
Hamirpur,4,SC,Himachal Pradesh,Suresh Chandel,Bharatiya Janta Party,891303,640059,71.8 %,77909,12.2%
