PC Name,No,Type,State,Winning Candidate,Party,Electors,Votes,Turnout,Margin,Margin %
Banka,29,GEN,Bihar [1947 - 1999],Limaye Madhu,Bharatiya Lok Dal,624645,344437,55.1 %,160684,46.7%
Bankura,35,GEN,West Bengal,Mondal Bijoy,Bharatiya Lok Dal,603383,320481,53.1 %,80077,25.0%
Bansgaon,37,SC,Uttar Pradesh [1947 - 1999],Phirangi Prasad,Bharatiya Lok Dal,631621,308310,48.8 %,151090,49.0%
Banswara,16,GEN,Rajasthan,Heera Bhai,Bharatiya Lok Dal,537126,347464,64.7 %,87399,25.2%
Bapatla,16,GEN,Andhra Pradesh,Ankineedu Prasada Rao Pamulapati,Indian National Congress,688651,481558,69.9 %,42946,8.9%
Bara Banki,29,SC,Uttar Pradesh [1947 - 1999],Ram Kinkar,Bharatiya Lok Dal,602833,305749,50.7 %,147411,48.2%
Baramati,43,GEN,Maharashtra,Sambhajirao Kakade,Bharatiya Lok Dal,632214,388962,61.5 %,30700,7.9%
Baramulla,1,GEN,Jammu & Kashmir,Abdul Ahad,Jammu & Kashmir National Conference,453765,258507,57.0 %,47020,18.2%
Barasat,13,SC,West Bengal,Chitta Basu,All India Forward Bloc,609986,372416,61.1 %,115794,31.1%
Bareilly,12,GEN,Uttar Pradesh [1947 - 1999],Ram Murti,Bharatiya Lok Dal,563569,299752,53.2 %,107685,35.9%
Barh,18,GEN,Bihar [1947 - 1999],Shyam Sunder Gupta,Bharatiya Lok Dal,691495,498010,72.0 %,270282,54.3%
Barmer,23,GEN,Rajasthan,Tan Singh,Bharatiya Lok Dal,638287,309628,48.5 %,88325,28.5%
Baroda,22,GEN,Gujarat,Gaekwad Fatesinhrao Pratapsinhrao,Indian National Congress,595724,411857,69.1 %,40923,9.9%
Barpeta,6,GEN,Assam,Ismail Hossain Khan,Indian National Congress,558853,355264,63.6 %,48114,13.5%
Barrackpore,19,SC,West Bengal,Sougata Roy,Indian National Congress,650725,470018,72.2 %,141014,30.0%
Basirhat,14,SC,West Bengal,Alhaj M.A. Hannan,Bharatiya Lok Dal,583782,351244,60.2 %,12186,3.5%
Bastar,20,ST,Madhya Pradesh [1947 - 1999],Drigpal Shah Keshri Shah,Bharatiya Lok Dal,495505,212567,42.9 %,50054,23.5%
Basti,34,SC,Uttar Pradesh [1947 - 1999],Sheo Narain,Bharatiya Lok Dal,639639,321757,50.3 %,140377,43.6%
Bayana,10,SC,Rajasthan,Shyam Sunder Lal,Bharatiya Lok Dal,595518,342279,57.5 %,116688,34.1%
Beed,34,GEN,Maharashtra,Burande Gangadhar Appa,Communist Party Of India (MARXIST),698692,354660,50.8 %,51897,14.6%
Begusarai,33,GEN,Bihar [1947 - 1999],Shyam Nandan Mishra,Bharatiya Lok Dal,674335,426289,63.2 %,35228,8.3%
Belgaum,25,GEN,Karnataka,Kotrashetti Appayappa Karaveerappa,Indian National Congress,629378,331684,52.7 %,64002,19.3%
Bellary,5,SC,Karnataka,K. S. Veera Bhadrappa,Indian National Congress,593687,386059,65.0 %,145544,37.7%
Berhampore,10,GEN,West Bengal,Tridip Chaudhuri,Revolutionary Socialist Party,645013,391275,60.7 %,102180,26.1%
Berhampur,11,GEN,Orissa,Jagannath Rao R.,Indian National Congress,607072,214711,35.4 %,50089,23.3%
Bettiah,2,GEN,Bihar [1947 - 1999],Fazlur Rahman,Bharatiya Lok Dal,641326,323082,50.4 %,96328,29.8%
Betul,28,GEN,Madhya Pradesh [1947 - 1999],Subhash Chandra Ahuja,Bharatiya Lok Dal,504032,235157,46.7 %,26923,11.4%
Bhadrachalam,5,ST,Andhra Pradesh,Radha Bai Ananda Rao,Indian National Congress,598925,270495,45.2 %,95968,35.5%
Bhadrak,3,GEN,Orissa,Bairagi Jena,Bharatiya Lok Dal,614684,336054,54.7 %,71577,21.3%
Bhagalpur,30,GEN,Bihar [1947 - 1999],Dr. Ramji Singh,Bharatiya Lok Dal,682880,434658,63.7 %,184718,42.5%
Bhandara,24,GEN,Maharashtra,Mankar Laxmanrao Bisanji,Bharatiya Lok Dal,607535,404717,66.6 %,51633,12.8%
Bharatpur,9,SC,Rajasthan,Ram Kishan,Bharatiya Lok Dal,571485,371713,65.0 %,156489,42.1%
Bhatinda,11,GEN,Punjab,Dhanna Singh,Shiromani Akali Dal,607613,435035,71.6 %,175311,40.3%
Bhavnagar,8,SC,Gujarat,Prasannavadan Manilal Methta,Bharatiya Lok Dal,509755,262543,51.5 %,11137,4.2%
Bhilwara,20,ST,Rajasthan,Rooplal Somani,Bharatiya Lok Dal,636244,363903,57.2 %,128392,35.3%
Bhind,2,GEN,Madhya Pradesh [1947 - 1999],Raghubir Singh Machhand,Bharatiya Lok Dal,649212,343476,52.9 %,160894,46.8%
Bhiwani,8,GEN,Haryana,Chandrawati,Bharatiya Lok Dal,590889,435502,73.7 %,161242,37.0%
Bhopal,30,GEN,Madhya Pradesh [1947 - 1999],Arif Beg,Bharatiya Lok Dal,616993,381028,61.8 %,108526,28.5%
Bhubaneswar,9,GEN,Orissa,Sivaji Patnaik,Communist Party Of India (MARXIST),609164,246013,40.4 %,5469,2.2%
Bidar,1,GEN,Karnataka,Shankardev Balaji Rao,Indian National Congress,606711,311925,51.4 %,50230,16.1%
Bijapur,28,SC,Karnataka,Choudhari Kalingappa Bhimanna,Indian National Congress,576941,337433,58.5 %,21674,6.4%
Bijnor,5,SC,Uttar Pradesh [1947 - 1999],Mahi Lal,Bharatiya Lok Dal,594498,353959,59.5 %,195814,55.3%
Bikaner,2,SC,Rajasthan,Hari Ram Makkasar,Bharatiya Lok Dal,675406,368614,54.6 %,105244,28.6%
Bikramganj,39,GEN,Bihar [1947 - 1999],Ram Awadhesh Singh,Bharatiya Lok Dal,692767,425266,61.4 %,151751,35.7%
Bilaspur,15,GEN,Madhya Pradesh [1947 - 1999],Niranjan Prasad Kesharwani,Bharatiya Lok Dal,546085,305653,56.0 %,12827,4.2%
Bilhaur,64,GEN,Uttar Pradesh [1947 - 1999],Ram Gopal Singh,Bharatiya Lok Dal,620424,371190,59.8 %,168175,45.3%
Birbhum,42,GEN,West Bengal,Gadadhar Saha,Communist Party Of India (MARXIST),553221,288116,52.1 %,30549,10.6%
Bobbili,3,GEN,Andhra Pradesh,Pusapati Vijayrama Gajapathi Raju,Indian National Congress,635653,342868,53.9 %,51588,15.0%
Bolangir,16,SC,Orissa,Ainthu Sahoo,Bharatiya Lok Dal,572122,232260,40.6 %,57724,24.9%
Bolpur,41,SC,West Bengal,Saradish Roy,Communist Party Of India (MARXIST),550289,266128,48.4 %,35951,13.5%
Bombay North,9,SC,Maharashtra,Gore Mrinal Keshav,Bharatiya Lok Dal,659985,422795,64.1 %,147090,34.8%
Bombay North Central,6,GEN,Maharashtra,Ahilya P. Rangnekar,Communist Party Of India (MARXIST),677049,401104,59.2 %,69915,17.4%
Bombay North East,7,SC,Maharashtra,Subramaniam Swamy,Bharatiya Lok Dal,697754,431636,61.9 %,123122,28.5%
Bombay North West,8,GEN,Maharashtra,Ram Jethmalani,Bharatiya Lok Dal,643901,409025,63.5 %,93499,22.9%
Bombay South,4,GEN,Maharashtra,Rajada Ratansingh Gokuldas,Bharatiya Lok Dal,685196,405754,59.2 %,64394,15.9%
Bombay South Central,5,GEN,Maharashtra,Kamble Bapu Chandrasen,Bharatiya Lok Dal,655937,387772,59.1 %,53703,13.8%
Broach,23,ST,Gujarat,Patel Ahmedbhai Mohmadbhai,Indian National Congress,544523,345057,63.4 %,62879,18.2%
Budaun,10,GEN,Uttar Pradesh [1947 - 1999],Onkar Singh,Bharatiya Lok Dal,602666,347350,57.6 %,142652,41.1%
Bulandshahr,78,GEN,Uttar Pradesh [1947 - 1999],Mahmood Hassan Khan,Bharatiya Lok Dal,629818,408756,64.9 %,211013,51.6%
Buldhana,18,GEN,Maharashtra,Gawai Daulat Gunaji,Republican Party Of India (KHOBRAGADE),580389,352690,60.8 %,42855,12.2%
Bulsar,26,ST,Gujarat,Patel Nanubhai Nichhabhai,Bharatiya Lok Dal,556415,330000,59.3 %,17964,5.4%
Burdwan,39,GEN,West Bengal,Raj Krishna Dawn,Bharatiya Lok Dal,638853,363202,56.9 %,71003,19.5%
Buxar,37,GEN,Bihar [1947 - 1999],Rama Nand Tiwary,Bharatiya Lok Dal,705022,446815,63.4 %,203713,45.6%
Calcutta North East,22,GEN,West Bengal,Pratap Chandra Chunder,Bharatiya Lok Dal,641747,361255,56.3 %,129759,35.9%
Calcutta North West,21,GEN,West Bengal,Bijoy Singh Nahar,Bharatiya Lok Dal,595840,321742,54.0 %,69633,21.6%
Calcutta South,23,GEN,West Bengal,Dilip Chakravarty,Bharatiya Lok Dal,654202,398561,60.9 %,67940,17.0%
Calicut,4,GEN,Kerala,V. A. Seyid Muhammad,Indian National Congress,559054,457067,81.8 %,13704,3.0%
Cannanore,2,GEN,Kerala,C. K. Chandrappan,Communist Party Of India,553360,457869,82.7 %,12877,2.8%
Chail,57,SC,Uttar Pradesh [1947 - 1999],Ram Nihor Rakesh,Bharatiya Lok Dal,624372,256616,41.1 %,116721,45.5%
Chamarajanagar,15,GEN,Karnataka,B. Rachaiah,Indian National Congress,606937,400768,66.0 %,71618,17.9%
Chandauli,51,GEN,Uttar Pradesh [1947 - 1999],Narsingh,Bharatiya Lok Dal,604665,398509,65.9 %,204416,51.3%
Chandigarh,1,GEN,Chandigarh,Krishna Kant,Bharatiya Lok Dal,160963,108494,67.4 %,40426,37.3%
Chandni Chowk,5,SC,Delhi [1977 Onwards],Sikandar Bakht,Bharatiya Lok Dal,313714,260313,83.0 %,115989,44.6%
Chandrapur,26,GEN,Maharashtra,Raje Vishveshvarrao,Bharatiya Lok Dal,594026,392636,66.1 %,88986,22.7%
Chapra,7,GEN,Bihar [1947 - 1999],Lalu Prasad,Bharatiya Lok Dal,658829,486806,73.9 %,373800,76.8%
Chatra,44,GEN,Bihar [1947 - 1999],Sukdeo Prasad Verma,Bharatiya Lok Dal,580623,278508,48.0 %,143534,51.5%
Chengalpattu,5,GEN,Tamil Nadu,Mohanarangam R.,All India Anna Dravida Munnetra Kazhagam,630334,461557,73.2 %,35639,7.7%
Chhindwara,27,GEN,Madhya Pradesh [1947 - 1999],Gargishankar Ramkrishna Mishra,Indian National Congress,514364,243307,47.3 %,2369,1.0%
Chhota Udaipur,21,ST,Gujarat,Rathawa Amarsinh Viriyabhai,Indian National Congress,533507,321022,60.2 %,41123,12.8%
Chidambaram,12,GEN,Tamil Nadu,Murugesan A.,All India Anna Dravida Munnetra Kazhagam,663634,459817,69.3 %,109234,23.8%
Chikballapur,9,ST,Karnataka,M. V. Krishnappa,Indian National Congress,627230,408854,65.2 %,48474,11.9%
Chikkodi,26,GEN,Karnataka,B Shankaranand,Indian National Congress,571003,332755,58.3 %,45500,13.7%
Chikmagalur,20,GEN,Karnataka,D. B. Chandre Gowda,Indian National Congress,534676,362993,67.9 %,64568,17.8%
Chimur,25,GEN,Maharashtra,Thakur Krishnarao Dagoji,Indian National Congress,631759,449794,71.2 %,62969,14.0%
Chirayinkil,19,GEN,Kerala,Vayalar Ravi,Indian National Congress,564054,425651,75.5 %,60925,14.3%
Chitradurga,7,GEN,Karnataka,K. Mallanna,Indian National Congress,619838,382855,61.8 %,86654,22.6%
Chittoor,21,GEN,Andhra Pradesh,P. Rajagopal Naidu,Indian National Congress,699218,472389,67.6 %,10447,2.2%
Chittorgarh,19,ST,Rajasthan,Shyam Sunder,Bharatiya Lok Dal,601379,333384,55.4 %,137682,41.3%
Churu,3,GEN,Rajasthan,Daulat Ram,Bharatiya Lok Dal,621315,378811,61.0 %,152891,40.4%
Coimbatore,20,GEN,Tamil Nadu,Parvathi Krishnan,Communist Party Of India,743258,523180,70.4 %,21178,4.0%
Contai,31,GEN,West Bengal,Guha Samar,Bharatiya Lok Dal,581866,388122,66.7 %,194514,50.1%
Cooch Behar,1,SC,West Bengal,Amrendranath Roy Pradhan,All India Forward Bloc,570556,363908,63.8 %,102858,28.3%
Cuddalore,11,GEN,Tamil Nadu,Bhuvarahan G.,Indian National Congress,644882,429893,66.7 %,89057,20.7%
Cuddapah,23,GEN,Andhra Pradesh,Kandala Obul Reddy,Indian National Congress,698750,487025,69.7 %,7562,1.6%
Cuttack,6,GEN,Orissa,Sarat Kumar Kar,Bharatiya Lok Dal,623921,330152,52.9 %,60402,18.3%
Dadra & Nagar Haveli,1,GEN,Dadra & Nagar Haveli,Patel Ramubhai Ravjibhai,Indian National Congress,37532,25706,68.5 %,3646,14.2%
Dahanu,11,GEN,Maharashtra,Kom Lahanu Shidava,Communist Party Of India (MARXIST),629624,311918,49.5 %,52666,16.9%
Dahod,17,GEN,Gujarat,Damor Somjibhai Pujabhai,Indian National Congress,508980,184171,36.2 %,3393,1.8%
Daman And Diu,1,GEN,Daman & Diu,Data Not Available,-,-,-,-,-,-
Damoh,7,GEN,Madhya Pradesh [1947 - 1999],Narendra Singh Yadvendra Singh,Bharatiya Lok Dal,624578,365679,58.6 %,149419,40.9%
Darbhanga,15,GEN,Bihar [1947 - 1999],Surendra Jha Suman,Bharatiya Lok Dal,635811,422293,66.4 %,212002,50.2%
Darjeeling,4,GEN,West Bengal,Krishna Bahadur Chettri,Indian National Congress,624898,272135,43.6 %,18480,6.8%
Dausa,7,GEN,Rajasthan,Nathu Singh,Bharatiya Lok Dal,622623,338872,54.4 %,163403,48.2%
Davangere,6,ST,Karnataka,Kondajji Basappa,Indian National Congress,613519,425341,69.3 %,92122,21.7%
Delhi Sadar,6,GEN,Delhi [1977 Onwards],Kanwar Lal Gupta,Bharatiya Lok Dal,309550,219842,71.0 %,79871,36.3%
Deogarh,18,GEN,Orissa,Pabitra Mohan Pradhan,Bharatiya Lok Dal,611756,258428,42.2 %,10042,3.9%
Deoria,41,GEN,Uttar Pradesh [1947 - 1999],Ugrasen,Bharatiya Lok Dal,662864,344697,52.0 %,182173,52.9%
Dhanbad,47,GEN,Bihar [1947 - 1999],A. K. Roy,Independent,675439,306590,45.4 %,141849,46.3%
Dhandhuka,9,GEN,Gujarat,Parmar Natavarlal Bhagavandas,Bharatiya Lok Dal,549416,283228,51.6 %,27766,9.8%
Dhar,36,ST,Madhya Pradesh [1947 - 1999],Bharat Singh Gulab Singh,Bharatiya Lok Dal,542947,322804,59.5 %,45374,14.1%
Dharmapuri,13,SC,Tamil Nadu,Ramamurthy K.,Indian National Congress,631245,408446,64.7 %,105686,25.9%
Dharwad North,24,GEN,Karnataka,Mahishi Sarojini Bindurao,Indian National Congress,535385,368014,68.7 %,54428,14.8%
Dharwad South,23,GEN,Karnataka,Mohsin F. H.,Indian National Congress,575791,407647,70.8 %,91940,22.6%
Dhenkanal,19,GEN,Orissa,Debendra Satpathy,Bharatiya Lok Dal,590280,261634,44.3 %,44660,17.1%
Dhubri,4,GEN,Assam,Ahmmad Hossen,Indian National Congress,503545,340929,67.7 %,590,0.2%
Dhulia,14,GEN,Maharashtra,Patil Vijaykumar Naval,Indian National Congress,552925,325324,58.8 %,52149,16.0%
Diamond Harbour,17,GEN,West Bengal,Jyotirmoy Basu,Communist Party Of India (MARXIST),608458,389100,64.0 %,156404,40.2%
Dibrugarh,13,GEN,Assam,Haren Bhumji,Indian National Congress,502862,248898,49.5 %,14209,5.7%
Dindigul,23,GEN,Tamil Nadu,Maya Thevar K.,All India Anna Dravida Munnetra Kazhagam,721154,483612,67.1 %,169224,35.0%
Domariaganj,35,GEN,Uttar Pradesh [1947 - 1999],Madhav Prasad Tripathi,Bharatiya Lok Dal,657832,401100,61.0 %,158826,39.6%
Dum Dum,20,SC,West Bengal,Asoke Krishna Dutt,Bharatiya Lok Dal,698781,431362,61.7 %,21780,5.0%
Dumka,27,ST,Bihar [1947 - 1999],Bateshwar Hemram,Bharatiya Lok Dal,579061,239826,41.4 %,53254,22.2%
Durg,21,GEN,Madhya Pradesh [1947 - 1999],Mohan Bhaiya,Bharatiya Lok Dal,602735,356029,59.1 %,51575,14.5%
Durgapur,37,SC,West Bengal,Krishna Chandra Haldar,Communist Party Of India (MARXIST),677500,359280,53.0 %,91431,25.4%
East Delhi,4,GEN,Delhi [1977 Onwards],Kishore Lal,Bharatiya Lok Dal,511716,358854,70.1 %,133107,37.1%
Eluru,11,GEN,Andhra Pradesh,Kommareddy Suryanarayana,Indian National Congress,669778,467438,69.8 %,134033,28.7%
Erandol,16,GEN,Maharashtra,Patil Sonusing Dhansing,Bharatiya Lok Dal,597821,365421,61.1 %,13814,3.8%
Ernakulam,11,GEN,Kerala,Henry Austin,Indian National Congress,582804,467048,80.1 %,7285,1.6%
Etah,71,GEN,Uttar Pradesh [1947 - 1999],Mahadeepak Singh,Bharatiya Lok Dal,564767,378143,67.0 %,181520,48.0%
Etawah,66,GEN,Uttar Pradesh [1947 - 1999],Arjun Singh Bhadoria,Bharatiya Lok Dal,589325,370214,62.8 %,210165,56.8%
Faizabad,28,GEN,Uttar Pradesh [1947 - 1999],Anant Ram Jaiswal,Bharatiya Lok Dal,614376,316102,51.5 %,147803,46.8%
Faridabad,6,GEN,Haryana,Dharam Vir Vasisht,Bharatiya Lok Dal,601224,425700,70.8 %,27333,6.4%
Faridkot,12,GEN,Punjab,Parkash Singh,Shiromani Akali Dal,646094,487098,75.4 %,100701,20.7%
Farrukhabad,68,GEN,Uttar Pradesh [1947 - 1999],Daya Ram Shakya,Bharatiya Lok Dal,637847,373816,58.6 %,186425,49.9%
Fatehpur,58,GEN,Uttar Pradesh [1947 - 1999],Bashir Ahmad,Bharatiya Lok Dal,614485,295191,48.0 %,170489,57.8%
Ferozepur,13,GEN,Punjab,Mohinder Singh Sayanwala,Shiromani Akali Dal,631895,206656,32.7 %,163939,79.3%
Firozabad,72,SC,Uttar Pradesh [1947 - 1999],Ramji Lal Suman,Bharatiya Lok Dal,611215,321138,52.5 %,156764,48.8%
Gandhinagar,11,GEN,Gujarat,Purushottam Ganesh Mavalankar,Bharatiya Lok Dal,619720,394699,63.7 %,60117,15.2%
Ganganagar,1,SC,Rajasthan,Bega Ram,Bharatiya Lok Dal,604428,370934,61.4 %,65355,17.6%
Garhwal,2,GEN,Uttar Pradesh [1947 - 1999],Jagannath Sharma,Bharatiya Lok Dal,563082,267720,47.6 %,104593,39.1%
Gauhati,7,GEN,Assam,Renuka Devi Barktaki,Bharatiya Lok Dal,553272,291598,52.7 %,36440,12.5%
Gaya,43,SC,Bihar [1947 - 1999],Ishwar Chaudhry,Bharatiya Lok Dal,642305,445024,69.3 %,248318,55.8%
Ghatampur,63,SC,Uttar Pradesh [1947 - 1999],Jwala Prasad Kureel,Bharatiya Lok Dal,607421,364722,60.0 %,185504,50.9%
Ghazipur,50,GEN,Uttar Pradesh [1947 - 1999],Gauri Shanker Rai,Bharatiya Lok Dal,639586,372070,58.2 %,94345,25.4%
Ghosi,44,GEN,Uttar Pradesh [1947 - 1999],Shivram,Bharatiya Lok Dal,626672,354670,56.6 %,113632,32.0%
Giridih,46,GEN,Bihar [1947 - 1999],Ram Das Singh,Bharatiya Lok Dal,581187,290760,50.0 %,78277,26.9%
Gobichettipalayam,19,SC,Tamil Nadu,Ramaswamy K.S.,Indian National Congress,648924,449419,69.3 %,105458,23.5%
Godda,28,GEN,Bihar [1947 - 1999],Jagdambi Prasad Yadav,Bharatiya Lok Dal,630768,365300,57.9 %,158991,43.5%
Godhra,18,GEN,Gujarat,Desai Hitendrabhai Kanaiyalal,Indian National Congress,517416,295163,57.1 %,1380,0.5%
Gonda,33,GEN,Uttar Pradesh [1947 - 1999],Satya Deo Singh,Bharatiya Lok Dal,601635,272227,45.3 %,71273,26.2%
Gopalganj,4,GEN,Bihar [1947 - 1999],Dwarikanath Tiwary,Bharatiya Lok Dal,674703,425830,63.1 %,172992,40.6%
Gorakhpur,38,GEN,Uttar Pradesh [1947 - 1999],Harikesh Bahadur,Bharatiya Lok Dal,570532,327828,57.5 %,183054,55.8%
Gulbarga,2,GEN,Karnataka,Sidram Reddi,Indian National Congress,629721,322935,51.3 %,85392,26.4%
Guna,4,GEN,Madhya Pradesh [1947 - 1999],Madhav Rao Scindia,Independent,634123,336579,53.1 %,76451,22.7%
Guntur,15,GEN,Andhra Pradesh,Kotha Raghuramaiah,Indian National Congress,790342,518885,65.7 %,85529,16.5%
Gurdaspur,1,GEN,Punjab,Yagya Datt,Bharatiya Lok Dal,563497,412085,73.1 %,28122,6.8%
Gwalior,3,GEN,Madhya Pradesh [1947 - 1999],Narayan Krishna Shejwalker,Bharatiya Lok Dal,587078,338230,57.6 %,152192,45.0%
Hajipur,8,SC,Bihar [1947 - 1999],Ram Vilas Paswan,Bharatiya Lok Dal,686969,529440,77.1 %,424545,80.2%
