FamilyID,UID,Relation,Name,PoliticalRole,YearsHeld,ConstituencyName,DistrictName,StateName
122,BR2025AC115,Brother,Prabhunath Singh,"Member of Parliament (Lok Sabha), MLA (Bihar)","1991–2014 (MP Gopalganj, Maharajganj), multiple MLA terms","Gopalganj, Maharajganj (MP); Masrakh, Manjhi (MLA)","Saran, Gopalganj, Siwan",Bihar
123,BR2025AC115,Nephew,Randhir Singh,Contested Bihar Assembly Election,2015 (candidate),Manjhi,Saran,Bihar
124,BR2025AC116,,,,,,,
125,BR2025AC117,Father,Yaduvanshi Rai,Member of Bihar Legislative Assembly (MLA),"Two terms – specific years not consistently cited, but prior to 2010",Marhaura,Saran,Bihar
126,BR2025AC118,Husband,Dharmendra Kumar Sah,"General Secretary, BJP District Committee, Saran",Unknown,Unknown,Saran,Bihar
127,BR2025AC119,,,,,,,
128,BR2025AC120,Spouse,Savita Devi,"Block Pramukh (President), elected local office","2006, 2011, 2016, 2021 - present","Unknown (Block Level, likely Amnour/Parsa region)",Saran,Bihar
129,BR2025AC121,Grandfather,Daroga Prasad Rai,Chief Minister of Bihar,16 Feb 1970 – 22 Dec 1970,Bikram,Patna,Bihar
130,BR2025AC121,Uncle,Chandrika Rai,"MLA (Multiple Terms), Minister, Candidate in Several Elections including Parsa (2010, 2015, 2020)","2000-2005, 2010-2020 (Various terms); Minister for Transport, Bihar: 2015-2017",Parsa,Saran,Bihar
131,BR2025AC121,Cousin-in-law,Tej Pratap Yadav,"MLA, Minister for Health and Environment, Bihar","MLA: 2015–present, Health Minister: 2015–2017","Mahua (2015), Hasanpur (2020)",Vaishali/Samastipur,Bihar
132,BR2025AC122,,,,,,,
133,BR2025AC123,,,,,,,
134,BR2025AC124,,,,,,,
135,BR2025AC125,Uncle,Brishin Patel,"MLA (Vaishali, multiple terms), Former Bihar Minister, Former MP (Lok Sabha)","MLA: 1980–85, 1990–95, 1995–2000, 2005–10, 2010–15, 2015–20; MLA (Independent) Candidate 2025, MP (Lok Sabha): 1996-1998, Former Minister in Bihar","Vaishali (MLA), Siwan (MP)","Vaishali (MLA), Siwan (MP)",Bihar
136,BR2025AC126,,,,,,,
137,BR2025AC127,,,,,,,
138,BR2025AC128,Father,Lalu Prasad Yadav,"Former Chief Minister of Bihar, MP, Union Minister; RJD President","Chief Minister (1990-1997), Union Minister (various terms), MP (multiple terms)","Saran (Lok Sabha), others",Saran (mainly),Bihar
139,BR2025AC128,Mother,Rabri Devi,"Former Chief Minister (three terms), MLC Bihar",1997-2005 (CM); MLC (various terms including present),Legislative Council (MLC),Patna,Bihar
140,BR2025AC128,Brother,Tej Pratap Yadav,"MLA (Mahua, Hasanpur), Former Minister in Bihar Cabinet","2015-Present, Former Minister (2015-2020)","Mahua (2015), Hasanpur (2020)","Vaishali, Samastipur",Bihar
141,BR2025AC128,Sister,Misa Bharti,"Rajya Sabha MP, Contested Lok Sabha elections (Pataliputra)","Rajya Sabha MP (2016-Present), Lok Sabha candidate (2014, 2019, 2024)","Rajya Sabha (Bihar), Pataliputra (contested)",Patna,Bihar
142,BR2025AC128,Uncle,Sadhu Yadav,"Former MP, ex-MLC","MP (Lok Sabha, 2004-2009), MLC earlier",Gopalganj (Lok Sabha),Gopalganj,Bihar
143,BR2025AC128,Uncle,Subhash Prasad Yadav,Former Rajya Sabha MP,2004-2010,Rajya Sabha,Unknown,Bihar
144,BR2025AC129,,,,,,,
145,BR2025AC130,Spouse,Manisha Kumari,District Councillor (Jila Parishad Member),"2011-2016, 2016-2021",Jadaha Block (District Council Constituency),Vaishali,Bihar
146,BR2025AC131,Father,Ram Sewak Hazari,"Member of Parliament (MP), MLA (eight terms in Bihar Assembly)","MP: 1977-1979 (6th Lok Sabha), MLA: Multiple terms between 1960s-2000s","Samastipur (Lok Sabha), Kalyanpur (SC), others in Samastipur region",Samastipur,Bihar
147,BR2025AC131,Cousin,Ram Vilas Paswan,"Union Cabinet Minister, Member of Parliament (Lok Sabha & Rajya Sabha), President of Lok Janshakti Party","MP: 1977-2020 (Multiple Lok Sabha terms), Union Minister: Various terms from 1989-2020","Hajipur, Rosera, Samastipur, etc.","Hajipur, Samastipur",Bihar
148,BR2025AC131,Cousin,Ram Chandra Paswan,Member of Parliament (Lok Sabha),"MP: 1999-2009, 2014-2019",Samastipur (Lok Sabha),Samastipur,Bihar
149,BR2025AC131,Son,Sunny Hazari,Contested Lok Sabha Election 2024 (Congress candidate for Samastipur),Contested: 2024,Samastipur (Lok Sabha),Samastipur,Bihar
150,BR2025AC132,Father,Ashok Kumar,"MLA, Warisnagar (JD(U))","Multiple terms, up to 2025",Warisnagar,Samastipur,Bihar
151,BR2025AC133,,,,,,,
152,BR2025AC134,Sister,Suheli Mehta,"Member of Legislative Assembly (MLA), Janata Dal (United)",2017–Unknown,Unknown,Unknown,Bihar
153,BR2025AC135,,,,,,,
154,BR2025AC136,Father,Jagdish Prasad Choudhary,"MLA (Member of Bihar Legislative Assembly), Freedom Fighter, Indian National Congress Leader","Three terms: 1967-1969, 1972-1977, 1980-1982",Dalsinghsarai,Samastipur,Bihar
155,BR2025AC137,,,,,,,
156,BR2025AC138,,,,,,,
157,BR2025AC139,,,,,,,
158,BR2025AC140,,,,,,,
159,BR2025AC141,Mother,Manju Verma,"Minister, Member of Bihar Legislative Assembly","2015–2018, 2010–2015",Cheria-Bariarpur,Begusarai,Bihar
160,BR2025AC141,Grandfather,Sukhdeo Mahto,"Member, Bihar Legislative Assembly (Communist Party of India)",Years not publicly specified,Unknown,Begusarai,Bihar
161,BR2025AC142,,,,,,,
162,BR2025AC143,,,,,,,
163,BR2025AC144,,,,,,,
164,BR2025AC145,,,,,,,
165,BR2025AC146,,,,,,,
166,BR2025AC147,,,,,,,
167,BR2025AC148,,,,,,,
168,BR2025AC149,,,,,,,
169,BR2025AC151,,,,,,,
170,BR2025AC152,,,,,,,
171,BR2025AC153,,,,,,,
172,BR2025AC154,,,,,,,
173,BR2025AC155,Father,Sadanand Singh,"MLA, Speaker of Bihar Legislative Assembly, Minister (multiple times)","1977–1980, 1985–2020 (9 terms); Speaker 2000–2005; Minister: various terms during 1980s–2000s",Kahalgaon,Bhagalpur,Bihar
174,BR2025AC156,,,,,,,
175,BR2025AC157,,,,,,,
176,BR2025AC158,,,,,,,
177,BR2025AC159,Father,Janardan Manjhi,Member of Legislative Assembly (MLA),"2010–2015, 2015–2020",Amarpur,Banka,Bihar
178,BR2025AC160,,,,,,,
179,BR2025AC161,,,,,,,
180,BR2025AC162,,,,,,,
181,BR2025AC163,,,,,,,
182,BR2025AC164,Father,Shakuni Choudhary,"MLA (multiple terms); MP; State Minister (various parties including Samata Party, Congress, RJD, JD(U))","MLA (7 terms, various years 1985–2015); MP (Lok Sabha, 1998–1999); Minister/State Minister (various years)","Primarily Tarapur (MLA); Khagaria (Lok Sabha, MP)",Munger (MLA); Khagaria (MP),Bihar
183,BR2025AC164,Mother,Parvati Devi,MLA,2000–2005,Tarapur,Munger,Bihar
184,BR2025AC165,,,,,,,
185,BR2025AC166,,,,,,,
186,BR2025AC167,,,,,,,
187,BR2025AC168,,,,,,,
188,BR2025AC169,,,,,,,
189,BR2025AC170,,,,,,,
190,BR2025AC171,Father,Ayodhya Prasad,"Member of Bihar Legislative Assembly (MLA), Asthawan","1972, 1980",Asthawan,Nalanda,Bihar
191,BR2025AC172,,,,,,,
192,BR2025AC173,Father,Satyadeo Narain Arya,"Eight-time MLA from Rajgir (SC), Bihar; Ex-Governor of Haryana & Tripura, Ex-Minister (Rural Development, Mines & Geology, Bihar)","1977-2015 (MLA), 2018-2021 (Governor Haryana), 2021-2023 (Governor Tripura), multiple stints as minister until early 2010s",Rajgir,Nalanda,Bihar
193,BR2025AC174,,,,,,,
194,BR2025AC175,,,,,,,
195,BR2025AC176,,,,,,,
196,BR2025AC177,,,,,,,
197,BR2025AC179,,,,,,,
198,BR2025AC180,,,,,,,
199,BR2025AC181,Father,Ganga Prasad Chaurasia,"Member of Bihar Legislative Council for 18 years, Leader of Opposition (BJP) in Council, Leader of Council (NDA), Governor of Meghalaya (2017-2018), Governor of Sikkim (2018-2023), Acting Governor of Manipur (2021)",Council: 1994-2012; Meghalaya: 2017-2018; Sikkim: 2018-2023; Manipur: 2021,Unknown,Patna,Bihar/Meghalaya/Sikkim/Manipur
200,BR2025AC181,Brother,Deepak Chaurasia,"Ward Councillor, Patna Municipal Corporation (Ward No. 2, three terms)",Unknown,Ward No. 2,Patna,Bihar
201,BR2025AC181,Sister-in-law,Madhu Chaurasia,"Ward Councillor, Patna Municipal Corporation (Ward No. 2, elected after reservation for women)",Unknown,Ward No. 2,Patna,Bihar
202,BR2025AC182,Father,Nabin Kishore Prasad Sinha,"Member of Bihar Legislative Assembly (MLA) from Patna West (four terms), Veteran BJP Leader",Unknown–2006,Patna West,Patna,Bihar
203,BR2025AC183,,,,,,,
204,BR2025AC184,,,,,,,
205,BR2025AC185,,,,,,,
206,BR2025AC186,,,,,,,
207,BR2025AC187,,,,,,,
208,BR2025AC188,,,,,,,
209,BR2025AC189,,,,,,,
210,BR2025AC190,,,,,,,
211,BR2025AC191,,,,,,,
212,BR2025AC192,,,,,,,
213,BR2025AC193,Father,Ambika Sharan Singh,"Former Bihar State Minister, Five-time MLA",Multiple terms between 1980s and 2000s (exact years not comprehensively specified in public record),Barhara,Bhojpur,Bihar
214,BR2025AC194,Brother,Dharampal Singh,"MLA, Shahpur (Bihar Legislative Assembly)",1990-2000,Shahpur,Bhojpur,Bihar
215,BR2025AC195,,,,,,,
216,BR2025AC196,Father,Sunil Pandey,"MLA (Member of Bihar Legislative Assembly), Tarari & Piro; MLC (Member of Legislative Council)","2000–2015 (MLA, Piro & Tarari) | 2016–2022 (MLC, Aurangabad-Bhojpur)","Piro (now merged with Tarari), Tarari",Bhojpur,Bihar
217,BR2025AC196,Uncle,Hulas Pandey,"MLC (Member of Legislative Council); President, Parliamentary Board LJP (Ram Vilas)","2012–2018 (MLC, Bhojpur); 2022–present (LJP (Ram Vilas) Parliamentary Board President)",Bhojpur (MLC),Bhojpur,Bihar
218,BR2025AC197,Father-in-law,Jagdish Mahto,"Founder of Naxalism, Ekwari village, Bhojpur; Known for political leadership and activism in the region, contested and recognized as a significant political figure","Details not specifically listed for elected office, but publicly recognized for founding political movement and activism (1970s-1990s)",Ekwari region (Bhojpur),Bhojpur,Bihar
219,BR2025AC198,,,,,,,
220,BR2025AC199,,,,,,,
221,BR2025AC200,,,,,,,
222,BR2025AC201,,,,,,,
223,BR2025AC202,,,,,,,
224,BR2025AC203,,,,,,,
225,BR2025AC204,,,,,,,
226,BR2025AC205,,,,,,,
227,BR2025AC206,,,,,,,
228,BR2025AC207,Father,Mahendra Ram,"Mukhiya of Chitaini Panchayat (local self-government leader), Congress worker, and candidate (RJD) for Chenari Assembly seat",As Mukhiya: until 2006; Contested Assembly seat: 2005 (and three other previous counts),"Chitaini Panchayat (Mukhiya), Chenari (Assembly candidate)",Rohtas,Bihar
229,BR2025AC208,Husband,Upendra Prasad Singh (Upendra Kushwaha),"Former Minister of State for Human Resource Development, Government of India; Rajya Sabha MP; President, Rashtriya Lok Morcha","2014–2018 (MoS HRD), 2022–present (Rajya Sabha MP)","Karakat (Lok Sabha - 2014, 2019), Bihar (Rajya Sabha - 2022)","Rohtas (Lok Sabha), Statewide (Rajya Sabha)",Bihar
230,BR2025AC208,Son,Deepak Prakash,"Minister in Bihar Government (Tenth Nitish Kumar ministry, MLC)",2025–present,"Nominated (MLC, not directly elected)",Unknown,Bihar
231,BR2025AC210,,,,,,,
232,BR2025AC211,,,,,,,
233,BR2025AC212,Father,Lalan Singh (Rajiv Ranjan Singh),"Union Minister of Fisheries, Animal Husbandry & Dairying; Union Minister of Panchayati Raj; Member of Parliament, Lok Sabha (Munger); Former President of Janata Dal (United); Former Minister (Road Construction, Science & Technology, Water Resources) in Bihar Government; MLA Bihar","2000–2004 (Rajya Sabha), 2004–2009 (Lok Sabha, Begusarai), 2009–2014 (Lok Sabha, Munger), 2014–2019 (MLA and Minister, Bihar), 2019–Present (Lok Sabha, Munger), 2024–Present (Union Minister)",Munger; Begusarai (Lok Sabha); Bihar Legislative Assembly; Bihar Ministerial Roles,Munger; Begusarai; Patna (Ministerial Residence),Bihar
234,BR2025AC213,,,,,,,
235,BR2025AC214,Father,Dev Kumar Sharma,"MLA, Goh (Bihar); Contested and won in 1985 (Congress) and 2000 (Samta Party)","1985, 2000",Goh,Aurangabad,Bihar
236,BR2025AC215,,,,,,,
237,BR2025AC216,Father,Dr. Jagdish Sharma,Member of Parliament (Lok Sabha),1999–2014,Jehanabad,Jehanabad,Bihar
238,BR2025AC216,Mother,Shanti Devi,Member of Legislative Assembly (Bihar),"Unknown (multiple terms, primarily from Ghosi Constituency)",Ghosi,Jehanabad,Bihar
239,BR2025AC217,Father,Dr. Arun Kumar,Member of Parliament (Lok Sabha) from Jehanabad; Former MLA,"1999–2004, 2014–2019 (MP); multiple terms as MLA previously",Jehanabad (Lok Sabha),Jehanabad,Bihar
240,BR2025AC217,Uncle,Anil Kumar,"MLA (Tikari, previously Konch); HAM (S); Multiple terms as MLA","2005 (Konch, LJP & JDU), 2010 (Tikari, JDU), 2020–2025 (Tikari, HAM (S))","Tikari (Gaya district), previously Konch",Gaya,Bihar
241,BR2025AC217,Cousin,Romit Kumar,"Candidate, MLA (Atri, HAM (S)), 2025 Bihar Assembly Elections",2025,Atri,Gaya,Bihar
242,BR2025AC218,,,,,,,
243,BR2025AC219,,,,,,,
244,BR2025AC220,,,,,,,
245,BR2025AC221,Father,Anand Mohan Singh,"Member of Parliament (Lok Sabha - Sheohar); Member of Bihar Legislative Assembly (Mahishi); Founder and President, Bihar People's Party; Multiple election contests (Sheohar - Lok Sabha, Mahishi - Assembly)","MP: 1996, 1998; MLA: 1990; Contested in various years (1999, 2004, etc.)",Sheohar (Lok Sabha); Mahishi (Assembly),Sheohar (Lok Sabha); Saharsa (Assembly),Bihar
246,BR2025AC221,Mother,Lovely Anand,"Member of Parliament (Lok Sabha - Vaishali, Sheohar); Member, Bihar Legislative Assembly (Nabinagar); Multiple election contests","MP: 1994 (Vaishali bypoll), 1996 (Sheohar); MLA: 1996 (Nabinagar)",Vaishali (Lok Sabha); Sheohar (Lok Sabha); Nabinagar (Assembly),Vaishali (Lok Sabha); Sheohar (Lok Sabha); Aurangabad (Assembly),Bihar
247,BR2025AC222,,,,,,,
248,BR2025AC223,Father,Gopal Narayan Singh,"Member of Parliament (Rajya Sabha), Former President BJP Bihar, Former MLA","MP: 2016-2022, Bihar BJP President: 2003-2005, MLA: 1977-1980","Rajya Sabha (Bihar), Nokha (MLA)",Rohtas,Bihar
249,BR2025AC224,,,,,,,
250,BR2025AC225,Father,Janardhan Prasad,Unknown,Unknown,Unknown,Unknown,Unknown
251,BR2025AC226,,,,,,,
252,BR2025AC227,Father-in-law,Jitan Ram Manjhi,"Member of Bihar Legislative Assembly (MLA), Former Chief Minister of Bihar, Member of Parliament (Lok Sabha), President of Hindustani Awam Morcha (Secular), Union Minister","MLA Imamganj: 2015-2024, Chief Minister: May 2014-Feb 2015, MP Gaya: 2024-present, Various MLA terms since 1980s","Imamganj (2015-2024), Gaya (Lok Sabha, 2024-present), earlier Barachatti, other constituencies",Gaya,Bihar
253,BR2025AC228,Son's Father-in-law (Samdhi),Jitan Ram Manjhi,"Chief Minister of Bihar, MLA (Gaya and Imamganj), MP (Lok Sabha)","2002–2005 (MP Gaya); 2005–2020, 2020–present (MLA Imamganj/Gaya); 2014–2015 (Chief Minister of Bihar)","Gaya, Imamganj",Gaya,Bihar
254,BR2025AC228,Son-in-law (Samdhi),Santosh Kumar Manjhi,"MLA (Barachatti; briefly held by-election seat, son of Jitan Ram Manjhi)",2014–2015,Barachatti,Gaya,Bihar
255,BR2025AC229,Father,Rajesh Kumar,"Member of Parliament, Lok Sabha",Unknown (held office prior to 2005; year of death/murder cited as 2005),Unknown,Unknown,Bihar
256,BR2025AC230,,,,,,,
257,BR2025AC231,,,,,,,
258,BR2025AC232,Husband,Bindeshwari Prasad Yadav (Bindi Yadav),"District Council President (Zila Parishad Adhyaksh), Gaya",2001-unknown,Gaya district council,Gaya,Bihar
259,BR2025AC233,,,,,,,
260,BR2025AC234,,,,,,,
261,BR2025AC235,,,,,,,
262,BR2025AC236,,,,,,,
263,BR2025AC237,Husband,Rajballabh Prasad Yadav,"MLA, Bihar Legislative Assembly (Nawada); Former Minister, Bihar Government","2000–2005, 2010–2015, 2015–2016",Nawada,Nawada,Bihar
264,BR2025AC237,Nephew,Ashok Yadav,"MLC, Bihar Legislative Council",2022–present,Nawada Local Authorities,Nawada,Bihar
265,BR2025AC237,Brother-in-law,Binod Yadav,"Independent Candidate, Lok Sabha (contested as Independent)",2019,Nawada (Lok Sabha),Nawada,Bihar
266,BR2025AC238,Husband,Anil Mehta,"District President, Bharatiya Janata Party (Nawada district)",Unknown,Not Applicable,Nawada,Bihar
267,BR2025AC239,Husband,Ashok Mahto,Political Campaigner and Influencer (barred from contesting but actively campaigns and mobilizes support for spouse),"2024-2025 (campaigning years, not as elected official)",WARSALIGANJ,Nawada,Bihar
268,BR2025AC240,,,,,,,
269,BR2025AC241,Father,Digvijay Singh,"Union Minister, MP (Lok Sabha and Rajya Sabha), President of National Rifle Association of India",1986–2010 (Various terms); President NRAI (years undisclosed),"Banka (Lok Sabha), Jamui (Lok Sabha), Rajya Sabha (Bihar)","Banka, Jamui",Bihar
