[LINE 1] UID=AP1967PC35 | family_rows=1 | sources_rows=3
[LINE 81] UID=RJ1967PC347 | family_rows=1 | sources_rows=3
[LINE 82] UID=MP1967PC149 | family_rows=1 | sources_rows=3
[LINE 83] UID=MH1967PC255 | family_rows=1 | sources_rows=3
[LINE 84] UID=MH1967PC232 | family_rows=1 | sources_rows=4
[LINE 85] UID=WB1967PC476 | family_rows=1 | sources_rows=3
[LINE 86] UID=MP1967PC175 | family_rows=1 | sources_rows=4
[LINE 87] UID=OR1967PC304 | family_rows=1 | sources_rows=3
[LINE 88] UID=KA1967PC269 | family_rows=1 | sources_rows=1
[LINE 89] UID=KA1967PC295 | family_rows=1 | sources_rows=4
[LINE 90] UID=UP1967PC357 | family_rows=1 | sources_rows=5
[LINE 91] UID=RJ1967PC331 | family_rows=2 | sources_rows=3
[LINE 92] UID=BR1967PC93 | family_rows=1 | sources_rows=3
[LINE 93] UID=MP1967PC160 | family_rows=1 | sources_rows=3
[LINE 94] UID=UP1967PC416 | family_rows=2 | sources_rows=4
[LINE 95] UID=WB1967PC477 | family_rows=1 | sources_rows=1
[LINE 96] UID=AP1967PC03 | family_rows=1 | sources_rows=3
[LINE 97] UID=OR1967PC311 | family_rows=2 | sources_rows=3
[LINE 98] UID=MH1967PC229 | family_rows=1 | sources_rows=5
[LINE 99] UID=MH1967PC228 | family_rows=1 | sources_rows=3
[LINE 100] UID=MH1967PC231 | family_rows=1 | sources_rows=2
[LINE 101] UID=MH1967PC230 | family_rows=1 | sources_rows=3
[LINE 102] UID=MH1967PC227 | family_rows=2 | sources_rows=4
[LINE 103] UID=GJ1967PC129 | family_rows=1 | sources_rows=3
[LINE 104] UID=UP1967PC361 | family_rows=1 | sources_rows=3
[LINE 105] UID=UP1967PC430 | family_rows=1 | sources_rows=3
[LINE 106] UID=MH1967PC239 | family_rows=1 | sources_rows=3
[LINE 107] UID=GJ1967PC132 | family_rows=1 | sources_rows=3
[LINE 108] UID=WB1967PC474 | family_rows=1 | sources_rows=4
[LINE 109] UID=BR1967PC92 | family_rows=1 | sources_rows=4
[LINE 110] UID=AS1967PC42 | family_rows=1 | sources_rows=4
[LINE 111] UID=WB1967PC457 | family_rows=1 | sources_rows=4
[LINE 112] UID=WB1967PC456 | family_rows=1 | sources_rows=3
[LINE 113] UID=WB1967PC458 | family_rows=1 | sources_rows=4
[LINE 114] UID=UP1967PC409 | family_rows=1 | sources_rows=4
[LINE 115] UID=KA1967PC282 | family_rows=1 | sources_rows=4
[LINE 116] UID=HP1967PC513 | family_rows=1 | sources_rows=2
[LINE 117] UID=MH1967PC247 | family_rows=1 | sources_rows=1
[LINE 118] UID=UP1967PC403 | family_rows=1 | sources_rows=3
[LINE 119] UID=CH1967PC498 | family_rows=1 | sources_rows=3
[LINE 120] UID=DL1967PC504 | family_rows=1 | sources_rows=4
[LINE 121] UID=BR1967PC61 | family_rows=1 | sources_rows=1
[LINE 122] UID=BR1967PC99 | family_rows=1 | sources_rows=2
[LINE 123] UID=OR1967PC306 | family_rows=1 | sources_rows=4
[LINE 124] UID=MP1967PC172 | family_rows=1 | sources_rows=5
[LINE 125] UID=TN1967PC195 | family_rows=1 | sources_rows=4
[LINE 126] UID=KA1967PC287 | family_rows=1 | sources_rows=3
[LINE 127] UID=KA1967PC293 | family_rows=1 | sources_rows=5
[LINE 128] UID=MH1967PC246 | family_rows=1 | sources_rows=1
[LINE 129] UID=TN1967PC188 | family_rows=1 | sources_rows=1
[LINE 130] UID=KL1967PC495 | family_rows=2 | sources_rows=5
[LINE 131] UID=RJ1967PC346 | family_rows=1 | sources_rows=4
[LINE 132] UID=KA1967PC274 | family_rows=2 | sources_rows=3
[LINE 133] UID=AP1967PC21 | family_rows=7 | sources_rows=5
[LINE 134] UID=TN1967PC202 | family_rows=1 | sources_rows=5
[LINE 135] UID=WB1967PC466 | family_rows=1 | sources_rows=3
[LINE 136] UID=WB1967PC438 | family_rows=1 | sources_rows=4
[LINE 137] UID=TN1967PC194 | family_rows=1 | sources_rows=3
[LINE 138] Existing error preserved | UID=AP1967PC23
[LINE 139] UID=OR1967PC302 | family_rows=1 | sources_rows=2
[LINE 140] UID=GJ1967PC128 | family_rows=1 | sources_rows=3
[LINE 141] UID=DH1967PC499 | family_rows=1 | sources_rows=3
[LINE 142] UID=MH1967PC233 | family_rows=2 | sources_rows=3
[LINE 143] UID=GJ1967PC123 | family_rows=1 | sources_rows=4
[LINE 144] UID=MP1967PC170 | family_rows=1 | sources_rows=3
[LINE 145] UID=BR1967PC71 | family_rows=3 | sources_rows=4
[LINE 146] UID=WB1967PC440 | family_rows=1 | sources_rows=4
[LINE 147] UID=RJ1967PC335 | family_rows=1 | sources_rows=4
[LINE 148] UID=UP1967PC437 | family_rows=1 | sources_rows=3
[LINE 149] UID=DL1967PC505 | family_rows=1 | sources_rows=4
[LINE 150] UID=UP1967PC393 | family_rows=1 | sources_rows=5
[LINE 151] UID=BR1967PC101 | family_rows=1 | sources_rows=3
[LINE 152] UID=GJ1967PC116 | family_rows=1 | sources_rows=1
[LINE 153] UID=MP1967PC180 | family_rows=1 | sources_rows=4
[LINE 154] UID=TN1967PC204 | family_rows=1 | sources_rows=6
[LINE 155] UID=KA1967PC291 | family_rows=1 | sources_rows=3
[LINE 156] UID=KA1967PC290 | family_rows=1 | sources_rows=3
[LINE 157] UID=OR1967PC315 | family_rows=1 | sources_rows=1
[LINE 158] UID=AS1967PC45 | family_rows=1 | sources_rows=3
[LINE 159] UID=MH1967PC237 | family_rows=1 | sources_rows=3
[LINE 160] UID=WB1967PC453 | family_rows=1 | sources_rows=3
[LINE 161] UID=AS1967PC55 | family_rows=1 | sources_rows=4
[LINE 162] UID=TN1967PC207 | family_rows=1 | sources_rows=4
[LINE 163] UID=UP1967PC387 | family_rows=1 | sources_rows=3
[LINE 164] UID=BR1967PC81 | family_rows=1 | sources_rows=1
[LINE 165] UID=MP1967PC165 | family_rows=1 | sources_rows=2
[LINE 166] UID=DL1967PC503 | family_rows=1 | sources_rows=3
[LINE 167] UID=AP1967PC11 | family_rows=1 | sources_rows=3
[LINE 168] UID=KL1967PC487 | family_rows=1 | sources_rows=2
[LINE 169] UID=UP1967PC423 | family_rows=1 | sources_rows=4
[LINE 170] UID=UP1967PC418 | family_rows=1 | sources_rows=3
[LINE 171] UID=UP1967PC379 | family_rows=1 | sources_rows=7
[LINE 172] UID=UP1967PC420 | family_rows=1 | sources_rows=4
[LINE 173] UID=UP1967PC410 | family_rows=1 | sources_rows=4
[LINE 174] UID=PB1967PC317 | family_rows=1 | sources_rows=3
[LINE 175] UID=PB1967PC318 | family_rows=1 | sources_rows=1
[LINE 176] UID=UP1967PC424 | family_rows=1 | sources_rows=5
[LINE 177] UID=GJ1967PC118 | family_rows=1 | sources_rows=3
[LINE 178] UID=RJ1967PC330 | family_rows=1 | sources_rows=4
[LINE 179] UID=UP1967PC354 | family_rows=1 | sources_rows=6
[LINE 180] UID=AS1967PC48 | family_rows=1 | sources_rows=1
[LINE 181] UID=BR1967PC98 | family_rows=1 | sources_rows=3
[LINE 182] UID=WB1967PC464 | family_rows=1 | sources_rows=1
[LINE 183] Existing error preserved | UID=UP1967PC415
[LINE 184] UID=UP1967PC402 | family_rows=1 | sources_rows=4
[LINE 185] UID=UP1967PC396 | family_rows=1 | sources_rows=3
[LINE 186] UID=BR1967PC100 | family_rows=1 | sources_rows=3
[LINE 187] UID=TN1967PC205 | family_rows=1 | sources_rows=3
[LINE 188] UID=BR1967PC80 | family_rows=1 | sources_rows=3
[LINE 189] UID=GJ1967PC124 | family_rows=1 | sources_rows=3
[LINE 190] UID=UP1967PC385 | family_rows=1 | sources_rows=5
[LINE 191] UID=BR1967PC59 | family_rows=1 | sources_rows=2
[LINE 192] Existing error preserved | UID=UP1967PC390
[LINE 193] UID=AP1967PC12 | family_rows=4 | sources_rows=2
[LINE 194] Existing error preserved | UID=KA1967PC270
[LINE 195] UID=MP1967PC151 | family_rows=5 | sources_rows=5
[LINE 196] UID=AP1967PC16 | family_rows=1 | sources_rows=3
[LINE 197] UID=PB1967PC321 | family_rows=1 | sources_rows=3
[LINE 198] UID=HR1967PC138 | family_rows=1 | sources_rows=4
[LINE 199] UID=MP1967PC150 | family_rows=1 | sources_rows=4
[LINE 200] UID=BR1967PC64 | family_rows=1 | sources_rows=3
[LINE 201] UID=UP1967PC412 | family_rows=1 | sources_rows=4
[LINE 202] UID=HP1967PC511 | family_rows=1 | sources_rows=4
[LINE 203] UID=UP1967PC431 | family_rows=1 | sources_rows=4
[LINE 204] UID=UP1967PC370 | family_rows=1 | sources_rows=4
[LINE 205] UID=KA1967PC286 | family_rows=1 | sources_rows=1
[LINE 206] UID=UP1967PC427 | family_rows=1 | sources_rows=5
[LINE 207] UID=MH1967PC267 | family_rows=1 | sources_rows=3
[LINE 208] UID=BR1967PC102 | family_rows=1 | sources_rows=3
[LINE 209] UID=RJ1967PC338 | family_rows=1 | sources_rows=4
[LINE 210] UID=AP1967PC24 | family_rows=1 | sources_rows=4
[LINE 211] UID=HR1967PC140 | family_rows=1 | sources_rows=4
[LINE 212] UID=WB1967PC462 | family_rows=1 | sources_rows=1
[LINE 213] UID=MP1967PC174 | family_rows=1 | sources_rows=3
[LINE 214] UID=PB1967PC322 | family_rows=1 | sources_rows=5
[LINE 215] UID=KA1967PC278 | family_rows=1 | sources_rows=3
[LINE 216] UID=WB1967PC459 | family_rows=1 | sources_rows=4
[LINE 217] UID=AP1967PC30 | family_rows=1 | sources_rows=3
[LINE 218] UID=MP1967PC179 | family_rows=1 | sources_rows=4
[LINE 219] UID=MN1967PC516 | family_rows=1 | sources_rows=3
[LINE 220] UID=MP1967PC169 | family_rows=2 | sources_rows=2
[LINE 221] UID=BR1967PC68 | family_rows=1 | sources_rows=5
[LINE 222] UID=RJ1967PC334 | family_rows=2 | sources_rows=4
[LINE 223] UID=OR1967PC300 | family_rows=1 | sources_rows=3
[LINE 224] UID=UP1967PC414 | family_rows=1 | sources_rows=4
[LINE 225] UID=MH1967PC238 | family_rows=1 | sources_rows=2
[LINE 226] UID=MH1967PC253 | family_rows=1 | sources_rows=5
[LINE 227] UID=RJ1967PC349 | family_rows=1 | sources_rows=3
[LINE 228] UID=WB1967PC439 | family_rows=1 | sources_rows=1
[LINE 229] UID=JK1967PC147 | family_rows=1 | sources_rows=3
[LINE 230] UID=GJ1967PC112 | family_rows=1 | sources_rows=3
[LINE 231] UID=BR1967PC104 | family_rows=1 | sources_rows=6
[LINE 232] UID=BR1967PC85 | family_rows=1 | sources_rows=4
[LINE 233] UID=WB1967PC444 | family_rows=1 | sources_rows=5
[LINE 234] UID=MP1967PC159 | family_rows=1 | sources_rows=3
[LINE 235] UID=UP1967PC400 | family_rows=1 | sources_rows=5
[LINE 236] UID=BR1967PC96 | family_rows=1 | sources_rows=3
[LINE 237] UID=MP1967PC183 | family_rows=1 | sources_rows=3
[LINE 238] UID=HR1967PC137 | family_rows=1 | sources_rows=4
[LINE 239] UID=RJ1967PC343 | family_rows=5 | sources_rows=6
[LINE 240] UID=UP1967PC413 | family_rows=2 | sources_rows=4
[LINE 241] UID=WB1967PC468 | family_rows=1 | sources_rows=4
[LINE 242] UID=RJ1967PC332 | family_rows=1 | sources_rows=4
[LINE 243] UID=RJ1967PC351 | family_rows=5 | sources_rows=4
[LINE 244] UID=AS1967PC53 | family_rows=1 | sources_rows=5
[LINE 245] UID=WB1967PC451 | family_rows=1 | sources_rows=3
[LINE 246] UID=PB1967PC323 | family_rows=1 | sources_rows=3
[LINE 247] UID=GJ1967PC113 | family_rows=1 | sources_rows=3
[LINE 248] UID=GJ1967PC125 | family_rows=1 | sources_rows=5
[LINE 249] UID=UP1967PC435 | family_rows=1 | sources_rows=5
[LINE 250] UID=UP1967PC382 | family_rows=1 | sources_rows=4
[LINE 251] UID=HR1967PC135 | family_rows=1 | sources_rows=5
[LINE 252] UID=AP1967PC07 | family_rows=1 | sources_rows=5
[LINE 253] UID=OR1967PC309 | family_rows=4 | sources_rows=6
[LINE 254] UID=AS1967PC52 | family_rows=1 | sources_rows=3
[LINE 255] UID=TN1967PC196 | family_rows=1 | sources_rows=5
[LINE 256] UID=KA1967PC280 | family_rows=1 | sources_rows=3
[LINE 257] UID=KA1967PC289 | family_rows=1 | sources_rows=3
[LINE 258] UID=HP1967PC512 | family_rows=1 | sources_rows=3
[LINE 259] UID=MP1967PC163 | family_rows=1 | sources_rows=3
[LINE 260] UID=UP1967PC419 | family_rows=1 | sources_rows=7
[LINE 261] UID=UP1967PC417 | family_rows=1 | sources_rows=4
[LINE 262] UID=MH1967PC265 | family_rows=3 | sources_rows=3
[LINE 263] UID=AS1967PC43 | family_rows=1 | sources_rows=4
[LINE 264] UID=AP1967PC37 | family_rows=1 | sources_rows=3
[LINE 265] UID=HR1967PC134 | family_rows=1 | sources_rows=4
[LINE 266] UID=DL1967PC506 | family_rows=1 | sources_rows=1
[LINE 267] UID=TN1967PC209 | family_rows=2 | sources_rows=2
[LINE 268] UID=KL1967PC478 | family_rows=2 | sources_rows=4
[LINE 269] UID=UP1967PC422 | family_rows=1 | sources_rows=3
[LINE 270] UID=BR1967PC78 | family_rows=1 | sources_rows=3
[LINE 271] UID=WB1967PC475 | family_rows=1 | sources_rows=3
[LINE 272] UID=AP1967PC18 | family_rows=1 | sources_rows=3
[LINE 273] UID=OR1967PC301 | family_rows=1 | sources_rows=4
[LINE 274] UID=OR1967PC314 | family_rows=1 | sources_rows=1
[LINE 275] UID=BR1967PC63 | family_rows=1 | sources_rows=4
[LINE 276] UID=BR1967PC86 | family_rows=1 | sources_rows=3
[LINE 277] UID=UP1967PC388 | family_rows=1 | sources_rows=5
[LINE 278] UID=MH1967PC240 | family_rows=1 | sources_rows=4
[LINE 279] UID=AP1967PC39 | family_rows=1 | sources_rows=3
[LINE 280] UID=MP1967PC181 | family_rows=1 | sources_rows=4
[LINE 281] UID=MP1967PC182 | family_rows=1 | sources_rows=1
[LINE 282] UID=MH1967PC261 | family_rows=1 | sources_rows=4
[LINE 283] UID=UP1967PC366 | family_rows=4 | sources_rows=6
[LINE 284] UID=BR1967PC106 | family_rows=1 | sources_rows=3
[LINE 285] UID=UP1967PC429 | family_rows=1 | sources_rows=1
[LINE 286] UID=BR1967PC76 | family_rows=1 | sources_rows=4
[LINE 287] Existing error preserved | UID=AS1967PC46
[LINE 288] UID=MH1967PC226 | family_rows=1 | sources_rows=5
[LINE 289] Existing error preserved | UID=KA1967PC277
[LINE 290] UID=MH1967PC268 | family_rows=2 | sources_rows=4
[LINE 291] UID=MH1967PC260 | family_rows=1 | sources_rows=4
[LINE 292] UID=KA1967PC272 | family_rows=1 | sources_rows=4
[LINE 293] Existing error preserved | UID=OR1967PC307
[LINE 294] Existing error preserved | UID=RJ1967PC342
[LINE 295] UID=KL1967PC490 | family_rows=1 | sources_rows=3
[LINE 296] Existing error preserved | UID=KL1967PC481
[LINE 297] UID=WB1967PC447 | family_rows=1 | sources_rows=2
[LINE 298] Existing error preserved | UID=TN1967PC197
[LINE 299] UID=TN1967PC213 | family_rows=1 | sources_rows=3
[LINE 300] UID=AP1967PC26 | family_rows=1 | sources_rows=4
[LINE 301] UID=GJ1967PC109 | family_rows=1 | sources_rows=4
[LINE 302] UID=LD1967PC515 | family_rows=1 | sources_rows=3
[LINE 303] UID=JK1967PC145 | family_rows=1 | sources_rows=3
[LINE 304] UID=AS1967PC54 | family_rows=1 | sources_rows=4
[LINE 305] UID=UP1967PC398 | family_rows=1 | sources_rows=3
[LINE 306] UID=MH1967PC251 | family_rows=1 | sources_rows=2
[LINE 307] UID=BR1967PC107 | family_rows=1 | sources_rows=1
[LINE 308] UID=UP1967PC371 | family_rows=1 | sources_rows=1
[LINE 309] UID=PB1967PC325 | family_rows=1 | sources_rows=5
[LINE 310] UID=UP1967PC399 | family_rows=1 | sources_rows=4
[LINE 311] UID=AP1967PC14 | family_rows=1 | sources_rows=5
[LINE 312] UID=BR1967PC74 | family_rows=3 | sources_rows=4
[LINE 313] UID=BR1967PC69 | family_rows=1 | sources_rows=3
[LINE 314] UID=TN1967PC185 | family_rows=1 | sources_rows=4
[LINE 315] UID=TN1967PC186 | family_rows=1 | sources_rows=4
[LINE 316] UID=TN1967PC208 | family_rows=1 | sources_rows=3
[LINE 317] UID=BR1967PC62 | family_rows=1 | sources_rows=4
[LINE 318] UID=UP1967PC391 | family_rows=1 | sources_rows=3
[LINE 319] UID=MP1967PC161 | family_rows=3 | sources_rows=3
[LINE 320] UID=HP1967PC509 | family_rows=1 | sources_rows=4
[LINE 321] UID=AP1967PC29 | family_rows=1 | sources_rows=4
[LINE 322] UID=HR1967PC139 | family_rows=1 | sources_rows=3
[LINE 323] UID=UP1967PC421 | family_rows=1 | sources_rows=3
[LINE 324] UID=WB1967PC443 | family_rows=1 | sources_rows=4
[LINE 325] UID=MH1967PC235 | family_rows=1 | sources_rows=5
[LINE 326] UID=HP1967PC514 | family_rows=1 | sources_rows=3
[LINE 327] UID=MP1967PC168 | family_rows=1 | sources_rows=3
[LINE 328] UID=MP1967PC184 | family_rows=1 | sources_rows=4
[LINE 329] UID=GJ1967PC131 | family_rows=1 | sources_rows=2
[LINE 330] UID=KA1967PC281 | family_rows=1 | sources_rows=3
[LINE 331] UID=AS1967PC49 | family_rows=1 | sources_rows=4
[LINE 332] UID=KA1967PC284 | family_rows=1 | sources_rows=4
[LINE 333] UID=KL1967PC482 | family_rows=1 | sources_rows=2
[LINE 334] UID=DD1967PC508 | family_rows=1 | sources_rows=3
[LINE 335] UID=UP1967PC426 | family_rows=1 | sources_rows=4
[LINE 336] UID=WB1967PC452 | family_rows=1 | sources_rows=1
[LINE 337] UID=KL1967PC492 | family_rows=1 | sources_rows=4
[LINE 338] UID=TN1967PC214 | family_rows=1 | sources_rows=3
[LINE 339] UID=OR1967PC297 | family_rows=1 | sources_rows=1
[LINE 340] UID=AP1967PC33 | family_rows=1 | sources_rows=3
[LINE 341] UID=UP1967PC432 | family_rows=1 | sources_rows=1
[LINE 342] UID=GJ1967PC119 | family_rows=1 | sources_rows=3
[LINE 343] UID=TN1967PC199 | family_rows=1 | sources_rows=5
[LINE 344] UID=WB1967PC467 | family_rows=2 | sources_rows=1
[LINE 345] UID=AP1967PC41 | family_rows=1 | sources_rows=1
[LINE 346] UID=UP1967PC406 | family_rows=1 | sources_rows=1
[LINE 347] UID=UP1967PC369 | family_rows=1 | sources_rows=5
[LINE 348] UID=UP1967PC372 | family_rows=1 | sources_rows=4
[LINE 349] UID=BR1967PC84 | family_rows=1 | sources_rows=3
[LINE 350] UID=UP1967PC359 | family_rows=1 | sources_rows=3
[LINE 351] UID=MP1967PC148 | family_rows=1 | sources_rows=4
[LINE 352] UID=BR1967PC57 | family_rows=1 | sources_rows=4
[LINE 353] UID=KL1967PC486 | family_rows=1 | sources_rows=3
[LINE 354] UID=WB1967PC445 | family_rows=2 | sources_rows=3
[LINE 355] UID=KL1967PC488 | family_rows=1 | sources_rows=4
[LINE 356] UID=UP1967PC434 | family_rows=2 | sources_rows=3
[LINE 357] UID=BR1967PC65 | family_rows=1 | sources_rows=3
[LINE 358] Existing error preserved | UID=KA1967PC283
[LINE 359] UID=WB1967PC448 | family_rows=2 | sources_rows=3
[LINE 360] Existing error preserved | UID=KA1967PC276
[LINE 361] UID=NL1967PC296 | family_rows=1 | sources_rows=2
[LINE 362] UID=TN1967PC215 | family_rows=1 | sources_rows=2
[LINE 363] UID=AP1967PC28 | family_rows=1 | sources_rows=3
[LINE 364] UID=RJ1967PC352 | family_rows=1 | sources_rows=5
[LINE 365] UID=TN1967PC223 | family_rows=1 | sources_rows=5
[LINE 366] Existing error preserved | UID=MH1967PC244
[LINE 367] UID=UP1967PC356 | family_rows=2 | sources_rows=3
[LINE 368] UID=BR1967PC88 | family_rows=1 | sources_rows=5
[LINE 369] UID=AP1967PC40 | family_rows=1 | sources_rows=3
[LINE 370] UID=MH1967PC250 | family_rows=1 | sources_rows=3
[LINE 371] UID=MH1967PC236 | family_rows=3 | sources_rows=6
[LINE 372] UID=AP1967PC27 | family_rows=1 | sources_rows=1
[LINE 373] UID=AP1967PC10 | family_rows=1 | sources_rows=1
[LINE 374] UID=AP1967PC17 | family_rows=1 | sources_rows=3
[LINE 375] UID=MH1967PC234 | family_rows=1 | sources_rows=3
[LINE 376] UID=BR1967PC97 | family_rows=1 | sources_rows=3
[LINE 377] UID=AP1967PC19 | family_rows=1 | sources_rows=5
[LINE 378] UID=DL1967PC500 | family_rows=1 | sources_rows=4
[LINE 379] UID=TN1967PC201 | family_rows=1 | sources_rows=3
[LINE 380] UID=AP1967PC34 | family_rows=1 | sources_rows=3
[LINE 381] UID=AS1967PC51 | family_rows=1 | sources_rows=4
[LINE 382] UID=OR1967PC308 | family_rows=1 | sources_rows=4
[LINE 383] UID=AP1967PC15 | family_rows=1 | sources_rows=5
[LINE 384] UID=MH1967PC256 | family_rows=2 | sources_rows=4
[LINE 385] UID=DL1967PC502 | family_rows=1 | sources_rows=3
[LINE 386] UID=MN1967PC517 | family_rows=1 | sources_rows=4
[LINE 387] UID=UP1967PC392 | family_rows=1 | sources_rows=3
[LINE 388] UID=BR1967PC108 | family_rows=1 | sources_rows=4
[LINE 389] UID=KL1967PC484 | family_rows=1 | sources_rows=4
[LINE 390] UID=RJ1967PC348 | family_rows=1 | sources_rows=4
[LINE 391] UID=MH1967PC258 | family_rows=1 | sources_rows=3
[LINE 392] UID=DD1967PC507 | family_rows=1 | sources_rows=3
[LINE 393] UID=MH1967PC252 | family_rows=1 | sources_rows=4
[LINE 394] UID=AP1967PC02 | family_rows=1 | sources_rows=3
[LINE 395] UID=GJ1967PC120 | family_rows=1 | sources_rows=6
[LINE 396] UID=PB1967PC327 | family_rows=5 | sources_rows=6
[LINE 397] UID=BR1967PC90 | family_rows=1 | sources_rows=5
[LINE 398] UID=AP1967PC36 | family_rows=1 | sources_rows=6
[LINE 399] UID=KL1967PC489 | family_rows=1 | sources_rows=3
[LINE 400] UID=TN1967PC211 | family_rows=1 | sources_rows=3
[LINE 401] UID=TN1967PC206 | family_rows=1 | sources_rows=4
