AC Name,AC No.,Type,District,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Atoizu,32,ST,Zunheboto,Picto,Naga Peoples Front,15555,14448,92.9 %,838,5.8%
Suruhoto,33,ST,Zunheboto,H Khehovi,Bharatiya Janta Party,14946,13161,88.1 %,8559,65.0%
Aghunato,34,ST,Zunheboto,Pukhayi,Nationalist Democratic Progressive Party,14846,11382,76.7 %,1416,12.4%
Zunheboto,35,ST,Zunheboto,K. Tokugha Sukhalu,Nationalist Democratic Progressive Party,20530,16352,79.6 %,2548,15.6%
Satakha,36,ST,Zunheboto,G. Kaito Aye,Janata Dal (United),16058,13278,82.7 %,2543,19.2%
Tyui,37,ST,Wokha,Yanthungo Patton,Bharatiya Janta Party,22384,21098,94.3 %,3092,14.7%
Wokha,38,ST,Wokha,Dr. Chumben Murry,Naga Peoples Front,30970,26040,84.1 %,8555,32.9%
Sanis,39,ST,Wokha,Mhathung Yanthan,Nationalist Democratic Progressive Party,22225,21079,94.8 %,2992,14.2%
Bhandari,40,ST,Wokha,Mmhonlumo Kikon,Bharatiya Janta Party,25749,24378,94.7 %,312,1.3%
Tizit,41,ST,Mon,P. Paiwang Konyak,Bharatiya Janta Party,18066,16903,93.6 %,2386,14.1%
Wakching,42,ST,Mon,Shri. Y.M.Yollow Konyak,Naga Peoples Front,14807,13852,93.6 %,1766,12.7%
Tapi,43,ST,Mon,Noke,Nationalist Democratic Progressive Party,11581,11213,96.8 %,1237,11.0%
Phomching,44,ST,Mon,Pohwang Konyak,Nationalist Democratic Progressive Party,16498,14545,88.2 %,632,4.3%
Tehok,45,ST,Mon,C.L John,Naga Peoples Front,11616,10683,92.0 %,4556,42.6%
Mon Town,46,ST,Mon,N. Thongwang Konyak,Naga Peoples Front,18084,16211,89.6 %,28,0.2%
Aboi,47,ST,Mon,Eshak Konyak,Naga Peoples Front,11886,11167,94.0 %,905,8.1%
Moka,48,ST,Mon,E. E. Pangteang,Naga Peoples Front,16125,15220,94.4 %,148,1.0%
Tamlu,49,ST,Longleng,B. S. Nganlang Phom,Naga Peoples Front,16411,15455,94.2 %,958,6.2%
Longleng,50,ST,Longleng,S Pangnyu Phom,Bharatiya Janta Party,24919,23607,94.7 %,1006,4.3%
Noksen,51,ST,Tuensang,C.M. Chang,Nationalist Democratic Progressive Party,11617,10029,86.3 %,576,5.7%
Longkhim Chare,52,ST,Tuensang,Muthingnyuba Sangtam,Naga Peoples Front,21015,19755,94.0 %,1848,9.4%
Tuensang Sadar-I,53,ST,Tuensang,Toyang Chang,Naga Peoples Front,21532,16915,78.6 %,3259,19.3%
Tuensang Sadar-Ii,54,ST,Tuensang,Kejong Chang,Naga Peoples Front,15040,13406,89.1 %,1799,13.4%
Tobu,55,ST,Mon,N. Bongkhao Konyak,Nationalist Democratic Progressive Party,18611,16601,89.2 %,621,3.7%
Noklak,56,ST,Tuensang,H. Haiying,Bharatiya Janta Party,15480,13865,89.6 %,5,0.0%
Thonoknyu,57,ST,Tuensang,L.Khumo Khiamniungan,National People's Party,18434,16051,87.1 %,4044,25.2%
Shamator Chessore,58,ST,Tuensang,Toshi Wungtung,Nationalist Democratic Progressive Party,17286,14914,86.3 %,307,2.1%
Seyochung Sitimi,59,ST,Kiphire,V. Kashiho Sangtam,Bharatiya Janta Party,21678,18498,85.3 %,1162,6.3%
Pungro Kiphire,60,ST,Kiphire,T. Torechu,Naga Peoples Front,28676,22293,77.7 %,473,2.1%
