#,AC Name,AC No.,Type,District,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
25,Raga,25,ST,Upper Subansiri,Tamar Murtem,Bharatiya Janta Party,15628,12920,82.7 %,21.0,0.2%
26,Dumporijo,26,ST,Upper Subansiri,Paknga Bage,Independent,11542,9711,84.1 %,1357.0,14.0%
27,Liromoba,27,ST,West Siang,Jarbom Gamlin,Indian National Congress,11610,9835,84.7 %,1304.0,13.3%
28,Likabali,28,ST,West Siang,Jomde Kena,Indian National Congress,10094,8596,85.2 %,552.0,6.4%
29,Basar,29,ST,West Siang,Gojen Gadi,Indian National Congress,16253,12766,78.5 %,1799.0,14.1%
30,Along West,30,ST,West Siang,Tumke Bagra,Bharatiya Janta Party,11891,10194,85.7 %,2586.0,25.4%
31,Along East,31,ST,West Siang,Jarkar Gamlin,Indian National Congress,12133,9900,81.6 %,932.0,9.4%
32,Rumgong,32,ST,West Siang,Tamiyo Taga,Bharatiya Janta Party,10510,9058,86.2 %,190.0,2.1%
33,Mechukha,33,ST,West Siang,Pasang Dorjee Sona,Peoples Party Of Arunachal,9194,7922,86.2 %,46.0,0.6%
34,Tuting Yingkiong,34,ST,Upper Siang,Alo Libang,Indian National Congress,11317,9381,82.9 %,364.0,3.9%
35,Pangin,35,ST,East Siang,Tapang Taloh,Indian National Congress,6923,10843,156.6 %,606.0,5.6%
36,Nari-Koyu,36,ST,East Siang,Kento Rina,Bharatiya Janta Party,12310,6171,50.1 %,389.0,6.3%
37,Pasighat West,37,ST,East Siang,Tatung Jamoh,Indian National Congress,19055,10476,55.0 %,834.0,8.0%
38,Pasighat East,38,ST,East Siang,Kaling Moyong,Bharatiya Janta Party,10068,15415,153.1 %,50.0,0.3%
39,Mebo,39,ST,East Siang,Lombo Tayeng,Indian National Congress,10118,RU,,,
40,Mariyang-Geku,40,ST,Upper Siang,Olom Panyang,Bharatiya Janta Party,12536,9126,72.8 %,9.0,0.1%
41,Anini,41,ST,Dibang Valley,Rajesh Tacho,Indian National Congress,3904,3500,89.7 %,192.0,5.5%
42,Dambuk,42,ST,Lower Dibang Valley,Gum Tayeng,Indian National Congress,11159,9950,89.2 %,1189.0,11.9%
43,Roing,43,ST,Lower Dibang Valley,Mutchu Mithi,Indian National Congress,12069,9679,80.2 %,2185.0,22.6%
44,Tezu,44,ST,Lohit,Dr. Mohesh Chai,Bharatiya Janta Party,16351,14019,85.7 %,481.0,3.4%
45,Hayuliang,45,ST,Anjaw,Kalikho Pul,Indian National Congress,15024,9361,62.3 %,5770.0,61.6%
46,Chowkham,46,ST,Lohit,Chow Tewa Mein,Indian National Congress,10648,10017,94.1 %,2894.0,28.9%
47,Namsai,47,ST,Lohit,Zingnu Namchoom,Indian National Congress,13089,16899,129.1 %,4311.0,25.5%
48,Lekang,48,ST,Lohit,Chowna Mein,Indian National Congress,20502,13351,65.1 %,1179.0,8.8%
49,Bordumsa - Diyum,49,GEN,Changlang,Nikh Kamin,Peoples Party Of Arunachal,15115,12768,84.5 %,1328.0,10.4%
50,Miao,50,ST,Changlang,Kamlung Mosang,Indian National Congress,17747,14004,78.9 %,3824.0,27.3%
51,Nampong,51,ST,Changlang,Laisam Simai,Bharatiya Janta Party,8244,7126,86.4 %,203.0,2.8%
52,Changlang South,52,ST,Changlang,Phosum Khimhum,Indian National Congress,4874,4568,93.7 %,1994.0,43.7%
53,Changlang North,53,ST,Changlang,Tesam Pongte,Bharatiya Janta Party,9064,7444,82.1 %,1037.0,13.9%
54,Namsang,54,ST,Tirap,Wangki Lowang,Indian National Congress,9372,6882,73.4 %,916.0,13.3%
55,Khonsa East,55,ST,Tirap,Wanglam Sawin,Peoples Party Of Arunachal,10212,7478,73.2 %,877.0,11.7%
56,Khonsa West,56,ST,Tirap,Tirong Aboh,Peoples Party Of Arunachal,9387,8644,92.1 %,1908.0,22.1%
57,Borduria Bogapani,57,ST,Tirap,Wanglin Lowangdong,Indian National Congress,7069,6336,89.6 %,314.0,5.0%
58,Kanubari,58,ST,Tirap,Newlai Tingkhatra,Indian National Congress,10406,9582,92.1 %,49.0,0.5%
59,Longding Pumao,59,ST,Tirap,Thangwang Wangham,Indian National Congress,10035,9028,90.0 %,375.0,4.2%
60,Pongchao Wakka,60,ST,Tirap,Honchun Ngandam,Indian National Congress,13981,12422,88.8 %,2038.0,16.4%
