AC Name,AC No.,Type,District,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Akuluto,31,ST,Zunheboto,Khekaho,Indian National Congress,10689,10157,95.0 %,1983,19.5%
Atoizu,32,ST,Zunheboto,Picto,Independent,15997,15420,96.4 %,3284,21.3%
Suruhoto,33,ST,Zunheboto,Shetoyi,Naga Peoples Front,14213,13499,95.0 %,405,3.0%
Aghunato,34,ST,Zunheboto,Pukhayi,Naga Peoples Front,14710,13043,88.7 %,761,5.8%
Zunheboto,35,ST,Zunheboto,S. Hukavi Zhimomi,Indian National Congress,21421,18825,87.9 %,277,1.5%
Satakha,36,ST,Zunheboto,G. Kaito,Naga Peoples Front,15797,14578,92.3 %,7168,49.2%
Tyui,37,ST,Wokha,Y.Patton,Naga Peoples Front,20944,20182,96.4 %,5540,27.5%
Wokha,38,ST,Wokha,Dr. T.M. Lotha,Nationalist Congress Party,33962,32122,94.6 %,1482,4.6%
Sanis,39,ST,Wokha,N.Thomas Lotha,Independent,22104,21694,98.1 %,1570,7.2%
Bhandari,40,ST,Wokha,Mmhonlumo,Nationalist Congress Party,25044,24498,97.8 %,254,1.0%
Tizit,41,ST,Mon,P. Paiwang Konyak,Bharatiya Janta Party,18432,16875,91.6 %,3076,18.2%
Wakching,42,ST,Mon,Y.M. Yolow,Independent,19149,18279,95.5 %,1783,9.8%
Tapi,43,ST,Mon,Noke,Naga Peoples Front,14685,13087,89.1 %,2609,19.9%
Phomching,44,ST,Mon,Pohwang,Naga Peoples Front,19395,18793,96.9 %,2437,13.0%
Tehok,45,ST,Mon,C.L. John,Naga Peoples Front,15435,14124,91.5 %,7891,55.9%
Mon Town,46,ST,Mon,N. Thongwang,Naga Peoples Front,19811,18416,93.0 %,274,1.5%
Aboi,47,ST,Mon,Eshak Konyak,Indian National Congress,11214,10612,94.6 %,693,6.5%
Moka,48,ST,Mon,E.E. Pangteang,Naga Peoples Front,17062,16473,96.5 %,5281,32.1%
Tamlu,49,ST,Longleng,B.S Nganlang,Janata Dal (United),14455,13774,95.3 %,1878,13.6%
Longleng,50,ST,Longleng,S. Pangnyu,Naga Peoples Front,22855,22195,97.1 %,4235,19.1%
Noksen,51,ST,Tuensang,C.M. Chang,Naga Peoples Front,12074,11371,94.2 %,1092,9.6%
Longkhim Chare,52,ST,Tuensang,A.Imtilemba Sangtam,Nationalist Congress Party,20225,19978,98.8 %,1459,7.3%
Tuensang Sadar-I,53,ST,Tuensang,Shri Toyang Changkong Chang,Independent,22049,16796,76.2 %,2272,13.5%
Tuensang Sadar-Ii,54,ST,Tuensang,Kejong Chang,Naga Peoples Front,19463,17849,91.7 %,569,3.2%
Tobu,55,ST,Mon,Naiba,Naga Peoples Front,18500,17999,97.3 %,2247,12.5%
Noklak,56,ST,Tuensang,P.Longon,Naga Peoples Front,15375,15031,97.8 %,3305,22.0%
Thonoknyu,57,ST,Tuensang,L.Khumo Khiamniungan,Nationalist Congress Party,18283,17834,97.5 %,1307,7.3%
Shamator Chessore,58,ST,Tuensang,R. Tohanba,Naga Peoples Front,17582,15274,86.9 %,2914,19.1%
Seyochung Sitimi,59,ST,Kiphire,Shri. C. Kipili Sangtam,Naga Peoples Front,22132,21696,98.0 %,3399,15.7%
Pungro Kiphire,60,ST,Kiphire,Torechu,Naga Peoples Front,29812,27739,93.0 %,4545,16.4%
