#,AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
52,Dispur,52,GEN,Atul Bora,Independent,101728,77066,75.8 %,27849,36.1%
53,Gauhati East,53,GEN,Biraj Kumar Sarma,Independent,118795,81182,68.3 %,18901,23.3%
54,Gauhati West,54,GEN,Ramendra Narayan Kalita,Independent,95483,74710,78.2 %,27979,37.5%
55,Hajo,55,GEN,Kamakhya Charan Choudhury,Independent,83659,72786,87.0 %,31270,43.0%
56,Kamalpur,56,GEN,Mayidul Islam Bora,Independent,82399,67953,82.5 %,43574,64.1%
57,Rangiya,57,GEN,Thaneswar Boro,Independent,78694,67616,85.9 %,9897,14.6%
58,Tamulpur,58,GEN,Bhaben Narji,Independent,84750,70271,82.9 %,7112,10.1%
59,Nalbari,59,GEN,Nagen Sarma,Independent,88269,74471,84.4 %,47801,64.2%
60,Barkhetry,60,GEN,Pulakesh Barua,Independent,82377,73051,88.7 %,24377,33.4%
61,Dharmapur,61,GEN,Chandra Mohan Patowari,Independent,78768,62836,79.8 %,35287,56.2%
62,Barama,62,ST,Rekha Rani Das Boro,Independent,80655,68801,85.3 %,15029,21.8%
63,Chapaguri,63,ST,Suren Swargiary,Independent,78405,68086,86.8 %,6598,9.7%
64,Panery,64,GEN,Durga Das Boro,Independent,66880,54201,81.0 %,2717,5.0%
65,Kalaigaon,65,GEN,Mohendra Mohan Rai Choudhury,Independent,75282,58742,78.0 %,6893,11.7%
66,Sipajhar,66,GEN,Zoli Nath Sarma,Independent,82584,68179,82.6 %,38416,56.3%
67,Mangaldoi,67,SC,Nilamoni Das,Independent,87697,76757,87.5 %,5088,6.6%
68,Dalgaon,68,GEN,Abdul Jabbar,Independent,82375,64176,77.9 %,23065,35.9%
69,Udalguri,69,ST,Binal Khungur Basumatari,Independent,81076,61655,76.0 %,5136,8.3%
70,Majbat,70,GEN,Silviub Condpan,Indian National Congress,61733,52524,85.1 %,10391,19.8%
71,Dhekiajuli,71,GEN,Hiranya Bora,Indian National Congress,71020,57369,80.8 %,3506,6.1%
72,Barchalla,72,GEN,Prafulla Goswami,Independent,69989,60160,86.0 %,12584,20.9%
73,Tezpur,73,GEN,Brindabon Goswami,Independent,72514,59610,82.2 %,20120,33.8%
74,Rangapara,74,GEN,Golok Rajbanshi,Indian National Congress,74419,55905,75.1 %,7407,13.2%
75,Sootea,75,GEN,Robin Saikia,Independent,81790,66265,81.0 %,3333,5.0%
76,Biswanath,76,GEN,Padmanath Koiri,Independent,73781,58326,79.1 %,8709,14.9%
77,Behali,77,GEN,Swarup Upadhyaya,Indian National Congress,59033,45760,77.5 %,10157,22.2%
78,Gohpur,78,GEN,Ganesh Kutum,Independent,97450,77455,79.5 %,11622,15.0%
79,Jagiroad,79,SC,Moti Das,Independent,78585,68887,87.7 %,15165,22.0%
80,Marigaon,80,GEN,Harendra Bora,Independent,85395,69519,81.4 %,23699,34.1%
81,Laharighat,81,GEN,Abdul Jalil,Indian Congress (SOCIALIST),76153,66387,87.2 %,2207,3.3%
82,Raha,82,SC,Umesh Chandra Das,Independent,85482,70433,82.4 %,18185,25.8%
83,Dhing,83,GEN,Shahidul Islam,Independent,79329,64348,81.1 %,26473,41.1%
84,Batadroba,84,GEN,Digen Chandra Borah,Independent,86424,67782,78.4 %,10279,15.2%
85,Rupohihat,85,GEN,Rashidul Haque,Independent,82376,67713,82.2 %,6210,9.2%
86,Nowgong,86,GEN,Prafulla Kumar Mahanta,Independent,86411,68592,79.4 %,14370,20.9%
87,Barhampur,87,GEN,Girindra Kumar Baruah,Independent,89081,69858,78.4 %,31878,45.6%
88,Samaguri,88,GEN,Abul Hussain Sarkar,Independent,65423,55045,84.1 %,9940,18.1%
89,Kaliabor,89,GEN,Prafulla Kumar Mahanta,Independent,60003,48241,80.4 %,3370,7.0%
90,Jamunamukh,90,GEN,Abdul Jalil Ragibi,Independent,85471,67087,78.5 %,34592,51.6%
91,Hojai,91,GEN,Santi Ranjan Das Gupta,Independent,85749,70710,82.5 %,5760,8.1%
92,Lumding,92,GEN,Ardhendu Kumar Dey,Independent,84623,66380,78.4 %,4366,6.6%
93,Bokakhat,93,GEN,Balobhadra Tamuly,Independent,69065,52133,75.5 %,4566,8.8%
94,Sarupathar,94,GEN,Binod Guwala,Independent,111220,81091,72.9 %,8570,10.6%
95,Golaghat,95,GEN,Debeswar Bora,Independent,92628,66889,72.2 %,8814,13.2%
96,Khumtai,96,GEN,Prabin Kumar Gogoi,Independent,69036,53882,78.0 %,15740,29.2%
97,Dergaon,97,SC,Bhabendra Nath,Independent,76811,58635,76.3 %,22454,38.3%
98,Jorhat,98,GEN,Abhijit Sarmah,Independent,89611,65218,72.8 %,27691,42.5%
99,Majuli,99,ST,Padmeswar Deley,Independent,67370,55133,81.8 %,20789,37.7%
100,Titabar,100,GEN,Deba Kumar Bora,Independent,75052,52656,70.2 %,9962,18.9%
101,Mariani,101,GEN,Naren Tanti,Independent,64742,44968,69.5 %,10003,22.2%
102,Teok,102,GEN,Lalit Chandra Rajkhowa,Independent,66301,50523,76.2 %,26210,51.9%
103,Amguri,103,GEN,Prodip Hazarika,Independent,66372,47597,71.7 %,22960,48.2%
104,Nazira,104,GEN,Hiteswar Saikia,Indian National Congress,67340,48133,71.5 %,8271,17.2%
105,Mahmara,105,GEN,Chandra Arandhara,Independent,72075,51064,70.8 %,12506,24.5%
106,Sonari,106,GEN,Bhadreswar Bura Gohain,Independent,87249,62501,71.6 %,265,0.4%
107,Thowra,107,GEN,Barki Prasad Telenga,Independent,61561,44262,71.9 %,6508,14.7%
108,Sibsagar,108,GEN,Prodip Gogoi,Independent,76850,58085,75.6 %,18331,31.6%
109,Bihpuria,109,GEN,Kesharam Bora,Independent,72361,58420,80.7 %,24691,42.3%
110,Naoboicha,110,GEN,Jagot Hazarika,Independent,77385,64012,82.7 %,4078,6.4%
111,Lakhimpur,111,GEN,Utpal Dutta,Independent,72028,53781,74.7 %,17676,32.9%
112,Dhakuakhana,112,ST,Bharat Chandra Narah,Independent,89119,64463,72.3 %,17598,27.3%
113,Dhemaji,113,ST,Dilip Kumar Saikia,Independent,99254,74332,74.9 %,29283,39.4%
114,Jonai,114,ST,Phani Ram Tayeng,Independent,97040,68557,70.6 %,10847,15.8%
115,Moran,115,GEN,Kiron Kumar Gogoi,Independent,70540,49514,70.2 %,11373,23.0%
116,Dibrugarh,116,GEN,Keshab Gogoi,Indian National Congress,78575,56533,71.9 %,4055,7.2%
117,Lahowal,117,GEN,Dipen Tanti,Independent,70935,48007,67.7 %,4271,8.9%
118,Duliajan,118,GEN,Amiya Gogoi,Indian National Congress,80557,51887,64.4 %,676,1.3%
119,Tingkhong,119,GEN,Atul Chandra Koch,Independent,75271,52435,69.7 %,5155,9.8%
120,Naharkatia,120,GEN,Kusumbar Tairai ( Gogoi ),Independent,76160,57689,75.7 %,5831,10.1%
121,Chabua,121,GEN,Bhuban Barua,Independent,81220,54153,66.7 %,662,1.2%
122,Tinsukia,122,GEN,Shio Shambhu Ojha,Indian National Congress,76598,53137,69.4 %,8184,15.4%
123,Digboi,123,GEN,Rameswar Dhanowar,Indian National Congress,70569,51115,72.4 %,15108,29.6%
124,Margherita,124,GEN,Kul Bahadur Chetry,Indian National Congress,86800,60405,69.6 %,5314,8.8%
125,Doom Dooma,125,GEN,Dileswar Tanti,Indian National Congress,76288,48271,63.3 %,11797,24.4%
126,Sadiya,126,GEN,Jyotsna Sonowal,Independent,74020,52326,70.7 %,8718,16.7%
