#,AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
25,Barauli,25,GEN,Ram Pravesh Rai,Bharatiya Janta Party,198827,97449,49.0 %,1154,1.2%
26,Baikunthpur,26,GEN,Deo Dutt Prasad,Rashtriya Janata Dal,220582,104536,47.4 %,6657,6.4%
27,Basantpur,27,GEN,Manikchand Rai,Rashtriya Janata Dal,202939,100170,49.4 %,14785,14.8%
28,Goreakothi,28,GEN,Indradeo Prasad,Rashtriya Janata Dal,179367,88683,49.4 %,4019,4.5%
29,Siwan,29,GEN,Byasdeo Prasad,Bharatiya Janta Party,205998,99574,48.3 %,3169,3.2%
30,Mairwa,30,SC,Ramayan Manjhi,Bharatiya Janta Party,180370,88041,48.8 %,380,0.4%
31,Darauli,31,GEN,Amar Nath Yadav,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),191204,93165,48.7 %,4008,4.3%
32,Ziradei,32,GEN,Shyam Bahadur Singh,Janata Dal (United),171051,85706,50.1 %,14380,16.8%
33,Maharajganj,33,GEN,Damodar Singh,Janata Dal (United),179414,86601,48.3 %,12966,15.0%
34,Raghunathpur,34,GEN,Jagmato Devi,Janata Dal (United),198043,94387,47.7 %,20857,22.1%
35,Manjhi,35,GEN,Gautam Singh,Janata Dal (United),193201,89734,46.4 %,1380,1.5%
36,Baniapur,36,GEN,Manoranjan Singh,Janata Dal (United),184247,82733,44.9 %,2653,3.2%
37,Masrakh,37,GEN,Kedar Nath Singh,Janata Dal (United),186273,89300,47.9 %,2122,2.4%
38,Taraiya,38,GEN,Ram Das Roy,Rashtriya Janata Dal,185883,83562,45.0 %,6813,8.2%
39,Marhaura,39,GEN,Lal Babu Ray,Independent,181745,84553,46.5 %,22499,26.6%
40,Jalalpur,40,GEN,Janardan Singh Sigriwal,Bharatiya Janta Party,214184,93489,43.6 %,11686,12.5%
41,Chapra,41,GEN,Ram Pravesh Ray,Janata Dal (United),225881,101561,45.0 %,3628,3.6%
42,Garkha,42,SC,Gyan Chand Manjhi,Bharatiya Janta Party,182834,82771,45.3 %,1817,2.2%
43,Parsa,43,GEN,Chhote Lal Rai,Janata Dal (United),203759,85974,42.2 %,10373,12.1%
44,Sonepur,44,GEN,Ramanuj Prasad,Rashtriya Janata Dal,205012,98391,48.0 %,1113,1.1%
45,Hajipur,45,GEN,Nityanand Roy,Bharatiya Janta Party,231700,109065,47.1 %,15258,14.0%
46,Raghopur,46,GEN,Rabri Devi,Rashtriya Janata Dal,215001,84822,39.5 %,5290,6.2%
47,Mahnar,47,GEN,Rama Kishore Singh,Lok Jan Shakti Party,196887,93672,47.6 %,4674,5.0%
48,Jandaha,48,GEN,Dr. Achyutanand,Lok Jan Shakti Party,211864,97654,46.1 %,3766,3.9%
49,Patepur,49,SC,Prema Choudhary,Rashtriya Janata Dal,195714,89481,45.7 %,3516,3.9%
50,Mahua,50,SC,Shiv Chand Ram,Rashtriya Janata Dal,186619,92812,49.7 %,7015,7.6%
51,Lalganj,51,GEN,Vijay Kumar Shukla,Janata Dal (United),196722,93521,47.5 %,3810,4.1%
52,Vaishali,52,GEN,Brishin Patel,Janata Dal (United),200725,94429,47.0 %,2495,2.6%
53,Paru,53,GEN,Ashok Kumar Singh,Bharatiya Janta Party,204070,102092,50.0 %,3080,3.0%
54,Sahebganj,54,GEN,Raju Kumar Singh,Janata Dal (United),192800,101756,52.8 %,5268,5.2%
55,Baruraj,55,GEN,Shashi Kumar Ray,Janata Dal (United),201168,97323,48.4 %,2974,3.1%
56,Kanti,56,GEN,Ajit Kumar,Janata Dal (United),188846,98620,52.2 %,10203,10.3%
57,Kurhani,57,GEN,Manoj Kumar Singh,Janata Dal (United),198326,104791,52.8 %,8390,8.0%
58,Sakra,58,SC,Bilat Paswan,Janata Dal (United),181797,93635,51.5 %,72,0.1%
59,Muzaffarpur,59,GEN,Vijendra Choudhary,Independent,273876,115663,42.2 %,24838,21.5%
60,Bochaha,60,SC,Ramai Ram,Rashtriya Janata Dal,216580,111358,51.4 %,5780,5.2%
61,Gaighatti,61,GEN,Maheshwar Prasad Yadav,Rashtriya Janata Dal,188769,86280,45.7 %,3313,3.8%
62,Aurai,62,GEN,Arjun Ray,Janata Dal (United),180255,82082,45.5 %,31370,38.2%
63,Minapur,63,GEN,Dinesh Prasad,Janata Dal (United),194381,96598,49.7 %,11504,11.9%
64,Runisaidpur,64,GEN,Gudi Devi,Janata Dal (United),214798,103504,48.2 %,14536,14.0%
65,Belsand,65,GEN,Sanjay Kumar Gupta,Rashtriya Janata Dal,181159,84280,46.5 %,1383,1.6%
66,Sheohar,66,GEN,Ajit Kumar Jha,Rashtriya Janata Dal,210776,95507,45.3 %,205,0.2%
67,Sitamarhi,67,GEN,"Sunil Kumar Alias ""pintu""",Bharatiya Janta Party,239622,110668,46.2 %,21253,19.2%
68,Bathnaha,68,GEN,Nagina Devi,Lok Jan Shakti Party,214907,106368,49.5 %,9438,8.9%
69,Majorganj,69,SC,Dinkar Ram,Bharatiya Janta Party,187871,85267,45.4 %,19470,22.8%
70,Sonbarsa,70,GEN,Dr. Ram Chandra Purvey,Rashtriya Janata Dal,203783,99091,48.6 %,12306,12.4%
71,Sursand,71,GEN,Jai Nandan Prasad Yadav,Rashtriya Janata Dal,201324,94771,47.1 %,494,0.5%
72,Pupri,72,GEN,Shahid Ali Khan,Janata Dal (United),218345,96660,44.3 %,6662,6.9%
73,Benipatti,73,GEN,Shaligram Yadav,Janata Dal (United),212369,91391,43.0 %,7378,8.1%
74,Bisfi,74,GEN,Hari Bhushan Thakur,Independent,209576,82525,39.4 %,6805,8.2%
75,Harlakhi,75,GEN,Ram Naresh Pandey,Communist Party Of India,202464,102017,50.4 %,2863,2.8%
76,Khajauli,76,SC,Ram Prit Paswan,Bharatiya Janta Party,199554,91482,45.8 %,8140,8.9%
77,Babubarhi,77,GEN,Kapil Deb Kamat,Janata Dal (United),186825,92458,49.5 %,2082,2.3%
78,Madhubani,78,GEN,Ram Deo Mahto,Bharatiya Janta Party,226124,101029,44.7 %,11952,11.8%
79,Pandaul,79,GEN,Vinod Narayan Jha,Bharatiya Janta Party,210582,88065,41.8 %,3311,3.8%
80,Jhanjharpur,80,GEN,Nitish Mishra,Janata Dal (United),199558,87331,43.8 %,16660,19.1%
81,Phulparas,81,GEN,Deo Nath Yadav,Samajwadi Party,190928,83998,44.0 %,4978,5.9%
82,Laukaha,82,GEN,Hari Prasad Sah,Janata Dal (United),182423,85440,46.8 %,8747,10.2%
83,Madhepur,83,GEN,Jagat Narayan Singh,Rashtriya Janata Dal,216636,88332,40.8 %,6779,7.7%
84,Manigachhi,84,GEN,Lalit Kumar Yadav,Rashtriya Janata Dal,194680,86702,44.5 %,1928,2.2%
85,Bahera,85,GEN,Abdul Bari Siddiqui,Rashtriya Janata Dal,196358,86936,44.3 %,7814,9.0%
86,Ghanshyampur,86,GEN,Izhar Ahmad,Lok Jan Shakti Party,232083,101950,43.9 %,4853,4.8%
87,Baheri,87,GEN,Hare Krishna Yadav,Rashtriya Janata Dal,224526,94035,41.9 %,6955,7.4%
88,Darbhanga Rural,88,SC,Pitamber Paswan,Rashtriya Janata Dal,193451,84423,43.6 %,10394,12.3%
89,Darbhanga,89,GEN,Sanjay Saraogi,Bharatiya Janta Party,209630,99154,47.3 %,24983,25.2%
90,Keoti,90,GEN,Ashok Kumar Yadav,Bharatiya Janta Party,231807,96210,41.5 %,6652,6.9%
91,Jale,91,GEN,Ram Niwas Pd.,Rashtriya Janata Dal,215674,87811,40.7 %,204,0.2%
92,Hayaghat,92,GEN,Harinandan Yadav,Rashtriya Janata Dal,184696,84170,45.6 %,1924,2.3%
93,Kalyanpur,93,GEN,Ashwamedh Devi,Janata Dal (United),215557,103358,47.9 %,5927,5.7%
94,Warisnagar,94,SC,Maheshwar Hazari,Lok Jan Shakti Party,191056,91396,47.8 %,3679,4.0%
95,Samastipur,95,GEN,Ramnath Thakur,Janata Dal (United),238529,107947,45.3 %,13182,12.2%
96,Sarairanjan,96,GEN,Ramchandra Singh Nishad,Rashtriya Janata Dal,236874,107476,45.4 %,9270,8.6%
97,Mohiuddin Nagar,97,GEN,Ajai Kumar Bulganin,Rashtriya Janata Dal,235181,102364,43.5 %,6071,5.9%
98,Dalsinghsarai,98,GEN,Ram Lakhan Mahto,Rashtriya Janata Dal,230174,115322,50.1 %,2572,2.2%
99,Bibhutpur,99,GEN,Ram Deo Verma,Communist Party Of India (MARXIST),238682,125095,52.4 %,12751,10.2%
100,Rosera,100,GEN,Gajendra Prasad Singh,Rashtriya Janata Dal,194651,97890,50.3 %,3132,3.2%
101,Singhia,101,SC,Dr. Ashok Kumar,Indian National Congress,215541,85076,39.5 %,11441,13.4%
102,Hasanpur,102,GEN,Sunil Kumar Pushpam,Rashtriya Janata Dal,184600,85216,46.2 %,7438,8.7%
103,Balia,103,GEN,Jamshed Asraf,Janata Dal (United),190714,92613,48.6 %,17995,19.4%
104,Matihani,104,GEN,Narendar Kumar Singh,Independent,191557,100291,52.4 %,22388,22.3%
105,Begusarai,105,GEN,Bhola Singh,Bharatiya Janta Party,228771,109670,47.9 %,12035,11.0%
106,Barauni,106,GEN,Rajendra Prasad Singh,Communist Party Of India,219751,96344,43.8 %,4957,5.1%
107,Bachwara,107,GEN,Ramdeo Rai,Indian National Congress,194151,102280,52.7 %,3018,3.0%
108,Cheria Bariarpur,108,GEN,Anil Chaudhary,Lok Jan Shakti Party,186642,95945,51.4 %,533,0.6%
109,Bakhri,109,SC,Ram Binod Paswan,Communist Party Of India,184261,90407,49.1 %,13767,15.2%
110,Raghopur,110,GEN,"Niraj Kumar Singh ""bablu""",Janata Dal (United),218426,116333,53.3 %,19388,16.7%
111,Kishunpur,111,GEN,Aniruddha Prasad Yadav,Janata Dal (United),195677,92555,47.3 %,25561,27.6%
112,Supaul,112,GEN,Bijendra Prasad Yadav,Janata Dal (United),219110,102495,46.8 %,12235,11.9%
113,Tribeniganj,113,GEN,Vishwa Mohan Kumar,Janata Dal (United),181722,87077,47.9 %,7430,8.5%
114,Chhatapur,114,SC,Vishwa Mohan Bharti,Janata Dal (United),180636,83111,46.0 %,11935,14.4%
115,Kumarkhand,115,SC,Ramesh Rishidev,Janata Dal (United),187727,71471,38.1 %,1978,2.8%
116,Singheshwar,116,GEN,Rameshwar Prasad Yadav,Janata Dal (United),204124,81894,40.1 %,931,1.1%
117,Saharsa,117,GEN,Sajeev Kumar Jha,Bharatiya Janta Party,248520,104336,42.0 %,6159,5.9%
118,Mahishi,118,GEN,Gunjeshwar Sah,Janata Dal (United),227251,84072,37.0 %,6883,8.2%
119,Simri-Bakhtiarpur,119,GEN,Dinesh Chandra Yadav,Janata Dal (United),206867,93990,45.4 %,8062,8.6%
120,Madhepura,120,GEN,Manindra Kumar Mandal,Janata Dal (United),224707,88790,39.5 %,7872,8.9%
121,Sonbarsa,121,GEN,Kishore Kumar,Independent,219861,99457,45.2 %,16161,16.2%
122,Kishanganj,122,GEN,Renu Kumari,Janata Dal (United),177504,81787,46.1 %,21548,26.3%
123,Alamnagar,123,GEN,Narendra Nr. Yadav,Janata Dal (United),192788,86876,45.1 %,10087,11.6%
124,Rupauli,124,GEN,Bima Bharti,Rashtriya Janata Dal,177508,88272,49.7 %,1991,2.3%
125,Dhamdaha,125,GEN,Dilip Kumar Yadav,Rashtriya Janata Dal,201623,99390,49.3 %,3597,3.6%
126,Banmankhi,126,SC,Krishna Kumar Rishi,Bharatiya Janta Party,195997,81591,41.6 %,8820,10.8%
127,Raniganj,127,SC,Ramji Das Rishidev,Bharatiya Janta Party,223656,107280,48.0 %,4106,3.8%
128,Narpatganj,128,GEN,Janardan Yadav,Bharatiya Janta Party,222407,116930,52.6 %,4207,3.6%
129,Forbesganj,129,GEN,Laxmi Narayan Mehta,Bharatiya Janta Party,231039,128594,55.7 %,6061,4.7%
130,Araria,130,GEN,Pradeep Kumar Singh,Bharatiya Janta Party,209544,110331,52.7 %,3151,2.9%
131,Sikti,131,GEN,Murli Dhar Mandal,Janata Dal (United),250314,136284,54.4 %,21824,16.0%
132,Jokihat,132,GEN,Manzar Alam,Janata Dal (United),202555,105089,51.9 %,2526,2.4%
133,Bahadurganj,133,GEN,Md. Tousif Alam,Indian National Congress,201468,94572,46.9 %,43021,45.5%
134,Thakurganj,134,GEN,Gopal Kumar Agarwal,Samajwadi Party,231237,130275,56.3 %,6109,4.7%
135,Kishanganj,135,GEN,Akhatarul Iman,Rashtriya Janata Dal,233390,120867,51.8 %,8454,7.0%
136,Amour,136,GEN,Abdul Jalil Mastan,Indian National Congress,199905,85705,42.9 %,14618,17.1%
137,Baisi,137,GEN,Syed Ruknudin,Independent,179740,94247,52.4 %,4111,4.4%
138,Kasba,138,GEN,Pradip Kumar Das,Bharatiya Janta Party,227263,126822,55.8 %,6009,4.7%
139,Purnea,139,GEN,Raj Kishore Keshri,Bharatiya Janta Party,230411,118804,51.6 %,16579,14.0%
140,Korha,140,SC,Sunita Devi,Indian National Congress,192974,108471,56.2 %,12149,11.2%
141,Barari,141,GEN,Bibhash Chandra. Chaudhary,Bharatiya Janta Party,178836,104698,58.5 %,3163,3.0%
142,Katihar,142,GEN,Tar Kishor Prasad,Bharatiya Janta Party,234237,118602,50.6 %,116,0.1%
143,Kadwa,143,GEN,Abdul Jalil,Nationalist Congress Party,199514,111833,56.1 %,12536,11.2%
144,Barsoi,144,GEN,Munnaf Alam,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),215430,119617,55.5 %,1837,1.5%
145,Pranpur,145,GEN,Mahendra Narayan Yadav,Rashtriya Janata Dal,180380,101068,56.0 %,4386,4.3%
146,Manihari,146,GEN,Mubarak Hussain,Indian National Congress,159771,84547,52.9 %,1284,1.5%
147,Pirpainti,147,GEN,Shobha Kant Mandal,Rashtriya Janata Dal,224972,114909,51.1 %,1455,1.3%
148,Colgong,148,GEN,Ajay Kumar Mandal,Janata Dal (United),245125,122949,50.2 %,13572,11.0%
149,Nathnagar,149,GEN,Sudha Shrivastav,Janata Dal (United),247276,114485,46.3 %,4435,3.9%
150,Bhagalpur,150,GEN,Ashwini Kumar Choubey,Bharatiya Janta Party,262277,92388,35.2 %,21777,23.6%
151,Gopalpur,151,GEN,Narendra Kr. Niraj,Janata Dal (United),211342,95881,45.4 %,15012,15.7%
152,Bihpur,152,GEN,Shailesh Kumar Alias Bulo Mandal,Rashtriya Janata Dal,180850,80077,44.3 %,442,0.6%
153,Sultanganj,153,SC,Sudhanshu Shekhar Bhaskar,Janata Dal (United),249110,103251,41.4 %,11696,11.3%
154,Amarpur,154,GEN,Surendra Prasad Singh,Rashtriya Janata Dal,217598,88385,40.6 %,2401,2.7%
155,Dhuraiya,155,SC,Bhudeo Choudhary,Janata Dal (United),211592,102095,48.3 %,18230,17.9%
156,Banka,156,GEN,Ram Narayan Mandal,Bharatiya Janta Party,200897,94808,47.2 %,9270,9.8%
157,Belhar,157,GEN,Janardan Manjhi,Janata Dal (United),184840,81203,43.9 %,5828,7.2%
158,Katoria,158,GEN,Raj Kishor Prasad Urf Pappu Yadav,Rashtriya Janata Dal,212654,106534,50.1 %,80,0.1%
159,Chakai,159,GEN,Phalguni Prasad Yadav,Bharatiya Janta Party,213570,93055,43.6 %,5683,6.1%
160,Jhajha,160,GEN,Damodar Rawat,Janata Dal (United),188420,84624,44.9 %,12344,14.6%
161,Tarapur,161,GEN,Shakuni Chaudhury,Rashtriya Janata Dal,185433,79329,42.8 %,611,0.8%
162,Kharagpur,162,GEN,Anant Kumar Satyarthi,Janata Dal (United),221829,94116,42.4 %,12600,13.4%
163,Parbatta,163,GEN,Ramanand Prasad Singh,Janata Dal (United),205136,103437,50.4 %,4145,4.0%
164,Chautham,164,GEN,Panna Lal Singh 'patel',Janata Dal (United),204018,98247,48.2 %,1022,1.0%
165,Khagaria,165,GEN,Poonam Devi (YADAV),Janata Dal (United),211996,98055,46.3 %,11054,11.3%
166,Alauli,166,SC,Pashupati Kumar Paras,Lok Jan Shakti Party,192525,87423,45.4 %,8577,9.8%
167,Monghyr,167,GEN,Monazir Hassan,Janata Dal (United),225155,92454,41.1 %,37918,41.0%
168,Jamalpur,168,GEN,Shailesh Kumar,Janata Dal (United),209145,90656,43.3 %,32706,36.1%
169,Surajgarha,169,GEN,Prem Ranjan Patel,Bharatiya Janta Party,231615,101876,44.0 %,2464,2.4%
170,Jamui,170,GEN,Abhay Singh,Janata Dal (United),242872,105054,43.3 %,9090,8.7%
171,Sikandra,171,SC,Rameshwar Paswan,Janata Dal (United),227736,78239,34.4 %,15365,19.6%
172,Lakhisarai,172,GEN,Phulena Singh,Rashtriya Janata Dal,248298,102923,41.5 %,80,0.1%
173,Sheikhpura,173,GEN,Sunila Devi,Indian National Congress,221152,81912,37.0 %,12448,15.2%
174,Barbigha,174,SC,Ramsundar Ram Kanaujia,Janata Dal (United),195552,70649,36.1 %,9673,13.7%
175,Asthawan,175,GEN,Jitendra Kumar,Janata Dal (United),196594,72858,37.1 %,15486,21.3%
176,Bihar,176,GEN,Dr. Sunil Kumar,Janata Dal (United),272463,114302,42.0 %,23407,20.5%
177,Rajgir,177,SC,Satyadeo Narain Arya,Bharatiya Janta Party,193051,63264,32.8 %,26016,41.1%
178,Nalanda,178,GEN,Shrawon Kumar,Janata Dal (United),189081,80979,42.8 %,4050,5.0%
179,Islampur,179,GEN,Ramswaroop Prasad,Janata Dal (United),218651,90704,41.5 %,19098,21.1%
180,Hilsa,180,GEN,Ramcharitra Prasad Singh,Janata Dal (United),208624,86717,41.6 %,12260,14.1%
181,Chandi,181,GEN,Hari Narayan Singh,Janata Dal (United),165152,71468,43.3 %,24256,33.9%
182,Harnaut,182,GEN,Sunil Kumar,Janata Dal (United),188436,72379,38.4 %,32593,45.0%
183,Mokameh,183,GEN,Anant Kumar Singh,Janata Dal (United),206846,90396,43.7 %,2835,3.1%
184,Barh,184,GEN,Gyanendra Kumar Singh,Janata Dal (United),220691,90469,41.0 %,13636,15.1%
185,Bakhtiarpur,185,GEN,Vinode Yadav,Bharatiya Janta Party,216548,88912,41.1 %,3055,3.4%
186,Fatwa,186,SC,Saryug Paswan,Janata Dal (United),210824,88149,41.8 %,10064,11.4%
187,Masaurhi,187,GEN,Punam Devi,Janata Dal (United),230836,101942,44.2 %,11267,11.1%
188,Patna West,188,GEN,Navin Kishore Pd. Sinha,Bharatiya Janta Party,512503,170072,33.2 %,86119,50.6%
189,Patna Central,189,GEN,Arun Kumar Sinha,Bharatiya Janta Party,361043,129329,35.8 %,60040,46.4%
190,Patna East,190,GEN,Nand Kishore Yadav,Bharatiya Janta Party,270951,118219,43.6 %,35970,30.4%
191,Dinapur,191,GEN,Asha Devi,Bharatiya Janta Party,247905,96110,38.8 %,17162,17.9%
192,Maner,192,GEN,Shrikant Nirala,Rashtriya Janata Dal,215323,94226,43.8 %,4131,4.4%
193,Phulwari,193,SC,Shyam Rajak,Rashtriya Janata Dal,289609,116669,40.3 %,579,0.5%
194,Bikram,194,GEN,Anil Kumar,Bharatiya Janta Party,208286,95334,45.8 %,14173,14.9%
195,Paliganj,195,GEN,Nand Kumar Nanda,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),225472,99840,44.3 %,892,0.9%
196,Sandesh,196,GEN,Vijendra Kumar Yadav,Rashtriya Janata Dal,207761,103537,49.8 %,11493,11.1%
197,Barhara,197,GEN,Asha Devi,Janata Dal (United),222992,100787,45.2 %,3184,3.2%
198,Arrah,198,GEN,Amrendra Pratap Singh,Bharatiya Janta Party,250686,113353,45.2 %,15152,13.4%
199,Shahpur,199,GEN,Munni Devi,Bharatiya Janta Party,227652,95039,41.7 %,2807,3.0%
200,Brahmpur,200,GEN,Ajeet Chaudhari,Rashtriya Janata Dal,219505,92061,41.9 %,6884,7.5%
201,Buxar,201,GEN,Hriday Narayan Singh,Bahujan Samaj Party,207775,102267,49.2 %,1027,1.0%
202,Rajpur,202,SC,Shyam Payari Devi,Janata Dal (United),175887,88927,50.6 %,5700,6.4%
203,Dumraon,203,GEN,Dadan Singh,Akhil Jan Vikas Dal,204959,104200,50.8 %,8505,8.2%
204,Jagdishpur,204,GEN,Sri Bhagwan Singh,Janata Dal (United),217320,101771,46.8 %,1103,1.1%
205,Piro,205,GEN,Narendra Kumar Pandey,Janata Dal (United),205475,105258,51.2 %,10375,9.9%
206,Sahar,206,SC,Ram Naresh Ram,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),200574,85656,42.7 %,19151,22.4%
207,Karakat,207,GEN,Arun Singh,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),217174,104256,48.0 %,13546,13.0%
208,Bikramganj,208,GEN,Jai Kumar Singh,Janata Dal (United),222641,100244,45.0 %,3741,3.7%
209,Dinara,209,GEN,Sita Sundari Devi,Bahujan Samaj Party,206327,111434,54.0 %,884,0.8%
210,Ramgarh,210,GEN,Jagadanand Singh,Rashtriya Janata Dal,199444,106261,53.3 %,21817,20.5%
211,Mohania,211,SC,Chhedi Paswan,Janata Dal (United),220349,114014,51.7 %,14162,12.4%
212,Bhabhua,212,GEN,Ram Chandra Singh Yadav,Bahujan Samaj Party,240316,128127,53.3 %,5828,4.5%
213,Chainpur,213,GEN,Mahabali Singh,Rashtriya Janata Dal,187731,110836,59.0 %,1916,1.7%
214,Sasaram,214,GEN,Jawahar Prasad,Bharatiya Janta Party,252777,118553,46.9 %,9825,8.3%
215,Chenari,215,SC,Lalan Paswan,Janata Dal (United),234484,116693,49.8 %,17741,15.2%
216,Nokha,216,GEN,Rameshwar Prasad,Bharatiya Janta Party,214170,103783,48.5 %,11389,11.0%
217,Dehri,217,GEN,Pradeep Kumar Joshi,Independent,221438,119391,53.9 %,43277,36.2%
218,Nabinagar,218,GEN,Vijay Kumar Singh,Lok Jan Shakti Party,214451,104956,48.9 %,4754,4.5%
219,Deo,219,SC,Renu Devi,Janata Dal (United),199369,89444,44.9 %,835,0.9%
220,Aurangabad,220,GEN,Ramadhar Singh,Bharatiya Janta Party,254803,117788,46.2 %,19860,16.9%
221,Rafiganj,221,GEN,Md. Nehaluddin,Rashtriya Janata Dal,189142,80229,42.4 %,3810,4.7%
222,Obra,222,GEN,Satayanarayan Singh,Rashtriya Janata Dal,218543,111492,51.0 %,8595,7.7%
223,Goh,223,GEN,Dr. Ran Vijay Kumar,Janata Dal (United),191489,92540,48.3 %,3930,4.2%
224,Arwal,224,GEN,Dular Chand Singh,Lok Jan Shakti Party,205562,89351,43.5 %,8439,9.4%
225,Kurtha,225,GEN,Suchitra Sinha,Janata Dal (United),203847,81732,40.1 %,12792,15.7%
226,Makhdumpur,226,GEN,Krishnandan Prasad Varma,Rashtriya Janata Dal,197813,80205,40.5 %,8624,10.8%
227,Jahanabad,227,GEN,Sachita Nand Yadav,Rashtriya Janata Dal,221280,79352,35.9 %,4481,5.6%
228,Ghosi,228,GEN,Jagdish Sharma,Janata Dal (United),209561,94039,44.9 %,29120,31.0%
229,Belaganj,229,GEN,Surendra Prasad Yadav,Rashtriya Janata Dal,197256,75686,38.4 %,6350,8.4%
230,Konch,230,GEN,Dr. Anil Kumar,Janata Dal (United),204808,85494,41.7 %,3398,4.0%
231,Gaya Mufassil,231,GEN,Awadesh Kumar Singh,Indian National Congress,208546,91772,44.0 %,2665,2.9%
232,Gaya Town,232,GEN,Prem Kumar,Bharatiya Janta Party,265442,82598,31.1 %,24891,30.1%
233,Imamganj,233,SC,Uday Narayan Chaudhry,Janata Dal (United),192278,75762,39.4 %,6642,8.8%
234,Gurua,234,GEN,Shakeel Ahmad Khan,Rashtriya Janata Dal,208394,89177,42.8 %,1580,1.8%
235,Bodh Gaya,235,SC,Hari Manjhi,Bharatiya Janta Party,202994,78626,38.7 %,1713,2.2%
236,Barachatti,236,SC,Jitan Ram Manjhi,Janata Dal (United),206803,81859,39.6 %,4142,5.1%
237,Fatehpur,237,SC,Ajay Paswan,Rashtriya Janata Dal,212459,75956,35.8 %,2823,3.7%
238,Atri,238,GEN,Kunti Devi,Rashtriya Janata Dal,219612,83309,37.9 %,2922,3.5%
239,Nawada,239,GEN,Purnima Yadav,Independent,285804,118115,41.3 %,2004,1.7%
240,Rajauli,240,SC,Banwari Ram,Bharatiya Janta Party,227216,97175,42.8 %,9077,9.3%
241,Gobindpur,241,GEN,Kaushal Yadav,Independent,208633,88683,42.5 %,15276,17.2%
242,Warsaliganj,242,GEN,Pradip Kumar,Independent,219321,88457,40.3 %,555,0.6%
243,Hisua,243,GEN,Anil Singh,Bharatiya Janta Party,199222,80205,40.3 %,16467,20.5%
