#,AC Name,AC No.,Type,District,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
95,Uklana (SC),48,SC,Hisar,Anoop Dhanak,Jannayak Janta Party,193286,138855,71.8 %,23693,17.1%
96,Uklana (SC),48,SC,Hisar,Anoop Dhanak,Jannayak Janta Party,193286,138855,71.8 %,23693,17.1%
97,Narnaund,49,GEN,Hisar,Ram Kumar Gautam,Jannayak Janta Party,196767,153151,77.8 %,12029,7.9%
98,Narnaund,49,GEN,Hisar,Ram Kumar Gautam,Jannayak Janta Party,196767,153151,77.8 %,12029,7.9%
99,Hansi,50,GEN,Hisar,Vinod Bhayana,Bharatiya Janta Party,180880,127252,70.4 %,22260,17.5%
100,Hansi,50,GEN,Hisar,Vinod Bhayana,Bharatiya Janta Party,180880,127252,70.4 %,22260,17.5%
101,Barwala,51,GEN,Hisar,Jogi Ram Sihag,Jannayak Janta Party,170645,124357,72.9 %,3908,3.1%
102,Barwala,51,GEN,Hisar,Jogi Ram Sihag,Jannayak Janta Party,170645,124357,72.9 %,3908,3.1%
103,Hisar,52,GEN,Hisar,Dr. Kamal Gupta,Bharatiya Janta Party,162066,97054,59.9 %,15832,16.3%
104,Hisar,52,GEN,Hisar,Dr. Kamal Gupta,Bharatiya Janta Party,162066,97054,59.9 %,15832,16.3%
105,Nalwa,53,GEN,Hisar,Ranbir Gangwa,Bharatiya Janta Party,163877,115164,70.3 %,9672,8.4%
106,Nalwa,53,GEN,Hisar,Ranbir Gangwa,Bharatiya Janta Party,163877,115164,70.3 %,9672,8.4%
107,Loharu,54,GEN,Bhiwani,Jai Parkash Dalal,Bharatiya Janta Party,190503,138775,72.8 %,17677,12.7%
108,Loharu,54,GEN,Bhiwani,Jai Parkash Dalal,Bharatiya Janta Party,190503,138775,72.8 %,17677,12.7%
109,Badhra,55,GEN,Bhiwani,Naina Singh,Jannayak Janta Party,185514,131631,71.0 %,13704,10.4%
110,Badhra,55,GEN,Bhiwani,Naina Singh,Jannayak Janta Party,185514,131631,71.0 %,13704,10.4%
111,Dadri,56,GEN,Bhiwani,Sombir,Independent,191498,125909,65.7 %,14272,11.3%
112,Dadri,56,GEN,Bhiwani,Sombir,Independent,191498,125909,65.7 %,14272,11.3%
113,Bhiwani,57,GEN,Bhiwani,Ghanshyam Saraf,Bharatiya Janta Party,211663,129413,61.1 %,27884,21.5%
114,Bhiwani,57,GEN,Bhiwani,Ghanshyam Saraf,Bharatiya Janta Party,211663,129413,61.1 %,27884,21.5%
115,Tosham,58,GEN,Bhiwani,Kiran Choudhry,Indian National Congress,206267,145973,70.8 %,18059,12.4%
116,Tosham,58,GEN,Bhiwani,Kiran Choudhry,Indian National Congress,206267,145973,70.8 %,18059,12.4%
117,Bawani Khera (SC),59,SC,Bhiwani,Bishamber Singh,Bharatiya Janta Party,198759,135767,68.3 %,10895,8.0%
118,Bawani Khera (SC),59,SC,Bhiwani,Bishamber Singh,Bharatiya Janta Party,198759,135767,68.3 %,10895,8.0%
119,Meham,60,GEN,Rohtak,Balraj Kundu,Independent,182604,139427,76.4 %,12047,8.6%
120,Meham,60,GEN,Rohtak,Balraj Kundu,Independent,182604,139427,76.4 %,12047,8.6%
121,Garhi Sampla-Kiloi,61,GEN,Rohtak,Bhupinder Singh Hooda,Indian National Congress,202199,148175,73.3 %,58312,39.4%
122,Garhi Sampla-Kiloi,61,GEN,Rohtak,Bhupinder Singh Hooda,Indian National Congress,202199,148175,73.3 %,58312,39.4%
123,Rohtak,62,GEN,Rohtak,Bharat Bhushan Batra,Indian National Congress,187540,113791,60.7 %,2735,2.4%
124,Rohtak,62,GEN,Rohtak,Bharat Bhushan Batra,Indian National Congress,187540,113791,60.7 %,2735,2.4%
125,Kalanaur (SC),63,SC,Rohtak,Shakuntla Khatak,Indian National Congress,197761,133039,67.3 %,10624,8.0%
126,Kalanaur (SC),63,SC,Rohtak,Shakuntla Khatak,Indian National Congress,197761,133039,67.3 %,10624,8.0%
127,Bahadurgarh,64,GEN,Jhajjar,Rajinder Singh Joon,Indian National Congress,212589,136416,64.2 %,15491,11.4%
128,Bahadurgarh,64,GEN,Jhajjar,Rajinder Singh Joon,Indian National Congress,212589,136416,64.2 %,15491,11.4%
129,Badli,65,GEN,Jhajjar,Kuldeep Vats,Indian National Congress,172816,120779,69.9 %,11245,9.3%
130,Badli,65,GEN,Jhajjar,Kuldeep Vats,Indian National Congress,172816,120779,69.9 %,11245,9.3%
131,Jhajjar (SC),66,SC,Jhajjar,Geeta Bhukkal,Indian National Congress,170185,110822,65.1 %,14999,13.5%
132,Jhajjar (SC),66,SC,Jhajjar,Geeta Bhukkal,Indian National Congress,170185,110822,65.1 %,14999,13.5%
133,Beri,67,GEN,Jhajjar,Dr. Raghuvir Singh Kadian,Indian National Congress,174188,116671,67.0 %,12952,11.1%
134,Beri,67,GEN,Jhajjar,Dr. Raghuvir Singh Kadian,Indian National Congress,174188,116671,67.0 %,12952,11.1%
135,Ateli,68,GEN,Mahendragarh,Sitaram,Bharatiya Janta Party,186242,126362,67.8 %,18406,14.6%
136,Ateli,68,GEN,Mahendragarh,Sitaram,Bharatiya Janta Party,186242,126362,67.8 %,18406,14.6%
137,Mahendragarh,69,GEN,Mahendragarh,Rao Dan Singh,Indian National Congress,193188,142942,74.0 %,10220,7.1%
138,Mahendragarh,69,GEN,Mahendragarh,Rao Dan Singh,Indian National Congress,193188,142942,74.0 %,10220,7.1%
139,Narnaul,70,GEN,Mahendragarh,Om Prakash Yadav,Bharatiya Janta Party,141614,98447,69.5 %,14715,14.9%
140,Narnaul,70,GEN,Mahendragarh,Om Prakash Yadav,Bharatiya Janta Party,141614,98447,69.5 %,14715,14.9%
141,Nangal Chaudhry,71,GEN,Mahendragarh,Dr. Abhe Singh Yadav,Bharatiya Janta Party,147813,103317,69.9 %,20615,20.0%
142,Nangal Chaudhry,71,GEN,Mahendragarh,Dr. Abhe Singh Yadav,Bharatiya Janta Party,147813,103317,69.9 %,20615,20.0%
143,Bawal (SC),72,SC,Rewari,Dr. Banwari Lal,Bharatiya Janta Party,207601,143273,69.0 %,32245,22.5%
144,Bawal (SC),72,SC,Rewari,Dr. Banwari Lal,Bharatiya Janta Party,207601,143273,69.0 %,32245,22.5%
145,Kosli,73,GEN,Rewari,Laxman Singh Yadav,Bharatiya Janta Party,237233,149819,63.2 %,38624,25.8%
146,Kosli,73,GEN,Rewari,Laxman Singh Yadav,Bharatiya Janta Party,237233,149819,63.2 %,38624,25.8%
147,Rewari,74,GEN,Rewari,Chiranjeev Rao,Indian National Congress,231698,156891,67.7 %,1317,0.8%
148,Rewari,74,GEN,Rewari,Chiranjeev Rao,Indian National Congress,231698,156891,67.7 %,1317,0.8%
149,Pataudi (SC),75,SC,Gurgaon,Satya Parkash,Bharatiya Janta Party,217608,136462,62.7 %,36579,26.8%
150,Pataudi (SC),75,SC,Gurgaon,Satya Parkash,Bharatiya Janta Party,217608,136462,62.7 %,36579,26.8%
151,Badshahpur,76,GEN,Gurgaon,Rakesh Daultabad,Independent,379097,225336,59.4 %,10186,4.5%
152,Badshahpur,76,GEN,Gurgaon,Rakesh Daultabad,Independent,379097,225336,59.4 %,10186,4.5%
153,Gurgaon,77,GEN,Gurgaon,Sudhir Singla,Bharatiya Janta Party,345821,187799,54.3 %,33315,17.7%
154,Gurgaon,77,GEN,Gurgaon,Sudhir Singla,Bharatiya Janta Party,345821,187799,54.3 %,33315,17.7%
155,Sohna,78,GEN,Gurgaon,Sanjay Singh,Bharatiya Janta Party,224158,162906,72.7 %,12453,7.6%
156,Sohna,78,GEN,Gurgaon,Sanjay Singh,Bharatiya Janta Party,224158,162906,72.7 %,12453,7.6%
157,Nuh,79,GEN,Gurgaon,Aftab Ahmed,Indian National Congress,168585,124858,74.1 %,4038,3.2%
158,Nuh,79,GEN,Gurgaon,Aftab Ahmed,Indian National Congress,168585,124858,74.1 %,4038,3.2%
159,Ferozepur Jhirka,80,GEN,Gurgaon,Mamman Khan,Indian National Congress,206589,146319,70.8 %,37004,25.3%
160,Ferozepur Jhirka,80,GEN,Gurgaon,Mamman Khan,Indian National Congress,206589,146319,70.8 %,37004,25.3%
161,Punahana,81,GEN,Gurgaon,Mohd Ilyas,Indian National Congress,169528,121403,71.6 %,816,0.7%
162,Punahana,81,GEN,Gurgaon,Mohd Ilyas,Indian National Congress,169528,121403,71.6 %,816,0.7%
163,Hathin,82,GEN,Faridabad,Praveen Dagar,Bharatiya Janta Party,207024,159593,77.1 %,2887,1.8%
164,Hathin,82,GEN,Faridabad,Praveen Dagar,Bharatiya Janta Party,207024,159593,77.1 %,2887,1.8%
165,Hodal (SC),83,SC,Faridabad,Jagdish Nayar,Bharatiya Janta Party,177205,121411,68.5 %,3387,2.8%
166,Hodal (SC),83,SC,Faridabad,Jagdish Nayar,Bharatiya Janta Party,177205,121411,68.5 %,3387,2.8%
167,Palwal,84,GEN,Faridabad,Deepak Mangla,Bharatiya Janta Party,222958,159920,71.7 %,28296,17.7%
168,Palwal,84,GEN,Faridabad,Deepak Mangla,Bharatiya Janta Party,222958,159920,71.7 %,28296,17.7%
169,Prithla,85,GEN,Faridabad,Nayan Pal Rawat,Independent,186452,146397,78.5 %,16429,11.2%
170,Prithla,85,GEN,Faridabad,Nayan Pal Rawat,Independent,186452,146397,78.5 %,16429,11.2%
171,Faridabad Nit,86,GEN,Faridabad,Neeraj Sharma,Indian National Congress,251878,157371,62.5 %,3242,2.1%
172,Faridabad Nit,86,GEN,Faridabad,Neeraj Sharma,Indian National Congress,251878,157371,62.5 %,3242,2.1%
173,Badkhal,87,GEN,Faridabad,Seema Trikha,Bharatiya Janta Party,267421,133061,49.8 %,2545,1.9%
174,Badkhal,87,GEN,Faridabad,Seema Trikha,Bharatiya Janta Party,267421,133061,49.8 %,2545,1.9%
175,Ballabhgarh,88,GEN,Faridabad,Mool Chand Sharma,Bharatiya Janta Party,231112,121075,52.4 %,41713,34.5%
176,Ballabhgarh,88,GEN,Faridabad,Mool Chand Sharma,Bharatiya Janta Party,231112,121075,52.4 %,41713,34.5%
177,Faridabad,89,GEN,Faridabad,Narender Gupta,Bharatiya Janta Party,238062,119348,50.1 %,21713,18.2%
178,Faridabad,89,GEN,Faridabad,Narender Gupta,Bharatiya Janta Party,238062,119348,50.1 %,21713,18.2%
179,Tigaon,90,GEN,Faridabad,Rajesh Nagar,Bharatiya Janta Party,289657,167694,57.9 %,33841,20.2%
180,Tigaon,90,GEN,Faridabad,Rajesh Nagar,Bharatiya Janta Party,289657,167694,57.9 %,33841,20.2%
