#,AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
39,Mebo,39,ST,Lombo Tayeng,Indian National Congress,8621,6521,75.6 %,1220.0,18.7%
40,Mariyang-Geku,40,ST,Kabang Borang,Indian National Congress,9124,7550,82.7 %,365.0,4.8%
41,Anini,41,ST,Rajesh Tacho,Indian National Congress,3710,RU,,,
42,Dambuk,42,ST,Roding Pertin,Indian National Congress,9352,6882,73.6 %,1389.0,20.2%
43,Roing,43,ST,Mukut Mithi,Indian National Congress,10343,RU,,,
44,Tezu,44,ST,Nakul Chai,Indian National Congress,13526,9141,67.6 %,224.0,2.5%
45,Hauyuliang,45,ST,Kalikho Pul,Indian National Congress,10022,8144,81.3 %,6212.0,76.3%
46,Chowkham,46,ST,Indrajit Namchoom,Independent,12431,8429,67.8 %,1229.0,14.6%
47,Namsai,47,ST,C.P. Namchoom,Indian National Congress,16076,11803,73.4 %,4390.0,37.2%
48,Lekang,48,ST,Chow Na Mein,Indian National Congress,12742,10499,82.4 %,752.0,7.2%
49,Bordumsa-Diyum,49,GEN,C.C. Singpho,Indian National Congress,10099,8071,79.9 %,452.0,5.6%
50,Miao,50,ST,Samchom Ngemu,Indian National Congress,14637,10533,72.0 %,361.0,3.4%
51,Nampong,51,ST,Setong Sena,Indian National Congress,8721,6176,70.8 %,16.0,0.3%
52,Changlang South,52,ST,Phosum Khimhun,Indian National Congress,4236,3643,86.0 %,710.0,19.5%
53,Changlang North,53,ST,Thinghap Taiju,Indian National Congress,10512,7524,71.6 %,994.0,13.2%
54,Namsang,54,ST,Wangki Lowang,Nationalist Congress Party,8396,5173,61.6 %,221.0,4.3%
55,Khonsa East,55,ST,T.L. Rajkumar,Indian National Congress,8289,RU,,,
56,Khonsa West,56,ST,Thajam Aboh,Indian National Congress,7078,6273,88.6 %,546.0,8.7%
57,Borduria- Bagapani,57,ST,Lowangcha Wanglat,Indian National Congress,6571,4693,71.4 %,13.0,0.3%
58,Kanubari,58,ST,Newlai Tingkhatra,Indian National Congress,7276,6230,85.6 %,1263.0,20.3%
59,Longding-Pumao,59,ST,Tingpong Wangham,Indian National Congress,8287,6851,82.7 %,675.0,9.9%
60,Pongchou-Wakka,60,ST,Anok Wangsa,Nationalist Congress Party,11863,9621,81.1 %,449.0,4.7%
