#,AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
26,Bamsan,26,GEN,Lashkari Ram,Bharatiya Janta Party,32177,23469,72.9 %,3074,13.1%
27,Mewa,27,SC,Dharam Singh,Indian National Congress,35077,23233,66.2 %,1890,8.1%
28,Nadaunta,28,GEN,Ram Rattan Sharma,Bharatiya Janta Party,37402,24330,65.0 %,1743,7.2%
29,Gagret,29,SC,Sadhu Ram,Bharatiya Janta Party,33580,21822,65.0 %,1471,6.7%
30,Chintpurni,30,GEN,Hans Raj Akrot,Indian National Congress,34465,21965,63.7 %,1705,7.8%
31,Santokgarh,31,GEN,Vijay Kumar Joshi,Indian National Congress,44145,29749,67.4 %,1218,4.1%
32,Una,32,GEN,Des Raj,Bharatiya Janta Party,42085,29019,69.0 %,5192,17.9%
33,Kutlehar,33,GEN,Ranjit Singh,Janta Party,33194,21849,65.8 %,778,3.6%
34,Nurpur,34,GEN,Sat Mahajan,Indian National Congress,37065,30948,83.5 %,3299,10.7%
35,Gangath,35,SC,Des Raj,Bharatiya Janta Party,30431,24467,80.4 %,2703,11.0%
36,Jawali,36,GEN,Rajan Sushant,Bharatiya Janta Party,32253,25138,77.9 %,528,2.1%
37,Guler,37,GEN,Chander Kumar,Indian National Congress,25598,19787,77.3 %,3092,15.6%
38,Jaswan,38,GEN,Agya Ram Thakur,Bharatiya Janta Party,27976,20234,72.3 %,1549,7.7%
39,Pragpur,39,SC,Virender Kumar,Bharatiya Janta Party,30836,22833,74.0 %,1738,7.6%
40,Jawalamukhi,40,GEN,Kashmir Singh Rana,Bharatiya Janta Party,30383,23391,77.0 %,1878,8.0%
41,Thural,41,GEN,Chandresh Kumari,Indian National Congress,30271,20546,67.9 %,681,3.3%
42,Rajgir,42,SC,Milkhi Ram Goma,Indian National Congress,28310,19444,68.7 %,2641,13.6%
43,Baijnath,43,GEN,Sant Ram,Indian National Congress,30908,22891,74.1 %,6144,26.8%
44,Palampur,44,GEN,Sarwan Kumar,Bharatiya Janta Party,31358,22829,72.8 %,1746,7.6%
45,Sulah,45,GEN,Shanta Kumar,Bharatiya Janta Party,28297,21071,74.5 %,3149,14.9%
46,Nagrota,46,GEN,Ram Chand,Bharatiya Janta Party,31816,25205,79.2 %,3364,13.3%
47,Shahpur,47,GEN,Vijai Singh,Independent,31782,24515,77.1 %,4915,20.0%
48,Dharamsala,48,GEN,Brij Lal,Bharatiya Janta Party,27477,20973,76.3 %,2542,12.1%
49,Kangra,49,GEN,Vidya Sagar,Bharatiya Janta Party,33816,25174,74.4 %,7709,30.6%
50,Bhattiyat,50,GEN,Shiv Kumar,Indian National Congress,30932,19237,62.2 %,3316,17.2%
51,Banikhet,51,GEN,Des Raj Mahajan,Indian National Congress,40711,25658,63.0 %,6509,25.4%
52,Rajnagar,52,SC,Mohan Lal,Bharatiya Janta Party,35898,24522,68.3 %,42,0.2%
53,Chamba,53,GEN,Sagar Chand,Indian National Congress,32697,23592,72.2 %,2761,11.7%
54,Bharmour,54,ST,Thakur Singh,Indian National Congress,28004,18523,66.1 %,1811,9.8%
55,Lahaul And Spiti,55,ST,Devi Singh,Indian National Congress,14864,10796,72.6 %,2190,20.3%
56,Kulu,56,GEN,Kunj Lal,Bharatiya Janta Party,45451,33149,72.9 %,1542,4.7%
57,Banjar,57,GEN,Maheshwar Singh,Bharatiya Janta Party,43321,32102,74.1 %,7371,23.0%
58,Ani,58,SC,Khub Ram,Bharatiya Janta Party,42964,27189,63.3 %,2673,9.8%
59,Karsog,59,SC,Mansha Ram,Independent,31463,19610,62.3 %,1570,8.0%
60,Chachiot,60,GEN,Moti Ram,Independent,32416,24808,76.5 %,481,1.9%
61,Nachan,61,SC,Dile Ram,Bharatiya Janta Party,30387,21158,69.6 %,3128,14.8%
62,Sundernagar,62,GEN,Roop Singh,Bharatiya Janta Party,27731,19820,71.5 %,5040,25.4%
63,Balh,63,SC,Piru Ram,Indian National Congress,34696,25113,72.4 %,506,2.0%
64,Gopalpur,64,GEN,Rangila Ram,Indian National Congress,34092,25972,76.2 %,10682,41.1%
65,Dharampur,65,GEN,Bhikham Ram,Indian National Congress,32353,21269,65.7 %,1528,7.2%
66,Joginder Nagar,66,GEN,Gulab Singh,Independent,33304,23954,71.9 %,658,2.7%
67,Darang,67,GEN,Kaul Singh,Indian National Congress,34589,23044,66.6 %,3800,16.5%
68,Mandi,68,GEN,Sukh Ram,Indian National Congress,32696,23330,71.4 %,2672,11.5%
