#,AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
74,Hissar,74,GEN,Hari Singh,Lok Dal,110264,76531,69.4 %,1368,1.8%
75,Ghirai,75,GEN,Atma Ram,Lok Dal,95942,70953,74.0 %,21250,29.9%
76,Tohana,76,GEN,Harpal Singh,Communist Party Of India (MARXIST),97891,71859,73.4 %,11487,16.0%
77,Ratia,77,SC,Atama Singh,Lok Dal,89189,66653,74.7 %,18247,27.4%
78,Fatehabad,78,GEN,Balbir Singh Choudhary,Bharatiya Janta Party,106780,75612,70.8 %,28615,37.8%
79,Adampur,79,GEN,Jasma Devi,Indian National Congress,98853,76282,77.2 %,9272,12.2%
80,Darba Kalan,80,GEN,Vidya Beniwal,Lok Dal,98239,78328,79.7 %,29131,37.2%
81,Ellenabad,81,SC,Bhagi Ram,Lok Dal,96705,75774,78.4 %,15123,20.0%
82,Sirsa,82,GEN,Hazar Chand,Lok Dal,107373,80790,75.2 %,5698,7.1%
83,Rori,83,GEN,Ranjit Singh S\o Devi Lal,Lok Dal,94110,76465,81.3 %,18144,23.7%
84,Dabwali,84,SC,Mani Ram,Lok Dal,100972,74610,73.9 %,28722,38.5%
85,Bawal,85,SC,Muni Lal,Lok Dal,105730,68177,64.5 %,4600,6.7%
86,Rewari,86,GEN,Raghu Yadav,Lok Dal,100018,70941,70.9 %,22326,31.5%
87,Jatusana,87,GEN,Narbir Singh,Lok Dal,110597,76851,69.5 %,9225,12.0%
88,Mahendragarh,88,GEN,Ram Bilas,Bharatiya Janta Party,107793,78009,72.4 %,27432,35.2%
89,Ateli,89,GEN,Laxmi Narain,Lok Dal,108428,73172,67.5 %,2575,3.5%
90,Narnaul,90,GEN,Kailash Chand Sharma,Bharatiya Janta Party,104192,72971,70.0 %,21243,29.1%
