FamilyID,UID,Relation,Name,PoliticalRole,YearsHeld,ConstituencyName,DistrictName,StateName
56,KA2023AC39,Father,Naganagouda Kandakur,"MLA, Karnataka Legislative Assembly",Multiple terms prior to 2023,Gurmitkal,Gulbarga (Yadgir),Karnataka
57,KA2023AC40,Father,Mallikarjun Kharge,"President of Indian National Congress (INC), Member of Parliament (Lok Sabha & Rajya Sabha), Former Leader of Opposition, Former Union Minister, Former MLA Karnataka",1972–present,"Gulbarga (Lok Sabha and Assembly), Karnataka",Gulbarga (now Kalaburagi),Karnataka
58,KA2023AC40,Brother-in-law,Radhakrishna Doddamani,Member of Parliament (Lok Sabha),2024–present,Gulbarga,Gulbarga,Karnataka
59,KA2023AC41,,,,,,,
60,KA2023AC42,Father,Umesh Jadhav,Member of Karnataka Legislative Assembly; Member of Parliament (Lok Sabha),2013–2019 (MLA); 2019–present (MP),"Chincholi (MLA), Gulbarga (MP)",Gulbarga,Karnataka
61,KA2023AC43,,,,,,,
62,KA2023AC44,,,,,,,
63,KA2023AC45,Husband,Qamar ul Islam,MLA and Minister in Karnataka Government,"1978, 1989, 1994, 1999 (Gulbarga Assembly), 2008, 2013 (Gulbarga Uttar), Several terms as Minister",Gulbarga Assembly and Gulbarga Uttar,Gulbarga,Karnataka
64,KA2023AC45,Son (Adopted),Faraz ul Islam,"Politician (not elected, but has been publicly involved in politics)",Unknown,Unknown,Unknown,Karnataka
65,KA2023AC46,,,,,,,
66,KA2023AC47,,,,,,,
67,KA2023AC48,Cousin,Rajashekar Basavaraj Patil,"MLA, Minister in the Congress Ministry","Multiple terms (2003-2004, 2008-2023)",Humnabad,Bidar,Karnataka
68,KA2023AC49,,,,,,,
69,KA2023AC50,Nephew,Ayaz Khan,Contested as JD(S) candidate for Bidar Assembly by-election,2021 (bypoll),Bidar,Bidar,Karnataka
70,KA2023AC51,Father,Bheemanna Khandre,"Transport Minister, Karnataka; MLA (four terms); MLC (two terms); President of Bhalki Municipal Council","MLA: 1962, 1967, 1978, 1983; MLC: 1988, 1994; Minister: 1992-1994; Municipal Council: 1953",Bhalki (Assembly); Bidar (Municipal Council); N/A (MLC),Bidar,Karnataka
71,KA2023AC51,Brother,Vijaykumar Khandre,MLA,"Unknown (twice, before 2008)",Bhalki,Bidar,Karnataka
72,KA2023AC51,Son,Sagar Eshwar Khandre,"Member of Parliament, Lok Sabha",2024–present,Bidar,Bidar,Karnataka
73,KA2023AC52,,,,,,,
74,KA2023AC53,,,,,,,
75,KA2023AC54,,,,,,,
76,KA2023AC55,,,,,,,
77,KA2023AC56,,,,,,,
78,KA2023AC57,,,,,,,
79,KA2023AC58,,,,,,,
80,KA2023AC59,,,,,,,
81,KA2023AC60,,,,,,,
82,KA2023AC61,,,,,,,
83,KA2023AC62,Brother,G. Karunakara Reddy,"MLA, Minister; currently MLA from Harapanahalli and former Minister of Revenue","2008–2011 (Minister), multiple terms as MLA including 2018–present",Harapanahalli,Vijayanagara (formerly Ballari/Bellary),Karnataka
84,KA2023AC62,Brother,G. Somashekara Reddy,MLA; currently MLA from Bellary City,"2018–present, earlier terms from 2008 onwards",Bellary City,Ballari,Karnataka
85,KA2023AC62,Spouse,Gali Aruna Lakshmi,Contested 2023 Karnataka Assembly elections from Bellary City (KRPP party),2023 (contested),Bellary City,Ballari,Karnataka
86,KA2023AC63,,,,,,,
87,KA2023AC64,Father,K. Basavaraj Hitnal,MLA (Member of Karnataka Legislative Assembly) from Koppal; Former Politician,Unknown,Koppal,Koppal,Karnataka
88,KA2023AC64,Brother,Rajasekhar Hitnal,Contested Lok Sabha Election (2019) from Koppal (unsuccessful),2019 (Contested),Koppal,Koppal,Karnataka
89,KA2023AC65,,,,,,,
90,KA2023AC66,Father,K. H. Patil,"Minister for Co-operation, Government of Karnataka; Senior leader, Karnataka Legislative Assembly; Elected multiple times to the state legislature",1952-1991,"Unknown (served in several constituencies, most prominently Hulkoti and Gadag)",Gadag,Karnataka
91,KA2023AC67,Father,Sanganagouda Basanagouda Patil,"Member of Parliament (Lok Sabha), Bijapur South",1967-1971,Bijapur South,Bijapur,Karnataka
92,KA2023AC68,,,,,,,
93,KA2023AC69,,,,,,,
94,KA2023AC70,,,,,,,
95,KA2023AC71,Grandfather,M.K. Kulkarni,"Member of Legislative Assembly (MLA), Navalgund Constituency",Unknown (Reportedly four-time MLA prior to 2000s),Navalgund,Dharwad,Karnataka
96,KA2023AC72,,,,,,,
97,KA2023AC73,,,,,,,
98,KA2023AC74,Father,Chandrakant Bellad,"Member of Karnataka Legislative Assembly (Hubli-Dharwad West 2008–2013; Dharwad 1985–1989, 1994–2004); President of Border Area Development Authority, Government of Karnataka (2008–2013)","1985–1989, 1994–2004, 2008–2013","Hubli-Dharwad West, Dharwad",Dharwad,Karnataka
99,KA2023AC75,,,,,,,
100,KA2023AC76,,,,,,,
101,KA2023AC77,,,,,,,
102,KA2023AC78,,,,,,,
103,KA2023AC79,,,,,,,
104,KA2023AC80,,,,,,,
105,KA2023AC81,Son,Vivek Hebbar,"Contested in politics (joined Indian National Congress, 2024)",2024,Unknown,Unknown,Karnataka
106,KA2023AC82,,,,,,,
107,KA2023AC83,Father,S. R. Bommai,"Chief Minister of Karnataka, Member of Parliament (Rajya Sabha), Various Cabinet and Legislative Roles",Chief Minister: 1988-1989; MP: 1992-1998; Multiple state cabinet tenures between 1977-1989,"Hubli (MLA), Karnataka; Rajya Sabha from Karnataka",Dharwad (Hubli region),Karnataka
108,KA2023AC83,Son,Bharath Bommai,"Candidate for Karnataka Legislative Assembly, Shiggaon (Bypoll 2024, BJP)",Contested 2024,Shiggaon,Haveri,Karnataka
109,KA2023AC84,,,,,,,
110,KA2023AC85,,,,,,,
111,KA2023AC86,Father,B. G. Banakar,Speaker of Karnataka Legislative Assembly; MLA,"Speaker: Unknown exact years, MLA: 1978 (INC (I)), 1983 (Janata Party), 1985 (Janata Party)",Hirekerur,Haveri,Karnataka
112,KA2023AC87,Father,K. B. Koliwad,"Speaker of the Karnataka Legislative Assembly, MLA for Ranibennur","MLA (multiple terms, latest 2013-2018), Speaker (2016-2018)",Ranibennur,Haveri,Karnataka
113,KA2023AC88,,,,,,,
114,KA2023AC89,,,,,,,
115,KA2023AC90,,,,,,,
116,KA2023AC91,Father,J N Venkobappa,Corporator,Unknown,Unknown,Ballari,Karnataka
117,KA2023AC92,,,,,,,
118,KA2023AC93,,,,,,,
119,KA2023AC94,Father,Nara Suryanarayana Reddy,"Former MLA, Janata Dal (Secular)",2008–2013,Kurugodu,Bellary,Karnataka
120,KA2023AC94,Paternal Uncle,Pratap Reddy,"Contested local elections, details unclear",Unknown,Unknown,Bellary,Karnataka
121,KA2023AC95,Spouse,E. Annapoorna Tukaram,"Member of Karnataka Legislative Assembly (Sandur, INC)",2024–present,Sandur,Bellary,Karnataka
122,KA2023AC96,Father,N T Bommanna,"MLA, Kudligi, Karnataka Legislative Assembly",1985-1989,Kudligi,Bellary,Karnataka
123,KA2023AC97,Brother,N. Y. Hanumanthappa,"Member of Parliament (Lok Sabha), Bellary",1996-2009,Bellary,Bellary,Karnataka
124,KA2023AC98,,,,,,,
125,KA2023AC99,,,,,,,
126,KA2023AC100,Uncle (Father's Brother/Chikkappa),N. Jayanna,"Member of Karnataka Legislative Assembly (MLA) from Challakere constituency, Government Chief Whip","1978, 1989",Challakere,Chitradurga,Karnataka
127,KA2023AC101,,,,,,,
128,KA2023AC102,Son,M C Raghuchandan,Contested (Aspirant for BJP ticket for Chitradurga Lok Sabha seat; held meetings with supporters and considered contesting as independent candidate in 2024),2024 (Contested/Aspirant),Chitradurga Lok Sabha,Chitradurga,Karnataka
129,KA2023AC103,,,,,,,
130,KA2023AC104,Father,M. P. Prakash,"Former Deputy Chief Minister of Karnataka, MLA, Minister (various terms)","MLA (1983-2008), Deputy CM (2005-2006)","Harapanahalli, Hadagali","Davanagere, Ballari",Karnataka
131,KA2023AC104,Brother,M. P. Ravindra,"Contested for MLA, Active Congress Leader","Contested, active until his death in 2018",Unknown,Unknown,Karnataka
132,KA2023AC104,Sister,M. P. Suma,"Political Worker, Contested Assembly Election (BJP)",Contested in 2023,Unknown,Unknown,Karnataka
133,KA2023AC104,Sister,M. P. Latha,Congress Party Worker/Leader,"Active, Years Unknown",Not applicable,Not applicable,Karnataka
134,KA2023AC104,Sister,M. P. Veena,Congress Party Worker/Leader,"Active, Years Unknown",Not applicable,Not applicable,Karnataka
135,KA2023AC105,,,,,,,
136,KA2023AC106,Father,Shamanur Shivashankarappa,"Member of Karnataka Legislative Assembly (MLA), Former Cabinet Minister for Horticulture and Agricultural Marketing, Treasurer of Karnataka Pradesh Congress Committee","1969-present (various terms), MLA (2004-present), Minister (2013-2016)",Davangere South,Davanagere,Karnataka
137,KA2023AC106,Spouse,Prabha Mallikarjun,Member of Parliament (Lok Sabha),2024-present,Davanagere,Davanagere,Karnataka
138,KA2023AC107,Son,S. S. Mallikarjun,"Cabinet Minister for Mines & Geology, Horticulture; MLA","MLA: 2004-present, Minister: 2023-present",Davanagere North,Davanagere,Karnataka
139,KA2023AC107,Daughter-in-law,Prabha Mallikarjun,Member of Parliament (Lok Sabha),2024-present,Davanagere,Davanagere,Karnataka
140,KA2023AC108,,,,,,,
141,KA2023AC109,,,,,,,
142,KA2023AC110,,,,,,,
143,KA2023AC111,,,,,,,
144,KA2023AC112,,,,,,,
145,KA2023AC113,,,,,,,
146,KA2023AC114,,,,,,,
147,KA2023AC115,Father,B. S. Yediyurappa,"Chief Minister of Karnataka, Member of Karnataka Legislative Assembly (Shikaripura), State and National BJP Leader, MP",Multiple terms between 1983–2023 (with breaks),Shikaripura,Shimoga,Karnataka
148,KA2023AC115,Brother,B. Y. Raghavendra,Member of Parliament (Lok Sabha),"2009–2014, 2019–Present",Shimoga,Shimoga,Karnataka
149,KA2023AC116,Father,S Bangarappa,"Chief Minister of Karnataka, MLA Sorab, MP Shimoga",1967–2011 (multiple tenures MLA/MP); CM 1990–1992,Sorab (Assembly) / Shimoga (Lok Sabha),Shimoga,Karnataka
150,KA2023AC116,Brother,Kumar Bangarappa,"MLA Sorab, Minister of State in Karnataka","1996–2008, 2018–2023",Sorab,Shimoga,Karnataka
151,KA2023AC116,Sister,Geetha Shivarajkumar,"Lok Sabha candidate (Congress, Shimoga, 2024)",2024 (Lok Sabha election candidate),Shimoga,Shimoga,Karnataka
152,KA2023AC117,Uncle,Kagodu Thimmappa,"Former Speaker of Karnataka Legislative Assembly; Former Minister, Government of Karnataka; MLA from Sagar","1978-2018 (multiple terms in MLA, Minister, Speaker between 2013-2018)",Sagar,Shimoga,Karnataka
153,KA2023AC118,,,,,,,
154,KA2023AC119,Father,A Gopalakrishna Kodgi,"MLA, Byndoor; Chairman, Third Finance Commission Implementation Task Force; President, Udupi BJP; Vice President, Karnataka BJP","1972–1983 (MLA); 1995–1999 (President, Udupi BJP); Until 2013 (Vice President, Karnataka BJP); Chairman (2009-2013); Other roles in various years",Byndoor,Udupi,Karnataka
155,KA2023AC119,Brother,A Kishore Kumar Kodgi,"President, Central Arecanut and Cocoa Marketing and Processing Co-operative (CAMPCO)",2022–present,Unknown,Dakshina Kannada/Udupi (CAMPCO HQ),Karnataka
156,KA2023AC119,Brother,Ashok Kumar Kodgi,"District President, Karnataka Pradesh Krishika Samaj, Udupi",Unknown,Unknown,Udupi,Karnataka
157,KA2023AC120,Uncle,Raghunath Suvarna,Contested for Surathkal Assembly seat as RSS worker,"1980 (unsuccessful, candidate)",Surathkal,Dakshina Kannada,Karnataka
158,KA2023AC121,,,,,,,
159,KA2023AC122,,,,,,,
160,KA2023AC123,Wife,D.K. Pushpa,Partner in firm involved in corruption probe with political exposure; not an elected official herself but regularly named in political scandals linked to T.D. Rajegowda's public role.,"2019–present (firm involvement, political exposure ongoing)","Sringeri (by association through husband, not as an office-holder)",Chikmagalur,Karnataka
161,KA2023AC123,Son,Rajdev T.R.,Partner in firm under probe for assets linked to political activities; not an elected official but featured in political scandal context due to family’s assets and political links.,"2019–present (firm involvement, political exposure ongoing)","Sringeri (by association through father, not as an office-holder)",Chikmagalur,Karnataka
162,KA2023AC124,Mother,C. Motamma,"Minister of Women and Child Welfare, Karnataka; Leader of the Opposition, Karnataka Legislative Council; Member of Karnataka Legislative Assembly","Minister: 1999-2004; MLA: 1978-1983, 1989-1994, 1999-2004; MLC: Dates not precisely listed, but known to have held for at least two terms; Leader of Opposition: 2010-2012",Mudigere (as MLA); Nominated/Graduates' constituencies as MLC,Chikmagalur,Karnataka
163,KA2023AC125,,,,,,,
164,KA2023AC126,,,,,,,
165,KA2023AC127,,,,,,,
166,KA2023AC128,Father,Late N Basavaiah,"MLA, Karnataka Legislative Assembly",Unknown,Unknown,Unknown,Karnataka
167,KA2023AC129,,,,,,,
168,KA2023AC130,,,,,,,
169,KA2023AC131,,,,,,,
170,KA2023AC132,Father,G S Basavaraj,"Member of Parliament (Lok Sabha), Tumkur (multiple terms)","1984-1989, 1991-1996, 1998-1999, 2009-2014, 2019-present",Tumkur,Tumkur,Karnataka
171,KA2023AC133,,,,,,,
172,KA2023AC134,Father,H. M. Gangadharaiah,Member of Karnataka Legislative Council (MLC),Unknown,Unknown,Tumkur,Karnataka
173,KA2023AC135,Father,Late S C Ramegowda,Block Congress President,1970s–late 1990s,Not applicable (Block/Mandal Level Role),Tumkur,Karnataka
174,KA2023AC136,Son,Santosh Jayachandra,Candidate for Karnataka Legislative Assembly,"Contested (year unknown, verified as previous election from Chikkanayakanahalli constituency)",Chikkanayakanahalli,Tumkur,Karnataka
175,KA2023AC137,Father,Venkataramanappa,"MLA, Karnataka Legislative Assembly","2018-2023, 2008",Pavagada,Tumkur,Karnataka
176,KA2023AC138,Son,R. Rajendra,Member of Karnataka Legislative Council (MLC),Unknown,Unknown,Unknown,Karnataka
177,KA2023AC139,,,,,,,
178,KA2023AC140,,,,,,,
179,KA2023AC141,Foster Mother,Ratnamma,Politician (specific office not detailed in public sources),Unknown,Unknown,Unknown,Karnataka
180,KA2023AC142,,,,,,,
181,KA2023AC143,Father,M.C. Chowda Reddy,"Minister of Urban Development & Home (Karnataka), MLA (five terms)","1972–2004 (MLA), 1992–1994 (Minister)",Chintamani,Kolar,Karnataka
182,KA2023AC143,Grandfather,M.C. Anjaneya Reddy,"First MLA of Chintamani (post-independence, Independent); First Municipal President of Chintamani, MLC","1952 (MLA), continued as MLA/MLC until 1976",Chintamani,Kolar,Karnataka
183,KA2023AC143,Great-grandfather,Patel Chowda Reddy,"Member, Mysore Representative Assembly (Princely State era)",1903–1905,Unknown,Unknown,Mysore (now Karnataka)
184,KA2023AC144,,,,,,,
185,KA2023AC145,,,,,,,
186,KA2023AC146,Father,K. H. Muniyappa,"Member of Parliament (Lok Sabha), Minister of State for Railways and other portfolios in Union Government","1991-2019 (Lok Sabha, Kolar constituency), Ministerial positions intermittently between 2004-2014",Kolar,Kolar,Karnataka
187,KA2023AC147,,,,,,,
188,KA2023AC148,,,,,,,
189,KA2023AC149,Spouse,Rathnamma Nanjegowda,"President, Kolar Zilla Panchayat",Unknown,Unknown,Kolar,Karnataka
190,KA2023AC150,Spouse,Vanishree,Zilla Panchayat Member; Zilla Panchayat President,Unknown; Unknown,Unknown,Bangalore Urban,Karnataka
191,KA2023AC151,,,,,,,
192,KA2023AC152,Father,C. Byre Gowda,"MLA for five terms, Cabinet Minister of Karnataka State (Agriculture Minister 1996-1999), Senior leader of Janata Dal (United)","MLA (five terms, 1983-2003 incl. Agriculture Minister 1996-1999)",Vemagal,Kolar,Karnataka
193,KA2023AC153,,,,,,,
194,KA2023AC154,,,,,,,
195,KA2023AC155,,,,,,,
196,KA2023AC156,Spouse,Hemalatha Gopalaiah,BBMP Corporator and Deputy Mayor,"2015-2020 (Corporator, Vrushabhavathi ward), 2019 (Deputy Mayor, BBMP, Bengaluru)",Vrushabhavathi Ward,Bangalore,Karnataka
197,KA2023AC157,,,,,,,
198,KA2023AC158,Spouse,Byrathi Padmavati,Contested 2019 Karnataka Assembly by-election,"2019 (contested, not elected)",Hosakote,Bangalore Rural,Karnataka
199,KA2023AC159,,,,,,,
200,KA2023AC160,,,,,,,
201,KA2023AC161,,,,,,,
202,KA2023AC162,Father,R Q Arshad,"Congress Nominee, Contested for MLA",Unknown (Defeated 4 times against Azeez Sait),Mysore City,Mysore,Karnataka
203,KA2023AC163,Son,Mohammed Nalapad,"General Secretary, Bengaluru Youth Congress (Indian National Congress); Contested as Congress candidate from Shanti Nagar in 2023","2017–present (General Secretary), 2023 (contested election)",Shanti Nagar,Bangalore,Karnataka
204,KA2023AC164,Father,R. Gundu Rao,Chief Minister of Karnataka,1980-1983,Somwarpet (previous MLA seat),Kodagu (Coorg),Karnataka
205,KA2023AC164,Mother,Varalakshmi Gundu Rao,Lok Sabha Candidate (not elected),1996 (contested),Bangalore South,Bengaluru,Karnataka
206,KA2023AC164,Brother,Mahesh Gundu Rao,"BJP Member, briefly active (politically associated but no record found of contesting or holding elected office)",Unknown,Unknown,Unknown,Karnataka
207,KA2023AC164,Brother,Rajesh Gundu Rao,"JD(S) Youth Wing (politically associated, no record found of contesting or holding elected office)",Unknown,Unknown,Unknown,Karnataka
208,KA2023AC165,,,,,,,
209,KA2023AC166,Father,M. Krishnappa,"MLA (Vijayanagar), Housing Minister, Government of Karnataka",2008–2023,Vijayanagar,Bangalore,Karnataka
210,KA2023AC168,,,,,,,
211,KA2023AC169,Father,B N Garudachar,"Contested Lok Sabha (Bihar Rajya Sabha) election (2008), Former Director General of Police (DGP) - Not an elected political office but significant public role; no evidence found he was elected or held political office beyond IPS/DGP",Unknown,Unknown,Unknown,Unknown
212,KA2023AC170,Nephew,Tejasvi Surya,Member of Parliament (Lok Sabha) - Bangalore South,2019-present,Bangalore South,Bangalore,Karnataka
213,KA2023AC171,,,,,,,
214,KA2023AC172,Father,B. Venkatareddy,"Corporator, Bangalore Mahanagara Palike (Bangalore Municipal Corporation, now BBMP)",1983-1988,Unknown,Bangalore,Karnataka
215,KA2023AC172,Daughter,Sowmya Reddy,"MLA (Jayanagar Assembly Constituency), General Secretary of All India Mahila Congress of Karnataka, Contested 2023 Assembly and 2024 LS Elections","MLA: 2018-2023, Gen. Sec. (Year not specified), LS Candidate: 2024","Jayanagar (MLA), Bengaluru South (2024 LS Election)",Bangalore,Karnataka
216,KA2023AC173,Spouse,Nagaratna Ramamurthy,BBMP Corporator,Unknown,Unknown,Bangalore,Karnataka
217,KA2023AC174,Husband,Aravinda Limbavali,"Member of Karnataka Legislative Assembly (MLA), Minister in Karnataka State Cabinet","2008-2023 (MLA), served as minister in various years",Mahadevapura,Bangalore,Karnataka
218,KA2023AC175,,,,,,,
219,KA2023AC176,,,,,,,
220,KA2023AC177,,,,,,,
221,KA2023AC178,Father,B. N. Bache Gowda,"Member of Parliament (Lok Sabha), Member of Karnataka Legislative Assembly, Labour Minister (Karnataka)","MLA (Multiple terms, starting 1978), Minister of Labour (2008-2013), MP (2019-2024)","Chikkaballapur (MP), Hosakote (MLA)",Bangalore Rural / Chikkaballapur,Karnataka
222,KA2023AC179,Daughter,Roopakala Shashidhar,Member of the Karnataka Legislative Assembly (MLA),2018–present,Kolar Gold Fields,Kolar,Karnataka
223,KA2023AC179,Son-in-law,K G Chikka Peddanna,Contested for Lok Sabha ticket (not ultimately fielded as candidate),"2024 (Aspirant, not elected)",Kolar,Kolar,Karnataka
224,KA2023AC180,,,,,,,
225,KA2023AC181,,,,,,,
226,KA2023AC182,Father,H. G. Channappa,"MLA (Member of Karnataka Legislative Assembly), Minister",Three terms (exact years not specified in public sources),Unknown,Unknown,Karnataka
227,KA2023AC183,,,,,,,
228,KA2023AC184,Brother,D. K. Suresh,"Member of Parliament (Lok Sabha), Bangalore Rural",2013-present,Bangalore Rural,Bangalore Rural,Karnataka
