FamilyID,UID,Relation,Name,PoliticalRole,YearsHeld,ConstituencyName,DistrictName,StateName
96,MP2023AC94,Father,Prabhat Pandey,Member of Legislative Assembly (MLA) for Sihora constituency,Unknown,Sihora,Jabalpur,Madhya Pradesh
97,MP2023AC94,Great Grandfather,Unknown,Member of Legislative Assembly (MLA) for Sihora constituency,Unknown,Sihora,Jabalpur,Madhya Pradesh
98,MP2023AC95,,,,,,,
99,MP2023AC96,Mother,Pratibha Singh,"MLA, Bargi",2018-2023,Bargi,Jabalpur,Madhya Pradesh
100,MP2023AC97,Son,Yash Ghanghoria,"President, Madhya Pradesh Youth Congress",2025–present,Not applicable (organizational post),Not applicable,Madhya Pradesh
101,MP2023AC98,,,,,,,
102,MP2023AC99,Father,Ishwardas Rohani,"Speaker of the Madhya Pradesh Legislative Assembly, MLA","MLA (1993-2013), Speaker (2003-2013)",Jabalpur Cantt.,Jabalpur,Madhya Pradesh
103,MP2023AC100,,,,,,,
104,MP2023AC101,,,,,,,
105,MP2023AC102,,,,,,,
106,MP2023AC103,,,,,,,
107,MP2023AC104,,,,,,,
108,MP2023AC105,,,,,,,
109,MP2023AC106,,,,,,,
110,MP2023AC107,Daughter,Shraddha Suman Kurveti,"Sarpanch, Gram Panchayat Tikarwara",2022-present,Tikarwara,Mandla,Madhya Pradesh
111,MP2023AC108,Father,Ganpat Singh Uikey,"Cabinet Minister, MLA (four times), Madhya Pradesh Legislative Assembly","Multiple terms, exact years not specified in assembled sources",Baihar,Balaghat,Madhya Pradesh
112,MP2023AC109,,,,,,,
113,MP2023AC110,,,,,,,
114,MP2023AC111,Spouse,Kankar Munjare,Contested as BSP candidate for Balaghat Lok Sabha and previously as GGP (Gondwana Ganatantra Party) and Samajwadi Party candidate,"2023 (BSP Lok Sabha, previously as assembly candidate)","Balaghat / Paraswada (assembly, previous)",Balaghat,Madhya Pradesh
115,MP2023AC112,,,,,,,
116,MP2023AC113,,,,,,,
117,MP2023AC114,,,,,,,
118,MP2023AC115,,,,,,,
119,MP2023AC116,Father,Harvansh Singh,Member of the Madhya Pradesh Legislative Assembly,Unknown (preceded Rajneesh Harvansh Singh as MLA for Keolari),Keolari,Seoni,Madhya Pradesh
120,MP2023AC117,,,,,,,
121,MP2023AC118,,,,,,,
122,MP2023AC119,Brother,Jalam Singh Patel,Member of Madhya Pradesh Legislative Assembly (MLA),2013-2023 (and re-elected in 2023),Narsinghpur,Narsinghpur,Madhya Pradesh
123,MP2023AC120,Uncle,Sujan Singh Patel,"Minister, Government of Madhya Pradesh",Unknown,Unknown,Unknown,Madhya Pradesh
124,MP2023AC121,,,,,,,
125,MP2023AC122,,,,,,,
126,MP2023AC123,,,,,,,
127,MP2023AC124,Father,Mersingh Choudhary,Contested Assembly Election (Chourai),Unknown,Chourai,Chhindwara,Madhya Pradesh
128,MP2023AC125,,,,,,,
129,MP2023AC126,Spouse,Alka Nath,"Member of Parliament, Lok Sabha",1996-1997,Chhindwara,Chhindwara,Madhya Pradesh
130,MP2023AC126,Son,Nakul Nath,"Member of Parliament, Lok Sabha",2019-Present,Chhindwara,Chhindwara,Madhya Pradesh
131,MP2023AC127,,,,,,,
132,MP2023AC128,,,,,,,
133,MP2023AC129,,,,,,,
134,MP2023AC130,,,,,,,
135,MP2023AC131,Father,Vijay Kumar Khandelwal,"Member of Parliament (Lok Sabha), Betul constituency; senior BJP leader",Four-time MP: 1991–2007 (until his death),Betul,Betul,Madhya Pradesh
136,MP2023AC132,Husband,Sajjan Singh Uikey,"MLA, Madhya Pradesh Legislative Assembly",Unknown,Ghoradongri,Betul,Madhya Pradesh
137,MP2023AC133,,,,,,,
138,MP2023AC134,Uncle,Sanjay Shah,"Member of Legislative Assembly (MLA), Timarni",2018-2023,Timarni,Harda,Madhya Pradesh
139,MP2023AC134,Uncle,Vijay Shah,"Minister (Forest, Madhya Pradesh); Member of Legislative Assembly (MLA), Harsud","Multiple terms, including 2018-2023",Harsud,Khandwa,Madhya Pradesh
140,MP2023AC135,,,,,,,
141,MP2023AC136,,,,,,,
142,MP2023AC137,Brother,Girija Shankar Sharma,"MLA (Former, BJP; Contested 2023 as INC candidate from Hoshangabad)",MLA (Years with BJP: until 2023; Contested INC: 2023),Hoshangabad,Hoshangabad (Narmadapuram),Madhya Pradesh
143,MP2023AC138,,,,,,,
144,MP2023AC139,,,,,,,
145,MP2023AC140,,,,,,,
146,MP2023AC142,,,,,,,
147,MP2023AC143,,,,,,,
148,MP2023AC144,,,,,,,
149,MP2023AC145,,,,,,,
150,MP2023AC146,,,,,,,
151,MP2023AC147,Brother,Laxmikant Sharma,"Cabinet Minister, Government of Madhya Pradesh; MLA",2003-2013 (Minister); Multiple terms (MLA) until 2013,Sironj,Vidisha,Madhya Pradesh
152,MP2023AC148,,,,,,,
153,MP2023AC149,,,,,,,
154,MP2023AC150,Father,Arif Aqueel,"MLA (Member of Legislative Assembly), Cabinet Minister, Congress","1990-2024 (MLA: 1990, 1998, 2003, 2008, 2013, 2018; Cabinet Minister: 1998–2003, 2018–2020)",Bhopal North,Bhopal,Madhya Pradesh
155,MP2023AC150,Uncle,Aameer Aqueel,"Independent Candidate, Assembly Election",2023 (Contested),Bhopal North,Bhopal,Madhya Pradesh
156,MP2023AC151,Father,Kailash Narayan Sarang,"Member of Parliament, Rajya Sabha; Member of Madhya Pradesh Legislative Assembly; Senior BJP Leader","Rajya Sabha (1990-2002); MLA (various terms, details in news biographies)","Rajya Sabha (MP), assembly constituencies as per term",Various,Madhya Pradesh
157,MP2023AC152,,,,,,,
158,MP2023AC153,,,,,,,
159,MP2023AC154,Father-in-law,Babulal Gaur,"Chief Minister of Madhya Pradesh; MLA (multiple terms); Minister, State Government","1974–2018 (various roles, MLA for over 40 years, Chief Minister 2004–2005)","Govindpura (MLA, longest tenure), also Berasia and others",Bhopal,Madhya Pradesh
160,MP2023AC155,,,,,,,
161,MP2023AC156,Brother,Surjit Singh Chouhan,"Politician (involved in local politics, member of BJP)",Unknown,Unknown,Unknown,Madhya Pradesh
162,MP2023AC157,,,,,,,
163,MP2023AC158,,,,,,,
164,MP2023AC159,Brother,Rakesh Rai,Former Member of Congress (held local office; contested assembly election),Unknown,Unknown,Unknown,Madhya Pradesh
165,MP2023AC160,,,,,,,
166,MP2023AC161,,,,,,,
167,MP2023AC162,,,,,,,
168,MP2023AC163,,,,,,,
169,MP2023AC164,,,,,,,
170,MP2023AC165,,,,,,,
171,MP2023AC166,,,,,,,
172,MP2023AC167,,,,,,,
173,MP2023AC168,,,,,,,
174,MP2023AC169,,,,,,,
175,MP2023AC170,,,,,,,
176,MP2023AC171,Husband,Tukoji Rao Puar,"MLA, Madhya Pradesh Legislative Assembly",Multiple terms (last until his death in 2015),Dewas,Dewas,Madhya Pradesh
177,MP2023AC172,,,,,,,
178,MP2023AC173,Father,Govind Sharma,"Member of Legislative Assembly (MLA), Khategaon",Unknown,Khategaon,Dewas,Madhya Pradesh
179,MP2023AC174,,,,,,,
180,MP2023AC175,,,,,,,
181,MP2023AC176,Brother,Ajay Shah,"Member of Legislative Assembly (MLA), Timarni (INC, 2023)",2023-present,Timarni,Harda,Madhya Pradesh
182,MP2023AC176,Nephew,Abhijit Shah,"Member of Legislative Assembly (MLA), Timarni (INC, 2023)",2023-present,Timarni,Harda,Madhya Pradesh
183,MP2023AC177,Husband,Mukesh Tanve,"Member, Bharatiya Janata Party (BJP), Madhya Pradesh",Unknown,Unknown,Unknown,Madhya Pradesh
184,MP2023AC178,,,,,,,
185,MP2023AC179,Father,Rajendra Shyamlal Dadu,Member of Madhya Pradesh Legislative Assembly (MLA),2013-2016,Nepanagar,Burhanpur,Madhya Pradesh
186,MP2023AC180,,,,,,,
187,MP2023AC181,,,,,,,
188,MP2023AC182,,,,,,,
189,MP2023AC183,,,,,,,
190,MP2023AC184,Father,Subhash Yadav,"Deputy Chief Minister of Madhya Pradesh (1993–1998), Member of Lok Sabha (1980–1989), MLA from Kasrawad (1993–2008)","1980–1989 (MP), 1993–2008 (MLA), 1993–1998 (Deputy CM)","Kasrawad (MLA), Khargone (Lok Sabha)",Khargone (West Nimar),Madhya Pradesh
191,MP2023AC184,Brother,Arun Subhashchandra Yadav,"Union Minister of State (Agriculture and Food Processing Industries), Member of Parliament (Lok Sabha), Former MP Congress Chief","2007–2014 (MP), 2009–2011 (Union Minister of State)","Khargone, Khandwa","Khargone, Khandwa",Madhya Pradesh
192,MP2023AC185,,,,,,,
193,MP2023AC186,,,,,,,
194,MP2023AC187,Wife,Rajkala Solanki,District Panchayat Member,Unknown,Unknown,Barwani,Madhya Pradesh
195,MP2023AC189,,,,,,,
196,MP2023AC190,,,,,,,
197,MP2023AC191,Spouse,Anita Nagar Singh Chouhan,"Member of Parliament, Lok Sabha; President, Zila Panchayat (Alirajpur)",MP: 2024-present; Zila Panchayat President: 2015-2024,"Ratlam (MP as of 2024), Alirajpur (Zila Panchayat)","Ratlam (MP as of 2024), Alirajpur (Zila Panchayat)",Madhya Pradesh
198,MP2023AC192,Spouse,Mahesh Patel,"Former MLA, Former Alirajpur district Congress chief",Unknown (prior to 2023),Jobat,Alirajpur,Madhya Pradesh
199,MP2023AC193,Father,Kantilal Bhuria,"Member of Parliament (Lok Sabha), Union Cabinet Minister, President of Madhya Pradesh Congress Committee, MLA",1980–2024 (multiple tenures),"Jhabua, Ratlam (multiple terms)","Jhabua, Ratlam",Madhya Pradesh
200,MP2023AC194,,,,,,,
201,MP2023AC195,Father,Dileepsingh Bhuria,"Member of Madhya Pradesh Legislative Assembly, Union Cabinet Minister, Union Minister of State, Member of Parliament (Lok Sabha) (multiple terms)","1980–1997 (MLA), 1998–2015 (MP, Minister)","Ratlam (MP Lok Sabha), various assembly constituencies","Jhabua, Ratlam",Madhya Pradesh
202,MP2023AC196,,,,,,,
203,MP2023AC197,Aunt,Jamuna Devi,"Deputy Chief Minister of Madhya Pradesh, Leader of Opposition, Lok Sabha MP (Jhabua), Rajya Sabha MP","Deputy CM: 1998-2003, Leader of Opposition: Various terms in 1980s and 2000s, Lok Sabha MP: Multiple Terms (notably 1971–1980, 1984–1996), Rajya Sabha: 1978-1981","Jhabua (Lok Sabha), Madhya Pradesh (Rajya Sabha)",Jhabua,Madhya Pradesh
204,MP2023AC198,Father,Pratap Singh Baghel,Former minister and Assembly candidate (BJP) - contested 2008 Kukshi,Unknown (contested in 2008; ministerial years unspecified),Kukshi,Dhar,Madhya Pradesh
205,MP2023AC199,,,,,,,
206,MP2023AC201,Husband,Vikram Verma,"Former Union Cabinet Minister of Youth Affairs and Sports, Member of Parliament (Rajya Sabha), Former Leader of Opposition Madhya Pradesh Legislative Assembly","MP (Rajya Sabha, 2000-2012), Union Minister (2002-2004), Opposition Leader (1993–1998)","Multiple: Rajya Sabha, Dhar",Dhar,Madhya Pradesh
207,MP2023AC201,Son-in-law,Parvesh Sahib Singh Verma,"Member of Parliament (Lok Sabha, West Delhi), Member Delhi Legislative Assembly","MP (2014–present), MLA Delhi (2013-2014)","West Delhi (Lok Sabha), Mehrauli (Delhi Assembly)",West Delhi,Delhi
208,MP2023AC201,Father-in-law (via son-in-law),Sahib Singh Verma,"Former Chief Minister of Delhi, Member of Parliament (Lok Sabha), BJP National Vice President","Chief Minister (1996–1998), MP (1999-2007)",Outer Delhi (Lok Sabha),Delhi,Delhi
209,MP2023AC202,,,,,,,
210,MP2023AC203,Father,Nirbhay Singh Patel,"MLA, Cabinet Minister in Patwa Ministry","1980–1985, 1990–1992, 1993–1998",Depalpur,Indore,Madhya Pradesh
211,MP2023AC204,Son,Akash Vijayvargiya,Member of Madhya Pradesh Legislative Assembly (MLA),2018–present,Indore-3,Indore,Madhya Pradesh
212,MP2023AC205,,,,,,,
213,MP2023AC206,,,,,,,
214,MP2023AC207,Husband,Laxman Singh Gaur,"Higher Education Minister, Madhya Pradesh and MLA (Indore-4)",Unknown–2008 (died in office),Indore-4,Indore,Madhya Pradesh
215,MP2023AC208,,,,,,,
216,MP2023AC210,,,,,,,
217,MP2023AC211,,,,,,,
218,MP2023AC212,,,,,,,
219,MP2023AC213,,,,,,,
220,MP2023AC214,,,,,,,
221,MP2023AC216,,,,,,,
222,MP2023AC217,Sister,Kalawati Yadav,"Chairperson, Ujjain Municipal Corporation",Unknown,Ujjain Municipal Corporation,Ujjain,Madhya Pradesh
223,MP2023AC218,Father,Uday Singh Pandya,Member of Legislative Assembly (MLA) - Badnagar constituency,"Multiple terms (exact years: Not exhaustively specified, but referred as three-time/six-time MLA)",Badnagar,Ujjain,Madhya Pradesh
224,MP2023AC219,,,,,,,
225,MP2023AC220,,,,,,,
226,MP2023AC221,,,,,,,
227,MP2023AC222,,,,,,,
228,MP2023AC223,,,,,,,
229,MP2023AC224,,,,,,,
230,MP2023AC225,,,,,,,
231,MP2023AC226,,,,,,,
232,MP2023AC227,,,,,,,
233,MP2023AC228,,,,,,,
234,MP2023AC229,,,,,,,
235,MP2023AC230,Father,Virendra Kumar Sakhlecha,"Chief Minister of Madhya Pradesh, Deputy Chief Minister of Madhya Pradesh, Member of Rajya Sabha","Chief Minister (1978-1980), Deputy Chief Minister (1967-1969), Rajya Sabha (1972-1977)","Jawad (Assembly), Statewide (Chief Minister/Deputy CM), Rajya Sabha (MP representation)",Neemuch,Madhya Pradesh
