FamilyID,UID,Relation,Name,PoliticalRole,YearsHeld,ConstituencyName,DistrictName,StateName
61,ML2023AC49,Sister,Agatha K. Sangma,"Member of Parliament (Lok Sabha), Union Minister of State for Rural Development","MP: 2009-2014, 2019-2024; MoS: 2009-2012",Tura,West Garo Hills,Meghalaya
62,ML2023AC49,Brother,James P. K. Sangma,"MLA, Cabinet Minister, National Working President of NPP (2025–present)",MLA: 2008–present; Minister: various terms; NPP National Working President: 2025–present,Dadenggre,West Garo Hills,Meghalaya
63,ML2023AC49,Wife,Mehtab A. Sangma,"MLA, NPP National Treasurer",MLA: 2024–present; NPP National Treasurer: 2025–present,Gambegre,West Garo Hills,Meghalaya
64,ML2023AC49,Uncle,Thomas Sangma,"Speaker of Meghalaya Legislative Assembly, MLA",MLA: various terms (at least 2018–present); Speaker: 2023–present,North Tura,West Garo Hills,Meghalaya
65,ML2023AC49,Brother-in-law,Sanjay Sangma,"MLA, Chairman of Meghalaya Infratech and Innovations Corporation Ltd.",MLA: 2023–present,Mahendraganj,South West Garo Hills,Meghalaya
66,ML2023AC50,,,,,,,
67,ML2023AC51,,,,,,,
68,ML2023AC52,,,,,,,
69,ML2023AC53,Brother-in-law,Wailadmiki Shylla,"Cabinet Minister (Health Minister, Meghalaya Cabinet), MLA",2023–present (Minister); prior and current terms as MLA,"Unknown (MLA, Meghalaya Legislative Assembly, details may vary by term)","East Jaintia Hills (MLA), but Cabinet role is statewide",Meghalaya
70,ML2023AC53,Nephew,Damanbait Lamare,"MLA, likely Chairman of Meghalaya Urban Development Authority (MUDA)",MLA term ongoing; MUDA Chairmanship prospective as of 2025,Umroi,Ri-Bhoi,Meghalaya
71,ML2023AC54,Brother-in-law,Sniawbhalang Dhar,Deputy Chief Minister of Meghalaya; MLA (multiple terms),"2013–present (MLA), Deputy CM from 2023",Nartiang,West Jaintia Hills,Meghalaya
72,ML2023AC55,,,,,,,
73,ML2023AC56,,,,,,,
74,ML2023AC57,,,,,,,
75,ML2023AC58,,,,,,,
76,ML2023AC59,,,,,,,
77,ML2023AC60,,,,,,,
