#,AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
26,Baikunthpur,26,GEN,Manjeet Kumar Singh,Samata Party,199901,127773,63.9 %,19928,15.6%
27,Basantpur,27,GEN,Satyadeo Pd. Singh,Bharatiya Janta Party,184758,138161,74.8 %,1060,0.8%
28,Goreakothi,28,GEN,Indradeo Prasad,Rashtriya Janata Dal,167462,117425,70.1 %,20126,17.1%
29,Siwan,29,GEN,Awadh Bihari Chaudhary,Rashtriya Janata Dal,183271,137807,75.2 %,89237,64.8%
30,Mairwa,30,SC,Satyadeo Ram,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),155705,93900,60.3 %,6509,6.9%
31,Darauli,31,GEN,Sheo Shankar Yadav,Rashtriya Janata Dal,172836,115334,66.7 %,12057,10.5%
32,Ziradei,32,GEN,M. Azazul Haque,Rashtriya Janata Dal,157975,121434,76.9 %,44920,37.0%
33,Maharajganj,33,GEN,Umashankar Singh (Sawan Bigrah),Samata Party,162608,116634,71.7 %,35956,30.8%
34,Raghunathpur,34,GEN,Vijay Shankar Dubey,Indian National Congress,184430,109695,59.5 %,2439,2.2%
35,Manjhi,35,GEN,Ravindra Nath Mishra,Independent,165958,108779,65.5 %,6142,5.6%
36,Baniapur,36,GEN,Manoranjan Singh,Independent,157249,109153,69.4 %,2089,1.9%
37,Masrakh,37,GEN,Tarkeshwar Singh,Rashtriya Janata Dal,164046,95322,58.1 %,10459,11.0%
38,Taraiya,38,GEN,Ram Das Ray,Rashtriya Janata Dal,159127,111465,70.0 %,265,0.2%
39,Marhaura,39,GEN,Yadubanshi Rai,Rashtriya Janata Dal,161148,124274,77.1 %,22890,18.4%
40,Jalalpur,40,GEN,Janardan Singh Sigriwal,Independent,179562,117619,65.5 %,1608,1.4%
41,Chapra,41,GEN,Udit Rai,Rashtriya Janata Dal,199237,146600,73.6 %,22719,15.5%
42,Garkha,42,SC,Muneshwar Chaudhary,Rashtriya Janata Dal,164682,113925,69.2 %,7416,6.5%
43,Parsa,43,GEN,Chandrika Rai,Rashtriya Janata Dal,173304,129963,75.0 %,45510,35.0%
44,Sonepur,44,GEN,Vinay Kumar Singh,Bharatiya Janta Party,174378,149547,85.8 %,2290,1.5%
45,Hajipur,45,GEN,Nityanand Rai,Bharatiya Janta Party,200370,145630,72.7 %,52836,36.3%
46,Raghopur,46,GEN,Laloo Prasad,Rashtriya Janata Dal,189560,141269,74.5 %,29128,20.6%
47,Mahnar,47,GEN,Rama Kishore Singh,Janata Dal (United),175396,133948,76.4 %,40549,30.3%
48,Jandaha,48,GEN,Upendra Pd. Singh,Samata Party,180107,139174,77.3 %,5361,3.9%
49,Patepur,49,SC,Prema Chaudhary,Rashtriya Janata Dal,173025,118984,68.8 %,12115,10.2%
50,Mahua,50,SC,Dasai Chowdhary,Rashtriya Janata Dal,169495,120748,71.2 %,9070,7.5%
51,Lalganj,51,GEN,Vijay Shukal,Independent,175721,134402,76.5 %,52705,39.2%
52,Vaishali,52,GEN,Veena Shahi,Indian National Congress,183347,129646,70.7 %,12028,9.3%
53,Paru,53,GEN,Mithilesh Pd. Yadav,Rashtriya Janata Dal,184305,123026,66.8 %,25300,20.6%
54,Sahebganj,54,GEN,Ram Vichar Rai,Rashtriya Janata Dal,175135,120145,68.6 %,40363,33.6%
55,Baruraj,55,GEN,Shashi Kumar Rai,Janata Dal (United),179570,116208,64.7 %,15033,12.9%
56,Kanti,56,GEN,Gulam Jilani Warasi,Rashtriya Janata Dal,165046,108870,66.0 %,11044,10.1%
57,Kurhani,57,GEN,Basawan Prasad Bhagat,Rashtriya Janata Dal,178815,123427,69.0 %,15548,12.6%
58,Sakra,58,SC,Sital Ram,Rashtriya Janata Dal,165627,114527,69.1 %,7271,6.3%
59,Muzaffarpur,59,GEN,Vijendra Chaudhary,Rashtriya Janata Dal,238213,156315,65.6 %,26833,17.2%
60,Bochaha,60,SC,Ramai Ram,Rashtriya Janata Dal,184705,124806,67.6 %,54168,43.4%
61,Gaighatti,61,GEN,Veerendra Kumar Singh,Janata Dal (United),160137,117839,73.6 %,4996,4.2%
62,Aurai,62,GEN,Ganesh Prasad Yadav,Janata Dal (United),159656,106167,66.5 %,12887,12.1%
63,Minapur,63,GEN,Dinesh Prasad,Independent,163047,116321,71.3 %,2952,2.5%
64,Runisaidpur,64,GEN,Bhola Rai,Rashtriya Janata Dal,199766,134131,67.1 %,31262,23.3%
65,Belsand,65,GEN,Ram Swarth Rai,Rashtriya Janata Dal,163163,100389,61.5 %,31401,31.3%
66,Sheohar,66,GEN,Sataya Nr. Prasad,Rashtriya Janata Dal,193563,106062,54.8 %,5019,4.7%
67,Sitamarhi,67,GEN,Shahid Ali Khan,Rashtriya Janata Dal,223065,151348,67.8 %,35,0.0%
68,Bathnaha,68,GEN,Suryadeo Rai,Rashtriya Janata Dal,198911,130732,65.7 %,14603,11.2%
69,Majorganj,69,SC,Gauri Shankar Nagdansh,Bharatiya Janta Party,168186,116407,69.2 %,30972,26.6%
70,Sonbarsa,70,GEN,Dr. Ramchandra Purve,Rashtriya Janata Dal,188753,134297,71.1 %,18194,13.5%
71,Sursand,71,GEN,Jainandan Pd. Yadav,Janata Dal (United),181612,116394,64.1 %,17388,14.9%
72,Pupri,72,GEN,Sita Ram Yadav,Rashtriya Janata Dal,205866,128395,62.4 %,1079,0.8%
73,Benipatti,73,GEN,Ramashish Yadav,Janata Dal (United),184842,110450,59.8 %,9695,8.8%
74,Bisfi,74,GEN,Dr. Shakil Ahmad,Indian National Congress,192767,124339,64.5 %,12599,10.1%
75,Harlakhi,75,GEN,Sitaram Yadav,Rashtriya Janata Dal,177355,109614,61.8 %,534,0.5%
76,Khajauli,76,SC,"Ram Lakhan Ram ""raman""",Rashtriya Janata Dal,180541,109461,60.6 %,1716,1.6%
77,Babubarhi,77,GEN,Deo Narayan Yadav,Rashtriya Janata Dal,164606,111307,67.6 %,1281,1.2%
78,Madhubani,78,GEN,Ramdeo Mahto,Bharatiya Janta Party,196896,131026,66.5 %,18076,13.8%
79,Pandaul,79,GEN,Naiyar Azam,Rashtriya Janata Dal,191447,131444,68.7 %,22098,16.8%
80,Jhanjharpur,80,GEN,Jagdish Narayan Chaudhary,Rashtriya Janata Dal,178294,103494,58.0 %,10049,9.7%
81,Phulparas,81,GEN,Ram Kumar Yadav,Janata Dal (United),177881,110621,62.2 %,6008,5.4%
82,Laukaha,82,GEN,Hari Pd. Sah,Samata Party,166427,108512,65.2 %,15040,13.9%
83,Madhepur,83,GEN,Jagat Nr. Singh,Rashtriya Janata Dal,183383,121662,66.3 %,20082,16.5%
84,Manigachhi,84,GEN,Lalit Kr. Yadav,Rashtriya Janata Dal,175112,122239,69.8 %,24097,19.7%
85,Bahera,85,GEN,Abdul Bari Siddiqui,Rashtriya Janata Dal,172244,122283,71.0 %,30713,25.1%
86,Ghanshyampur,86,GEN,Mahavir Prasad,Rashtriya Janata Dal,201776,150830,74.8 %,16441,10.9%
87,Baheri,87,GEN,Ramanand Singh,Janata Dal (United),195236,145221,74.4 %,9004,6.2%
88,Darbhanga Rural,88,SC,Pitambar Paswan,Rashtriya Janata Dal,165893,120254,72.5 %,21472,17.9%
89,Darbhanga,89,GEN,Sultan Ahmad,Rashtriya Janata Dal,192779,129365,67.1 %,795,0.6%
90,Keoti,90,GEN,Ghulam Sarwar,Rashtriya Janata Dal,201783,139086,68.9 %,4582,3.3%
91,Jale,91,GEN,Vijay Kumar Mishra,Bharatiya Janta Party,183071,127772,69.8 %,30617,24.0%
92,Hayaghat,92,GEN,Umadhar Pd.Singh,Independent,161749,107508,66.5 %,7863,7.3%
93,Kalyanpur,93,GEN,Ashwamegh Devi,Samata Party,193003,126335,65.5 %,4475,3.5%
94,Warisnagar,94,SC,Ram Sewak Hazari,Janata Dal (United),168837,101372,60.0 %,13610,13.4%
95,Samastipur,95,GEN,Ram Nath Thakur,Janata Dal (United),214193,141031,65.8 %,11282,8.0%
96,Sarairanjan,96,GEN,Ramashraya Sahni,Rashtriya Janata Dal,214266,134571,62.8 %,5732,4.3%
97,Mohiuddin Nagar,97,GEN,Ram Chandra Rai,Rashtriya Janata Dal,213984,158273,74.0 %,4764,3.0%
98,Dalsinghsarai,98,GEN,Ram Padarath Mahto,Rashtriya Janata Dal,202815,127152,62.7 %,19265,15.2%
99,Bibhutpur,99,GEN,Ramdeo Verma,Communist Party Of India (MARXIST),213868,134758,63.0 %,16467,12.2%
100,Rosera,100,SC,Ashok Kumar,Samata Party,183670,116283,63.3 %,1320,1.1%
101,Singhia,101,GEN,Dr. Ashok Kumar,Indian National Congress,183527,111346,60.7 %,739,0.7%
102,Hasanpur,102,GEN,Gajendra Prasad Himansu,Janata Dal (United),176013,110223,62.6 %,3128,2.8%
103,Balia,103,GEN,Shrinarayan Yadav,Rashtriya Janata Dal,166125,111738,67.3 %,304,0.3%
104,Matihani,104,GEN,Rajendra Rajan,Communist Party Of India,173385,109759,63.3 %,6716,6.1%
105,Begusarai,105,GEN,Bhola Pd. Singh,Bharatiya Janta Party,189440,124899,65.9 %,8350,6.7%
106,Barauni,106,GEN,Rajendra Pd. Singh,Communist Party Of India,195727,122090,62.4 %,6285,5.1%
107,Bachwara,107,GEN,Uttam Kumar Yadav,Rashtriya Janata Dal,173629,110004,63.4 %,458,0.4%
108,Cheria Bariarpur,108,GEN,Ashok Kumar,Rashtriya Janata Dal,168282,114266,67.9 %,35154,30.8%
109,Bakhri,109,SC,Ramanand Ram,Rashtriya Janata Dal,161407,101810,63.1 %,583,0.6%
110,Raghopur,110,GEN,Uday Prasad Goet,Rashtriya Janata Dal,188867,125155,66.3 %,12574,10.0%
111,Kishunpur,111,GEN,Yaduwansh Kumar Yadav,Rashtriya Janata Dal,168849,113049,67.0 %,6581,5.8%
112,Supaul,112,GEN,Bijendra Pd. Yadav,Janata Dal (United),195177,122985,63.0 %,2448,2.0%
113,Tribeniganj,113,GEN,Anup Lal Yadav,Rashtriya Janata Dal,152639,105516,69.1 %,5842,5.5%
114,Chhatapur,114,SC,Gita Devi,Rashtriya Janata Dal,150203,96408,64.2 %,2956,3.1%
115,Kumarkhand,115,SC,Bhupendra Rishideo,Rashtriya Janata Dal,155120,108710,70.1 %,32455,29.9%
116,Singheshwar,116,GEN,Vijay Kumar Singh,Rashtriya Janata Dal,166344,106353,63.9 %,19260,18.1%
117,Saharsa,117,GEN,Shankar Prasad Tekriwal,Rashtriya Janata Dal,219198,145107,66.2 %,14077,9.7%
118,Mahishi,118,GEN,Abdul Ghafoor,Rashtriya Janata Dal,204109,138632,67.9 %,17824,12.9%
119,Simri-Bakhtiarpur,119,GEN,Choudhary Md. Mahboob Ali Kaisar,Indian National Congress,178708,121025,67.7 %,6959,5.8%
120,Madhepura,120,GEN,Rajendra Prasad Yadav,Rashtriya Janata Dal,184488,133264,72.2 %,35358,26.5%
121,Sonbarsa,121,GEN,Ashok Kumar Singh,Rashtriya Janata Dal,196585,124948,63.6 %,4234,3.4%
122,Kishanganj,122,GEN,Prof. Ravindra Charan Yadav,Rashtriya Janata Dal,153329,103586,67.6 %,30983,29.9%
123,Alamnagar,123,GEN,Narendra Nr. Yadav,Janata Dal (United),167329,107085,64.0 %,1713,1.6%
124,Rupauli,124,GEN,Bima Bharti,Independent,166553,109839,65.9 %,6308,5.7%
125,Dhamdaha,125,GEN,Lesha Devi,Samata Party,193866,129097,66.6 %,14021,10.9%
126,Banmankhi,126,SC,Deo Narayan Rajak,Bharatiya Janta Party,182797,108841,59.5 %,11945,11.0%
127,Raniganj,127,SC,Yamuna Prasad Ram,Rashtriya Janata Dal,193469,117245,60.6 %,21670,18.5%
128,Narpatganj,128,GEN,Janardan Yadav,Bharatiya Janta Party,199386,122263,61.3 %,9720,8.0%
129,Forbesganj,129,GEN,Zakir Hussain Khan,Bahujan Samaj Party,190134,128944,67.8 %,6548,5.1%
130,Araria,130,GEN,Bijay Kumar Mandal,Independent,179707,124582,69.3 %,717,0.6%
131,Sikti,131,GEN,Anandi Prasad Yadav,Bharatiya Janta Party,211195,148917,70.5 %,14183,9.5%
132,Jokihat,132,GEN,Sarfraz,Rashtriya Janata Dal,171589,113401,66.1 %,18499,16.3%
133,Bahadurganj,133,GEN,Zahidur Rahman,Indian National Congress,173340,109026,62.9 %,12647,11.6%
134,Thakurganj,134,GEN,Dr. Md. Jawaid,Indian National Congress,203029,130449,64.3 %,6710,5.1%
135,Kishanganj,135,GEN,Taslim Uddin,Rashtriya Janata Dal,203999,121346,59.5 %,13992,11.5%
136,Amour,136,GEN,Abdul Jalil Mastan,Indian National Congress,183843,135792,73.9 %,15834,11.7%
137,Baisi,137,GEN,Abdus Subhan,Rashtriya Janata Dal,162927,108213,66.4 %,13971,12.9%
138,Kasba,138,GEN,Pradip Kr. Das,Bharatiya Janta Party,199197,132864,66.7 %,5669,4.3%
139,Purnea,139,GEN,Raj Kishore Kesri,Bharatiya Janta Party,207261,119370,57.6 %,11920,10.0%
140,Korha,140,SC,Mahesh Paswan,Bharatiya Janta Party,171221,111637,65.2 %,14136,12.7%
141,Barari,141,GEN,Mansoor Alam,Rashtriya Janata Dal,161859,105780,65.4 %,21616,20.4%
142,Katihar,142,GEN,Ram Prakash Mahto,Rashtriya Janata Dal,218205,120356,55.2 %,28371,23.6%
143,Kadwa,143,GEN,Himraj Singh,Independent,174077,112794,64.8 %,7763,6.9%
144,Barsoi,144,GEN,Mahboob Alam,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),186447,122093,65.5 %,26559,21.8%
145,Pranpur,145,GEN,Binod Kumar Singh,Bharatiya Janta Party,163187,107365,65.8 %,3351,3.1%
146,Manihari,146,GEN,Vishwanath Singh,Janata Dal (United),143999,90335,62.7 %,6876,7.6%
147,Rajmahal,147,GEN,Arun Mandal,Bharatiya Janta Party,197497,123752,62.7 %,11862,9.6%
148,Borio,148,ST,Lobin Hembrom,Jharkhand Mukti Morcha,169295,95000,56.1 %,6679,7.0%
149,Barhait,149,ST,Hemlal Murmu,Jharkhand Mukti Morcha,143627,99783,69.5 %,38126,38.2%
150,Litipara,150,ST,Sushila Hansda,Jharkhand Mukti Morcha,138141,77264,55.9 %,10510,13.6%
151,Pakaur,151,GEN,Alamgir Alam,Indian National Congress,178407,112935,63.3 %,14185,12.6%
152,Maheshpur,152,ST,Devidhan Besra,Bharatiya Janta Party,147972,84356,57.0 %,4095,4.9%
153,Sikaripara,153,ST,Nalin Soren,Jharkhand Mukti Morcha,155038,83858,54.1 %,16133,19.2%
154,Nala,154,GEN,Bisheswar Khan,Communist Party Of India,162991,88220,54.1 %,634,0.7%
155,Jamtara,155,GEN,Furkan Ansari,Indian National Congress,167935,107586,64.1 %,8264,7.7%
156,Sarath,156,GEN,Shashank Shekhar Bhokta,Jharkhand Mukti Morcha,174849,119878,68.6 %,13466,11.2%
157,Madhupur,157,GEN,Hussain Ansari,Jharkhand Mukti Morcha,193038,118642,61.5 %,5232,4.4%
158,Deoghar,158,SC,Suresh Paswan,Rashtriya Janata Dal,223904,118915,53.1 %,20818,17.5%
159,Jarmundi,159,GEN,Dvendra Kuwar,Bharatiya Janta Party,154880,104301,67.3 %,5073,4.9%
160,Dumka,160,ST,Stephen Marandi,Jharkhand Mukti Morcha,170567,95985,56.3 %,11222,11.7%
161,Jama,161,ST,Durga Soren,Jharkhand Mukti Morcha,148175,85506,57.7 %,15986,18.7%
162,Poreyahat,162,GEN,Pradeep Yadav,Bharatiya Janta Party,188025,125555,66.8 %,18413,14.7%
163,Godda,163,GEN,Sanjay Prasad Yadav,Rashtriya Janata Dal,204474,134152,65.6 %,7111,5.3%
164,Mahagama,164,GEN,Ashok Kumar,Bharatiya Janta Party,205995,125540,60.9 %,10506,8.4%
165,Pirpainti,165,GEN,Shobhakant Mandal,Rashtriya Janata Dal,205449,128384,62.5 %,11401,8.9%
166,Colgong,166,GEN,Sadanand Singh,Indian National Congress,226904,140297,61.8 %,25635,18.3%
167,Nathnagar,167,GEN,Sudha Shrivastava,Samata Party,206153,127119,61.7 %,8845,7.0%
168,Bhagalpur,168,GEN,Ashwini Kumar Chouvey,Bharatiya Janta Party,212238,121745,57.4 %,22877,18.8%
169,Gopalpur,169,GEN,Rabindra Kr. Rana,Rashtriya Janata Dal,193789,135120,69.7 %,17965,13.3%
170,Bihpur,170,GEN,Shailesh Kumar,Rashtriya Janata Dal,164870,105105,63.8 %,17478,16.6%
171,Sultanganj,171,SC,Ganesh Paswan,Samata Party,223516,133948,59.9 %,31519,23.5%
172,Amarpur,172,GEN,Surendra Prasad Singh,Rashtriya Janata Dal,185954,118986,64.0 %,9210,7.7%
173,Dhuraiya,173,SC,Bhudeo Choudhary,Samata Party,186418,118474,63.6 %,28792,24.3%
174,Banka,174,GEN,Ram Narayan Mandal,Bharatiya Janta Party,164728,110799,67.3 %,20222,18.3%
175,Belhar,175,GEN,Ramdeo Yadav,Rashtriya Janata Dal,155906,98683,63.3 %,15111,15.3%
176,Katoria,176,GEN,Giridhari Yadav,Rashtriya Janata Dal,186434,117100,62.8 %,29257,25.0%
177,Chakai,177,GEN,Narendra Singh,Independent,184897,111651,60.4 %,30471,27.3%
178,Jhajha,178,GEN,Damodar Rawat,Samata Party,170430,93912,55.1 %,1645,1.8%
179,Tarapur,179,GEN,Shakuni Choudhary,Rashtriya Janata Dal,171399,118053,68.9 %,29617,25.1%
180,Kharagpur,180,GEN,Jai Prakash N. Yadav,Rashtriya Janata Dal,200153,142126,71.0 %,52072,36.6%
181,Parbatta,181,GEN,Rakesh Kr.,Rashtriya Janata Dal,185591,140651,75.8 %,12777,9.1%
182,Chautham,182,GEN,Panna Lal Singh 'patel',Samata Party,177802,124999,70.3 %,3081,2.5%
183,Khagaria,183,GEN,Yogendra Singh,Communist Party Of India (MARXIST),177946,117912,66.3 %,2613,2.2%
184,Alauli,184,SC,Pashupati Kumar Paras,Janata Dal (United),155570,105475,67.8 %,4686,4.4%
185,Monghyr,185,GEN,Monazir Hassan,Rashtriya Janata Dal,203940,129752,63.6 %,8470,6.5%
186,Jamalpur,186,GEN,Upendra Prasad Verma,Rashtriya Janata Dal,191319,113253,59.2 %,1371,1.2%
187,Surajgarha,187,GEN,Prahlad Yadav,Rashtriya Janata Dal,197068,135404,68.7 %,26864,19.8%
188,Jamui,188,GEN,Narendra Singh,Janata Dal (United),211982,130384,61.5 %,6379,4.9%
189,Sikandra,189,SC,Prayaag Choudhary,Kosal Party,199515,112505,56.4 %,25843,23.0%
190,Lakhisarai,190,GEN,Krishna Chandra Pd. Singh,Bharatiya Janta Party,207321,126455,61.0 %,12180,9.6%
191,Sheikhpura,191,GEN,Sanjay Kumar Singh,Indian National Congress,188425,133199,70.7 %,60537,45.4%
192,Barbigha,192,SC,Ashok Chaudhary,Indian National Congress,174182,104134,59.8 %,38527,37.0%
193,Asthawan,193,GEN,Raghunath Prasad Sharma,Independent,180379,127254,70.5 %,13414,10.5%
194,Bihar,194,GEN,Syed Naushadunnabi,Rashtriya Janata Dal,251463,183056,72.8 %,23982,13.1%
195,Rajgir,195,SC,Satyadeo Narayan Arya,Bharatiya Janta Party,190057,140873,74.1 %,13971,9.9%
196,Nalanda,196,GEN,Shrawan Kumar,Samata Party,186719,143145,76.7 %,14442,10.1%
197,Islampur,197,GEN,Ramswaroop Prasad,Samata Party,205290,161040,78.4 %,48310,30.0%
198,Hilsa,198,GEN,Ramcharitra Prasad Singh,Samata Party,189540,148521,78.4 %,10849,7.3%
199,Chandi,199,GEN,Harinarain Singh,Samata Party,162879,117480,72.1 %,18441,15.7%
200,Harnaut,200,GEN,Vishvamohan Choudhary,Samata Party,168857,119254,70.6 %,7757,6.5%
201,Mokameh,201,GEN,Suraj Singh,Independent,197477,151458,76.7 %,59471,39.3%
202,Barh,202,GEN,Bhunewashwar Prasad Singh Alias Pappu Jee,Samata Party,193842,125897,64.9 %,26594,21.1%
203,Bakhtiarpur,203,GEN,Vinod Yadav,Bharatiya Janta Party,193743,118616,61.2 %,868,0.7%
204,Fatwa,204,SC,Dinesh Choudhary,Rashtriya Janata Dal,195474,116385,59.5 %,6953,6.0%
205,Masaurhi,205,GEN,Dharmendra Prasad,Rashtriya Janata Dal,200674,152982,76.2 %,21799,14.2%
206,Patna West,206,GEN,Navin Kishor Pd. Sinha,Bharatiya Janta Party,367332,154597,42.1 %,36857,23.8%
207,Patna Central,207,GEN,Sushil Kumar Modi,Bharatiya Janta Party,297547,140924,47.4 %,66069,46.9%
208,Patna East,208,GEN,Nand Kishor Yadav,Bharatiya Janta Party,224592,122013,54.3 %,31492,25.8%
209,Dinapur,209,GEN,Lalu Prasad,Rashtriya Janata Dal,200488,115394,57.6 %,17555,15.2%
210,Maner,210,GEN,Bhai Birendra,Samata Party,189409,113769,60.1 %,4635,4.1%
211,Phulwari,211,SC,Shyam Rajak,Rashtriya Janata Dal,238234,150858,63.3 %,31657,21.0%
212,Bikram,212,GEN,Ram Janam Sharma,Bharatiya Janta Party,194929,144246,74.0 %,25437,17.6%
213,Paliganj,213,GEN,Dinanath Singh,Rashtriya Janata Dal,217089,147006,67.7 %,36337,24.7%
214,Sandesh,214,GEN,Vijayendra Kumar Singh Yadav,Rashtriya Janata Dal,176564,115364,65.3 %,15037,13.0%
215,Barhara,215,GEN,Raghwendra Pratap Singh,Rashtriya Janata Dal,191407,115976,60.6 %,6583,5.7%
216,Arrah,216,GEN,Amrendra Pratap Singh,Bharatiya Janta Party,194752,114593,58.8 %,15453,13.5%
217,Shahpur,217,GEN,Shivanad Tiwari,Rashtriya Janata Dal,186422,112787,60.5 %,21632,19.2%
218,Brahmpur,218,GEN,Ajit Chaudhary,Rashtriya Janata Dal,190958,112742,59.0 %,4868,4.3%
219,Buxar,219,GEN,Sukhada Pandey,Bharatiya Janta Party,161654,96477,59.7 %,1673,1.7%
220,Rajpur,220,SC,Chhedi Lal Ram,Bahujan Samaj Party,151050,90502,59.9 %,1615,1.8%
221,Dumraon,221,GEN,Dadan Singh,Independent,176970,108669,61.4 %,7871,7.2%
222,Jagdishpur,222,GEN,Sribhagwan Singh,Samata Party,180816,107473,59.4 %,10230,9.5%
223,Piro,223,GEN,Narendra Kumar Pande,Samata Party,173247,114193,65.9 %,3660,3.2%
224,Sahar,224,SC,Ram Naresh Ram,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),176977,93797,53.0 %,20520,21.9%
225,Karakat,225,GEN,Arun Singh,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),194694,119518,61.4 %,8788,7.4%
226,Bikramganj,226,GEN,Akhlaque Ahmad,Samata Party,199921,125056,62.6 %,32314,25.8%
227,Dinara,227,GEN,Ram Dhani Singh,Janata Dal (United),186294,127887,68.6 %,11078,8.7%
228,Ramgarh,228,GEN,Jagdanand Singh,Rashtriya Janata Dal,170872,105649,61.8 %,24541,23.2%
229,Mohania,229,SC,Suresh Pasi,Bahujan Samaj Party,188017,107495,57.2 %,24085,22.4%
230,Bhabhua,230,GEN,Pramod Singh,Rashtriya Janata Dal,209415,128844,61.5 %,1333,1.0%
231,Chainpur,231,GEN,Mahabali Singh,Bahujan Samaj Party,165993,107979,65.1 %,5102,4.7%
232,Sasaram,232,GEN,Ashok Kumar,Rashtriya Janata Dal,230125,126511,55.0 %,13356,10.6%
233,Chenari,233,SC,Chhedi Paswan,Rashtriya Janata Dal,201150,123677,61.5 %,5685,4.6%
234,Nokha,234,GEN,Rameshwar Prasad,Bharatiya Janta Party,183622,118126,64.3 %,13294,11.3%
235,Dehri,235,GEN,Md. Ilyas Husain,Rashtriya Janata Dal,209767,120281,57.3 %,12787,10.6%
236,Nabinagar,236,GEN,Bheem Kumar,Rashtriya Janata Dal,187712,119831,63.8 %,43391,36.2%
237,Deo,237,SC,Suresh Paswan,Rashtriya Janata Dal,175064,93691,53.5 %,3888,4.1%
238,Aurangabad,238,GEN,Suresh Mehta,Rashtriya Janata Dal,205612,117709,57.2 %,8573,7.3%
239,Rafiganj,239,GEN,Sushil Kumar Singh,Samata Party,171193,97592,57.0 %,10194,10.4%
240,Obra,240,GEN,Raja Ram Singh,Communist Party Of India (MARXIST-LENINIST) (LIBERATION),190594,117533,61.7 %,12966,11.0%
241,Goh,241,GEN,Deo Kumar Sharma,Samata Party,181907,128007,70.4 %,6659,5.2%
242,Arwal,242,GEN,Akhilesh Pd. Singh,Rashtriya Janata Dal,185146,113006,61.0 %,2261,2.0%
243,Kurtha,243,GEN,Shiv Bachan Yadav,Rashtriya Janata Dal,184268,131223,71.2 %,656,0.5%
244,Makhdumpur,244,GEN,Vagi Kumar Verma,Rashtriya Janata Dal,181337,134704,74.3 %,7370,5.5%
245,Jahanabad,245,GEN,Muni Lal Yadav,Rashtriya Janata Dal,189415,150005,79.2 %,18941,12.6%
246,Ghosi,246,GEN,Jagdish Sharma,Independent,188217,152025,80.8 %,27524,18.1%
