#,AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
68,Ungutur,68,GEN,Srinivasa Rao Kantamani,Independent,114264,84894,74.3 %,25180,29.7%
69,Dendulur,69,GEN,Garapati Sambasiva Rao,Independent,91381,66131,72.4 %,23664,35.8%
70,Eluru,70,GEN,Chennakesavulu Rangarao,Independent,128103,84760,66.2 %,47515,56.1%
71,Gopalpuram,71,SC,Karupati Vivekananda,Independent,104410,73239,70.1 %,37395,51.1%
72,Kovvur,72,GEN,Pendyala Venkata Krishna Rao,Independent,116815,84472,72.3 %,54910,65.0%
73,Polavaram,73,ST,Modiam Lakshmana Rao,Independent,93167,64133,68.8 %,9617,15.0%
74,Chintalapudi,74,GEN,Kotagiri Vidyadhara Rao,Independent,99458,77103,77.5 %,7187,9.3%
75,Jaggayyapet,75,GEN,Akkinemi Lokeswara Rao,Independent,97426,69950,71.8 %,3509,5.0%
76,Nandigama,76,GEN,Vasantha Nagesawararao,Independent,99343,73314,73.8 %,10498,14.3%
77,Vijayawada West,77,GEN,Jayaraju B. S.,Independent,139683,99374,71.1 %,1538,1.5%
78,Vijayawada East,78,GEN,Adusumilli Jaiprakasha Rao,Independent,119749,81354,67.9 %,14877,18.3%
79,Kankipadu,79,GEN,Devineni Rajasekhar,Independent,141000,95396,67.7 %,15443,16.2%
80,Mylavaram,80,GEN,Nimmagadda Satyanarayana,Independent,107509,83718,77.9 %,4232,5.1%
81,Tiruvuru,81,SC,Poornanand Miryala,Independent,100681,76125,75.6 %,2513,3.3%
82,Nuzvid,82,GEN,Kotagiri Hanumantha Rao,Independent,106295,83749,78.8 %,4343,5.2%
83,Gannavaram,83,GEN,Ratnabose Musunnuru,Independent,90010,66167,73.5 %,1211,1.8%
84,Vuyyur,84,GEN,K. P. Reddaiah,Indian National Congress,89408,67044,75.0 %,3092,4.6%
85,Gudivada,85,GEN,Nanndamuri Taraka Rama Rao,Independent,113084,83830,74.1 %,26538,31.7%
86,Mudinepalli,86,GEN,Pinnamaneni Koteswara Rao,Indian National Congress,98754,73009,73.9 %,7214,9.9%
87,Kaikalur,87,GEN,Kanumuru Bapiraju,Indian National Congress,96737,71338,73.7 %,803,1.1%
88,Malleswaram,88,GEN,Ankem Prabhakararao,Independent,98223,68995,70.2 %,1172,1.7%
89,Bandar,89,GEN,Borra Venkataswami,Independent,112629,77168,68.5 %,25341,32.8%
90,Nidumolu,90,SC,Govada Mallikharjuna Rao,Independent,104947,68824,65.6 %,6858,10.0%
91,Avanigadda,91,GEN,Venkata Krishna Rao Mandali,Indian National Congress,90734,65606,72.3 %,8262,12.6%
92,Kuchinapudi,92,GEN,Mopidevi Nagabhushanam,Independent,89934,62697,69.7 %,14772,23.6%
93,Repalle,93,GEN,Yadla Venkata Rao,Independent,90516,63391,70.0 %,22308,35.2%
94,Vemur,94,GEN,Nadendla Bhaskara Rao,Independent,109247,76709,70.2 %,24645,32.1%
95,Duggirala,95,GEN,Venkata Sivarama Krishna Reddy Mareddy,Independent,102509,69475,67.8 %,28951,41.7%
96,Tenali,96,GEN,Annabathuni Satyanarayana,Independent,112893,79837,70.7 %,29224,36.6%
97,Ponnur,97,GEN,Dhulipalla Veeraiah Choudhry,Independent,106131,76355,71.9 %,23712,31.1%
98,Bapatla,98,GEN,C. V. Ramaraju,Independent,120375,87673,72.8 %,29432,33.6%
99,Prathipad,99,GEN,Makineni Peda Rathaiah,Independent,101754,72178,70.9 %,13394,18.6%
100,Guntur-I,100,GEN,Umaru Kanu Patanu,Independent,136081,94574,69.5 %,41364,43.7%
101,Guntur-Ii,101,GEN,Nissankararao Venkataratnam,Independent,113865,75210,66.1 %,29763,39.6%
102,Mangalagiri,102,GEN,Koteswara Rao,Independent,105209,73974,70.3 %,3294,4.5%
103,Tadikonda,103,SC,J. R. Pushpa Raju,Independent,112937,72127,63.9 %,26486,36.7%
104,Sattenapalli,104,GEN,Nannapaneni Raja Kumari,Independent,128448,86592,67.4 %,19668,22.7%
105,Peddakurapadu,105,GEN,Viseswara Rao Allamsetti,Independent,128662,85383,66.4 %,21018,24.6%
106,Gurzala,106,GEN,Nagireddy Julakanti,Independent,127689,76232,59.7 %,12722,16.7%
107,Macherla,107,GEN,Korrapati Subbarao,Independent,111681,70302,62.9 %,26166,37.2%
108,Vinukonda,108,GEN,Gangieneni Venkateswara Rao,Independent,120301,80187,66.7 %,415,0.5%
109,Narasaraopet,109,GEN,Siva Prasada Rao Kodela,Independent,133676,99753,74.6 %,14557,14.6%
110,Chilakaluripet,110,GEN,Krishna Murthy Kaza,Independent,131198,90537,69.0 %,24666,27.2%
111,Chirala,111,GEN,Chimataq Sambu,Independent,133603,84276,63.1 %,33687,40.0%
112,Parchur,112,GEN,Daggubati Choudary,Independent,107153,78968,73.7 %,6614,8.4%
113,Martur,113,GEN,Gottipati Hanumantha Rao,Independent,105558,77476,73.4 %,8494,11.0%
114,Addanki,114,GEN,Bachina Chenchu Garataiah,Independent,115534,83460,72.2 %,3394,4.1%
115,Ongole,115,GEN,Panugupati Koteswara Rao,Independent,132046,89776,68.0 %,29848,33.2%
116,Santhanuthalapadu,116,SC,Aareti Kotaiah,Independent,128381,83364,64.9 %,33859,40.6%
117,Kandukur,117,GEN,Adinarayana Reddy Manugunta,Independent,116376,79420,68.2 %,2841,3.6%
118,Kanigiri,118,GEN,Mukku Kasi Reddy,Independent,116841,74592,63.8 %,7792,10.4%
119,Kondepi,119,GEN,Moorubhooyina Malakondaiah,Independent,115208,72619,63.0 %,3476,4.8%
120,Cumbum,120,GEN,Kamdula Nagarjuna Reddy,Indian National Congress,108834,72145,66.3 %,2578,3.6%
121,Darsi,121,GEN,Katuri Narayana Swamy,Independent,117585,74484,63.3 %,16458,22.1%
122,Markapur,122,GEN,Narayana Reddy V. V.,Independent,111795,73641,65.9 %,19353,26.3%
123,Giddalur,123,GEN,Mudiyam Pirareddy,Independent,97128,64012,65.9 %,2804,4.4%
124,Udayagiri,124,GEN,Venkaiah Naidu Muppavarapu,Bharatiya Janta Party,109166,72790,66.7 %,20500,28.2%
125,Kavali,125,GEN,Patallapalli Vengal Rao,Independent,115410,79200,68.6 %,10172,12.8%
126,Allur,126,GEN,Bezawada Papireddy,Independent,111019,68148,61.4 %,15591,22.9%
127,Kovur,127,GEN,Nallapareddy Sreenivasulu Reddy,Independent,115475,74298,64.3 %,19521,26.3%
128,Atmakur,128,GEN,Anam Venkata Reddy,Independent,123669,81221,65.7 %,14249,17.5%
129,Rapur,129,GEN,Adinarayana Reddy Mali Reddy,Independent,111191,77588,69.8 %,4539,5.9%
130,Nellore,130,GEN,Anam Ramanarayana Reddy,Independent,144122,87752,60.9 %,29545,33.7%
131,Sarvepalli,131,GEN,Pechala Reddy Chenna Reddy,Independent,119760,80812,67.5 %,15277,18.9%
132,Gudur,132,SC,Jogi Masthanaiah,Independent,125198,89185,71.2 %,19912,22.3%
133,Sulurpet,133,SC,Satti Prakasham,Independent,99369,69080,69.5 %,18081,26.2%
134,Venkatagiri,134,GEN,Chandrasekhara Reddy Nallareddi,Independent,106400,81940,77.0 %,3613,4.4%
135,Sri Kalahasti,135,GEN,Adduru Dasaradharami Reddy,Independent,116403,86676,74.5 %,18221,21.0%
136,Satyavedu,136,SC,Manohar Talari,Independent,109786,76617,69.8 %,13065,17.1%
137,Nagari,137,GEN,E. V. Gopal Raju (Elavarti),Independent,120077,97170,80.9 %,12152,12.5%
138,Puttur,138,GEN,"Muddukrishnama Naidu, Gali",Independent,104555,81532,78.0 %,32305,39.6%
139,Vepanjeri,139,SC,Talari Rudraiah,Independent,109644,82404,75.2 %,20591,25.0%
140,Chittoor,140,GEN,Jhansi Laxmi,Independent,114131,84840,74.3 %,16434,19.4%
141,Palmaner,141,SC,Anjineyulu,Independent,102801,76427,74.3 %,27960,36.6%
142,Kuppam,142,GEN,N. Rangaswami Naidu,Independent,98715,65821,66.7 %,13993,21.3%
143,Punganur,143,GEN,Baggidi Gopal,Independent,107309,80543,75.1 %,18082,22.5%
144,Madanpalle,144,GEN,Ratahanda Narayana Reddy,Independent,100931,64122,63.5 %,10661,16.6%
145,Thamballapalle,145,GEN,T. N. Srinivasa Reddy,Independent,90900,66182,72.8 %,4068,6.1%
146,Vayalpad,146,GEN,Chinthala Surendra Reddy,Independent,102264,79236,77.5 %,6972,8.8%
147,Pileru,147,GEN,Challa Prabhakara Reddy,Independent,104664,76615,73.2 %,25635,33.5%
148,Chandragiri,148,GEN,Venkatarama Naidu Medasani,Independent,110198,85601,77.7 %,17429,20.4%
149,Tirupathi,149,GEN,N. T. Rama Rao,Independent,120224,85118,70.8 %,46879,55.1%
150,Kodur,150,SC,Srinivasulu Settipalli,Independent,105528,72774,69.0 %,24239,33.3%
151,Rajampet,151,GEN,Konduru Prabhavthamma,Indian National Congress,112610,85640,76.1 %,503,0.6%
152,Rayachoty,152,GEN,Palakondrayudu Sugavasi,Independent,104737,85703,81.8 %,16053,18.7%
153,Lakkireddipalli,153,GEN,Rajagopal Reddy,Independent,101362,77798,76.8 %,23114,29.7%
154,Cuddapah,154,GEN,Ramamuni Reddy S.,Independent,145208,93124,64.1 %,36675,39.4%
155,Badvel,155,GEN,Veerareddy Bijivemula,Indian Congress (J),112974,84964,75.2 %,4606,5.4%
156,Mydukur,156,GEN,Ravindrareddi Duggireddi Laxmi Reddigari,Indian National Congress,101446,81393,80.2 %,5067,6.2%
157,Proddatur,157,GEN,Mallela Ramanareddy,Independent,134068,101733,75.9 %,22552,22.2%
158,Jammalamadugu,158,GEN,Ponnapureddy Sivareddy,Independent,111179,85889,77.3 %,17894,20.8%
159,Kamalapuram,159,GEN,Vaddamani Venkata Reddy,Independent,105508,79257,75.1 %,6095,7.7%
160,Pulivendla,160,GEN,Y. S. Rajasekhara Reddy,Indian National Congress,107808,83236,77.2 %,13367,16.1%
161,Kadiri,161,GEN,Shakeer,Independent,116513,68589,58.9 %,21457,31.3%
162,Nallamada,162,GEN,K. Ramachandra Reddy,Independent,96221,70896,73.7 %,16730,23.6%
163,Gorantla,163,GEN,Kessana V.,Independent,99669,70006,70.2 %,21740,31.1%
164,Hindupur,164,GEN,P. Ranganayakulu,Independent,106732,78839,73.9 %,26855,34.1%
165,Madakasira,165,GEN,Y. C. Thimma Reddy,Indian National Congress,97856,72073,73.7 %,5604,7.8%
166,Penukonda,166,GEN,S. Ramachandra Reddy,Independent,102245,75115,73.5 %,14888,19.8%
167,Kalyandrug,167,SC,T. C. Mareppa,Independent,111571,72041,64.6 %,21779,30.2%
168,Rayadrug,168,GEN,P. Venngopal Reddy,Independent,106986,73599,68.8 %,3381,4.6%
169,Uravakonda,169,GEN,Bheema Reddy Y.,Independent,98861,69984,70.8 %,15078,21.5%
170,Gooty,170,GEN,Pathi Rajagopalu,Independent,99595,62055,62.3 %,26552,42.8%
171,Singanamala,171,SC,P. Gurumurthy,Independent,93726,59647,63.6 %,18903,31.7%
172,Anantapur,172,GEN,D. Narayanaswamy,Independent,118791,79993,67.3 %,39464,49.3%
173,Dhamavaram,173,GEN,G. Nagi Reddy,Independent,113460,80609,71.0 %,30605,38.0%
174,Tadpatri,174,GEN,Mutyala Kesava Reddy,Independent,115414,79481,68.9 %,11116,14.0%
175,Alur,175,SC,K. Basappa,Independent,88133,48728,55.3 %,731,1.5%
176,Adoni,176,GEN,N. Prakash Jain,Independent,108380,71794,66.2 %,18855,26.3%
177,Yemmiganur,177,GEN,Vijaya Bhaskara Reddy Kotla,Indian National Congress,108926,74666,68.5 %,11536,15.5%
178,Kodumur,178,SC,Muniswamy,Indian National Congress,94486,68700,72.7 %,5790,8.4%
179,Kurnool,179,GEN,Rambhoopal Choudhaty V.,Independent,121301,85147,70.2 %,17928,21.1%
180,Pattikonda,180,GEN,Thamma Reddy M.,Indian National Congress,91499,60536,66.2 %,2150,3.6%
181,Dhone,181,GEN,K. E. Krishna Murthy,Indian National Congress,87437,64812,74.1 %,5660,8.7%
182,Koilkuntla,182,GEN,Narasimha Reddy B.,Independent,102802,78315,76.2 %,15797,20.2%
183,Allagadda,183,GEN,S. V. Subba Reddi,Independent,114362,87506,76.5 %,13734,15.7%
184,Panyam,184,GEN,Challa Ramakrishna Reddy,Independent,102471,69486,67.8 %,5705,8.2%
185,Nandikotkur,185,GEN,Byreddy Seshasayana Reddy,Independent,111437,85837,77.0 %,4484,5.2%
186,Nandyal,186,GEN,Sanjeeva Reddy,Independent,112679,83206,73.8 %,23241,27.9%
187,Atmakur,187,GEN,Vengala Reddy (Budda),Independent,108642,74314,68.4 %,15772,21.2%
188,Achampet,188,SC,Mahendranath Puttapaga,Independent,98400,67374,68.5 %,10316,15.3%
189,Nagarkurnool,189,GEN,V. N. Goud,Indian National Congress,105771,70838,67.0 %,52,0.1%
190,Kalwakurthi,190,GEN,Jaipal Reddy S.,Janta Party,112239,83022,74.0 %,17461,21.0%
191,Shadnagar,191,SC,Shankar Rao,Indian National Congress,96182,65673,68.3 %,3003,4.6%
192,Jadcherla,192,GEN,Krishna Reddy,Independent,99120,63390,64.0 %,5818,9.2%
193,Mahbubnagar,193,GEN,P. Chandra Shekar,Independent,104664,66133,63.2 %,8237,12.5%
194,Wanaparthy,194,GEN,Balakistaiah,Independent,116592,75250,64.5 %,3990,5.3%
195,Kollapur,195,GEN,Venkateswar Rao Kotha,Indian National Congress,110032,85547,77.7 %,12708,14.9%
196,Alampur,196,GEN,Rajini Babu,Independent,108484,74925,69.1 %,2968,4.0%
197,Gadwal,197,GEN,D. K. Samarasimha Reddy,Indian National Congress,109192,74947,68.6 %,4573,6.1%
198,Amarchinta,198,GEN,Ismailu Mohammad,Independent,111349,78846,70.8 %,11656,14.8%
199,Makthal,199,GEN,G. Narasimhulu Naidu,Indian National Congress,104047,64693,62.2 %,6240,9.6%
200,Kodangal,200,GEN,Gurunath Reddy,Indian National Congress,102284,71454,69.9 %,3364,4.7%
201,Tandur,201,GEN,M. Manik Rao,Indian National Congress,94532,67503,71.4 %,18321,27.1%
202,Vicarabad,202,SC,K. R. Krishna Swamy,Indian National Congress,93701,60397,64.5 %,5004,8.3%
203,Pargi,203,GEN,Ahmed Shareef (S/o Abdul Gani),Indian National Congress,109213,69498,63.6 %,56,0.1%
204,Chevella,204,GEN,Konda Lakxhma Reddy,Indian National Congress,105919,77434,73.1 %,1121,1.4%
205,Ibrahimpatnam,205,SC,A. G. Krishna,Indian National Congress,95601,70983,74.2 %,13054,18.4%
206,Musheerabad,206,GEN,S. Rajeswar,Independent,135872,72878,53.6 %,307,0.4%
207,Himayatnagar,207,GEN,G. Narayana Rao (Goud),Independent,124144,59745,48.1 %,2886,4.8%
208,Sanathnagar,208,GEN,Katragadda Prasuna,Independent,120261,68522,57.0 %,13168,19.2%
209,Secunderabad,209,GEN,M. Krishna Rao,Independent,135072,70489,52.2 %,17941,25.5%
210,Khairatabad,210,GEN,M. Ramchander Rao,Independent,156168,89098,57.1 %,12712,14.3%
211,Secunderabad Cantonment,211,SC,N. A. Krishna,Independent,118858,60516,50.9 %,9039,14.9%
212,Malakpet,212,GEN,Indrasena Reddy,Bharatiya Janta Party,139242,83132,59.7 %,2597,3.1%
213,Asafnagar,213,GEN,Afzal Shareef,Independent,116293,64218,55.2 %,14427,22.5%
214,Maharajgunj,214,GEN,P. Rama Swamy,Independent,91459,49461,54.1 %,3532,7.1%
215,Karwan,215,GEN,Baqer Agha,Independent,112691,73102,64.9 %,9613,13.2%
216,Yakutpura,216,GEN,Khaja Abu Sayeed,Independent,108351,63297,58.4 %,39636,62.6%
217,Chandrayangutta,217,GEN,Mohd. Amanullah Khan,Independent,114333,93035,81.4 %,3581,3.8%
218,Charminar,218,GEN,Sultan Salahuddin Owasi,Independent,124143,80966,65.2 %,32506,40.1%
219,Medchal,219,GEN,Uma Venkatarama Reddy,Indian National Congress,147672,98816,66.9 %,64,0.1%
220,Siddipet,220,GEN,Ananthula Madan Mohan,Indian National Congress,112576,73189,65.0 %,877,1.2%
221,Dommat,221,GEN,Aireni Lingaiah,Indian National Congress,101805,67415,66.2 %,369,0.5%
222,Gajwel,222,SC,Allam Sailu,Independent,99808,73318,73.5 %,3961,5.4%
223,Narsapur,223,GEN,Jagannath Rao C.,Indian National Congress,96729,77272,79.9 %,8238,10.7%
224,Sangareddy,224,GEN,P. Ramchandra Reddy,Independent,130177,92215,70.8 %,5669,6.1%
225,Zahirabad,225,GEN,M. Baga Reddy,Indian National Congress,105548,73016,69.2 %,9897,13.6%
226,Narayankhed,226,GEN,M. Venkata Reddy,Independent,110138,81399,73.9 %,2940,3.6%
227,Medak,227,GEN,Karnam Ramchandra Rao,Independent,101899,70163,68.9 %,1564,2.2%
228,Ramayampet,228,GEN,T. Anjaiah,Indian National Congress,108804,71485,65.7 %,16833,23.5%
229,Andole,229,SC,Hadkar Laxmanjee,Indian National Congress,98716,61115,61.9 %,10515,17.2%
230,Balkonda,230,GEN,G. Madhusidhan Reddy,Independent,94058,65218,69.3 %,27529,42.2%
231,Armoor,231,GEN,Shanigaram Santosh Reddy,Indian National Congress,100803,68255,67.7 %,5556,8.1%
232,Kamareddy,232,GEN,Parsi Gangaiah,Independent,105685,70225,66.4 %,14365,20.5%
233,Yellareddy,233,GEN,Kishan Reddy,Independent,98635,71033,72.0 %,7726,10.9%
234,Jukkal,234,SC,Gangaram,Indian National Congress,88224,55856,63.3 %,11892,21.3%
235,Banswada,235,GEN,Kishan Singh,Independent,101023,74803,74.0 %,11887,15.9%
236,Bodhan,236,GEN,D. Sambasiva Rao,Independent,91811,65258,71.1 %,1639,2.5%
237,Nizamabad,237,GEN,D. Satyanarayana,Independent,110667,71436,64.6 %,12945,18.1%
238,Dichpalli,238,GEN,Mandava M. J. Thomas Chowdary,Independent,90035,65123,72.3 %,3810,5.9%
239,Mudhole,239,GEN,Gaddenna,Indian National Congress,102536,71277,69.5 %,13844,19.4%
240,Nirmal,240,GEN,Aindla Bheema Reddy,Independent,98807,70004,70.8 %,16149,23.1%
241,Boath,241,ST,Kasiram Marsakota,Indian National Congress,79475,51949,65.4 %,9335,18.0%
242,Adilabad,242,GEN,Chilkuri Vaman Reddy,Independent,100935,66572,66.0 %,509,0.8%
243,Khanapur,243,ST,Ambajee,Indian National Congress,86723,48739,56.2 %,1261,2.6%
244,Asifabad,244,SC,Gunda Mallesh,Communist Party Of India,94268,53590,56.8 %,303,0.6%
245,Luxettipet,245,GEN,Madavarapu Murali Manohar Rao,Independent,107730,79250,73.6 %,405,0.5%
246,Sirpur,246,GEN,K. V. Narayan Rao,Independent,96320,57056,59.2 %,10657,18.7%
247,Chinnur,247,SC,Sothuku Sanjeev Rao,Independent,102728,65649,63.9 %,6116,9.3%
248,Manthani,248,GEN,Duddilla Sripada Rao,Indian National Congress,100421,63409,63.1 %,1363,2.1%
249,Peddapalli,249,GEN,Gone Prakash Rao,Independent,107432,63933,59.5 %,6427,10.1%
250,Mydaram,250,SC,Mathangi Narsaiah,Independent,139426,76187,54.6 %,14608,19.2%
251,Huzurabad,251,GEN,Kotha Raji Reddy,Independent,111555,72899,65.3 %,4183,5.7%
252,Kamalapur,252,GEN,Madadi Ramachandra Reddy,Indian National Congress,112151,73413,65.5 %,6224,8.5%
253,Indurthi,253,GEN,Lakshmikanth Rao Bopparaju,Indian National Congress,97461,66188,67.9 %,3268,4.9%
254,Karimnagar,254,GEN,K. Murtunjayam,Independent,120694,68371,56.6 %,20510,30.0%
255,Choppadandi,255,GEN,Gurram Madhava Reddy,Independent,109048,62395,57.2 %,17482,28.0%
256,Jagtial,256,GEN,Jeevan Reddy Tatiparithi,Independent,102375,64338,62.8 %,12362,19.2%
257,Buggaram,257,GEN,Kadakuntla Gangaram,Indian National Congress,106252,55823,52.5 %,1919,3.4%
258,Metpalli,258,GEN,Vardineni Venkateswar Rao,Indian National Congress,98413,59698,60.7 %,7381,12.4%
259,Sircilla,259,GEN,Vachidi Mohan Reddy,Independent,112374,70328,62.6 %,7699,10.9%
260,Narella,260,SC,Pati Rajan,Indian National Congress,104750,61882,59.1 %,4218,6.8%
261,Cheriyal,261,GEN,Raji Reddy Nimma,Independent,93000,61119,65.7 %,7819,12.8%
262,Jangaon,262,GEN,Laxma Reddy Rondla,Independent,95021,66524,70.0 %,9909,14.9%
263,Chennur,263,GEN,Nemeragommula Yethiraja Rao,Indian National Congress,99276,74774,75.3 %,7373,9.9%
264,Dornakal,264,GEN,Ramasahayam Surender Reddy,Indian National Congress,84860,69244,81.6 %,34244,49.5%
