AC Name,AC No.,Type,District,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Giridih,32,GEN,Giridih,Nirbhay Kumar Shahabadi,Jharkhand Vikas Morcha (Prajatantrik),205538,109623,53.3 %,7102,6.5%
Dumri,33,GEN,Giridih,Jagarnath Mahto,Jharkhand Mukti Morcha,206919,99108,47.9 %,13668,13.8%
Gomiya,34,GEN,Bokaro,Madhav Lal Singh,Indian National Congress,212454,134839,63.5 %,8303,6.2%
Bermo,35,GEN,Bokaro,Rajendra Prasad Singh,Indian National Congress,234875,140304,59.7 %,6611,4.7%
Bokaro,36,GEN,Bokaro,Samresh Singh,Jharkhand Vikas Morcha (Prajatantrik),444370,199452,44.9 %,16305,8.2%
Chandankyari,37,SC,Bokaro,Umakant Rajak,Ajsu Party,185706,120167,64.7 %,3517,2.9%
Sindri,38,GEN,Dhanbad,Phul Chand Mandal,Jharkhand Vikas Morcha (Prajatantrik),256466,140307,54.7 %,3760,2.7%
Nirsa,39,GEN,Dhanbad,Arup Chatterjee,Marxist Coordination,273338,157469,57.6 %,35577,22.6%
Dhanbad,40,GEN,Dhanbad,Manan Mallick,Indian National Congress,371634,158851,42.7 %,890,0.6%
Jharia,41,GEN,Dhanbad,Kunti Devi,Bharatiya Janta Party,276086,121257,43.9 %,3016,2.5%
Tundi,42,GEN,Dhanbad,Mathura Prasad Mahato,Jharkhand Mukti Morcha,234548,135427,57.7 %,918,0.7%
Baghmara,43,GEN,Dhanbad,Dulu Mahato,Jharkhand Vikas Morcha (Prajatantrik),250496,138546,55.3 %,19960,14.4%
Baharagora,44,GEN,Purbi Singhbhum,Bidyut Baran Mahato,Jharkhand Mukti Morcha,180792,137462,76.0 %,17154,12.5%
Ghatshila,45,ST,Purbi Singhbhum,Ramdas Soren,Jharkhand Mukti Morcha,198121,126804,64.0 %,1192,0.9%
Potka,46,ST,Purbi Singhbhum,Menaka Sardar,Bharatiya Janta Party,225909,132181,58.5 %,15710,11.9%
Jugashlai,47,SC,Purbi Singhbhum,Ram Chandra Sahis,Ajsu Party,249247,149549,60.0 %,3482,2.3%
Jamshedpur East,48,GEN,Purbi Singhbhum,Raghubar Das,Bharatiya Janta Party,247387,111679,45.1 %,22963,20.6%
Jamshedpur West,49,GEN,Purbi Singhbhum,Banna Gupta,Indian National Congress,291414,122837,42.2 %,3297,2.7%
Ichagarh,50,GEN,Sarikela-Kharswana,Arvind Kumar Singh,Jharkhand Vikas Morcha (Prajatantrik),188130,141662,75.3 %,17636,12.4%
Saraikella,51,ST,Sarikela-Kharswana,Champai Soren,Jharkhand Mukti Morcha,226773,149082,65.7 %,3246,2.2%
Chaibasa,52,ST,Pashchimi Singhbhum,Deepak Birua,Jharkhand Mukti Morcha,156988,102983,65.6 %,7548,7.3%
Majhganon,53,ST,Pashchimi Singhbhum,Barkuwar Gagrai,Bharatiya Janta Party,143692,96767,67.3 %,9890,10.2%
Jaganathpur,54,ST,Pashchimi Singhbhum,Geeta Kora,Jai Bharat Samanta Party,136974,82127,60.0 %,25740,31.3%
Manoharpur,55,ST,Pashchimi Singhbhum,Guru Charan Nayak,Bharatiya Janta Party,154936,97147,62.7 %,6270,6.5%
Chakradharpur,56,ST,Pashchimi Singhbhum,Laxman Giluwa,Bharatiya Janta Party,146002,95896,65.7 %,290,0.3%
Kharasawan,57,ST,Sarikela-Kharswana,Mangal Singh Soy,Bharatiya Janta Party,154453,112007,72.5 %,27219,24.3%
Tamar,58,ST,Ranchi,Gopal Krishna Patar,Janata Dal (United),165315,89240,54.0 %,1471,1.6%
Torpa,59,ST,Ranchi,Paulus Surin,Jharkhand Mukti Morcha,141953,84721,59.7 %,15799,18.6%
Khunti,60,ST,Ranchi,Nilkanth Singh Munda,Bharatiya Janta Party,166586,95040,57.1 %,436,0.5%
Silli,61,GEN,Ranchi,Sudesh Kumar Mahto,Ajsu Party,167840,117147,69.8 %,7707,6.6%
Khijri,62,ST,Ranchi,Sawna Lakra,Indian National Congress,274642,143421,52.2 %,2778,1.9%
Ranchi,63,GEN,Ranchi,Chandreshwar Prasad Singh,Bharatiya Janta Party,353461,116328,32.9 %,27111,23.3%
Hatia,64,GEN,Ranchi,Gopal S.N.Shahdeo,Indian National Congress,380866,150164,39.4 %,25,0.0%
Kanke,65,SC,Ranchi,Ramchandra Baitha,Bharatiya Janta Party,331582,144559,43.6 %,4571,3.2%
Mandar,66,ST,Ranchi,Bandhu Tirkey,Jharkhand Janadikhar Manch,255065,154805,60.7 %,29971,19.4%
Sisai,67,ST,Gumla,Geeta Shree Oraon,Indian National Congress,183053,114232,62.4 %,14941,13.1%
Gumla,68,ST,Gumla,Kamlesh Oraon,Bharatiya Janta Party,177355,103327,58.3 %,12087,11.7%
Bishunpur,69,ST,Gumla,Chamra Linda,Rashtriya Kalyan Paksha,186306,120214,64.5 %,16710,13.9%
Simdega,70,ST,Simdega,Vimla Pradhan,Bharatiya Janta Party,178863,115975,64.8 %,1113,1.0%
Kolebira,71,ST,Simdega,Anosh Ekka,Jharkhand Party,158862,99863,62.9 %,7502,7.5%
Lohardaga,72,ST,Lohardaga,Kamal Kishor Bhagat,Ajsu Party,197610,116556,59.0 %,606,0.5%
Manika,73,ST,Latehar,Harikrishna Singh,Bharatiya Janta Party,152558,84825,55.6 %,1769,2.1%
Latehar,74,SC,Latehar,Baidyanath Ram,Bharatiya Janta Party,171628,105054,61.2 %,438,0.4%
Panki,75,GEN,Palamu,Bidesh Singh,Independent,189543,111139,58.6 %,20218,18.2%
Daltonganj,76,GEN,Palamu,Krishna Nand Tripathi,Indian National Congress,267909,146920,54.8 %,4233,2.9%
Bishrampur,77,GEN,Palamu,Chandrashekhar Dubey,Indian National Congress,245853,123308,50.2 %,8352,6.8%
Chattarpur,78,SC,Palamu,Sudha Chaudhary,Janata Dal (United),223682,91585,40.9 %,9746,10.6%
Hussainabad,79,GEN,Palamu,Sanjay Kumar Singh Yadav,Rashtriya Janata Dal,213029,113580,53.3 %,3563,3.1%
Garhwa,80,GEN,Garhwa,Satyendra Nath Tiwari,Jharkhand Vikas Morcha (Prajatantrik),249060,150022,60.2 %,10062,6.7%
Bhawanathpur,81,GEN,Garhwa,Anant Pratap Deo,Indian National Congress,254216,157697,62.0 %,22168,14.1%
