AC Name,AC No.,Type,District,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
South Shillong,19,GEN,East Khasi Hills,Sanbor Shullai,Bharatiya Janta Party,31638,22147,70.0 %,5097,23.0%
Mylliem,20,ST,East Khasi Hills,Hamletson Dohling,Peoples Democratic Front,31795,25737,80.9 %,465,1.8%
Nongthymmai,21,ST,East Khasi Hills,Charles Pyngrope,Indian National Congress,33793,23857,70.6 %,957,4.0%
Nongkrem,22,ST,East Khasi Hills,Lambor Malngiang,Independent,32222,27039,83.9 %,76,0.3%
Sohiong,23,ST,East Khasi Hills,Samlin Malngiang,Hill State People's Democratic Party,28732,25968,90.4 %,622,2.4%
Mawphlang,24,ST,East Khasi Hills,Syntar Klas Sunn,Independent,29484,25937,88.0 %,718,2.8%
Mawsynram,25,ST,East Khasi Hills,Himalaya Muktan Shangpliang,Indian National Congress,31754,28398,89.4 %,794,2.8%
Shella,26,ST,East Khasi Hills,Donkupar Roy,United Democratic Party,29040,24852,85.6 %,370,1.5%
Pynursla,27,ST,East Khasi Hills,Prestone Tynsong,National People's Party,33193,30030,90.5 %,2574,8.6%
Sohra,28,ST,East Khasi Hills,Gavin Miguel Mylliem,Peoples Democratic Front,25298,22606,89.4 %,2024,9.0%
Mawkynrew,29,ST,East Khasi Hills,Banteidor Lyngdoh,Peoples Democratic Front,31164,26567,85.2 %,509,1.9%
Mairang,30,ST,West Khasi Hills,Metbah Lyngdoh,United Democratic Party,34957,31596,90.4 %,2914,9.2%
Mawthadraishan,31,ST,West Khasi Hills,Brolding Nongsiej,United Democratic Party,613,32270,5264.3 %,1829,5.7%
Nongstoin,32,ST,West Khasi Hills,Macmillan Byrsat,National People's Party,34746,31386,90.3 %,60,0.2%
Rambrai Jyrngam,33,ST,West Khasi Hills,Kimfa Sidney Marbaniang,Indian National Congress,32263,27476,85.2 %,3803,13.8%
Mawshynrut,34,ST,West Khasi Hills,Gigur Myrthong,National People's Party,33916,29754,87.7 %,3424,11.5%
Ranikor,35,ST,West Khasi Hills,Martin M. Danggo,Indian National Congress,29667,26692,90.0 %,2002,7.5%
Mawkyrwat,36,ST,West Khasi Hills,Renikton Lyngdoh Tongkhar,Hill State People's Democratic Party,30550,25972,85.0 %,458,1.8%
Kharkutta,37,ST,East Garo Hills,Rupert Momin,National People's Party,37156,31943,86.0 %,809,2.5%
Mendipathar,38,ST,East Garo Hills,Marthon Sangma,Indian National Congress,25817,22224,86.1 %,2677,12.0%
Resubelpara,39,ST,East Garo Hills,Timothy Shira,National People's Party,25947,22372,86.2 %,1763,7.9%
Bajengdoba,40,ST,East Garo Hills,Pongseng Marak,National People's Party,28747,24767,86.2 %,1964,7.9%
Songsak,41,ST,East Garo Hills,Dr. Mukul Sangma,Indian National Congress,26687,23738,88.9 %,1830,7.7%
Rongjeng,42,ST,East Garo Hills,Jim M Sangma,National People's Party,29513,24910,84.4 %,550,2.2%
Raksamgre,44,ST,West Garo Hills,Benedic R. Marak,National People's Party,26604,23621,88.8 %,624,2.6%
Tikrikilla,45,ST,West Garo Hills,Jimmy D. Sangma,Indian National Congress,30125,27248,90.4 %,1407,5.2%
Phulbari,46,GEN,West Garo Hills,S. G. Esmatur Mominin,National People's Party,26871,24395,90.8 %,1134,4.6%
Rajabala,47,GEN,West Garo Hills,Dr. Azad Zaman,Indian National Congress,29286,27188,92.8 %,938,3.5%
Selsella,48,ST,West Garo Hills,Clement Marak,Indian National Congress,30319,27980,92.3 %,3597,12.9%
Dadenggre,49,ST,West Garo Hills,James Pangsang Kongkal Sangma,National People's Party,30162,27100,89.8 %,2785,10.3%
North Tura,50,ST,West Garo Hills,Thomas A. Sangma,National People's Party,30544,23377,76.5 %,2096,9.0%
South Tura,51,ST,West Garo Hills,Agatha K. Sangma,National People's Party,30197,22626,74.9 %,1603,7.1%
Rangsakona,52,ST,West Garo Hills,Zenith M. Sangma,Indian National Congress,31665,27639,87.3 %,1962,7.1%
Ampati,53,ST,West Garo Hills,Dr. Mukul Sangma,Indian National Congress,28543,25884,90.7 %,8104,31.3%
Mahendraganj,54,ST,West Garo Hills,Dikkanchi D. Shira,Indian National Congress,31018,27674,89.2 %,7861,28.4%
Salmanpara,55,ST,West Garo Hills,Winnerson D. Sangma,Indian National Congress,26227,24017,91.6 %,1915,8.0%
Gambegre,56,ST,West Garo Hills,Saleng A. Sangma,Nationalist Congress Party,26023,23509,90.3 %,136,0.6%
Dalu,57,ST,West Garo Hills,Brening A. Sangma,National People's Party,18606,16156,86.8 %,784,4.9%
Rongara Siju,58,ST,South Garo Hills,Rakkam A. Sangma,National People's Party,29492,25008,84.8 %,1108,4.4%
Chokpot,59,ST,South Garo Hills,Lazarus Sangma,Indian National Congress,28029,24092,86.0 %,2051,8.5%
Baghmara,60,ST,South Garo Hills,Samuel M. Sangma,Independent,28955,24859,85.9 %,2242,9.0%
