#,AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
21,Koloriang,21,ST,Kahfa Bengia,Independent,8858,6690,75.5 %,89,1.3%
22,Nacho,22,ST,Tarik Rava,Indian National Congress,5332,4658,87.4 %,316,6.8%
23,Taliha,23,ST,Punji Mara,Independent,5297,4363,82.4 %,646,14.8%
24,Daporijo,24,ST,Daklo Nidak,Independent,10509,7812,74.3 %,209,2.7%
25,Raga,25,ST,Talo Mugli,Indian National Congress,9061,7401,81.7 %,3076,41.6%
26,Damporijo,26,ST,Takar Doni,Indian National Congress,6884,6136,89.1 %,763,12.4%
27,Liromoba,27,ST,Lijum Ronya,Indian National Congress,6733,5684,84.4 %,1571,27.6%
28,Likabali,28,ST,Kardu Taipodia,Indian National Congress,7120,5769,81.0 %,1954,33.9%
29,Basar,29,ST,Tomo Riba,Independent,11935,9871,82.7 %,778,7.9%
30,Along West,30,ST,Kento Ete,Indian National Congress,7406,6574,88.8 %,976,14.8%
31,Along East,31,ST,Doi Ado,Indian National Congress,9834,7653,77.8 %,353,4.6%
32,Rumgong,32,ST,Dibang Tatak,Indian National Congress,7111,6302,88.6 %,192,3.0%
33,Mechuka,33,ST,Pasang Wangchuk Sona,Indian National Congress,5146,4701,91.4 %,211,4.5%
34,Tuting-Yinkgkiong,34,ST,Gegong Apang,Indian National Congress,9228,7868,85.3 %,4671,59.4%
35,Pangin,35,ST,Tahung Tatak,Indian National Congress,8777,7789,88.7 %,1021,13.1%
36,Nari-Koyu,36,ST,Tako Dabi,Indian National Congress,4527,3935,86.9 %,221,5.6%
37,Pasighat West,37,ST,Yadap Apang,Indian National Congress,9237,8159,88.3 %,304,3.7%
38,Pasighat East,38,ST,Tobar Jamoh,Indian National Congress,13208,10192,77.2 %,1503,14.7%
39,Mebo,39,ST,Lombo Tayeng,Indian National Congress,6839,5850,85.5 %,900,15.4%
40,Mariyang-Geku,40,ST,Kabang Borang,Indian National Congress,8780,7567,86.2 %,1183,15.6%
41,Anini,41,ST,Tade Tacho,Indian National Congress,3720,3063,82.3 %,59,1.9%
42,Dambuk,42,ST,Roding Pertin,Independent,8080,6898,85.4 %,246,3.6%
43,Roing,43,ST,Mukut Mithi,Indian National Congress,9329,7403,79.4 %,1837,24.8%
44,Tezu,44,ST,Sobeng Tayang,Indian National Congress,10706,8628,80.6 %,1925,22.3%
45,Hauyuliang,45,ST,Kalikho Pul,Indian National Congress,9160,7969,87.0 %,2698,33.9%
46,Chowkham,46,ST,Chow Tewa Mein,Indian National Congress,9952,8194,82.3 %,844,10.3%
47,Namsai,47,ST,Chow Rajingda Namshum,Indian National Congress,15247,13206,86.6 %,730,5.5%
48,Lekang,48,ST,Chowna Mein,Janata Dal,10943,10054,91.9 %,1990,19.8%
49,Bordumsa-Diyum,49,GEN,C.C. Singpho,Indian National Congress,8748,7665,87.6 %,1267,16.5%
50,Miao,50,ST,Samchom Ngemu,Indian National Congress,11983,10512,87.7 %,1930,18.4%
51,Nampong,51,ST,Setong Sena,Independent,8252,6762,81.9 %,1462,21.6%
52,Changlang South,52,ST,Tengam Ngemu,Indian National Congress,3626,3254,89.7 %,377,11.6%
53,Changlang North,53,ST,Thinghap Taiju,Independent,7881,6875,87.2 %,82,1.2%
54,Namsang,54,ST,Wangcha Rajkumar,Independent,7621,6455,84.7 %,1340,20.8%
55,Khonsa East,55,ST,T.L. Rajkumar,Indian National Congress,7584,6280,82.8 %,29,0.5%
56,Khonsa West,56,ST,Sijen Kongkang,Indian National Congress,6829,6124,89.7 %,1070,17.5%
57,Borduria- Bagapani,57,ST,Lowangcha Wanglat,Indian National Congress,5946,5195,87.4 %,2199,42.3%
58,Kanubari,58,ST,Noksong Boham,Indian National Congress,6409,5874,91.7 %,493,8.4%
59,Longding-Pumao,59,ST,Tingpong Wangham,Independent,7658,6897,90.1 %,1770,25.7%
60,Pongchou-Wakka,60,ST,Honchun Ngandam,Independent,11348,10279,90.6 %,228,2.2%
