#,AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
16,Jasdan,16,GEN,Dabhi Mamaiya Haribhai,Independent,84933,44927,52.9 %,4628.0,10.3%
17,Rajkot-I,17,GEN,Jadeja Mancharsinhji Pradumansinhji,Indian National Congress (I),103539,47375,45.8 %,16599.0,35.0%
18,Rajkot-Ii,18,GEN,Manibhai Ranpara,Indian National Congress (I),93019,38669,41.6 %,1993.0,5.2%
19,Rajkot Rural,19,SC,Vaghela Bhanubhai Gigabhai,Indian National Congress (I),80244,25154,31.3 %,13851.0,55.1%
20,Gondal,20,GEN,Patel Keshubhai Savdas,Bharatiya Janta Party,88818,45074,50.7 %,7577.0,16.8%
21,Jetpur,21,GEN,Vekaria Jamnadas Samjibhai,Indian National Congress (I),88051,47515,54.0 %,5887.0,12.4%
22,Dhoraji,22,GEN,Ramnikbhai Dhaml,Janata Party (JP),87661,55645,63.5 %,2213.0,4.0%
23,Upleta,23,GEN,Manvar Balvantray Bachulal,Indian National Congress (I),87521,54455,62.2 %,2421.0,4.4%
24,Jodiya,24,GEN,Patel Bhanji Bhimji,Janata Party (JP),79653,44324,55.6 %,750.0,1.7%
25,Jamnagar,25,GEN,M. K. Bloch,Indian National Congress (I),90143,37321,41.4 %,7949.0,21.3%
26,Jamnagar Rural,26,SC,Parmar Bhanji Kama,Indian National Congress (I),98223,20866,21.2 %,7943.0,38.1%
27,Kalawad,27,GEN,Patel Bhimjibhai Vasrambhai,Independent,83107,49991,60.2 %,7552.0,15.1%
28,Jamjodhpur,28,GEN,Patel Chimanbhai Jiwabhai,Janata Party (SECULAR) - CH. CHARAN SINGH,76822,49782,64.8 %,3753.0,7.5%
29,Bhanvad,29,GEN,Karangiya Bhimsi Kesur,Indian National Congress (I),64496,33562,52.0 %,5070.0,15.1%
30,Khambhalia,30,GEN,Madam Hematbhai Rambhai,Independent,70287,41962,59.7 %,560.0,1.3%
31,Dwarka,31,GEN,Trivedi Lilaben Gaurishanker,Indian National Congress (I),80305,38504,47.9 %,3516.0,9.1%
32,Porbandar,32,GEN,Lakhani Shashikant Anandlal,Indian National Congress (I),93532,36386,38.9 %,6617.0,18.2%
33,Kutiyana,33,GEN,Mahant Vijaydasji Virdasji,Indian National Congress (I),81817,RU,,,
34,Mangrol,34,GEN,Antroliya Sukabhai Ramabhai,Independent,82699,47324,57.2 %,2964.0,6.3%
35,Manavadar,35,GEN,Hudka Muljibhai Kalidas,Indian National Congress (I),81641,48800,59.8 %,5029.0,10.3%
36,Keshod,36,SC,Vanavi Devjibhai Bhikhabhai,Indian National Congress (I),80831,36394,45.0 %,7876.0,21.6%
37,Talala,37,GEN,Zala Kalabhai Ranmalbhai,Indian National Congress (I),78978,47741,60.4 %,5961.0,12.5%
38,Somnath,38,GEN,Vadher Rudabhai Devshi,Janata Party (JP),90755,46556,51.3 %,697.0,1.5%
39,Una,39,GEN,Ukabhai Sidibhai Zala,Indian National Congress (I),93833,49221,52.5 %,19095.0,38.8%
40,Visavadar,40,GEN,Ribadiya Dhirajlal Fulabhai,Janata Party (JP),76921,45600,59.3 %,3066.0,6.7%
41,Maliya,41,GEN,Raijada Hamirji Hathisinh,Indian National Congress (I),88208,45076,51.1 %,10062.0,22.3%
42,Junagadh,42,GEN,Patel Gordhanbhai Gokalbhai,Indian National Congress (I),88033,38263,43.5 %,7043.0,18.4%
43,Babra,43,GEN,Palasana Becharbhai Madhabhai,Independent,79421,41325,52.0 %,5683.0,13.8%
44,Lathi,44,GEN,Khodidas Thakkar,Indian National Congress (I),74461,39588,53.2 %,12952.0,32.7%
45,Amreli,45,GEN,Dwarkadas Mohanlal Patel,Independent,81402,48452,59.5 %,3452.0,7.1%
46,Dhari,46,GEN,Manubhai Kotadiya,Janata Party (JP),83095,51780,62.3 %,4878.0,9.4%
47,Kodinar,47,GEN,Kamaliya Arshibhai Kanabhai,Indian National Congress (I),80701,53113,65.8 %,8696.0,16.4%
48,Rajula,48,GEN,Varu Partpbhai Suragbhai,Indian National Congress (I),85240,44283,52.0 %,634.0,1.4%
49,Botad,49,GEN,Khachar Hathibhai Chhelbhai,Indian National Congress (I),90703,45975,50.7 %,13393.0,29.1%
50,Gadhada,50,SC,Gohel Bachubhai Bhikhabhai,Indian National Congress (I),90069,36107,40.1 %,9673.0,26.8%
51,Palitana,51,GEN,Dabhi Natubhai Bhikhabhai,Independent,83773,49651,59.3 %,2393.0,4.8%
52,Sihor,52,GEN,Gothani Dalsukhbhai Jerambhai,Janata Party (JP),83973,46602,55.5 %,2352.0,5.0%
53,Kundla,53,GEN,Desai Ramjibhai Vallabhdas,Indian National Congress (I),90568,53393,59.0 %,1059.0,2.0%
54,Mahuva,54,GEN,Jani Vrijlal Durlabhji,Indian National Congress (I),82355,38394,46.6 %,7526.0,19.6%
55,Talaja,55,GEN,Baladhiya Dhanjibhai Hirabhai,Indian National Congress (I),85129,35522,41.7 %,11562.0,32.5%
56,Ghogho,56,GEN,Gohil Kiritsinh Anopsinh,Indian National Congress (I),84317,41820,49.6 %,14365.0,34.3%
57,Bhavnagar North,57,GEN,Shah Rasiklal Nathalal,Indian National Congress (I),97983,36859,37.6 %,2473.0,6.7%
58,Bhavnagar South,58,GEN,Patel Trambaklal Muljibhai (Patel Babubhai Vakil),Indian National Congress (I),94097,39658,42.1 %,7014.0,17.7%
59,Dhandhuka,59,GEN,Shah Natvarlal Chandulal,Indian National Congress (I),89527,43885,49.0 %,15095.0,34.4%
60,Dholka,60,GEN,Makwana Parsottambhai Ravjibhai,Indian National Congress (I),88762,50793,57.2 %,6205.0,12.2%
61,Bavla,61,SC,Gohil Dhulabhai Dalabhai,Janata Party (JP),96543,43566,45.1 %,2057.0,4.7%
62,Mandal,62,GEN,Patel Bhailal Ambalal,Indian National Congress (I),80067,44502,55.6 %,6547.0,14.7%
63,Viramgam,63,GEN,Patel Daudbhai Miyanbhai,Indian National Congress (I),87942,50455,57.4 %,6312.0,12.5%
64,Sarkhej,64,GEN,Harishanker Pandya,Indian National Congress (I),145390,62791,43.2 %,9397.0,15.0%
65,Daskroi,65,GEN,Fatesinh Sodha,Indian National Congress (I),107474,59147,55.0 %,10256.0,17.3%
66,Dehgam,66,GEN,Rathod Khumansinh Gambhirsinh,Indian National Congress (I),92107,54318,59.0 %,4322.0,8.0%
67,Sabarmati,67,GEN,Kokilaben Hariprasad Vyas,Indian National Congress (I),133904,63469,47.4 %,2302.0,3.6%
68,Ellis Bridge,68,GEN,Babubhai Vasanwala,Janata Party (JP),117484,45640,38.8 %,802.0,1.8%
69,Dariapur-Kazipur,69,GEN,Surendra Rajput,Indian National Congress (I),83831,44049,52.5 %,15130.0,34.3%
70,Shahpur,70,GEN,Kamdar Vadilal Ratilal,Indian National Congress (I),80089,41817,52.2 %,13480.0,32.2%
71,Kalupur,71,GEN,Mohammed Husein Barejia,Indian National Congress (I),74489,39034,52.4 %,15001.0,38.4%
72,Asarwa,72,GEN,Laxmanbhai Kalidas Patani,Indian National Congress (I),132716,61067,46.0 %,21653.0,35.5%
73,Rakhial,73,GEN,Prabodh Raval,Indian National Congress (I),97456,49881,51.2 %,23471.0,47.1%
74,Shaher Kotda,74,SC,Manubhai Parmar,Indian National Congress (I),94153,41450,44.0 %,21912.0,52.9%
75,Khadia,75,GEN,Ashok Bhatt,Bharatiya Janta Party,84690,36676,43.3 %,5731.0,15.6%
76,Jamalpur,76,GEN,Abdul Rahim Tajuji (Lalbhai Kundiwala),Indian National Congress (I),94003,40595,43.2 %,20100.0,49.5%
77,Maninagar,77,GEN,Ramlal Ruplal,Indian National Congress (I),137963,58351,42.3 %,11138.0,19.1%
78,Naroda,78,GEN,Ramchand Tahalram,Indian National Congress (I),118728,48827,41.1 %,12744.0,26.1%
79,Gandhinagar,79,GEN,Kasambhai Bapu Limbadia,Indian National Congress (I),104643,56746,54.2 %,17205.0,30.3%
80,Kalol,80,GEN,Thakore Shankerji Kalaji,Indian National Congress (I),95340,51991,54.5 %,5566.0,10.7%
81,Kadi,81,GEN,Karsanji Maganji Thakor,Indian National Congress (I),85558,45941,53.7 %,9492.0,20.7%
82,Jotana,82,SC,Parmar Haribhai Khushalbhai,Indian National Congress (I),85759,33466,39.0 %,1135.0,3.4%
83,Mehsana,83,GEN,Zala Bhavsinghji Dansinhji,Indian National Congress (I),96272,58531,60.8 %,5281.0,9.0%
84,Mansa,84,GEN,Chavada Isvarsing Shivaji,Indian National Congress (I),97707,55370,56.7 %,1996.0,3.6%
85,Vijapur,85,GEN,Patel Amritlal Kalidas,Bharatiya Janta Party,99312,58015,58.4 %,12216.0,21.1%
86,Visnagar,86,GEN,Patel Gangarambhai Bhaichanddas,Bharatiya Janta Party,105513,59818,56.7 %,9361.0,15.6%
87,Kheralu,87,GEN,Desai Mohanbhai Nathubhai,Janata Party (JP),89891,66117,73.6 %,11589.0,17.5%
88,Unjha,88,GEN,Patel Kanjibhai Lalludas,Janata Party (JP),97633,64133,65.7 %,16511.0,25.7%
89,Sidhpur,89,GEN,Bati Sharifbhai Valibhai,Indian National Congress (I),88344,54939,62.2 %,5207.0,9.5%
90,Vagdod,90,GEN,Thakor Keshaji Shankerji,Janata Party (JP),91491,50633,55.3 %,824.0,1.6%
91,Patan,91,GEN,Patel Dahyabhai Pitambardas,Janata Party (JP),89519,48619,54.3 %,9120.0,18.8%
92,Chanasma,92,GEN,Patel Arvindbhai Tribhovandas,Bharatiya Janta Party,86585,62799,72.5 %,3142.0,5.0%
93,Sami,93,GEN,Thakor Viraji Navaji,Bharatiya Janta Party,92030,61304,66.6 %,4065.0,6.6%
94,Radhanpur,94,GEN,Zula Khodidan Bhimji,Indian National Congress (I),91646,52625,57.4 %,10305.0,19.6%
95,Vav,95,GEN,Parmer Hemabhai Derghabhai,Indian National Congress (I),95849,60192,62.8 %,4644.0,7.7%
96,Deodar,96,GEN,Tarak Kalubhai Virabhai,Indian National Congress (I),79564,40507,50.9 %,11770.0,29.1%
97,Kankrej,97,GEN,Dhandhara Shantilal Chhotalal,Indian National Congress (I),79578,44335,55.7 %,9158.0,20.7%
98,Deesa,98,GEN,Desai Mohanbhai Visabhai,Janata Party (JP),79153,41100,51.9 %,1133.0,2.8%
99,Dhanera,99,GEN,Patel Joitabhai Kasnabhai,Janata Party (JP),83388,45885,55.0 %,5822.0,12.7%
100,Palanpur,100,GEN,Patel Amaratlal Kalidas,Indian National Congress (I),91598,38611,42.2 %,10856.0,28.1%
101,Vadgam,101,SC,Parmar Dolatbhai Chelaram,Indian National Congress (I),92883,38226,41.2 %,11901.0,31.1%
102,Danta,102,GEN,Harisinh Chavda,Janata Party (JP),97348,47060,48.3 %,146.0,0.3%
103,Khedbrahma,103,ST,Damor Jagdishchandraji Doljibhai,Indian National Congress (I),84038,30650,36.5 %,6970.0,22.7%
104,Idar,104,SC,L. D. Parmar,Indian National Congress (I),89414,42455,47.5 %,1692.0,4.0%
105,Bhiloda,105,GEN,Trivedi Manubhai Ambashanker,Indian National Congress (I),93265,45368,48.6 %,11966.0,26.4%
106,Himatnagar,106,GEN,Patel Nathbhai Devjibhai,Bharatiya Janta Party,93332,50171,53.8 %,6336.0,12.6%
107,Prantij,107,GEN,Patel Maganbhai Manibhai,Janata Party (JP),87736,46742,53.3 %,6566.0,14.0%
108,Modasa,108,GEN,Ambalal Upadhyay,Independent,90425,52820,58.4 %,5546.0,10.5%
109,Bayad,109,GEN,Ramsingh Rupsingh Solanki,Indian National Congress (I),81207,41725,51.4 %,218.0,0.5%
110,Meghraj,110,GEN,Pandya Gunvantlal Manilal,Indian National Congress (I),93483,41188,44.1 %,4789.0,11.6%
111,Santrampur,111,GEN,Damor Jivabhai Motibhai,Indian National Congress (I),86565,24839,28.7 %,1963.0,7.9%
112,Jhalod,112,ST,Munia Virjibhai Limbabhai,Indian National Congress (I),87958,19627,22.3 %,6944.0,35.4%
113,Limdi,113,ST,Damor Malsinh Fatabhai,Indian National Congress (I),83319,21531,25.8 %,7716.0,35.8%
114,Dohad,114,ST,Patel Lalitkumar Bhagvanbhai,Indian National Congress (I),83346,26657,32.0 %,12828.0,48.1%
115,Limkheda,115,ST,Pasaya Virsingh Bhulabhai,Indian National Congress (I),91360,20667,22.6 %,5496.0,26.6%
116,Devgadh Baria,116,GEN,Raman Patel,Indian National Congress (I),78696,31005,39.4 %,8193.0,26.4%
117,Rajgadh,117,GEN,Patel Shantilal Parsottambhai,Janata Party (JP),76764,30514,39.8 %,1879.0,6.2%
118,Halol,118,GEN,Baria Udesinh Mohanbhai,Indian National Congress (I),79039,32422,41.0 %,4271.0,13.2%
119,Kalol,119,GEN,Chauhan Prabhatsinh Pratapsinh,Indian National Congress (I),81964,30057,36.7 %,4116.0,13.7%
120,Godhra,120,GEN,Khalpa Abdulrahim Ismile,Indian National Congress (I),96065,33294,34.7 %,16954.0,50.9%
121,Shehra,121,GEN,Parmar Parwatsinh Ghamirsinh,Indian National Congress (I),90794,22579,24.9 %,2268.0,10.0%
122,Lunavada,122,GEN,Solanki Dhirendrasinhji Virbhadrasinhji,Indian National Congress (I),87599,47554,54.3 %,805.0,1.7%
123,Randhikpur,123,ST,Gondia Badiabhai Muljibhai,Indian National Congress (I),78742,18494,23.5 %,9677.0,52.3%
124,Balasinor,124,GEN,Solanki Chhatrasingh Amarinhji,Indian National Congress (I),76464,38316,50.1 %,7120.0,18.6%
125,Kapadvanj,125,GEN,Chuhan Budhaji Jitaji,Indian National Congress (I),95520,43055,45.1 %,10685.0,24.8%
126,Thasra,126,GEN,Malek Vasinmia Usufmia,Indian National Congress (I),95830,47460,49.5 %,7647.0,16.1%
127,Umreth,127,GEN,Khambholja Hariharbhai Umiyashanker,Indian National Congress (I),90615,49242,54.3 %,11047.0,22.4%
128,Kathlal,128,GEN,Zala Maganbhai Gokadbhai,Indian National Congress (I),94551,45491,48.1 %,13841.0,30.4%
129,Mehmedabad,129,GEN,Bansilal Bapalal Pandya,Indian National Congress (I),96613,51448,53.3 %,10504.0,20.4%
130,Mahudha,130,GEN,Sodha Balvantsinh Sudhansinh,Indian National Congress (I),97610,40860,41.9 %,13498.0,33.0%
131,Nadiad,131,GEN,Patel Dinshah Jhaverbhai,Janata Party (JP),99040,55866,56.4 %,3541.0,6.3%
132,Chakalasi,132,GEN,Amarsinhji Bhupatsinhji Vaghela,Indian National Congress (I),96124,46591,48.5 %,24315.0,52.2%
133,Anand,133,GEN,Solanki Ranchhodbhai Shanabhai,Indian National Congress (I),96173,38454,40.0 %,16407.0,42.7%
134,Sarsa,134,GEN,Govindbhai J. Patel,Indian National Congress (I),89605,37772,42.2 %,19923.0,52.7%
135,Petlad,135,GEN,Chauhan Govindbhai Shankarbhai,Indian National Congress (I),91155,55832,61.2 %,1708.0,3.1%
136,Sojitra,136,SC,Makwana Shantabahen Yogendrakumar,Indian National Congress (I),85130,49104,57.7 %,26004.0,53.0%
137,Matar,137,GEN,Patel Parshottambhai Chaturbhai,Indian National Congress (I),91732,52921,57.7 %,20841.0,39.4%
138,Borsad,138,GEN,Gohel Umedbhai Fatehsinh,Indian National Congress (I),95064,45168,47.5 %,27744.0,61.4%
139,Bhadran,139,GEN,Solanki Madhavsinh Fulsinh,Indian National Congress (I),105740,59502,56.3 %,30378.0,51.1%
140,Cambay,140,GEN,Chudasma Vijaysinhji Ladhubha,Indian National Congress (I),96699,54751,56.6 %,7197.0,13.1%
141,Chhota Udaipur,141,ST,Rathava Karasanbhai Bodabhai,Indian National Congress (I),84557,37704,44.6 %,5234.0,13.9%
142,Jetpur,142,GEN,Rathwa Mohansinh Chhotubhai,Janata Party (JP),84372,43371,51.4 %,8766.0,20.2%
143,Nasvadi,143,ST,Bhil Meghabhai Jagabhai,Indian National Congress (I),87998,40205,45.7 %,4134.0,10.3%
144,Sankheda,144,ST,Tadvi Bhaijibhai Bhanabhai,Indian National Congress (I),78528,38755,49.4 %,10019.0,25.9%
145,Dabhoi,145,GEN,Umakant Ratanlal Joshi,Janata Party (JP),85124,52554,61.7 %,1361.0,2.6%
146,Savli,146,GEN,Pamar Prabhatsing Jarsinh,Indian National Congress (I),101244,46599,46.0 %,20325.0,43.6%
147,Baroda City,147,GEN,Ranjitsinh P. Gaekwad,Indian National Congress (I),113815,55036,48.4 %,3649.0,6.6%
148,Sayajiganj,148,GEN,Shirish Purohit,Indian National Congress (I),125503,57045,45.5 %,19177.0,33.6%
149,Raopura,149,GEN,Patel C. N.,Indian National Congress (I),109526,42318,38.6 %,5364.0,12.7%
150,Vaghodia,150,GEN,Mehta Sanatkumar Manganlal,Indian National Congress (I),78024,40671,52.1 %,18278.0,44.9%
151,Baroda Rural,151,GEN,Chauhan Mahendrasinh Takhatsinh,Indian National Congress (I),104876,51747,49.3 %,13650.0,26.4%
152,Padra,152,GEN,Jitubhai Somabhai Parmar,Indian National Congress (I),104132,60497,58.1 %,7560.0,12.5%
153,Karjan,153,SC,Nagar Hargovinddas Khushaldas,Indian National Congress (I),100957,53345,52.8 %,21054.0,39.5%
154,Jambusar,154,GEN,Solanki Maganbhai Bhukhanbhai,Indian National Congress (I),93882,53837,57.3 %,27776.0,51.6%
155,Vagra,155,GEN,Makwana Prabhatsinh Bavabhai,Indian National Congress (I),89413,45404,50.8 %,18212.0,40.1%
156,Broach,156,GEN,Patel Mohmedbhai Hafezi Ismail,Indian National Congress (I),101661,53839,53.0 %,14363.0,26.7%
157,Ankleshwar,157,GEN,Patel Nathubhai Narotambhai,Indian National Congress (I),85256,46528,54.6 %,10286.0,22.1%
158,Jhagadia,158,ST,Vasava Ravadas Limjibhai,Indian National Congress (I),84970,30444,35.8 %,13766.0,45.2%
159,Dediapada,159,ST,Vasava Ramjibhai Hirabhai,Indian National Congress (I),86813,29278,33.7 %,13002.0,44.4%
160,Rajpipla,160,ST,Vasava Premsingbhai Devjibhai,Indian National Congress (I),87382,43543,49.8 %,7709.0,17.7%
161,Nijhar,161,ST,Vasava Govindbhai Barakiabhai,Indian National Congress (I),89883,40133,44.7 %,22650.0,56.4%
162,Mangrol,162,ST,Vasava Mansukhlal Janiabhai,Indian National Congress (I),83652,32489,38.8 %,7526.0,23.2%
163,Songadh,163,ST,Gamit Vasanjibhai Ganjibhai,Indian National Congress (I),78914,29060,36.8 %,6905.0,23.8%
164,Vyara,164,ST,Amarsinh Bhilabhai Chaudhary,Indian National Congress (I),84142,38076,45.3 %,19223.0,50.5%
165,Mahuva,165,ST,Dhodia Dhanjibhai Karsanbhai,Indian National Congress (I),90150,41107,45.6 %,14732.0,35.8%
166,Bardoli,166,ST,Halpati Jitubhai Chhitubhai,Indian National Congress (I),93782,44647,47.6 %,13695.0,30.7%
167,Kamrej,167,ST,Rathod Naranbhai Vanmalibhai,Indian National Congress (I),84170,44906,53.4 %,18582.0,41.4%
168,Olpad,168,GEN,Patel Balubhai Devabhai,Indian National Congress (I),102825,55289,53.8 %,22720.0,41.1%
169,Surat City North,169,GEN,Pachchigar Kushnavadan Dhansukhlal,Indian National Congress (I),121193,51765,42.7 %,13812.0,26.7%
170,Surat City East,170,GEN,Chohan Jashawantsinh Dansinh,Indian National Congress (I),92766,40384,43.5 %,574.0,1.4%
171,Surat City West,171,GEN,Mahamedbhai Surti,Indian National Congress (I),105726,47766,45.2 %,3616.0,7.6%
172,Chorasi,172,GEN,Patel Ushaben Babubhai,Indian National Congress (I),153570,51944,33.8 %,22744.0,43.8%
173,Jalalpore,173,GEN,Patel Vasantbhai Parbhubhai,Indian National Congress (I),93234,39912,42.8 %,17386.0,43.6%
174,Navsari,174,ST,Talavia Mohanbhai Ranchhodbhai,Indian National Congress (I),104713,42419,40.5 %,15595.0,36.8%
175,Gandevi,175,GEN,Desai Dinker Bhikhubhai,Indian National Congress (I),98249,49726,50.6 %,7403.0,14.9%
176,Chikhli,176,ST,Patel Kanjibhai Maganbhai,Bharatiya Janta Party,94645,47385,50.1 %,4773.0,10.1%
177,Dangs-Bansda,177,ST,Patel Govindbhai Mahujibhai,Indian National Congress (I),84971,32158,37.8 %,6492.0,20.2%
178,Bulsar,178,GEN,Desai Dolatbhai Nathubhai,Indian National Congress (I),101970,44641,43.8 %,5370.0,12.0%
179,Dharampur,179,ST,Patel Shankarbhai Ravjibhai,Indian National Congress (I),85497,36583,42.8 %,7196.0,19.7%
180,Mota Pondha,180,ST,Patel Barjulbhai Navlabhai,Indian National Congress (I),90215,33870,37.5 %,12584.0,37.2%
181,Pardi,181,ST,Patel Ramanbhai Devabhai,Indian National Congress (I),91455,34268,37.5 %,11547.0,33.7%
182,Umbergaon,182,ST,Patel Chhotubhai Vestabhai,Indian National Congress (I),94164,29184,31.0 %,12992.0,44.5%
