ac name,ac no,type,district,winning candidate,party,total electors,total votes,poll%,margin,margin %,father/husband name,gender,age,UID
Kuttiadi,21,GEN,Kozhikode,K P Kunhammed Kutti Master,Communist Party of India (Marxist),189843,169483,89.30%,333,0.20%,MOIDU,male,69.0,KL2021AC21
Nadapuram,22,GEN,Kozhikode,E. K. Vijayan,Communist Party Of India,203567,175187,86.10%,4035,2.30%,BALAKRISHNAN KIDAV,male,68.0,KL2021AC22
Quilandy,23,GEN,Kozhikode,Kanathil Jameela,Communist Party Of India (Marxist),194588,161592,83.00%,8472,5.20%,Abdurahiman,female,54.0,KL2021AC23
Perambra,24,GEN,Kozhikode,T.P. Ramakrishnan,Communist Party Of India (Marxist),188997,163279,86.40%,22592,13.80%,,,,KL2021AC24
Balusseri,25,SC,Kozhikode,Adv. K.M. Sachindev,Communist Party Of India (Marxist),215827,181523,84.10%,20372,11.20%,NANDAKUMAR,male,27.0,KL2021AC25
Elathur,26,GEN,Kozhikode,A .K Saseendran,Nationalist Congress Party,194090,163366,84.20%,38502,23.60%,Kunhambu,male,75.0,KL2021AC26
Kozhikode North,27,GEN,Kozhikode,Thottathil Ravindran,Communist Party Of India (Marxist),171960,137046,79.70%,12928,9.40%,Appukkutti Nair,male,73.0,KL2021AC27
Kozhikode South,28,GEN,Kozhikode,Ahammad Devarkovil,Indian National League,149439,118451,79.30%,12459,10.50%,MOOSA,male,61.0,KL2021AC28
Beypore,29,GEN,Kozhikode,Adv. P. A Mohamed Riyas,Communist Party Of India (Marxist),194583,164589,84.60%,28747,17.50%,,,,KL2021AC29
Kunnamangalam,30,GEN,Kozhikode,Adv. P. T. A Rahim,Independent,219151,192958,88.00%,10276,5.30%,ISMAYILKUTTY HAJI,male,72.0,KL2021AC30
Koduvally,31,GEN,Kozhikode,Dr. M.K Muneer,Indian Union Muslim League,172959,150885,87.20%,6344,4.20%,MOHAMED KOYA,male,58.0,KL2021AC31
Thiruvambady,32,GEN,Kozhikode,Linto Joseph,Communist Party Of India (Marxist),170541,142590,83.60%,4643,3.30%,Joseph Mathew,male,28.0,KL2021AC32
Kondotty,33,GEN,Malappuram,T V Ibrahim,Indian Union Muslim League,196633,163591,83.20%,17666,10.80%,MOHAMMED HAJI,male,55.0,KL2021AC33
Eranad,34,GEN,Malappuram,P.K. Basheer,Indian Union Muslim League,171167,142636,83.30%,22546,15.80%,SEETHIHAJI,male,61.0,KL2021AC34
Nilambur,35,GEN,Malappuram,P.V. Anvar,Independent,208082,172698,83.00%,2700,1.60%,SHOUKATHALI,male,53.0,KL2021AC35
Wandoor,36,SC,Malappuram,A P Anilkumar,Indian National Congress,214741,169267,78.80%,15563,9.20%,BALAN,male,56.0,KL2021AC36
Manjeri,37,GEN,Malappuram,Adv. U.A. Latheef,Indian Union Muslim League,197781,155790,78.80%,14573,9.40%,MUHAMMEDAJI,male,71.0,KL2021AC37
Perinthalmanna,38,GEN,Malappuram,Najeeb Kanthapuram,Indian Union Muslim League,203783,164749,80.80%,38,0.00%,MUHAMMAD MASTTAR,male,45.0,KL2021AC38
Mankada,39,GEN,Malappuram,Manjalamkuzhi Ali,Indian Union Muslim League,203235,167669,82.50%,6246,3.70%,MUHAMMED (LATE),male,68.0,KL2021AC39
Malappuram,40,GEN,Malappuram,P. Ubaidulla,Indian Union Muslim League,204136,160831,78.80%,35208,21.90%,AHAMMED KUTTY MASTER,male,61.0,KL2021AC40
Vengara,41,GEN,Malappuram,P.K Kunjhalikutty,Indian Union Muslim League,176389,130764,74.10%,30596,23.40%,MUHAMMED HAJI,male,69.0,KL2021AC41
Vallikkunnu,42,GEN,Malappuram,Abdul Hameed Master,Indian Union Muslim League,188584,150264,79.70%,14116,9.40%,KUNHALU MASTER,male,73.0,KL2021AC42
Tirurangadi,43,GEN,Malappuram,K P A Majeed,Indian Union Muslim League,189097,147050,77.80%,9578,6.50%,AHAMED,male,71.0,KL2021AC43
Tanur,44,GEN,Malappuram,V.Abdurahiman,National Secular Conference,181753,152234,83.80%,985,0.60%,MUHAMMED HAMZA,male,59.0,KL2021AC44
Tirur,45,GEN,Malappuram,Kurukkoli Moideen,Indian Union Muslim League,213715,170325,79.70%,7214,4.20%,KUNHALAN,male,61.0,KL2021AC45
Kottakkal,46,GEN,Malappuram,Prof. Abid Hussain Thangal,Indian Union Muslim League,205405,159265,77.50%,16588,10.40%,K K S THANGAL,male,60.0,KL2021AC46
Thavanur,47,GEN,Malappuram,Dr.K.T.Jaleel,Independent,189489,150948,79.70%,2564,1.70%,KUNJIMOHAMMED,male,53.0,KL2021AC47
Ponnani,48,GEN,Malappuram,P Nandakumar,Communist Party Of India (Marxist),193772,144955,74.80%,17043,11.80%,K KRISHNAN NAIR,male,71.0,KL2021AC48
Thrithala,49,GEN,Palakkad,M. B Rajesh,Communist Party Of India (Marxist),183566,151884,82.70%,3016,2.00%,BALAKRISHNAN NAIR,male,50.0,KL2021AC49
Pattambi,50,GEN,Palakkad,Muhammed Muhassin,Communist Party Of India,185002,151519,81.90%,17974,11.90%,Aboobacker,male,34.0,KL2021AC50
Shornur,51,GEN,Palakkad,P. Mammikutty,Communist Party Of India (Marxist),187255,151233,80.80%,36674,24.20%,MUHAMMED,male,69.0,KL2021AC51
Ottapalam,52,GEN,Palakkad,Adv. K. Premkumar,Communist Party Of India (Marxist),200302,160294,80.00%,15152,9.50%,VASU,male,42.0,KL2021AC52
Kongad,53,SC,Palakkad,Santhakumari K,Communist Party Of India (Marxist),174578,137555,78.80%,27219,19.80%,Madhavan M,female,49.0,KL2021AC53
Mannarkad,54,GEN,Palakkad,Advocate. N. Samsudheen,Indian Union Muslim League,190489,151342,79.40%,5870,3.90%,MUHAMMEDKUTTY,male,51.0,KL2021AC54
Malampuzha,55,GEN,Palakkad,A. Prabhakaran,Communist Party Of India (Marxist),205694,162551,79.00%,25734,15.80%,APPUKUTTAN,male,69.0,KL2021AC55
Palakkad,56,GEN,Palakkad,Shafi Parambil,Indian National Congress,179685,141576,78.80%,3859,2.70%,SHANAVAS,male,38.0,KL2021AC56
Tarur,57,SC,Palakkad,P.P.Sumod,Communist Party Of India (Marxist),164354,130407,79.30%,24531,18.80%,KRISHNANKUTTY,male,37.0,KL2021AC57
Chittur,58,GEN,Palakkad,K. Krishnankutty,Janata Dal (Secular),181124,151620,83.70%,33878,22.30%,K. KUNJUKUTTY,male,76.0,KL2021AC58
Nenmara,59,GEN,Palakkad,K. Babu,Communist Party Of India (Marxist),184892,150465,81.40%,28704,19.10%,,,,KL2021AC59
Alathur,60,GEN,Palakkad,K.D.Prasenan,Communist Party Of India (Marxist),164415,134583,81.90%,34118,25.40%,DEVADAS,male,55.0,KL2021AC60
Chelakkara,61,SC,Thrissur,K Radhakrishnan,Communist Party Of India (Marxist),187842,152595,81.20%,39400,25.80%,KOCHUNNI,male,57.0,KL2021AC61
Kunnamkulam,62,GEN,Thrissur,A.C.Moideen,Communist Party Of India (Marxist),183869,154272,83.90%,26631,17.30%,FATHIMA,male,64.0,KL2021AC62
Guruvayoor,63,GEN,Thrissur,N.K.Akbar,Communist Party Of India (Marxist),195371,145752,74.60%,18268,12.50%,USMAN,male,51.0,KL2021AC63
Manalur,64,GEN,Thrissur,Murali,Communist Party Of India (Marxist),205549,166790,81.10%,29876,17.90%,MALATHI AMMA,male,70.0,KL2021AC64
Wadakkanchery,65,GEN,Thrissur,Xavier Chittilappilly,Communist Party Of India (Marxist),200294,169019,84.40%,15168,9.00%,Allesu,male,49.0,KL2021AC65
Ollur,66,GEN,Thrissur,K Rajan,Communist Party Of India,191115,155344,81.30%,21506,13.80%,Krishnankutty,male,47.0,KL2021AC66
Thrissur,67,GEN,Thrissur,P Balachandran,Communist Party Of India,169095,128514,76.00%,946,0.70%,KRISHNAN NAIR,male,57.0,KL2021AC67
Nattika,68,SC,Thrissur,C C Mukundhan,Communist Party Of India,197011,152724,77.50%,28431,18.60%,CHENNAN,male,62.0,KL2021AC68
Kaipamangalam,69,GEN,Thrissur,E T Taison Master,Communist Party Of India,161184,135617,84.10%,22698,16.70%,Thomas,male,56.0,KL2021AC69
Irinjalakkuda,70,GEN,Thrissur,R Bindu,Communist Party Of India (Marxist),187887,154589,82.30%,5949,3.80%,Vijayaraghavan A,female,53.0,KL2021AC70
Puthukkad,71,GEN,Thrissur,K.K. Ramachandran,Communist Party Of India (Marxist),191065,155214,81.20%,27353,17.60%,Kumaran,male,53.0,KL2021AC71
Chalakkudy,72,GEN,Thrissur,Saneeshkumar Joseph,Indian National Congress,185970,142154,76.40%,1057,0.70%,Joseph,male,42.0,KL2021AC72
Kodungallur,73,GEN,Thrissur,Adv. V. R. Sunilkumar,Communist Party Of India,181762,148032,81.40%,23893,16.10%,V.K.Rajan,male,52.0,KL2021AC73
Perumbavoor,74,GEN,Ernakulam,Adv Eldose P Kunnapillil,Indian National Congress,174915,143468,82.00%,2899,2.00%,Poulose,male,42.0,KL2021AC74
Angamaly,75,GEN,Ernakulam,Roji M John,Indian National Congress,166980,137328,82.20%,15929,11.60%,M V JOHN,male,38.0,KL2021AC75
Aluva,76,GEN,Ernakulam,Anwar Sadath,Indian National Congress,182360,149489,82.00%,18886,12.60%,ABDUL SATHAR,male,46.0,KL2021AC76
Kalamassery,77,GEN,Ernakulam,P. Rajeeve,Communist Party Of India (Marxist),189160,154345,81.60%,15336,9.90%,VASUDEVAN P,male,53.0,KL2021AC77
Paravur,78,GEN,Ernakulam,V.D. Satheesan,Indian National Congress,188783,157481,83.40%,21301,13.50%,DAMODARAMENON,male,56.0,KL2021AC78
Vypen,79,GEN,Ernakulam,K.N. Unnikrishnan,Communist Party Of India (Marxist),165552,130071,78.60%,8201,6.30%,C.A. Narayanan,male,60.0,KL2021AC79
Kochi,80,GEN,Ernakulam,K.J. Maxy,Communist Party Of India (Marxist),172633,128229,74.30%,14079,11.00%,JACOB,male,58.0,KL2021AC80
Thripunithura,81,GEN,Ernakulam,K. Babu,Indian National Congress,196609,155208,78.90%,992,0.60%,KUMARAN,male,70.0,KL2021AC81
Eranakulam,82,GEN,Ernakulam,T. J. Vinod,Indian National Congress,152489,109386,71.70%,10970,10.00%,Joseph,male,57.0,KL2021AC82
Thrikkakara,83,GEN,Ernakulam,Adv.P.T.Thomas,Indian National Congress,180733,135875,75.20%,14329,10.50%,THOMAS,male,70.0,KL2021AC83
Kunnathunad,84,SC,Ernakulam,Adv. P.V.Sreenijin,Communist Party Of India (Marxist),177018,154359,87.20%,2715,1.80%,M A VASU,male,45.0,KL2021AC84
Piravom,85,GEN,Ernakulam,Anoop Jacob,Kerala Congress (Jacob),199144,156988,78.80%,25364,16.20%,T M JACOB,male,43.0,KL2021AC85
Muvattupuzha,86,GEN,Ernakulam,Dr. Mathew Kuzhalnadan,Indian National Congress,179830,143927,80.00%,6161,4.30%,ABRAHAM,male,43.0,KL2021AC86
Kothamangalam,87,GEN,Ernakulam,Antony John,Communist Party Of India (Marxist),161940,136283,84.20%,6605,4.80%,JOHNY,male,38.0,KL2021AC87
Devikulam,88,SC,Idukki,Adv. A. Raja,Communist Party Of India (Marxist),168875,114967,68.10%,7848,6.80%,Anthony,male,35.0,KL2021AC88
Udumbanchola,89,GEN,Idukki,M. M. Mani,Communist Party Of India (Marxist),161179,124532,77.30%,38305,30.80%,MADHAVAN,male,76.0,KL2021AC89
Thodupuzha,90,GEN,Idukki,P J Joseph,Kerala Congress,184005,138133,75.10%,20259,14.70%,JOSEPH,male,79.0,KL2021AC90
Idukki,91,GEN,Idukki,Roshy Augustine,Kerala Congress(M),181416,130674,72.00%,5573,4.30%,,,,KL2021AC91
Peerumade,92,GEN,Idukki,Vazhoor Soman,Communist Party Of India,166943,126890,76.00%,1835,1.40%,KUNJUPAPPAN,male,68.0,KL2021AC92
Pala,93,GEN,Kottayam,Mani C Kappen,Independent,177694,137827,77.60%,15378,11.20%,CHERIAN J KAPPEN,male,64.0,KL2021AC93
Kaduthuruthy,94,GEN,Kottayam,Adv. Mons Joseph,Kerala Congress,181208,130680,72.10%,4256,3.30%,O Joseph,male,56.0,KL2021AC94
Vaikom,95,SC,Kottayam,C.K Asha,Communist Party Of India,161075,126906,78.80%,29122,22.90%,Rajesh K R,female,44.0,KL2021AC95
Ettumanoor,96,GEN,Kottayam,V N Vasavan,Communist Party Of India (Marxist),161816,125387,77.50%,14303,11.40%,Narayanan,male,66.0,KL2021AC96
Kottayam,97,GEN,Kottayam,Thiruvanchoor Radhakrishnan,Indian National Congress,156796,121265,77.30%,18743,15.50%,K.P.PARAMESWARAN PILLAI,male,71.0,KL2021AC97
Puthuppally,98,GEN,Kottayam,Oommen Chandy,Indian National Congress,168957,131300,77.70%,9044,6.90%,Chandy,male,77.0,KL2021AC98
Changanassery,99,GEN,Kottayam,Adv. Job Maichil,Kerala Congress(M),166961,123151,73.80%,6059,4.90%,,,,KL2021AC99
Kanjirappally,100,GEN,Kottayam,Dr.N.Jayaraj,Kerala Congress(M),178911,137079,76.60%,13703,10.00%,,,,KL2021AC100
Poonjar,101,GEN,Kottayam,Adv. Sebastian Kulathunkal,Kerala Congress(M),178887,139549,78.00%,16817,12.10%,,,,KL2021AC101
Aroor,102,GEN,Alappuzha,Daleema,Communist Party Of India (Marxist),190134,163645,86.10%,7013,4.30%,JOSEPH,female,55.0,KL2021AC102
Cherthala,103,GEN,Alappuzha,P Prasad,Communist Party Of India,205890,177495,86.20%,6148,3.50%,PARAMESWARAN NAIR,male,51.0,KL2021AC103
Alappuzha,104,GEN,Alappuzha,P.P Chitharanjan,Communist Party Of India (Marxist),194187,157357,81.00%,11644,7.40%,Pankajakshan,male,58.0,KL2021AC104
Ambalapuzha,105,GEN,Alappuzha,H.Salam,Communist Party Of India (Marxist),171291,136430,79.60%,11125,8.20%,HYDER,male,48.0,KL2021AC105
Kuttanad,106,GEN,Alappuzha,Thomas K Thomas,Nationalist Congress Party,163667,125113,76.40%,5516,4.40%,V C Thomas,male,63.0,KL2021AC106
Haripad,107,GEN,Alappuzha,Ramesh Chennithala,Indian National Congress,187659,150087,80.00%,13666,9.10%,V RAMAKRISHNAN NAIR,male,64.0,KL2021AC107
Kayamkulam,108,GEN,Alappuzha,Adv. U. Prathibha,Communist Party Of India (Marxist),202956,160837,79.20%,6298,3.90%,V K Purushothaman,female,43.0,KL2021AC108
Mavelikara,109,SC,Alappuzha,M S Arun Kumar,Communist Party Of India (Marxist),196697,150171,76.30%,24717,16.50%,SUNDARADAS,male,31.0,KL2021AC109
Chengannur,110,GEN,Alappuzha,Saji Cherian,Communist Party Of India (Marxist),200173,146680,73.30%,32093,21.90%,CHERIAN,male,55.0,KL2021AC110
Thiruvalla,111,GEN,Pathanamthitta,Adv. Mathew T Thomas,Janata Dal (Secular),205473,138936,67.60%,11421,8.20%,Rev. T. THOMAS,male,59.0,KL2021AC111
Ranni,112,GEN,Pathanamthitta,Adv. Pramod Narayan,Kerala Congress(M),191106,127346,66.60%,1285,1.00%,,,,KL2021AC112
Aranmula,113,GEN,Pathanamthitta,Veena George,Communist Party Of India (Marxist),228468,161291,70.60%,19003,11.80%,P E KURIAKOSE,female,44.0,KL2021AC113
Konni,114,GEN,Pathanamthitta,Adv. K.U Jenish Kumar,Communist Party Of India (Marxist),195688,149350,76.30%,8508,5.70%,Uthaman,male,37.0,KL2021AC114
Adoor,115,SC,Pathanamthitta,Chittayam Gopakumar,Communist Party Of India,204205,154817,75.80%,2919,1.90%,GOPALAKRISHNAN.T,male,55.0,KL2021AC115
Karunagappally,116,GEN,Kollam,C. R Mahesh,Indian National Congress,204578,172834,84.50%,29208,16.90%,Lekshmikutty Amma,male,42.0,KL2021AC116
Chavara,117,GEN,Kollam,Dr.Sujith Vijayanpillai,Independent,174993,142179,81.20%,1096,0.80%,N.VIJAYAN PILLAI,male,43.0,KL2021AC117
Kunnathur,118,SC,Kollam,Kovoor Kunjumon,Independent,202165,160062,79.20%,2790,1.70%,PODIYAN,male,53.0,KL2021AC118
Kottarakkara,119,GEN,Kollam,K N Balagopal,Communist Party Of India (Marxist),198243,148978,75.10%,10814,7.30%,P K NARAYANA PANICKER,male,57.0,KL2021AC119
Pathanapuram,120,GEN,Kollam,K.B. Ganesh Kumar,Kerala Congress (B),180195,136562,75.80%,14336,10.50%,BALAKRISHNAPILLAI,male,54.0,KL2021AC120
Punalur,121,GEN,Kollam,P S Supal,Communist Party Of India,203732,145563,71.40%,37057,25.50%,SREENIVASAN,male,51.0,KL2021AC121
Chadayamangalam,122,GEN,Kollam,J.Chinchurani,Communist Party Of India,197285,146492,74.30%,13678,9.30%,D Sukesan,female,58.0,KL2021AC122
Kundara,123,GEN,Kollam,P.C.Vishnunadh,Indian National Congress,199981,155691,77.90%,4523,2.90%,CHELLAPPAN PILLAI,male,43.0,KL2021AC123
Kollam,124,GEN,Kollam,M Mukesh,Communist Party Of India (Marxist),170129,129701,76.20%,2072,1.60%,O Madhavan,male,64.0,KL2021AC124
Eravipuram,125,GEN,Kollam,M. Noushad,Communist Party Of India (Marxist),170142,126310,74.20%,28121,22.30%,Muhammed Haneefa,male,56.0,KL2021AC125
Chathannur,126,GEN,Kollam,G.S. Jayalal,Communist Party Of India,180450,136861,75.80%,17206,12.60%,S. Gopalakrishna Pillai,male,48.0,KL2021AC126
Varkala,127,GEN,Thiruvananthapuram,Adv. V Joy,Communist Party Of India (Marxist),184450,134414,72.90%,17821,13.30%,Vijayan,male,55.0,KL2021AC127
Attingal,128,SC,Thiruvananthapuram,O S Ambika,Communist Party Of India (Marxist),195949,146555,74.80%,31636,21.60%,VARIJAKSHAN,female,54.0,KL2021AC128
Chirayinkeezhu,129,SC,Thiruvananthapuram,V. Sasi,Communist Party Of India,192699,144322,74.90%,14017,9.70%,Velu,male,70.0,KL2021AC129
Nedumangad,130,GEN,Thiruvananthapuram,Adv. G. R. Anil,Communist Party Of India,201703,152085,75.40%,23309,15.30%,V Ramankutty Pillai,male,58.0,KL2021AC130
Vamanapuram,131,GEN,Thiruvananthapuram,Adv. D. K. Murali,Communist Party Of India (Marxist),196901,145809,74.10%,10242,7.00%,Damodaran Nair,male,59.0,KL2021AC131
Kazhakkoottam,132,GEN,Thiruvananthapuram,Kadakampally Surendran,Communist Party Of India (Marxist),181248,137657,75.90%,23497,17.10%,C. K. Krishnankutty,male,68.0,KL2021AC132
Vattiyoorkavu,133,GEN,Thiruvananthapuram,Adv.V.K.Prasanth,Communist Party Of India (Marxist),195974,136782,69.80%,21515,15.70%,S Krishnan,male,39.0,KL2021AC133
Thiruvananthapuram,134,GEN,Thiruvananthapuram,Adv.Antony Raju,Janadhipathiya Kerala Congress,192527,127182,66.10%,7089,5.60%,ALPHONSE S,male,66.0,KL2021AC134
Nemom,135,GEN,Thiruvananthapuram,V.Sivankutty,Communist Party Of India (Marxist),193199,145261,75.20%,3949,2.70%,,,,KL2021AC135
Aruvikkara,136,GEN,Thiruvananthapuram,Adv. G. Steephen,Communist Party Of India (Marxist),190088,144808,76.20%,5046,3.50%,P GEORGE,male,51.0,KL2021AC136
Parassala,137,GEN,Thiruvananthapuram,C.K.Hareendran,Communist Party Of India (Marxist),214664,162460,75.70%,25828,15.90%,KRISHNAN NAIR,male,64.0,KL2021AC137
Kattakkada,138,GEN,Thiruvananthapuram,Adv I B Satheesh,Communist Party Of India (Marxist),188906,144920,76.70%,23231,16.00%,Balakrishnan Nair,male,50.0,KL2021AC138
Kovalam,139,GEN,Thiruvananthapuram,Adv. M. Vincent,Indian National Congress,211706,158327,74.80%,11562,7.30%,MICHAEL PILLA,male,53.0,KL2021AC139
Neyyattinkara,140,GEN,Thiruvananthapuram,K. Ansalan,Communist Party Of India (Marxist),182075,138384,76.00%,14262,10.30%,KARUNAKARAN,male,55.0,KL2021AC140
