AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Adampur,28,GEN,Kulwant Singh,Communist Party Of India,89689,59636,66.5 %,5400,9.1%
Jullundur Cantonment,29,GEN,Ram Lal Chetti,Indian National Congress (I),81148,41855,51.6 %,13145,31.4%
Jullundur North,30,GEN,Gurdial Saini,Indian National Congress (I),88772,56158,63.3 %,3531,6.3%
Jullundur Central,31,GEN,Yash,Indian National Congress (I),85498,48060,56.2 %,418,0.9%
Jullundur South,32,SC,Darshan Singh Kaypee,Indian National Congress (I),74249,44300,59.7 %,15122,34.1%
Kartarpur,33,SC,Jagjit Singh,Indian National Congress (I),83646,53583,64.1 %,6381,11.9%
Lohian,34,GEN,Balwant Singh,Shiromani Akali Dal,95678,70372,73.6 %,12606,17.9%
Nakodar,35,GEN,Darbara Singh,Indian National Congress (I),88920,60305,67.8 %,723,1.2%
Nur Mahal,36,GEN,Sarwan Singh,Communist Party Of India (MARXIST),86702,61844,71.3 %,4213,6.8%
Banga,37,SC,Jagat Ram,Indian National Congress (I),83822,55639,66.4 %,5303,9.5%
Nawan Shahr,38,GEN,Dilbagh Singh,Independent,111724,76193,68.2 %,15614,20.5%
Phillaur,39,SC,Sarwan Singh,Shiromani Akali Dal,89876,51876,57.7 %,2121,4.1%
Bholath,40,GEN,Sukhjinder Singh,Shiromani Akali Dal,74306,52897,71.2 %,4784,9.0%
Kapurthala,41,GEN,Raghbir Singh,Shiromani Akali Dal,66208,42317,63.9 %,2921,6.9%
Sultanpur,42,GEN,Atma Singh,Shiromani Akali Dal,68577,50393,73.5 %,6642,13.2%
Phagwara,43,SC,Piara Ram Dhanowalia,Indian National Congress (I),88174,58176,66.0 %,1589,2.7%
Balachaur,44,GEN,Dalip Chand,Indian National Congress (I),86789,50663,58.4 %,9933,19.6%
Garhshankar,45,GEN,Sarwan Ram,Indian National Congress (I),82638,47827,57.9 %,3209,6.7%
Mahilpur,46,SC,Kartar Singh S/o Ranjha Singh,Shiromani Akali Dal,74736,40774,54.6 %,5976,14.7%
Hoshiarpur,47,GEN,Master Kundan Singh,Indian National Congress (I),85328,50833,59.6 %,6295,12.4%
Sham Chaurasi,48,SC,Hari Mittar Hans,Indian National Congress (I),82923,48994,59.1 %,1703,3.5%
Tanda,49,GEN,Surjit Kaur,Indian National Congress (I),85497,52913,61.9 %,1080,2.0%
Garhdiwala,50,SC,Joginder Nath,Indian National Congress (I),85605,44648,52.2 %,126,0.3%
Dasuya,51,GEN,Gurbachan Singh,Indian National Congress (I),83493,47535,56.9 %,10305,21.7%
Mukerian,52,GEN,Kewal Krishan,Indian National Congress (I),85843,53694,62.5 %,18441,34.3%
Jagraon,53,GEN,Jagrup Singh,Indian National Congress (I),97482,61983,63.6 %,6109,9.9%
Raikot,54,GEN,Jagdev Singh,Indian National Congress (I),90237,57743,64.0 %,2595,4.5%
Dakha,55,SC,Basant Singh,Shiromani Akali Dal,103688,61147,59.0 %,4447,7.3%
Qila Raipur,56,GEN,Arjan Singh,Shiromani Akali Dal,92829,53349,57.5 %,868,1.6%
Ludhiana North,57,GEN,Sardari Lal Kapur,Indian National Congress (I),89490,55718,62.3 %,8060,14.5%
Ludhiana West,58,GEN,Joginder Pall Pandey,Indian National Congress (I),85702,48722,56.9 %,13322,27.3%
Ludhiana East,59,GEN,Om Parkash Gupta,Indian National Congress (I),79629,51338,64.5 %,11552,22.5%
Ludhiana Rural,60,GEN,Bir Paul Singh,Indian National Congress (I),107620,58927,54.8 %,12735,21.6%
Payal,61,GEN,Beant Singh,Indian National Congress (I),88956,64030,72.0 %,2936,4.6%
Kum Kalan,62,SC,Daya Singh,Communist Party Of India (MARXIST),84645,46648,55.1 %,1134,2.4%
Samrala,63,GEN,Karam Singh,Indian National Congress (I),79501,53046,66.7 %,7493,14.1%
Khanna,64,SC,Shamsher Singh,Indian National Congress (I),81049,56632,69.9 %,3431,6.1%
Nangal,65,GEN,Sarla Parasher,Indian National Congress (I),76800,48920,63.7 %,2492,5.1%
Anandpur Sahib - Ropar,66,GEN,Basant Singh,Indian National Congress (I),77765,48729,62.7 %,3585,7.4%
Chamkaur Sahib,67,SC,Satwant Kaur,Shiromani Akali Dal,75868,44831,59.1 %,5075,11.3%
Morinda,68,GEN,Ravi Inder Singh,Shiromani Akali Dal,85377,57415,67.2 %,4258,7.4%
Kharar,69,GEN,Jagat Singh,Indian National Congress (I),87201,50158,57.5 %,5262,10.5%
Banur,70,GEN,Vinod Kumar,Indian National Congress (I),83257,54408,65.3 %,8896,16.4%
Rajpura,71,GEN,Balwant Singh,Communist Party Of India (MARXIST),83786,54629,65.2 %,8415,15.4%
Ghanaur,72,GEN,Jasdev Kaur,Shiromani Akali Dal,74701,51226,68.6 %,695,1.4%
Dakala,73,GEN,Lal Singh,Indian National Congress (I),87455,59426,68.0 %,2105,3.5%
Shutrana,74,SC,Baldev Singh,Communist Party Of India,83699,49101,58.7 %,7162,14.6%
Samana,75,GEN,Sant Ram,Indian National Congress (I),97382,59868,61.5 %,6685,11.2%
Patiala Town,76,GEN,Bram Mohindra,Indian National Congress (I),83521,49853,59.7 %,7925,15.9%
Nabha,77,GEN,Gurdarshan Singh,Indian National Congress (I),91259,72949,79.9 %,1534,2.1%
Amloh,78,SC,Dilip Singh Pandhi,Shiromani Akali Dal,94855,62937,66.4 %,1476,2.3%
Sirhind,79,GEN,Birdevinder Singh,Indian National Congress (I),95496,67829,71.0 %,11926,17.6%
Dhuri,80,GEN,Sant Singh,Shiromani Akali Dal,86464,58398,67.5 %,3733,6.4%
Malerkotla,81,GEN,Sajida Begum,Indian National Congress (I),95034,67519,71.0 %,13885,20.6%
Sherpur,82,SC,Chand Singh,Communist Party Of India (MARXIST),79408,52488,66.1 %,12046,23.0%
Barnala,83,GEN,Surjit Singh,Shiromani Akali Dal,79757,60040,75.3 %,3310,5.5%
Bhadaur,84,SC,Kundan Singh,Shiromani Akali Dal,81189,51632,63.6 %,7604,14.7%
Dhanaula,85,GEN,Rajinder Kaur,Indian National Congress (I),76104,56514,74.3 %,2149,3.8%
Sangrur,86,GEN,Sukhdev Singh,Shiromani Akali Dal,79222,58350,73.7 %,4776,8.2%
Dirbha,87,GEN,Baldev Singh,Shiromani Akali Dal,79620,58800,73.9 %,6063,10.3%
Sunam,88,GEN,Gurbachan Singh,Shiromani Akali Dal,82589,51876,62.8 %,13217,25.5%
Lehra,89,GEN,Amar Singh,Communist Party Of India,79012,46250,58.5 %,8137,17.6%
Balluana,90,SC,Ujagar Singh S/o Nadar Singh,Indian National Congress (I),83137,44545,53.6 %,1711,3.8%
Abohar,91,GEN,Sajjan Kumar,Indian National Congress (I),90309,57821,64.0 %,9033,15.6%
Fazilka,92,GEN,Kanshi Ram,Indian National Congress (I),79661,51159,64.2 %,10389,20.3%
Jalalabad,93,GEN,Manga Singh,Indian National Congress (I),90812,55633,61.3 %,9740,17.5%
Guru Har Sahai,94,GEN,Khushal Chand,Bharatiya Janta Party,88153,63083,71.6 %,1441,2.3%
Firozepur,95,GEN,Bal Mukand,Indian National Congress (I),86366,54222,62.8 %,7069,13.0%
Firozepur Cantonment,96,GEN,Gurnaib Singh Brar,Indian National Congress (I),80707,58422,72.4 %,1610,2.8%
Zira,97,GEN,Harcharan Singh Hero,Shiromani Akali Dal,84267,60549,71.9 %,2938,4.9%
Dharamkot,98,SC,Sarwan Singh,Communist Party Of India,82938,42447,51.2 %,14313,33.7%
Moga,99,GEN,Nachattar Singh,Indian National Congress (I),86547,52735,60.9 %,5774,10.9%
Bagha Purana,100,GEN,Tej Singh,Shiromani Akali Dal,86334,56456,65.4 %,123,0.2%
Nihal Singh Wala,101,SC,Saghar Singh,Communist Party Of India,81034,53822,66.4 %,4036,7.5%
Panjgrain,102,SC,Gurdev Singh Badal,Shiromani Akali Dal,84372,44610,52.9 %,17077,38.3%
Kot Kapura,103,GEN,Bhagwan Dass,Indian National Congress (I),90453,59985,66.3 %,11611,19.4%
Faridkot,104,GEN,Jasmat Singh Dhillon,Independent,88537,65002,73.4 %,6298,9.7%
Muktsar,105,GEN,Harchand Singh,Shiromani Akali Dal,89981,61541,68.4 %,403,0.7%
Giddar Baha,106,GEN,Parksah Singh,Shiromani Akali Dal,88699,67388,76.0 %,10683,15.9%
Malout,107,SC,Matu Ram,Indian National Congress (I),85292,47671,55.9 %,157,0.3%
Lambi,108,GEN,Hardipinder Singh,Shiromani Akali Dal,88502,56747,64.1 %,10681,18.8%
Talwandi Sabo,109,GEN,Avtar Singh,Indian National Congress (I),71195,56537,79.4 %,11100,19.6%
Pakka Kalan,110,SC,Bhagat Singh,Shiromani Akali Dal,78509,49008,62.4 %,3583,7.3%
Bhatinda,111,GEN,Surinder Singh,Indian National Congress (I),97493,61439,63.0 %,970,1.6%
Nathana,112,SC,Gulzar Singh,Indian National Congress (I),78100,51237,65.6 %,3677,7.2%
Rampura Phul,113,GEN,Babu Singh,Communist Party Of India,79165,56158,70.9 %,3666,6.5%
Joga,114,GEN,Baldev Singh Khiala,Shiromani Akali Dal,76598,56879,74.3 %,7682,13.5%
Mansa,115,GEN,Buta Singh,Communist Party Of India,80717,54318,67.3 %,8632,15.9%
Budhlada,116,GEN,Parshotam Singh,Shiromani Akali Dal,78779,56135,71.3 %,2025,3.6%
Sardulgarh,117,GEN,Balwinder Singh,Shiromani Akali Dal,75775,58932,77.8 %,9867,16.7%
