#,AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
21,Koloriang,21,ST,Chera Talo (Uncontested),Indian National Congress,10536,RU,,,
22,Nacho,22,ST,Tanga Byaling,Independent,9032,5825,64.5 %,303.0,5.2%
23,Taliha,23,ST,Tara Payeng,Janata Dal,9228,5603,60.7 %,95.0,1.7%
24,Daporijo,24,ST,Tadak Dulom,Indian National Congress,12396,7829,63.2 %,1931.0,24.7%
25,Raga,25,ST,Talo Mugli,Indian National Congress,9776,8007,81.9 %,1737.0,21.7%
26,Dumporijo,26,ST,Larbin Nasi,Independent,8874,7096,80.0 %,1131.0,15.9%
27,Liromoba,27,ST,Lijum Ronya,Indian National Congress,7865,6193,78.7 %,299.0,4.8%
28,Likabali,28,ST,Rima Taipodia,Janata Dal,7488,5244,70.0 %,317.0,6.0%
29,Basar,29,ST,Todak Basar,Indian National Congress,12650,9951,78.7 %,2137.0,21.5%
30,Along West,30,ST,Kirge Eshi,Janata Dal,7921,6237,78.7 %,484.0,7.8%
31,Along East,31,ST,Doi Ado,Indian National Congress,10018,6225,62.1 %,485.0,7.8%
32,Rumgong,32,ST,Tamiyo Taga,Indian National Congress,9006,7340,81.5 %,824.0,11.2%
33,Mechukha,33,ST,Pasang Wangchuk Sona,Independent,5643,4753,84.2 %,270.0,5.7%
34,Tuting-Yingkiong,34,ST,Gegong Apang,Indian National Congress,9630,7977,82.8 %,4859.0,60.9%
35,Pangin,35,ST,Tahung Tatak,Indian National Congress,9078,7707,84.9 %,19.0,0.2%
36,Nari-Koyu,36,ST,Tako Eabi,Janata Dal,3531,2935,83.1 %,6.0,0.2%
37,Pasighat West,37,ST,Tarung Pabin,Indian National Congress,7170,5963,83.2 %,390.0,6.5%
38,Pasighat East,38,ST,Ninong Ering,Independent,11486,8060,70.2 %,84.0,1.0%
39,Mebo,39,ST,Lombo Tayeng,Indian National Congress,6260,4863,77.7 %,416.0,8.6%
40,Mariyang-Geku,40,ST,Kabang Borang,Indian National Congress,8058,6896,85.6 %,690.0,10.0%
41,Anini,41,ST,Rajesh Tacho,Indian National Congress,3711,2712,73.1 %,134.0,4.9%
42,Dambuk,42,ST,Bassu Perme,Janata Dal,8566,6366,74.3 %,402.0,6.3%
43,Roing,43,ST,Mukut Mithi,Indian National Congress,8763,6210,70.9 %,1745.0,28.1%
44,Tezu,44,ST,Nakul Chai,Janata Dal,10948,7455,68.1 %,551.0,7.4%
45,Hayuliang,45,ST,Khapriso Krong,Independent,8890,6726,75.7 %,861.0,12.8%
46,Chowkham,46,ST,Sokio Dellang,Independent,7404,5750,77.7 %,340.0,5.9%
47,Namsai,47,ST,C.P. Namchoom,Indian National Congress,12576,9358,74.4 %,2225.0,23.8%
48,Lekang,48,ST,Omem Moyong Deori,Indian National Congress,9519,8319,87.4 %,180.0,2.2%
49,Bordumsa- Diyun,49,GEN,C.C. Singpho,Indian National Congress,7668,5934,77.4 %,861.0,14.5%
50,Miao,50,ST,Samchom Ngemu,Indian National Congress,9137,6493,71.1 %,803.0,12.4%
51,Nampong,51,ST,Komoli Mosang,Indian National Congress,6825,5002,73.3 %,220.0,4.4%
52,Changlang South,52,ST,Tengam Ngemu,Indian National Congress,3482,2789,80.1 %,990.0,35.5%
53,Changlang North,53,ST,Wangnia Pongte,Indian National Congress,7002,4999,71.4 %,554.0,11.1%
54,Namsang,54,ST,Wangpha Lowang,Indian National Congress,5842,4491,76.9 %,144.0,3.2%
55,Khonsa East,55,ST,Tl. Rajkuma,Indian National Congress,7330,5230,71.4 %,1430.0,27.3%
56,Khonsa West,56,ST,S. Kongkang,Indian National Congress,6827,5822,85.3 %,618.0,10.6%
57,Borduria- Bagapani,57,ST,L. Wanglat,Janata Dal,6106,4773,78.2 %,1165.0,24.4%
58,Kanubari,58,ST,Noksong Boham,Indian National Congress,5433,4641,85.4 %,101.0,2.2%
59,Longding-Pumao,59,ST,Langfu Lukham,Independent,7614,5497,72.2 %,20.0,0.4%
60,Pongchao-Wakka,60,ST,Anok Wangsa,Indian National Congress,10956,7273,66.4 %,142.0,2.0%
