#,AC Name,AC No.,Type,District,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
33,Mechukha,33,ST,West Siang,Pasang Dorjee Sona,Indian National Congress,9053,7689,84.9 %,1550.0,20.2%
34,Tuting Yingkiong,34,ST,Upper Siang,Alo Libang,Nationalist Congress Party,10712,9019,84.2 %,1370.0,15.2%
35,Pangin,35,ST,East Siang,Tapang Taloh,Indian National Congress,12937,10871,84.0 %,2781.0,25.6%
36,Nari-Koyu,36,ST,East Siang,Tako Dabi,Indian National Congress,6854,6054,88.3 %,742.0,12.3%
37,Pasighat West,37,ST,East Siang,Dr. Tangor Tapak,Bharatiya Janta Party,12399,10397,83.9 %,661.0,6.4%
38,Pasighat East,38,ST,East Siang,Bosiram Siram,Indian National Congress,20256,14920,73.7 %,3225.0,21.6%
39,Mebo,39,ST,East Siang,Ralom Borang,Nationalist Congress Party,10732,9697,90.4 %,587.0,6.1%
40,Mariyang-Geku,40,ST,Upper Siang,J K Panggeng,Indian National Congress,10676,9456,88.6 %,1280.0,13.5%
41,Anini,41,ST,Dibang Valley,Rajesh Tacho,Indian National Congress,3738,3379,90.4 %,81.0,2.4%
42,Dambuk,42,ST,Lower Dibang Valley,Jomin Tayeng,Nationalist Congress Party,10672,9804,91.9 %,130.0,1.3%
43,Roing,43,ST,Lower Dibang Valley,Shri Laeta Umbrey,All India Trinamool Congress,11137,9507,85.4 %,833.0,8.8%
44,Tezu,44,ST,Lohit,Karikho Kri,Indian National Congress,15649,12949,82.7 %,3845.0,29.7%
45,Hayuliang,45,ST,Anjaw,Shri Kalikho Pul,Indian National Congress,9943,9134,91.9 %,6790.0,74.3%
46,Chowkham,46,ST,Lohit,Chow Tewa Mein,Indian National Congress,13265,10302,77.7 %,2256.0,21.9%
47,Namsai,47,ST,Lohit,Nang Sati Mein,Independent,19159,16146,84.3 %,5699.0,35.3%
48,Lekang,48,ST,Lohit,Chowna Mein,Indian National Congress,14391,12104,84.1 %,2946.0,24.3%
49,Bordumsa - Diyum,49,GEN,Changlang,C.C Singpho,Indian National Congress,15603,12681,81.3 %,955.0,7.5%
50,Miao,50,ST,Changlang,Kamlung Mosang,Indian National Congress,18728,15331,81.9 %,2971.0,19.4%
51,Nampong,51,ST,Changlang,Setong Sena,Indian National Congress,7716,7014,90.9 %,3850.0,54.9%
52,Changlang South,52,ST,Changlang,Phosum Khimhun,Indian National Congress,4636,4299,92.7 %,1954.0,45.5%
53,Changlang North,53,ST,Changlang,Thinghaap Taiju,Indian National Congress,9117,7726,84.7 %,1254.0,16.2%
54,Namsang,54,ST,Tirap,Wangki Lowang,Indian National Congress,9599,7243,75.5 %,2693.0,37.2%
55,Khonsa East,55,ST,Tirap,Kamthok Lowang,All India Trinamool Congress,10360,7658,73.9 %,455.0,5.9%
56,Khonsa West,56,ST,Tirap,Yumsem Matey,Indian National Congress,8711,7850,90.1 %,468.0,6.0%
57,Borduria Bogapani,57,ST,Tirap,Wanglin Lowangdong,Indian National Congress,6864,5942,86.6 %,2126.0,35.8%
58,Kanubari,58,ST,Tirap,Newlai Tingkhatra,Indian National Congress,9926,9048,91.2 %,670.0,7.4%
59,Longding Pumao,59,ST,Tirap,Thangwang Wangham,Indian National Congress,9754,8941,91.7 %,585.0,6.5%
60,Pongchao Wakka,60,ST,Tirap,Honchun Ngandam,Indian National Congress,14066,12220,86.9 %,4555.0,37.3%
