#,AC Name,AC No.,Type,District,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
48,Forbesganj,48,GEN,Araria,Vidya Sagar Keshri,Bharatiya Janta Party,299277,185936,62.1 %,25238,13.6%
49,Araria,49,GEN,Araria,Avidur Rahman,Indian National Congress,277084,175608,63.4 %,40044,22.8%
50,Jokihat,50,GEN,Araria,Sarfraz Alam,Janata Dal (United),257553,158505,61.5 %,53980,34.1%
51,Sikti,51,GEN,Araria,Vijay Kumar Mandal,Bharatiya Janta Party,258010,165656,64.2 %,8106,4.9%
52,Bahadurganj,52,GEN,Kishanganj,M.D. Tauseef Alam,Indian National Congress,255585,159520,62.4 %,13942,8.7%
53,Thakurganj,53,GEN,Kishanganj,Naushad Alam (TATPAUWA),Janata Dal (United),257057,180049,70.0 %,8087,4.5%
54,Kishanganj,54,GEN,Kishanganj,Dr Mohammad Jawaid,Indian National Congress,256638,171327,66.8 %,8609,5.0%
55,Kochadhaman,55,GEN,Kishanganj,Mujahid Alam,Janata Dal (United),216507,141890,65.5 %,18843,13.3%
56,Amour,56,GEN,Purnia,Abdul Jalil Mastan,Indian National Congress,278978,169250,60.7 %,51997,30.7%
57,Baisi,57,GEN,Purnia,Abdus Subhan,Rashtriya Janata Dal,244829,161320,65.9 %,38740,24.0%
58,Kasba,58,GEN,Purnia,Md. Afaque Alam,Indian National Congress,261802,182478,69.7 %,1794,1.0%
59,Banmankhi (SC),59,SC,Purnia,Krishna Kumar Rishi,Bharatiya Janta Party,279862,164850,58.9 %,708,0.4%
60,Rupauli,60,GEN,Purnia,Bima Bharti,Janata Dal (United),289187,181130,62.6 %,9672,5.3%
61,Dhamdaha,61,GEN,Purnia,Leshi Singh,Janata Dal (United),287153,188439,65.6 %,29817,15.8%
62,Purnia,62,GEN,Purnia,Vijay Kumar Khemka,Bharatiya Janta Party,282122,186786,66.2 %,32815,17.6%
63,Katihar,63,GEN,Katihar,Tarkishore Prasad,Bharatiya Janta Party,242009,153667,63.5 %,14894,9.7%
64,Kadwa,64,GEN,Katihar,Shakeel Ahmad Khan,Indian National Congress,244333,158361,64.8 %,5799,3.7%
65,Balrampur,65,GEN,Katihar,Mahboob Alam,Communist Party Of India (Marxist-Leninist) (Liberation),297552,197216,66.3 %,20419,10.4%
66,Pranpur,66,GEN,Katihar,Binod Kumar Singh,Bharatiya Janta Party,262241,179444,68.4 %,8101,4.5%
67,Manihari (ST),67,ST,Katihar,Manohar Prasad Singh,Indian National Congress,247205,159465,64.5 %,13680,8.6%
68,Barari,68,GEN,Katihar,Neeraj Kumar,Rashtriya Janata Dal,236489,164998,69.8 %,14336,8.7%
69,Korha (SC),69,SC,Katihar,Punam Kumari Alias Punam Paswan,Indian National Congress,247027,172222,69.7 %,5426,3.2%
70,Alamnagar,70,GEN,Madhepura,Narendra Narayan Yadav,Janata Dal (United),313166,192299,61.4 %,43876,22.8%
71,Bihariganj,71,GEN,Madhepura,Niranjan Kumar Mehta,Janata Dal (United),283934,173137,61.0 %,29253,16.9%
72,Singheshwar (SC),72,SC,Madhepura,Ramesh Rishidev,Janata Dal (United),285720,167982,58.8 %,50200,29.9%
73,Madhepura,73,GEN,Madhepura,Chandra Shekhar,Rashtriya Janata Dal,304158,183722,60.4 %,37642,20.5%
74,Sonbarsha (SC),74,SC,Saharsa,Ratnesh Sada,Janata Dal (United),281959,148837,52.8 %,53763,36.1%
75,Saharsa,75,GEN,Saharsa,Arun Kumar,Rashtriya Janata Dal,332797,193947,58.3 %,39206,20.2%
76,Simri Bakhtiarpur,76,GEN,Saharsa,Dinesh Chandra Yadav,Janata Dal (United),303559,165233,54.4 %,37806,22.9%
77,Mahishi,77,GEN,Saharsa,Dr. Abdul Ghafoor,Rashtriya Janata Dal,271497,145580,53.6 %,26135,18.0%
78,Kusheshwar Asthan (SC),78,SC,Darbhanga,Shashi Bhusan Hazari,Janata Dal (United),227066,116236,51.2 %,19850,17.1%
79,Gaura Bauram,79,GEN,Darbhanga,Madan Sahni,Janata Dal (United),229019,120370,52.6 %,14062,11.7%
80,Benipur,80,GEN,Darbhanga,Sunil Choudhary,Janata Dal (United),266401,148283,55.7 %,26443,17.8%
81,Alinagar,81,GEN,Darbhanga,Abdul Bari Siddiqui,Rashtriya Janata Dal,251440,139698,55.6 %,13460,9.6%
82,Darbhanga Rural,82,GEN,Darbhanga,Lalit Kumar Yadav,Rashtriya Janata Dal,263287,137328,52.2 %,34491,25.1%
83,Darbhanga,83,GEN,Darbhanga,Sanjay Saraogi,Bharatiya Janta Party,282045,163187,57.9 %,7460,4.6%
84,Hayaghat,84,GEN,Darbhanga,Amar Nath Gami,Janata Dal (United),219644,123180,56.1 %,33231,27.0%
85,Bahadurpur,85,GEN,Darbhanga,Bhola Yadav,Rashtriya Janata Dal,268086,155714,58.1 %,16989,10.9%
86,Keoti,86,GEN,Darbhanga,Faraz Fatmi,Rashtriya Janata Dal,265923,145527,54.7 %,7830,5.4%
87,Jale,87,GEN,Darbhanga,Jibesh Kumar,Bharatiya Janta Party,285757,148843,52.1 %,4620,3.1%
88,Gaighat,88,GEN,Muzaffarpur,Maheshwar Prasad Yadav,Rashtriya Janata Dal,285383,164965,57.8 %,3501,2.1%
89,Aurai,89,GEN,Muzaffarpur,Surendra Kumar,Rashtriya Janata Dal,276384,154133,55.8 %,10825,7.0%
90,Minapur,90,GEN,Muzaffarpur,Rajeev Kumar Urf Munna Yadav,Rashtriya Janata Dal,249698,162872,65.2 %,23940,14.7%
91,Bochaha (SC),91,SC,Muzaffarpur,Beby Kumari,Independent,252407,166492,66.0 %,24130,14.5%
92,Sakra (SC),92,SC,Muzaffarpur,Lal Babu Ram,Rashtriya Janata Dal,240447,156519,65.1 %,13012,8.3%
93,Kurhani,93,GEN,Muzaffarpur,Kedar Prasad Gupta,Bharatiya Janta Party,263517,173007,65.7 %,11570,6.7%
94,Muzaffarpur,94,GEN,Muzaffarpur,Suresh Kumar Sharma,Bharatiya Janta Party,296134,173389,58.6 %,29739,17.2%
95,Kanti,95,GEN,Muzaffarpur,Ashok Kumar Choudhary (SADATPUR),Independent,273273,179468,65.7 %,9275,5.2%
96,Baruraj,96,GEN,Muzaffarpur,Nand Kumar Rai,Rashtriya Janata Dal,257132,155924,60.6 %,4909,3.1%
97,Paroo,97,GEN,Muzaffarpur,Ashok Kumar Singh,Bharatiya Janta Party,276036,166855,60.4 %,13539,8.1%
98,Sahebganj,98,GEN,Muzaffarpur,Ramvichar Rai,Rashtriya Janata Dal,277473,161699,58.3 %,10660,6.6%
99,Baikunthpur,99,GEN,Gopalganj,Mithilesh Tiwari,Bharatiya Janta Party,280844,159956,57.0 %,14115,8.8%
100,Barauli,100,GEN,Gopalganj,Md Nematullah,Rashtriya Janata Dal,255874,152510,59.6 %,504,0.3%
101,Gopalganj,101,GEN,Gopalganj,Subash Singh,Bharatiya Janta Party,297509,172533,58.0 %,5074,2.9%
102,Kuchaikote,102,GEN,Gopalganj,Amrendra Kumar Pandey,Janata Dal (United),297225,166892,56.2 %,3562,2.1%
103,Bhorey (SC),103,SC,Gopalganj,Anil Kumar,Indian National Congress,316728,167777,53.0 %,14871,8.9%
104,Hathua,104,GEN,Gopalganj,Ramsewak Singh,Janata Dal (United),272172,158595,58.3 %,22984,14.5%
105,Siwan,105,GEN,Siwan,Vyas Deo Prasad,Bharatiya Janta Party,280564,157489,56.1 %,3534,2.2%
106,Ziradei,106,GEN,Siwan,Ramesh Singh Kushwaha,Janata Dal (United),253194,135904,53.7 %,6091,4.5%
107,Darauli (SC),107,SC,Siwan,Satyadeo Ram,Communist Party Of India (Marxist-Leninist) (Liberation),287505,147762,51.4 %,9584,6.5%
108,Raghunathpur,108,GEN,Siwan,Harishankar Yadav,Rashtriya Janata Dal,265245,145413,54.8 %,10622,7.3%
109,Daraundha,109,GEN,Siwan,Kavita Singh,Janata Dal (United),288594,151722,52.6 %,13222,8.7%
110,Barharia,110,GEN,Siwan,Shyam Bahadur Singh,Janata Dal (United),272455,155404,57.0 %,14583,9.4%
111,Goriakothi,111,GEN,Siwan,Satyadeo Prasad Singh,Rashtriya Janata Dal,299463,166010,55.4 %,7651,4.6%
112,Maharajganj,112,GEN,Siwan,Hem Narayan Sah,Janata Dal (United),276408,150439,54.4 %,20292,13.5%
113,Ekma,113,GEN,Saran,Manoranjan Singh,Janata Dal (United),281642,140152,49.8 %,8126,5.8%
114,Manjhi,114,GEN,Saran,Vijay Shanker Dubey,Indian National Congress,282118,143720,50.9 %,8866,6.2%
115,Baniapur,115,GEN,Saran,Kedar Nath Singh,Rashtriya Janata Dal,300038,152266,50.7 %,15951,10.5%
116,Taraiya,116,GEN,Saran,Mudrika Prasad Roy,Rashtriya Janata Dal,277058,144128,52.0 %,20440,14.2%
117,Marhaura,117,GEN,Saran,Jeetendra Kumar Rai,Rashtriya Janata Dal,244753,140120,57.2 %,16718,11.9%
118,Chapra,118,GEN,Saran,Dr. C.N. Gupta,Bharatiya Janta Party,304043,158247,52.0 %,11379,7.2%
119,Garkha (SC),119,SC,Saran,Muneshwar Chaudhary,Rashtriya Janata Dal,281928,157714,55.9 %,39883,25.3%
120,Amnour,120,GEN,Saran,Shatrudhan Tiwary,Bharatiya Janta Party,242140,131095,54.1 %,5251,4.0%
121,Parsa,121,GEN,Saran,Chandrika Rai,Rashtriya Janata Dal,248913,138093,55.5 %,42335,30.7%
122,Sonepur,122,GEN,Saran,Dr. Ramanuj Prasad,Rashtriya Janata Dal,266302,156884,58.9 %,36396,23.2%
123,Hajipur,123,GEN,Vaishali,Awadhesh Singh,Bharatiya Janta Party,310010,178454,57.6 %,12195,6.8%
124,Lalganj,124,GEN,Vaishali,Raj Kumar Sah,Lok Jan Shakti Party,308928,176082,57.0 %,20293,11.5%
125,Vaishali,125,GEN,Vaishali,Raj Kishore Singh,Janata Dal (United),294670,166498,56.5 %,31061,18.7%
126,Mahua,126,GEN,Vaishali,Tej Pratap Yadav,Rashtriya Janata Dal,264586,154435,58.4 %,28155,18.2%
127,Raja Pakar (SC),127,SC,Vaishali,Shivchandra Ram,Rashtriya Janata Dal,243296,134779,55.4 %,15155,11.2%
128,Raghopur,128,GEN,Vaishali,Tejashwi Prasad Yadav,Rashtriya Janata Dal,316177,185628,58.7 %,22733,12.2%
129,Mahnar,129,GEN,Vaishali,Umesh Singh Kushwaha,Janata Dal (United),272375,148186,54.4 %,26455,17.9%
130,Patepur (SC),130,SC,Vaishali,Prema Chaudhary,Rashtriya Janata Dal,259461,146608,56.5 %,12461,8.5%
131,Kalyanpur (SC),131,SC,Samastipur,Maheshwar Hazari,Janata Dal (United),293038,168470,57.5 %,37686,22.4%
132,Warisnagar,132,GEN,Samastipur,Ashok Kumar,Janata Dal (United),281864,169594,60.2 %,58573,34.5%
133,Samastipur,133,GEN,Samastipur,Akhtarul Islam Shaheen,Rashtriya Janata Dal,246000,151218,61.5 %,31080,20.6%
134,Ujiarpur,134,GEN,Samastipur,Alok Kumar Mehta,Rashtriya Janata Dal,265157,163614,61.7 %,47460,29.0%
135,Morwa,135,GEN,Samastipur,Vidya Sagar Singh Nishad,Janata Dal (United),238503,138520,58.1 %,18816,13.6%
136,Sarairanjan,136,GEN,Samastipur,Vijay Kumar Choudhary,Janata Dal (United),255336,152273,59.6 %,34044,22.4%
137,Mohiuddinnagar,137,GEN,Samastipur,Ejya Yadav,Rashtriya Janata Dal,236450,124591,52.7 %,23431,18.8%
138,Bibhutipur,138,GEN,Samastipur,Ram Balak Singh,Janata Dal (United),240950,145578,60.4 %,17235,11.8%
139,Rosera (SC),139,SC,Samastipur,Dr. Ashok Kumar,Indian National Congress,295360,162578,55.0 %,34361,21.1%
140,Hasanpur,140,GEN,Samastipur,Raj Kumar Ray,Janata Dal (United),260936,146742,56.2 %,29600,20.2%
141,Cheria Bariarpur,141,GEN,Begusarai,Kumari Manju Verma,Janata Dal (United),231304,138565,59.9 %,29736,21.5%
142,Bachhwara,142,GEN,Begusarai,Ramdeo Rai,Indian National Congress,271490,161440,59.5 %,36931,22.9%
143,Teghra,143,GEN,Begusarai,Birendra Kumar,Rashtriya Janata Dal,268546,159818,59.5 %,15611,9.8%
144,Matihani,144,GEN,Begusarai,Narendra Kumar Singh Alias Bogo Singh,Janata Dal (United),303862,182354,60.0 %,22688,12.4%
145,Sahebpur Kamal,145,GEN,Begusarai,Shreenarayan Yadav,Rashtriya Janata Dal,233557,136947,58.6 %,45474,33.2%
146,Begusarai,146,GEN,Begusarai,Amita Bhushan,Indian National Congress,311166,169726,54.5 %,16531,9.7%
147,Bakhri (SC),147,SC,Begusarai,Upendra Paswan,Rashtriya Janata Dal,246975,147461,59.7 %,40256,27.3%
148,Alauli (SC),148,SC,Khagaria,Chandan Kumar,Rashtriya Janata Dal,227729,136755,60.1 %,24470,17.9%
149,Khagaria,149,GEN,Khagaria,Poonam Devi Yadav,Janata Dal (United),232588,139501,60.0 %,25565,18.3%
150,Beldaur,150,GEN,Khagaria,Panna Lal Singh Patel,Janata Dal (United),281964,167215,59.3 %,13525,8.1%
151,Parbatta,151,GEN,Khagaria,Ramanad Prasad Singh,Janata Dal (United),284830,169225,59.4 %,28924,17.1%
152,Bihpur,152,GEN,Bhagalpur,Varsha Rani,Rashtriya Janata Dal,244949,142528,58.2 %,12716,8.9%
153,Gopalpur,153,GEN,Bhagalpur,Narendra Kumar Niraj,Janata Dal (United),256882,138807,54.0 %,5169,3.7%
154,Pirpainti (SC),154,SC,Bhagalpur,Ram Vilash Paswan,Rashtriya Janata Dal,306856,177132,57.7 %,5144,2.9%
155,Kahalgaon,155,GEN,Bhagalpur,Sadanand Singh,Indian National Congress,307909,177136,57.5 %,21229,12.0%
156,Bhagalpur,156,GEN,Bhagalpur,Ajeet Sharma,Indian National Congress,316109,152511,48.2 %,10658,7.0%
157,Sultanganj,157,GEN,Bhagalpur,Subodh Roy,Janata Dal (United),308325,154726,50.2 %,14033,9.1%
158,Nathnagar,158,GEN,Bhagalpur,Ajay Kumar Mandal,Janata Dal (United),300049,169762,56.6 %,7825,4.6%
159,Amarpur,159,GEN,Banka,Janardan Manjhi,Janata Dal (United),276078,153930,55.8 %,11773,7.6%
160,Dhauraiya (SC),160,SC,Banka,Manish Kumar,Janata Dal (United),268706,155039,57.7 %,24154,15.6%
161,Banka,161,GEN,Banka,Ram Narayan Mandal,Bharatiya Janta Party,235442,136529,58.0 %,3730,2.7%
162,Katoria (ST),162,ST,Banka,Sweety Sima Hembram,Rashtriya Janata Dal,232843,132421,56.9 %,10337,7.8%
163,Belhar,163,GEN,Banka,Giridhari Yadav,Janata Dal (United),289572,157781,54.5 %,16191,10.3%
164,Tarapur,164,GEN,Munger,M L Choudhary,Janata Dal (United),287962,152249,52.9 %,11947,7.8%
165,Munger,165,GEN,Munger,Vijay Kumar 'vijay',Rashtriya Janata Dal,310867,169228,54.4 %,4365,2.6%
166,Jamalpur,166,GEN,Munger,Shailesh Kumar,Janata Dal (United),295977,147258,49.8 %,15476,10.5%
167,Suryagarha,167,GEN,Lakhisarai,Prahlad Yadav,Rashtriya Janata Dal,315463,164327,52.1 %,30030,18.3%
168,Lakhisarai,168,GEN,Lakhisarai,Vijay Kumar Sinha,Bharatiya Janta Party,342397,186060,54.3 %,6556,3.5%
169,Sheikhpura,169,GEN,Sheikhpura,Randhir Kumar Soni,Janata Dal (United),226546,127060,56.1 %,13101,10.3%
170,Barbigha,170,GEN,Sheikhpura,Sudarshan Kumar,Indian National Congress,203259,111376,54.8 %,15717,14.1%
171,Asthawan,171,GEN,Nalanda,Jitendra Kumar,Janata Dal (United),269559,132999,49.3 %,10444,7.9%
172,Biharsharif,172,GEN,Nalanda,Dr.Sunil Kumar,Bharatiya Janta Party,346650,178327,51.4 %,2340,1.3%
173,Rajgir (SC),173,SC,Nalanda,Ravi Jyoti Kumar,Janata Dal (United),273780,148513,54.2 %,5390,3.6%
174,Islampur,174,GEN,Nalanda,Chandrasen Prasad,Janata Dal (United),269440,143500,53.3 %,22602,15.8%
175,Hilsa,175,GEN,Nalanda,Atri Muni Urph Shakti Singh Yadav,Rashtriya Janata Dal,279232,149493,53.5 %,26076,17.4%
176,Nalanda,176,GEN,Nalanda,Shrawon Kumar,Janata Dal (United),282811,162117,57.3 %,2996,1.8%
177,Harnaut,177,GEN,Nalanda,Hari Narayan Singh,Janata Dal (United),287370,156695,54.5 %,14295,9.1%
178,Mokama,178,GEN,Patna,Anant Kumar Singh,Independent,252923,144587,57.2 %,18348,12.7%
179,Barh,179,GEN,Patna,Gyanendra Kumar Singh,Bharatiya Janta Party,259308,143974,55.5 %,8359,5.8%
180,Bakhtiarpur,180,GEN,Patna,Ranvijay Singh,Bharatiya Janta Party,256575,153324,59.8 %,7902,5.2%
181,Digha,181,GEN,Patna,Sanjiv Chaurasia,Bharatiya Janta Party,427826,182656,42.7 %,24779,13.6%
182,Bankipur,182,GEN,Patna,Nitin Naveen,Bharatiya Janta Party,357896,144152,40.3 %,39767,27.6%
183,Kumhrar,183,GEN,Patna,Arun Kumar Sinha,Bharatiya Janta Party,406250,156067,38.4 %,37275,23.9%
184,Patna Sahib,184,GEN,Patna,Nand Kishore Yadav,Bharatiya Janta Party,339307,187903,55.4 %,2792,1.5%
185,Fatuha,185,GEN,Patna,Dr. Rama Nand Yadav,Rashtriya Janata Dal,253758,152865,60.2 %,30402,19.9%
186,Danapur,186,GEN,Patna,Asha Devi,Bharatiya Janta Party,319290,166986,52.3 %,5209,3.1%
187,Maner,187,GEN,Patna,Bhai Virendra,Rashtriya Janata Dal,299069,179353,60.0 %,22828,12.7%
188,Phulwari (SC),188,SC,Patna,Shyam Rajak,Janata Dal (United),323582,189057,58.4 %,45713,24.2%
189,Masaurhi (SC),189,SC,Patna,Rekha Devi (VILL- PABHEDA),Rashtriya Janata Dal,320740,185788,57.9 %,39186,21.1%
190,Paliganj,190,GEN,Patna,Jay Vardhan Yadav Alias Bachcha Yadav,Rashtriya Janata Dal,260942,146255,56.0 %,24453,16.7%
191,Bikram,191,GEN,Patna,Siddharth,Indian National Congress,290822,172838,59.4 %,44311,25.6%
192,Sandesh,192,GEN,Bhojpur,Arun Kumar,Rashtriya Janata Dal,264119,149245,56.5 %,25427,17.0%
193,Barhara,193,GEN,Bhojpur,Saroj Yadav,Rashtriya Janata Dal,284347,146612,51.6 %,13308,9.1%
194,Arrah,194,GEN,Bhojpur,Mohammad Nawaz Alam,Rashtriya Janata Dal,301310,155787,51.7 %,666,0.4%
195,Agiaon (SC),195,SC,Bhojpur,Prabhunath Prasad,Janata Dal (United),249531,130606,52.3 %,14704,11.3%
196,Tarari,196,GEN,Bhojpur,Sudama Prasad,Communist Party Of India (Marxist-Leninist) (Liberation),286054,153002,53.5 %,272,0.2%
197,Jagdishpur,197,GEN,Bhojpur,Ram Vishun Singh,Rashtriya Janata Dal,284173,144930,51.0 %,10195,7.0%
198,Shahpur,198,GEN,Bhojpur,Rahul Tiwary,Rashtriya Janata Dal,290967,145144,49.9 %,14570,10.0%
199,Brahampur,199,GEN,Buxar,Shambhu Nath Yadav,Rashtriya Janata Dal,312748,180913,57.8 %,30776,17.0%
200,Buxar,200,GEN,Buxar,Sanjay Kumar Tiwari Alias Munna Tiwari,Indian National Congress,274492,160594,58.5 %,10181,6.3%
201,Dumraon,201,GEN,Buxar,Dadan Yadav,Janata Dal (United),292754,169254,57.8 %,30339,17.9%
202,Rajpur (SC),202,SC,Buxar,Santosh Kumar Nirala,Janata Dal (United),302642,175536,58.0 %,32788,18.7%
203,Ramgarh,203,GEN,Kaimur (Bhabua),Ashok Kumar Singh,Bharatiya Janta Party,255133,154592,60.6 %,8011,5.2%
204,Mohania (SC),204,SC,Kaimur (Bhabua),Niranjan Ram,Bharatiya Janta Party,247760,140595,56.7 %,7581,5.4%
205,Bhabua,205,GEN,Kaimur (Bhabua),Anand Bhushan Pandey,Bharatiya Janta Party,245681,146759,59.7 %,7744,5.3%
206,Chainpur,206,GEN,Kaimur (Bhabua),Brij Kishor Bind,Bharatiya Janta Party,288212,177671,61.6 %,671,0.4%
207,Chenari (SC),207,SC,Rohtas,Lalan Paswan,Rashtriya Lok Samta Party,276556,151067,54.6 %,9781,6.5%
208,Sasaram,208,GEN,Rohtas,Ashok Kumar,Rashtriya Janata Dal,325480,174030,53.5 %,19612,11.3%
209,Kargahar,209,GEN,Rohtas,Bashisht Singh,Janata Dal (United),296440,177750,60.0 %,12907,7.3%
210,Dinara,210,GEN,Rohtas,Jai Kumar Singh,Janata Dal (United),272725,150539,55.2 %,2691,1.8%
211,Nokha,211,GEN,Rohtas,Anita Devi,Rashtriya Janata Dal,267834,140995,52.6 %,22998,16.3%
212,Dehri,212,GEN,Rohtas,Mohammad Iliyas Hussain,Rashtriya Janata Dal,271965,145655,53.6 %,3898,2.7%
213,Karakat,213,GEN,Rohtas,Sanjay Kumar Singh,Rashtriya Janata Dal,293420,153150,52.2 %,12119,7.9%
214,Arwal,214,GEN,Arwal,Ravindra Singh,Rashtriya Janata Dal,245034,129725,52.9 %,17810,13.7%
215,Kurtha,215,GEN,Arwal,Satyadeo Singh,Janata Dal (United),231107,115570,50.0 %,14119,12.2%
216,Jahanabad,216,GEN,Jehanabad,Mundrika Singh Yadav,Rashtriya Janata Dal,270808,150314,55.5 %,30321,20.2%
217,Ghosi,217,GEN,Jehanabad,Krishan Nandan Prasad Verma,Janata Dal (United),243194,141330,58.1 %,21625,15.3%
218,Makhadumapur (SC),218,SC,Jehanabad,Subedar Das,Rashtriya Janata Dal,221309,130243,58.9 %,26777,20.6%
