AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
Koridang,28,ST,Imkong L. Imchen,Nagaland Peoples Front,22674,19506,86.0 %,1197,6.1%
Jangpetkong,29,ST,I. Imkong,Indian National Congress,15241,13131,86.2 %,2311,17.6%
Alungtaki,30,ST,Sakusangba,Nagaland Peoples Front,18903,15936,84.3 %,3884,24.4%
Akuluto,31,ST,Kheto,Indian National Congress,11383,10985,96.5 %,3215,29.3%
Atoizu,32,ST,Doshehe Y. Sema,Nagaland Peoples Front,17756,15810,89.0 %,566,3.6%
Suruhuto,33,ST,Shetoyi,Independent,14653,13350,91.1 %,796,6.0%
Aghunato,34,ST,Tokheho,Indian National Congress,14659,13220,90.2 %,774,5.9%
Zunheboto,35,ST,Dr. K.C. Nihoshe,Independent,23065,18409,79.8 %,1189,6.5%
Satakha,36,ST,G. Kaito,Nagaland Peoples Front,16047,13530,84.3 %,1712,12.7%
Tyui,37,ST,Yanthungo,Bharatiya Janta Party,20803,20090,96.6 %,837,4.2%
Wokha,38,ST,Dr. Chumben Murry,Nationalist Congress Party,39988,33405,83.5 %,5911,17.7%
Sanis,39,ST,Ralanthung,Nagaland Peoples Front,23461,22475,95.8 %,1077,4.8%
Bhandari,40,ST,Wochumo Kithan,Nagaland Peoples Front,25060,23381,93.3 %,1758,7.5%
Tizit,41,ST,Aloh,Indian National Congress,18904,16884,89.3 %,2179,12.9%
Wakching,42,ST,M.C. Konyak,Bharatiya Janta Party,19718,19228,97.5 %,1263,6.6%
Tapi,43,ST,Lanpha,Indian National Congress,14399,12898,89.6 %,984,7.6%
Phomching,44,ST,Kongam,Indian National Congress,19569,18233,93.2 %,1029,5.6%
Tehok,45,ST,C.L. John,Nagaland Peoples Front,15826,14692,92.8 %,1403,9.5%
Mon Town,46,ST,Chingwang,Indian National Congress,20576,17785,86.4 %,3180,17.9%
Aboi,47,ST,Nyeiwang,Nagaland Peoples Front,10789,10447,96.8 %,616,5.9%
Moka,48,ST,E.E. Pangteang,Nagaland Peoples Front,16429,15585,94.9 %,2066,13.3%
Tamlu,49,ST,P. Dako Phom,Independent,33475,33365,99.7 %,4928,14.8%
Longleng,50,ST,S. Pangnyu Phom,Nationalist Congress Party,38196,36737,96.2 %,2226,6.1%
Noksen,51,ST,H. Chuba,Indian National Congress,11699,9180,78.5 %,83,0.9%
Longkhim Chare,52,ST,S.K. Sangtam,Indian National Congress,19745,19284,97.7 %,963,5.0%
Tuensang Sadar-I,53,ST,P. Chuba,Indian National Congress,23194,16418,70.8 %,5152,31.4%
Tuensang Sadar-Ii,54,ST,Kejong,Indian National Congress,18619,17505,94.0 %,353,2.0%
Tobu,55,ST,Naiba,Nagaland Peoples Front,18056,17193,95.2 %,2841,16.5%
Noklak,56,ST,P. Longon,Nagaland Peoples Front,14331,13191,92.0 %,5772,43.8%
Thonoknyu,57,ST,S. Heno,Nagaland Peoples Front,17774,16196,91.1 %,2168,13.4%
Shamtorr-Chessore,58,ST,R. Tohanba,Nagaland Peoples Front,20772,19190,92.4 %,2393,12.5%
Siyuchong-Sitimi,59,ST,C. Kipili Sangtam,Independent,21816,21096,96.7 %,1300,6.2%
Pungro-Kiphire,60,ST,Torechu,Nagaland Peoples Front,28707,26787,93.3 %,3967,14.8%
