#,AC Name,AC No.,Type,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
41,Kadiam,41,GEN,Vaddi Veerabhadra Rao,Telugu Desam,146771,96317,65.6 %,37170,38.6%
42,Jaggampeta,42,GEN,Thota Subrarao,Telugu Desam,111935,75554,67.5 %,32348,42.8%
43,Peddapuram,43,GEN,Balusu Ramarao,Telugu Desam,111729,73768,66.0 %,20375,27.6%
44,Prathipadu,44,GEN,Mudrangada Padmanabham,Telugu Desam,122225,79594,65.1 %,41329,51.9%
45,Tuni,45,GEN,Yanamala Ramakrishnudu,Telugu Desam,117356,86362,73.6 %,16304,18.9%
46,Pithapuram,46,GEN,Nageswararao Veena,Telugu Desam,97535,68618,70.4 %,14389,21.0%
47,Sampara,47,GEN,Satyalinga Naicker Tirumant,Telugu Desam,122763,80633,65.7 %,28670,35.6%
48,Kakinada,48,GEN,Mootha Gopalakrishna,Telugu Desam,137449,79807,58.1 %,22096,27.7%
49,Tallarevu,49,GEN,Chikkala Ramachandrarao,Telugu Desam,107031,77079,72.0 %,23318,30.3%
50,Anaparthy,50,GEN,Nallamilli Moolareddy,Telugu Desam,103549,80715,77.9 %,7721,9.6%
51,Ramachandrapuram,51,GEN,Medisetti Vera Venka Rama Rao,Telugu Desam,109427,78273,71.5 %,18142,23.2%
52,Alamuru,52,GEN,Narayanmurthy Valluri,Telugu Desam,122670,92469,75.4 %,20371,22.0%
53,Mummidivaram,53,SC,Pandu Krishna Murty,Telugu Desam,111674,74225,66.5 %,33124,44.6%
54,Allavaram,54,SC,Gollapalli Suryarao,Telugu Desam,94450,65373,69.2 %,3529,5.4%
55,Amalapuram,55,GEN,Kudupudi Prabhakara Rao,Indian National Congress,102377,78700,76.9 %,7470,9.5%
56,Kothapeta,56,GEN,I. S. Raju,Telugu Desam,100268,79270,79.1 %,1397,1.8%
57,Nagaram,57,SC,Undru Krishna Rao,Telugu Desam,95238,68663,72.1 %,23783,34.6%
58,Razole,58,GEN,A. V. Suryanarayana Raju,Telugu Desam,97684,75009,76.8 %,23063,30.7%
59,Narasapur,59,GEN,Venkata Rama Jogaiah Chegondi,Telugu Desam,121678,91136,74.9 %,33047,36.3%
60,Palacole,60,GEN,Allu Venkata Satyanarayana,Telugu Desam,104414,75685,72.5 %,20574,27.2%
61,Achanta,61,SC,Chittaranjan Alugu,Communist Party Of India (MARXIST),107056,76444,71.4 %,31722,41.5%
62,Bhimavaram,62,GEN,Venkata Narasimha Raju Penmetsa,Telugu Desam,127350,86504,67.9 %,32815,37.9%
63,Undi,63,GEN,Kalidindi Ramachandra Raju,Telugu Desam,113990,78807,69.1 %,29133,37.0%
64,Penugonda,64,GEN,Prathi Manemma,Telugu Desam,102398,73750,72.0 %,27060,36.7%
65,Tanuku,65,GEN,Venkata Krishnarao Mullapudi,Telugu Desam,125134,87508,69.9 %,31899,36.5%
66,Attili,66,GEN,Kanaka Durga Venkata Satyanarayanaraju Vegesna,Telugu Desam,117581,82733,70.4 %,26844,32.4%
67,Tadepalligudem,67,GEN,Yerra Narayana Swamy (Benarji),Telugu Desam,125918,90595,71.9 %,20875,23.0%
68,Ungutur,68,GEN,Srinivasarao Katamani,Telugu Desam,125413,86546,69.0 %,29519,34.1%
69,Dendulur,69,GEN,Garapati Sambasiva Rao,Telugu Desam,105177,76754,73.0 %,18171,23.7%
70,Eluru,70,GEN,Maradani Rangarao,Telugu Desam,127569,86879,68.1 %,20040,23.1%
71,Gopalpuram,71,SC,Vivekananda Karupati,Telugu Desam,114219,78565,68.8 %,24868,31.7%
72,Kovvur,72,GEN,Pendyala Venkata Krishna Rao,Telugu Desam,130433,93526,71.7 %,32783,35.1%
73,Polavaram,73,ST,Modium Lakshmana Rao,Telugu Desam,104484,70690,67.7 %,16128,22.8%
74,Chintalapudi,74,GEN,Kotagiri Vidyadhar Rao,Telugu Desam,113686,95647,84.1 %,11075,11.6%
75,Jaggayyapet,75,GEN,Nettam Raghu Ram,Telugu Desam,112121,84644,75.5 %,6229,7.4%
76,Nandigama,76,GEN,Nageswara Rao Vasanta,Telugu Desam,114975,90064,78.3 %,1938,2.2%
77,Vijayawada West,77,GEN,Uppalapati Ramachandra Raju,Communist Party Of India,154685,103217,66.7 %,7301,7.1%
78,Vijayawada East,78,GEN,Vangavetti Mohana Rangarao (Ranga),Indian National Congress,137025,90629,66.1 %,3130,3.5%
79,Kankipadu,79,GEN,Devineni Rajesekhar,Telugu Desam,165916,110226,66.4 %,12926,11.7%
80,Mylavaram,80,GEN,Chanamolu Venkata Rao,Indian National Congress,118657,95381,80.4 %,9368,9.8%
81,Tiruvuru,81,SC,Pitta Venkataratnam,Telugu Desam,113200,83227,73.5 %,11953,14.4%
82,Nuzvid,82,GEN,Kotagiri Hanumantharao,Telugu Desam,122593,98781,80.6 %,3594,3.6%
83,Gannavaram,83,GEN,Mulpuru Balakrishna Rao,Telugu Desam,100881,77304,76.6 %,5569,7.2%
84,Vuyyur,84,GEN,Anne Babu Rao,Telugu Desam,101855,77457,76.0 %,7748,10.0%
85,Gudivada,85,GEN,Nandamuri Taraka Rama Rao,Telugu Desam,122634,93186,76.0 %,7597,8.2%
86,Mudinepalli,86,GEN,Yerneni Sita Devi,Telugu Desam,104472,81709,78.2 %,9898,12.1%
87,Kaikalur,87,GEN,Kanumuri Bapi Raju,Indian National Congress,103421,83036,80.3 %,5283,6.4%
88,Malleswaram,88,GEN,Kagita Venkata Rao,Telugu Desam,104680,77950,74.5 %,1229,1.6%
89,Bandar,89,GEN,Vaddi Ranga Rao,Telugu Desam,120734,83653,69.3 %,10712,12.8%
90,Nidumolu,90,SC,Raturu Ramayya,Communist Party Of India (MARXIST),103977,71702,69.0 %,6926,9.7%
91,Avanigadda,91,GEN,Satyanarayanarao Simhadri,Telugu Desam,96527,75480,78.2 %,6233,8.3%
92,Kuchinapudi,92,GEN,Evuru Seetharamma,Telugu Desam,94271,62981,66.8 %,9144,14.5%
93,Repalle,93,GEN,Yadla Venkata Rao,Telugu Desam,96719,68452,70.8 %,10826,15.8%
94,Vemur,94,GEN,Kidali Veraiah,Telugu Desam,114816,79998,69.7 %,8116,10.1%
95,Duggirala,95,GEN,Alapati Dharma Rao,Indian National Congress,107160,77106,72.0 %,11297,14.7%
96,Tenali,96,GEN,Annabathuni Satyanarayana,Telugu Desam,120838,83261,68.9 %,4589,5.5%
97,Ponnur,97,GEN,Dhulipalla Veeriah Chaudhary,Telugu Desam,117451,84125,71.6 %,6411,7.6%
98,Bapatla,98,GEN,Ummareddy Venkateswarlu,Telugu Desam,127752,89469,70.0 %,18027,20.1%
99,Prathipad,99,GEN,Makineni Peda Rathaiah,Telugu Desam,108651,76921,70.8 %,10790,14.0%
100,Guntur-I,100,GEN,Dohd. Jani,Indian National Congress,146152,92765,63.5 %,2431,2.6%
101,Guntur-Ii,101,GEN,Jayarambabu Chadalavada,Indian National Congress,126055,76224,60.5 %,1265,1.7%
102,Mangalagiri,102,GEN,Koteswara Rao M. S. S.,Telugu Desam,114257,85471,74.8 %,3669,4.3%
103,Tadikonda,103,SC,Ratna Pushparaju Juvviguntla,Telugu Desam,119679,80928,67.6 %,2654,3.3%
104,Sattenapalli,104,GEN,Putumbaka Venkatapathi,Communist Party Of India (MARXIST),139509,93895,67.3 %,9351,10.0%
105,Peddakurapadu,105,GEN,Kasaraneni Sadasiva Rao,Telugu Desam,138513,99598,71.9 %,7829,7.9%
106,Gurzala,106,GEN,Ankireddy Mutyam,Telugu Desam,134461,92750,69.0 %,3603,3.9%
107,Macherla,107,GEN,Krishnamurthy Nattuva,Indian National Congress,119215,84702,71.0 %,1704,2.0%
108,Vinukonda,108,GEN,Ganginent Venkateswara Rao,Communist Party Of India,128368,86394,67.3 %,11876,13.7%
109,Narasaraopet,109,GEN,Kodela Siva Prasada Rao,Telugu Desam,143533,107297,74.8 %,2064,1.9%
110,Chilakaluripet,110,GEN,Sambaiah Somepalli,Indian National Congress,135149,98019,72.5 %,4878,5.0%
111,Chirala,111,GEN,Chandramouli Sajja,Telugu Desam,131597,86830,66.0 %,8772,10.1%
112,Parchur,112,GEN,Venkatewara Rao Daggubati,Telugu Desam,117641,88783,75.5 %,1077,1.2%
113,Martur,113,GEN,Balrama Krishnamurthy Karanam,Telugu Desam,127404,91261,71.6 %,13298,14.6%
114,Addanki,114,GEN,Chenchu Garataiah Bacina,Telugu Desam,130940,92123,70.4 %,5560,6.0%
115,Ongole,115,GEN,Koteswara Rao Ponugupati,Telugu Desam,146479,100765,68.8 %,9024,9.0%
116,Santhanuthalapadu,116,SC,Adenna Kasukurtmy,Telugu Desam,138556,92572,66.8 %,8107,8.8%
117,Kandukur,117,GEN,Audinarayanareddy Manugunta,Indian National Congress,128782,93670,72.7 %,1285,1.4%
118,Kanigiri,118,GEN,Kasireddy Mukku,Telugu Desam,128813,87770,68.1 %,1590,1.8%
119,Kondepi,119,GEN,Atchyuta Kumar Gondapaneni,Indian National Congress,124091,80501,64.9 %,1271,1.6%
120,Cumbum,120,GEN,Vudumula Venkata Reddy,Telugu Desam,114970,79087,68.8 %,2996,3.8%
121,Darsi,121,GEN,Pusetty Sriramulu,Telugu Desam,134806,87885,65.2 %,278,0.3%
122,Markapur,122,GEN,Kundurupedda Konda Reddy,Indian National Congress,122179,85052,69.6 %,7007,8.2%
123,Giddalur,123,GEN,Rangareddy Pidatala,Independent,103520,68878,66.5 %,16262,23.6%
124,Udayagiri,124,GEN,Rajamohan Reddy Mekapatti,Indian National Congress,114705,70976,61.9 %,15513,21.9%
125,Kavali,125,GEN,Yanadireddy Kaliki,Indian National Congress,125366,85350,68.1 %,9833,11.5%
126,Allur,126,GEN,Venkaiah Jakka,Communist Party Of India (MARXIST),112991,73869,65.4 %,18516,25.1%
127,Kovur,127,GEN,Nallapareddy Sreenivasulu Reddy,Telugu Desam,117968,78359,66.4 %,17077,21.8%
128,Atmakur,128,GEN,Sundara Ramireddy Bommireddy,Indian National Congress,132642,94680,71.4 %,830,0.9%
129,Rapur,129,GEN,Anam Ram Narayanareddy,Telugu Desam,121076,92043,76.0 %,4912,5.3%
130,Nellore,130,GEN,Kunam Venkata Subba Reddy,Indian National Congress,148757,92588,62.2 %,2988,3.2%
131,Sarvepalli,131,GEN,Eduru Ramakrishna Reddy,Telugu Desam,129340,84247,65.1 %,21566,25.6%
132,Gudur,132,SC,Balli Durga Prasadarao,Telugu Desam,134326,92511,68.9 %,22224,24.0%
133,Sulurpet,133,SC,Madanambeti Maneiah,Telugu Desam,114087,74911,65.7 %,27759,37.1%
134,Venkatagiri,134,GEN,V. Bhaskara Saikrishna Yachendra,Telugu Desam,123334,85141,69.0 %,28822,33.9%
135,Sri Kalahasti,135,GEN,Muniramaiah Satravada,Telugu Desam,126339,95497,75.6 %,80,0.1%
136,Satyavedu,136,SC,Emsurajan,Telugu Desam,124472,83374,67.0 %,13910,16.7%
137,Nagari,137,GEN,Chenga Reddy Reddivari,Indian National Congress,138281,103475,74.8 %,1142,1.1%
138,Puttur,138,GEN,Gali Muddukrishnama Naidu,Telugu Desam,119778,84847,70.8 %,17201,20.3%
139,Vepanjeri,139,SC,Gummadi Kuthuhalamma,Indian National Congress,118162,81262,68.8 %,5707,7.0%
140,Chittoor,140,GEN,R. Gopinathan,Indian National Congress,126419,83572,66.1 %,8642,10.3%
141,Palmaner,141,SC,Patnam Subbaiah,Telugu Desam,118745,64632,54.4 %,25105,38.8%
142,Kuppam,142,GEN,N. Rangaswamy Naidu,Telugu Desam,110080,62726,57.0 %,36964,58.9%
143,Punganur,143,GEN,Noothanakalva Ramakrishna Reddy,Telugu Desam,118581,74909,63.2 %,22215,29.7%
144,Madanpalle,144,GEN,Ratakonda Narayana Reddy,Telugu Desam,113910,79034,69.4 %,8090,10.2%
145,Thamballapalle,145,GEN,Anipireddy Venkata Lakshmi Devamma,Telugu Desam,98536,71914,73.0 %,2171,3.0%
146,Vayalpad,146,GEN,Amaranatha Reddy Nallari,Indian National Congress,110003,84968,77.2 %,11482,13.5%
147,Pileru,147,GEN,Challa Prabhakara Reddy,Telugu Desam,113582,81624,71.9 %,4249,5.2%
148,Chandragiri,148,GEN,Jayadevanaidu N. R.,Telugu Desam,125322,89236,71.2 %,1680,1.9%
149,Tirupathi,149,GEN,Mabbu Rami Reddy,Indian National Congress,144628,89783,62.1 %,2867,3.2%
150,Kodur,150,SC,Thoomati Penchalaiah,Telugu Desam,112699,67249,59.7 %,15505,23.1%
151,Rajampet,151,GEN,Bandaru Ratnasabhapathi,Telugu Desam,122343,90000,73.6 %,5334,5.9%
152,Rayachoty,152,GEN,Mandipalle Nage Reddy,Indian National Congress,115691,87467,75.6 %,16321,18.7%
153,Lakkireddipalli,153,GEN,Raja Gopal Reddy Reddappagari,Telugu Desam,108693,75997,69.9 %,32175,42.3%
154,Cuddapah,154,GEN,C. Ramachandraiah,Telugu Desam,159957,96532,60.3 %,8197,8.5%
155,Badvel,155,GEN,Veerareddy Bijivemula,Telugu Desam,124849,92714,74.3 %,9266,10.0%
156,Mydukur,156,GEN,Raghurami Reddy Settipalli,Telugu Desam,115185,87137,75.6 %,3695,4.2%
157,Proddatur,157,GEN,Nandyala Varadarajulu Reddy,Telugu Desam,144929,96464,66.6 %,7130,7.4%
158,Jammalamadugu,158,GEN,Siva Reddy Ponnapureddy,Telugu Desam,125875,95727,76.0 %,57170,59.7%
159,Kamalapuram,159,GEN,Mysoora Reddy M. V.,Indian National Congress,118203,86333,73.0 %,31240,36.2%
160,Pulivendla,160,GEN,Yeduguri Sandinti Rajasekhara Reddy,Indian National Congress,127849,94152,73.6 %,30842,32.8%
161,Kadiri,161,GEN,Chennur Abdul Rasool,Telugu Desam,124162,72001,58.0 %,10928,15.2%
162,Nallamada,162,GEN,Saddapalli Venkata Reddy,Telugu Desam,103341,68237,66.0 %,14961,21.9%
163,Gorantla,163,GEN,Kesanna Veluri,Telugu Desam,109214,62484,57.2 %,30564,48.9%
164,Hindupur,164,GEN,N T Ramarao,Telugu Desam,117038,76091,65.0 %,40529,53.3%
165,Madakasira,165,GEN,H. B. Narase Gowd,Telugu Desam,108807,80220,73.7 %,24320,30.3%
166,Penukonda,166,GEN,S. Ramachandra Reddy,Telugu Desam,111914,80494,71.9 %,7516,9.3%
167,Kalyandrug,167,SC,Pakkeerappa,Communist Party Of India,117910,75682,64.2 %,25020,33.1%
168,Rayadrug,168,GEN,Huli Kuntaprao,Indian National Congress,116102,78165,67.3 %,7189,9.2%
169,Uravakonda,169,GEN,Gurram Narayanappa,Telugu Desam,109928,69621,63.3 %,9376,13.5%
170,Gooty,170,GEN,N. Gadilingappa,Telugu Desam,105476,64276,60.9 %,7467,11.6%
171,Singanamala,171,SC,K. Jayaram,Telugu Desam,103324,56927,55.1 %,14212,25.0%
172,Anantapur,172,GEN,N. Ramakrishna,Telugu Desam,131428,81720,62.2 %,7421,9.1%
173,Dhamavaram,173,GEN,G. Nagi Reddy,Telugu Desam,121403,83420,68.7 %,12071,14.5%
174,Tadpatri,174,GEN,J. C. Diwakar Reddy,Indian National Congress,125007,91112,72.9 %,11484,12.6%
175,Alur,175,SC,Eranna,Indian National Congress,95724,55500,58.0 %,3378,6.1%
176,Adoni,176,GEN,Raichoti Ramaiah,Indian National Congress,116644,82847,71.0 %,10053,12.1%
177,Yemmiganur,177,GEN,B. V. Mohan Reddy,Telugu Desam,123503,81031,65.6 %,28904,35.7%
178,Kodumur,178,SC,M. Sikamani,Telugu Desam,104915,74334,70.9 %,6435,8.7%
179,Kurnool,179,GEN,V. Ram Bhupa Chowdary,Indian National Congress,131860,84972,64.4 %,5819,6.8%
180,Pattikonda,180,GEN,Guppa Mahabaleswara Gupta,Telugu Desam,103119,68826,66.7 %,3514,5.1%
181,Dhone,181,GEN,K. E. Krishna Murthy,Telugu Desam,96400,73148,75.9 %,11856,16.2%
182,Koilkuntla,182,GEN,Karra Subba Reddy,Telugu Desam,109198,78724,72.1 %,11487,14.6%
183,Allagadda,183,GEN,Gangula Prathapa Reddy,Indian National Congress,125448,94561,75.4 %,1305,1.4%
184,Panyam,184,GEN,Katasani Ramabhupala Reddy,Indian National Congress,112049,75806,67.7 %,4059,5.4%
185,Nandikotkur,185,GEN,Ippala Thimmareddy,Telugu Desam,123771,93968,75.9 %,2072,2.2%
186,Nandyal,186,GEN,Farook N.,Telugu Desam,124684,85786,68.8 %,8447,9.8%
187,Atmakur,187,GEN,Budda Vengala Reddy,Telugu Desam,117201,83416,71.2 %,7135,8.6%
188,Achampet,188,SC,P. Mahendranath,Telugu Desam,112112,73896,65.9 %,34445,46.6%
189,Nagarkurnool,189,GEN,N. Janardhan Reddy,Telugu Desam,122252,82632,67.6 %,14667,17.7%
190,Kalwakurthi,190,GEN,J. Chittaranjandas,Indian National Congress,127661,86638,67.9 %,9438,10.9%
191,Shadnagar,191,SC,M. Indira,Telugu Desam,110112,71917,65.3 %,7018,9.8%
192,Jadcherla,192,GEN,M. Krishna Reddy,Telugu Desam,109712,72056,65.7 %,14205,19.7%
193,Mahbubnagar,193,GEN,Chandra Sekhar,Telugu Desam,122504,79090,64.6 %,13449,17.0%
194,Wanaparthy,194,GEN,Balakrishnaiah,Telugu Desam,130749,77337,59.1 %,11458,14.8%
195,Kollapur,195,GEN,Kotha Venkateswer Rao,Indian National Congress,120404,83749,69.6 %,2499,3.0%
196,Alampur,196,GEN,Ravindranath Reddy,Bharatiya Janta Party,117035,76306,65.2 %,12201,16.0%
197,Gadwal,197,GEN,N. Gopala Reddy,Telugu Desam,127600,82262,64.5 %,94,0.1%
198,Amarchinta,198,GEN,Rafic Mehdi Khan,Telugu Desam,128507,84641,65.9 %,13039,15.4%
199,Makthal,199,GEN,Chittam Narsireddy,Janta Party,116785,71967,61.6 %,25974,36.1%
200,Kodangal,200,GEN,N. Vw\enkataiah,Telugu Desam,117885,79509,67.4 %,10614,13.3%
201,Tandur,201,GEN,M. Chandra Sekhar,Indian National Congress,108395,75714,69.9 %,14203,18.8%
202,Vicarabad,202,SC,A. Chandra Sekhar,Telugu Desam,105848,69599,65.8 %,20361,29.3%
203,Pargi,203,GEN,Koppula Harishwa Reddy,Telugu Desam,122265,79057,64.7 %,32512,41.1%
204,Chevella,204,GEN,Patlolla Indra Reddy,Telugu Desam,121677,92487,76.0 %,39805,43.0%
205,Ibrahimpatnam,205,SC,K. Satyanarayana,Telugu Desam,109598,77602,70.8 %,30062,38.7%
206,Musheerabad,206,GEN,N. Narasimha Reddy,Janta Party,143091,78886,55.1 %,10984,13.9%
207,Himayatnagar,207,GEN,Ale Narendra,Bharatiya Janta Party,134381,71916,53.5 %,20353,28.3%
208,Sanathnagar,208,GEN,S. Rajeshwar,Telugu Desam,121745,62624,51.4 %,9009,14.4%
209,Secunderabad,209,GEN,Alladi P. Raj Kumar,Telugu Desam,136545,71025,52.0 %,19797,27.9%
210,Khairatabad,210,GEN,P. Janardhan Reddy,Indian National Congress,181078,97186,53.7 %,5845,6.0%
211,Secunderabad Cantonment,211,SC,S. Satyanarayana,Telugu Desam,132338,67761,51.2 %,6906,10.2%
212,Malakpet,212,GEN,N. Indra Sena Reddy,Bharatiya Janta Party,165009,109589,66.4 %,17791,16.2%
213,Asafnagar,213,GEN,Mohd. Vizarat Rasool Khan,Independent,112054,66919,59.7 %,12333,18.4%
214,Maharajgunj,214,GEN,G. Narayan Rao,Telugu Desam,85607,46707,54.6 %,10432,22.3%
215,Karwan,215,GEN,B. Bal Reddy,Bharatiya Janta Party,124728,93098,74.6 %,9777,10.5%
216,Yakutpura,216,GEN,Ibrahim Bin Abdullah Musgurti,Independent,113450,79881,70.4 %,49715,62.2%
217,Chandrayangutta,217,GEN,Mohd. Amanullah Khan,Independent,151215,113099,74.8 %,3009,2.7%
218,Charminar,218,GEN,Mohd. Mukkarramuddin,Independent,140152,91769,65.5 %,45652,49.7%
219,Medchal,219,GEN,Kommareddy Surender Reddy,Telugu Desam,177853,109916,61.8 %,24993,22.7%
220,Siddipet,220,GEN,K. Chandra Shankher Rao,Telugu Desam,116320,80013,68.8 %,16156,20.2%
221,Dommat,221,GEN,D. Ramchandra Reddy,Telugu Desam,108486,70930,65.4 %,20961,29.6%
222,Gajwel,222,SC,B. Sanjeeva Rao,Telugu Desam,111862,84219,75.3 %,7382,8.8%
223,Narsapur,223,GEN,Chilumula Vithal Reddy,Communist Party Of India,111272,87166,78.3 %,17285,19.8%
224,Sangareddy,224,GEN,P. Ramchandra Reddy,Indian National Congress,151460,103545,68.4 %,6319,6.1%
225,Zahirabad,225,GEN,M. Bagareddy,Indian National Congress,115362,80123,69.5 %,4951,6.2%
226,Narayankhed,226,GEN,Shiv Rao Shettkar,Indian National Congress,128605,90569,70.4 %,4456,4.9%
227,Medak,227,GEN,Karnam Ramachandra Rao,Telugu Desam,112131,76792,68.5 %,20810,27.1%
228,Ramayampet,228,GEN,Ramannagari Srinivasareddy,Bharatiya Janta Party,118270,83787,70.8 %,1726,2.1%
229,Andole,229,SC,Malyala Rajaiah,Telugu Desam,110930,73497,66.3 %,16463,22.4%
230,Balkonda,230,GEN,G. Madhusudhan Reddy,Telugu Desam,107381,70031,65.2 %,16733,23.9%
231,Armoor,231,GEN,Aleti Mahipal Reddy,Telugu Desam,121137,84776,70.0 %,6608,7.8%
232,Kamareddy,232,GEN,A. Krishna Murthy,Telugu Desam,120245,64970,54.0 %,28511,43.9%
233,Yellareddy,233,GEN,Yerva Srinivas Reddy,Telugu Desam,111769,71446,63.9 %,13028,18.2%
234,Jukkal,234,SC,Begari Pandari,Telugu Desam,97000,61690,63.6 %,18113,29.4%
235,Banswada,235,GEN,Suryadevara Venkata,Telugu Desam,114528,84620,73.9 %,9100,10.8%
236,Bodhan,236,GEN,Basheeruddin Babu Khan,Telugu Desam,109836,78646,71.6 %,2653,3.4%
237,Nizamabad,237,GEN,D. Satyanarayana,Telugu Desam,125338,79346,63.3 %,9321,11.7%
238,Dichpalli,238,GEN,Mandava Venkateshwara Rao,Telugu Desam,106407,74881,70.4 %,7726,10.3%
239,Mudhole,239,GEN,Armoor Hanmanth Reddy,Telugu Desam,110291,77404,70.2 %,14409,18.6%
240,Nirmal,240,GEN,S. Venugopalla Chari,Telugu Desam,107955,75303,69.8 %,23215,30.8%
241,Boath,241,ST,Godam Rama Rao,Telugu Desam,83120,43375,52.2 %,14333,33.0%
242,Adilabad,242,GEN,C. Ramchandra Reddy,Independent,108814,74323,68.3 %,6385,8.6%
243,Khanapur,243,ST,Ajmera Govind Naik,Independent,90073,52207,58.0 %,8502,16.3%
244,Asifabad,244,SC,Gunda Mallesh,Communist Party Of India,110011,58619,53.3 %,4048,6.9%
245,Luxettipet,245,GEN,G. V. Sudhaker Rao,Indian National Congress,123243,80186,65.1 %,15219,19.0%
246,Sirpur,246,GEN,K. V. Narayana Rao,Telugu Desam,103852,66523,64.1 %,8265,12.4%
247,Chinnur,247,SC,Boda Janardhan,Telugu Desam,115025,65597,57.0 %,18671,28.5%
248,Manthani,248,GEN,Duddilla Sripada Rao,Indian National Congress,117788,70753,60.1 %,7402,10.5%
