#,AC Name,AC No.,Type,District,Winning Candidate,Party,Total Electors,Total Votes,Poll%,Margin,Margin %
83,Darbhanga,83,GEN,Darbhanga,Sanjay Saraogi,Bharatiya Janta Party,227474,118596,52.1 %,27554,23.2%
84,Hayaghat,84,GEN,Darbhanga,Amar Nath Gami,Bharatiya Janta Party,183963,90930,49.4 %,6025,6.6%
85,Bahadurpur,85,GEN,Darbhanga,Madan Sahni,Janata Dal (United),226902,115515,50.9 %,643,0.6%
86,Keoti,86,GEN,Darbhanga,Ashok Kumar Yadav,Bharatiya Janta Party,232621,108745,46.7 %,29,0.0%
87,Jale,87,GEN,Darbhanga,Vijay Kumar Mishra,Bharatiya Janta Party,242023,107993,44.6 %,16942,15.7%
88,Gaighat,88,GEN,Muzaffarpur,Veena Devi,Bharatiya Janta Party,230878,129756,56.2 %,15987,12.3%
89,Aurai,89,GEN,Muzaffarpur,Ram Surat Rai,Bharatiya Janta Party,219012,116666,53.3 %,11741,10.1%
90,Minapur,90,GEN,Muzaffarpur,Dinesh Prasad,Janata Dal (United),203003,124134,61.1 %,5402,4.4%
91,Bochaha,91,SC,Muzaffarpur,Ramai Ram,Janata Dal (United),200308,122340,61.1 %,24127,19.7%
92,Sakra,92,SC,Muzaffarpur,Suresh Chanchal,Janata Dal (United),194194,115583,59.5 %,13045,11.3%
93,Kurhani,93,GEN,Muzaffarpur,Manoj Kumar Singh,Janata Dal (United),213417,129965,60.9 %,1570,1.2%
94,Muzaffarpur,94,GEN,Muzaffarpur,Suresh Kumar Sharma,Bharatiya Janta Party,234855,121797,51.9 %,46439,38.1%
95,Kanti,95,GEN,Muzaffarpur,Ajit Kumar,Janata Dal (United),205660,124711,60.6 %,8415,6.7%
96,Baruraj,96,GEN,Muzaffarpur,Brij Kishor Singh,Rashtriya Janata Dal,204587,112639,55.1 %,14317,12.7%
97,Paroo,97,GEN,Muzaffarpur,Ashok Kumar Singh,Bharatiya Janta Party,223811,124149,55.5 %,19027,15.3%
98,Sahebganj,98,GEN,Muzaffarpur,Raju Kumar Singh,Janata Dal (United),214176,121009,56.5 %,4916,4.1%
99,Baikunthpur,99,GEN,Gopalganj,Manjeet Kumar Singh,Janata Dal (United),233588,125334,53.7 %,36524,29.1%
100,Barauli,100,GEN,Gopalganj,Ram Pravesh Rai,Bharatiya Janta Party,201573,114863,57.0 %,10414,9.1%
101,Gopalganj,101,GEN,Gopalganj,Subas Singh,Bharatiya Janta Party,241481,127344,52.7 %,15893,12.5%
102,Kuchaikote,102,GEN,Gopalganj,Amrendra Kumar Pandey,Janata Dal (United),230949,126639,54.8 %,19518,15.4%
103,Bhorey,103,SC,Gopalganj,Idradeo Majhi,Bharatiya Janta Party,250127,119790,47.9 %,43570,36.4%
104,Hathua,104,GEN,Gopalganj,Ram Sewak Singh,Janata Dal (United),222479,119604,53.8 %,22847,19.1%
105,Siwan,105,GEN,Siwan,Vyasdeo Prasad,Bharatiya Janta Party,227240,116821,51.4 %,12541,10.7%
106,Ziradei,106,GEN,Siwan,Asha Devi,Bharatiya Janta Party,198655,108043,54.4 %,8920,8.3%
107,Darauli,107,SC,Siwan,Ramayan Manjhi,Bharatiya Janta Party,233382,117027,50.1 %,7006,6.0%
108,Raghunathpur,108,GEN,Siwan,Vikram Kunwar,Bharatiya Janta Party,208830,103493,49.6 %,15112,14.6%
109,Daraundha,109,GEN,Siwan,Jagmato Devi,Janata Dal (United),223240,110869,49.7 %,31135,28.1%
110,Barharia,110,GEN,Siwan,Shyam Bahadur Singh,Janata Dal (United),219766,115121,52.4 %,25121,21.8%
111,Goriyakothi,111,GEN,Siwan,Bhumendra Narayan Singh,Bharatiya Janta Party,238290,124872,52.4 %,14021,11.2%
112,Maharajganj,112,GEN,Siwan,Damodar Singh,Janata Dal (United),216948,111075,51.2 %,20000,18.0%
113,Ekma,113,GEN,Saran,Manoranjan Singh,Janata Dal (United),214228,102973,48.1 %,29201,28.4%
114,Manjhi,114,GEN,Saran,Gautam Singh,Janata Dal (United),216242,106721,49.4 %,7904,7.4%
115,Baniapur,115,GEN,Saran,Kedar Nath Singh,Rashtriya Janata Dal,233199,112187,48.1 %,3575,3.2%
116,Taraiya,116,GEN,Saran,Janak Singh,Bharatiya Janta Party,213805,100104,46.8 %,6970,7.0%
117,Marhaura,117,GEN,Saran,Jitendra Kumar Rai,Rashtriya Janata Dal,187178,99365,53.1 %,5624,5.7%
118,Chapra,118,GEN,Saran,Janardan Singh Sigriwal,Bharatiya Janta Party,254790,114406,44.9 %,35871,31.4%
119,Garkha,119,SC,Saran,Gyan Chand Manjhi,Bharatiya Janta Party,212209,103630,48.8 %,1787,1.7%
120,Amnour,120,GEN,Saran,Krishana Kumar,Janata Dal (United),192922,96624,50.1 %,10517,10.9%
121,Parsa,121,GEN,Saran,Chhotelal Rai,Janata Dal (United),195967,101148,51.6 %,4689,4.6%
122,Sonepur,122,GEN,Saran,Vinay Kumar Singh,Bharatiya Janta Party,223755,120316,53.8 %,20685,17.2%
123,Hajipur,123,GEN,Vaishali,Nityanand Roy,Bharatiya Janta Party,235101,133432,56.8 %,16609,12.4%
124,Lalganj,124,GEN,Vaishali,Annu Shukla,Janata Dal (United),254800,142674,56.0 %,24145,16.9%
125,Vaishali,125,GEN,Vaishali,Brishin Patel,Janata Dal (United),244660,134985,55.2 %,12828,9.5%
126,Mahua,126,GEN,Vaishali,Ravindra Ray,Janata Dal (United),208027,115675,55.6 %,21925,19.0%
127,Raja Pakar,127,SC,Vaishali,Sanjay Kumar,Janata Dal (United),202408,102959,50.9 %,10215,9.9%
128,Raghopur,128,GEN,Vaishali,Satish Kumar,Janata Dal (United),262824,133641,50.8 %,13006,9.7%
129,Manhar,129,GEN,Vaishali,Dr. Achyuatanand,Bharatiya Janta Party,223157,118972,53.3 %,2489,2.1%
130,Patepur,130,SC,Vaishali,Mahendra Baitha,Bharatiya Janta Party,222901,114911,51.6 %,16667,14.5%
131,Kalyanpur,131,SC,Samastipur,Ramsewak Hazari,Janata Dal (United),251194,128961,51.3 %,30197,23.4%
132,Warisnagar,132,GEN,Samastipur,Ashok Kumar,Janata Dal (United),244018,136177,55.8 %,19500,14.3%
133,Samastipur,133,GEN,Samastipur,Akhtarul Islam Sahin,Rashtriya Janata Dal,211653,116809,55.2 %,1827,1.6%
134,Ujiarpur,134,GEN,Samastipur,Durga Prasad Singh,Rashtriya Janata Dal,226966,130800,57.6 %,13031,10.0%
135,Morwa,135,GEN,Samastipur,Baidhnath Sahani,Janata Dal (United),198560,104970,52.9 %,6850,6.5%
136,Sarairanjan,136,GEN,Samastipur,Vijay Kumar Chaudhary,Janata Dal (United),217663,118708,54.5 %,17557,14.8%
137,Mohiuddinnagar,137,GEN,Samastipur,Rana Gangeshwar Singh,Bharatiya Janta Party,199256,105102,52.7 %,14351,13.7%
138,Bibhutpur,138,GEN,Samastipur,Ram Balak Singh,Janata Dal (United),206796,121331,58.7 %,12301,10.1%
139,Rosera,139,SC,Samastipur,Manju Hajari,Bharatiya Janta Party,248885,127908,51.4 %,12119,9.5%
140,Hasanpur,140,GEN,Samastipur,Raj Kumar Ray,Janata Dal (United),223486,116693,52.2 %,3291,2.8%
141,Cheria Bariarpur,141,GEN,Begusarai,Kumari Manju Verma,Janata Dal (United),202565,114202,56.4 %,1061,0.9%
142,Bachhwara,142,GEN,Begusarai,Abdhesh Kumar Rai,Communist Party Of India,225666,129938,57.6 %,12087,9.3%
143,Teghra,143,GEN,Begusarai,Lalan Ku.,Bharatiya Janta Party,222431,123337,55.4 %,5846,4.7%
144,Matihani,144,GEN,Begusarai,Narendra Kumar Singh Urf Bogo Singh,Janata Dal (United),258738,149372,57.7 %,23828,16.0%
145,Sahebpur Kamal,145,GEN,Begusarai,Parveen Amanullah,Janata Dal (United),193868,107994,55.7 %,11111,10.3%
146,Begusarai,146,GEN,Begusarai,Surendra Mehta,Bharatiya Janta Party,243998,129070,52.9 %,19618,15.2%
147,Bakhri,147,SC,Begusarai,Ramanand Ram,Bharatiya Janta Party,212958,118629,55.7 %,18412,15.5%
148,Alauli,148,SC,Khagaria,Ram Chandra Sada,Janata Dal (United),195125,108355,55.5 %,17523,16.2%
149,Khagaria,149,GEN,Khagaria,Poonam Devi Yadav,Janata Dal (United),198853,113828,57.2 %,26853,23.6%
150,Beldaur,150,GEN,Khagaria,"Pannalal Singh ""patel""",Janata Dal (United),234816,132945,56.6 %,15738,11.8%
151,Parbatta,151,GEN,Khagaria,Samrat Choudhary Alias Rakesh Kumar,Rashtriya Janata Dal,239007,141162,59.1 %,808,0.6%
152,Bihpur,152,GEN,Bhagalpur,Kumar Shailendra,Bharatiya Janta Party,208378,116985,56.1 %,465,0.4%
153,Gopalpur,153,GEN,Bhagalpur,Narendra Kumar Niraj,Janata Dal (United),204374,114616,56.1 %,25060,21.9%
154,Pirpainti,154,SC,Bhagalpur,Aman Kumar,Bharatiya Janta Party,266674,129088,48.4 %,5752,4.5%
155,Kahalgaon,155,GEN,Bhagalpur,Sadanand Singh,Indian National Congress,258106,132284,51.3 %,8935,6.8%
156,Bhagalpur,156,GEN,Bhagalpur,Ashwini Kumar Choubey,Bharatiya Janta Party,272275,116987,43.0 %,11060,9.5%
157,Sultanganj,157,GEN,Bhagalpur,Subodh Rai,Janata Dal (United),263544,123552,46.9 %,4845,3.9%
158,Nathnagar,158,GEN,Bhagalpur,Ajai Kumar Mandal,Janata Dal (United),243019,122251,50.3 %,4727,3.9%
159,Amarpur,159,GEN,Banka,Janardan Manjhi,Janata Dal (United),233495,115992,49.7 %,18007,15.5%
160,Dhuraiya,160,SC,Banka,Manish Kumar,Janata Dal (United),226035,112758,49.9 %,8342,7.4%
161,Banka,161,GEN,Banka,Javed Iqbal Ansari,Rashtriya Janata Dal,204097,106691,52.3 %,2410,2.3%
162,Katoria,162,ST,Banka,Sonelal Hembram,Bharatiya Janta Party,186153,85187,45.8 %,8763,10.3%
163,Belhar,163,GEN,Banka,Giridhari Yadav,Janata Dal (United),247681,120345,48.6 %,7616,6.3%
164,Tarapur,164,GEN,Munger,Neeta Choudhary,Janata Dal (United),251596,119133,47.4 %,13878,11.6%
165,Munger,165,GEN,Munger,Anant Kumar Satyarthy,Janata Dal (United),268850,129649,48.2 %,17613,13.6%
166,Jamalpur,166,GEN,Munger,Shailesh Kumar,Janata Dal (United),255815,114747,44.9 %,21142,18.4%
167,Suryagarha,167,GEN,Lakhisarai,Prem Ranjan Patel,Bharatiya Janta Party,272196,128484,47.2 %,2928,2.3%
168,Lakhisarai,168,GEN,Lakhisarai,Vijay Kumar Sinha,Bharatiya Janta Party,295034,145308,49.3 %,59620,41.0%
169,Sheikhpura,169,GEN,Sheikhpura,Randhir Kumar Soni,Janata Dal (United),201298,103186,51.3 %,7342,7.1%
170,Barbigha,170,GEN,Sheikhpura,Gajanand Shahi,Janata Dal (United),185487,92414,49.8 %,3047,3.3%
171,Asthawan,171,GEN,Nalanda,Jitendra Kumar,Janata Dal (United),232889,106979,45.9 %,19570,18.3%
172,Biharsharif,172,GEN,Nalanda,Dr. Sunil Kumar,Janata Dal (United),313086,150190,48.0 %,23712,15.8%
173,Rajgir,173,SC,Nalanda,Satyadeo Narain Arya,Bharatiya Janta Party,228900,101803,44.5 %,26951,26.5%
174,Islampur,174,GEN,Nalanda,Rajib Ranjan,Janata Dal (United),237595,114408,48.2 %,23808,20.8%
175,Hilsa,175,GEN,Nalanda,Usha Sinha,Janata Dal (United),240525,126043,52.4 %,13202,10.5%
176,Nalanda,176,GEN,Nalanda,Shrawon Kumar,Janata Dal (United),237359,120904,50.9 %,21037,17.4%
177,Harnaut,177,GEN,Nalanda,Harinarayan Singh,Janata Dal (United),242011,120103,49.6 %,15042,12.5%
178,Mokama,178,GEN,Patna,Anant Kumar Singh,Janata Dal (United),214152,116975,54.6 %,8954,7.7%
179,Barh,179,GEN,Patna,Gyanendra Kumar Singh,Janata Dal (United),216282,113011,52.3 %,19395,17.2%
180,Bakhtiarpur,180,GEN,Patna,Aniruddh Kumar,Rashtriya Janata Dal,202753,113274,55.9 %,14745,13.0%
181,Digha,181,GEN,Patna,Punam Devi,Janata Dal (United),341913,130974,38.3 %,60462,46.2%
182,Bankipur,182,GEN,Patna,Nitin Nabin,Bharatiya Janta Party,295765,109309,37.0 %,60840,55.7%
183,Kumhrarh,183,GEN,Patna,Arun Kumar Sinha,Bharatiya Janta Party,310181,115804,37.3 %,67808,58.6%
184,Patna Sahib,184,GEN,Patna,Nand Kishore Yadav,Bharatiya Janta Party,292875,134301,45.9 %,65337,48.6%
185,Fatwah,185,GEN,Patna,Dr. Ramanand Yadav,Rashtriya Janata Dal,197952,111774,56.5 %,9656,8.6%
186,Danapur,186,GEN,Patna,Asha Devi,Bharatiya Janta Party,255418,125050,49.0 %,17919,14.3%
187,Maner,187,GEN,Patna,Bhai Virendra,Rashtriya Janata Dal,237337,132342,55.8 %,9601,7.3%
188,Phulwari,188,SC,Patna,Shyam Rajak,Janata Dal (United),247420,135456,54.7 %,21180,15.6%
189,Masaurhi,189,SC,Patna,Arun Manjhi,Janata Dal (United),273547,142650,52.1 %,5032,3.5%
190,Paliganj,190,GEN,Patna,Dr. Usha Vidyarthi,Bharatiya Janta Party,231822,115899,50.0 %,10242,8.8%
191,Bikram,191,GEN,Patna,Anil Kumar,Bharatiya Janta Party,248949,131772,52.9 %,2352,1.8%
192,Sandesh,192,GEN,Bhojpur,Sanjay Singh (TIGER),Bharatiya Janta Party,213826,112866,52.8 %,6822,6.0%
193,Barhara,193,GEN,Bhojpur,Raghwendra Pratap Singh,Rashtriya Janata Dal,232971,111049,47.7 %,1083,1.0%
194,Arrah,194,GEN,Bhojpur,Amrendra Pratap Singh,Bharatiya Janta Party,229649,113450,49.4 %,18940,16.7%
195,Agiaon,195,SC,Bhojpur,Shivesh Kumar,Bharatiya Janta Party,200627,92365,46.0 %,5249,5.7%
196,Tarari,196,GEN,Bhojpur,Narendra Kumar Pandey Alias Sunil Pandey,Janata Dal (United),228190,127786,56.0 %,14320,11.2%
197,Jagdishpur,197,GEN,Bhojpur,Dinesh Kumar Singh,Rashtriya Janata Dal,239532,130261,54.4 %,10186,7.8%
198,Shahpur,198,GEN,Bhojpur,Munni Devi,Bharatiya Janta Party,239032,111194,46.5 %,8211,7.4%
199,Barhampur,199,GEN,Buxar,Dilmarni Devi,Bharatiya Janta Party,263489,125983,47.8 %,20342,16.1%
200,Buxar,200,GEN,Buxar,Prof. Sukhada Pande,Bharatiya Janta Party,220693,128102,58.0 %,20183,15.8%
201,Dumraon,201,GEN,Buxar,Dr. Daud Ali,Janata Dal (United),241608,124616,51.6 %,19846,15.9%
202,Rajpur,202,SC,Buxar,Santosh Kumar Nirala,Janata Dal (United),254505,137845,54.2 %,15239,11.1%
203,Ramgarh,203,GEN,Kaimur (Bhabua),Ambika Singh,Rashtriya Janata Dal,204116,123218,60.4 %,2978,2.4%
204,Mohania,204,SC,Kaimur (Bhabua),Chhedi Paswan,Janata Dal (United),199960,111809,55.9 %,2525,2.3%
205,Bhabua,205,GEN,Kaimur (Bhabua),Dr. Pramod Kumar Singh,Lok Jan Shakti Party,206799,119097,57.6 %,447,0.4%
206,Chainpur,206,GEN,Kaimur (Bhabua),Brij Kishor Vind,Bharatiya Janta Party,235304,142032,60.4 %,13580,9.6%
207,Chenari,207,SC,Rohtas,Shyam Bihari Ram,Janata Dal (United),237704,126797,53.3 %,2901,2.3%
208,Sasaram,208,GEN,Rohtas,Jawahar Prasad,Bharatiya Janta Party,275379,144512,52.5 %,5411,3.7%
209,Kargahar,209,GEN,Rohtas,Ram Dhani Singh,Janata Dal (United),258763,149739,57.9 %,13197,8.8%
210,Dinara,210,GEN,Rohtas,Jay Kumar Singh,Janata Dal (United),237760,120273,50.6 %,16610,13.8%
211,Nokha,211,GEN,Rohtas,Rameshwar Prasad,Bharatiya Janta Party,230538,116704,50.6 %,11723,10.0%
212,Dehri,212,GEN,Rohtas,Jyoti Rashmi,Independent,231865,123647,53.3 %,9815,7.9%
213,Karakat,213,GEN,Rohtas,Rajeshwar Raj,Janata Dal (United),261872,127784,48.8 %,11415,8.9%
214,Arwal,214,GEN,Arwal,Chitranjan Kumar,Bharatiya Janta Party,201479,94760,47.0 %,4202,4.4%
215,Kurtha,215,GEN,Arwal,Satyadev Singh,Janata Dal (United),191152,91877,48.1 %,9493,10.3%
216,Jahanabad,216,GEN,Jehanabad,Abhiram Sharma,Janata Dal (United),222148,110612,49.8 %,8567,7.7%
217,Ghosi,217,GEN,Jehanabad,Rahul Kumar,Janata Dal (United),206748,104123,50.4 %,14276,13.7%
218,Makhdumpur,218,SC,Jehanabad,Jitan Ram Manjhi,Janata Dal (United),183352,90185,49.2 %,5085,5.6%
219,Goh,219,GEN,Aurangabad,Dr. Ranvijay Kumar,Janata Dal (United),228189,120065,52.6 %,694,0.6%
220,Obra,220,GEN,Aurangabad,Somprakash Singh,Independent,232406,130250,56.0 %,802,0.6%
221,Nabinagar,221,GEN,Aurangabad,Virendra Kumar Singh,Janata Dal (United),205361,101815,49.6 %,11834,11.6%
222,Kutumba,222,SC,Aurangabad,Lalan Ram,Janata Dal (United),195497,93460,47.8 %,13910,14.9%
223,Aurangabad,223,GEN,Aurangabad,Ramadhar Singh,Bharatiya Janta Party,226141,111326,49.2 %,6242,5.6%
224,Rafiganj,224,GEN,Aurangabad,Ashok Kumar Singh,Janata Dal (United),246531,117986,47.9 %,23685,20.1%
